table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_total,field_paid_for_by_the_company,field_paid_for_by_others
725,r015,"All business activities -> Asphalt paving, roofing, and saturated materials manufacturing",All business activities,"Asphalt paving, roofing, and saturated materials manufacturing",2,32402,"['52', 'i']","['52', 'i']","['1', 'i']"
725,r016,"All business activities -> Other petroleum and coal products manufacturing, including motor oil, hydraulic fluid, and charcoal",All business activities,"Other petroleum and coal products manufacturing, including motor oil, hydraulic fluid, and charcoal",2,32403,"['268', '&nbsp;']","['260', '&nbsp;']","['8', '&nbsp;']"
725,r017,All business activities -> Basic chemicals manufacturing,All business activities,Basic chemicals manufacturing,2,32510,"['3,072', '&nbsp;']","['2,627', '&nbsp;']","['446', 'i']"
725,r018,"All business activities -> Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",All business activities,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",2,32520,"['1,214', '&nbsp;']","['1,158', '&nbsp;']","['56', 'i']"
725,r019,"All business activities -> Pesticide, fertilizer, and other agricultural chemical manufacturing",All business activities,"Pesticide, fertilizer, and other agricultural chemical manufacturing",2,32530,"['D', '&nbsp;']","['2,325', '&nbsp;']","['D', '&nbsp;']"
725,r020,"All business activities -> Pharmaceutical, medicinal, botanical, and biological products (except diagnostics)",All business activities,"Pharmaceutical, medicinal, botanical, and biological products (except diagnostics)",2,32541,"['40,764', '&nbsp;']","['34,414', '&nbsp;']","['6,350', '&nbsp;']"
725,r021,All business activities -> In vitro diagnostic substances manufacturing,All business activities,In vitro diagnostic substances manufacturing,2,32542,"['801', '&nbsp;']","['761', '&nbsp;']","['40', '&nbsp;']"
725,r022,All business activities -> Biotechnology-based pharmaceutical and biological products (except diagnostics),All business activities,Biotechnology-based pharmaceutical and biological products (except diagnostics),2,32543,"['14,464', '&nbsp;']","['12,550', '&nbsp;']","['1,914', '&nbsp;']"
725,r023,"All business activities -> Soap, cleaning compound, and toilet preparations manufacturing",All business activities,"Soap, cleaning compound, and toilet preparations manufacturing",2,32591,"['1,987', '&nbsp;']","['1,851', '&nbsp;']","['136', '&nbsp;']"
725,r024,"All business activities -> Paint, adhesive, and other chemical manufacturing",All business activities,"Paint, adhesive, and other chemical manufacturing",2,32592,"['D', '&nbsp;']","['1,401', '&nbsp;']","['D', '&nbsp;']"
725,r025,All business activities -> Plastics and rubber products manufacturing,All business activities,Plastics and rubber products manufacturing,2,32600,"['2,903', '&nbsp;']","['2,728', '&nbsp;']","['175', '&nbsp;']"
725,r026,All business activities -> Clay and glass products manufacturing,All business activities,Clay and glass products manufacturing,2,32710,"['949', '&nbsp;']","['938', '&nbsp;']","['10', '&nbsp;']"
725,r027,"All business activities -> Cement, concrete, lime, gypsum, and other nonmetallic mineral products manufacturing",All business activities,"Cement, concrete, lime, gypsum, and other nonmetallic mineral products manufacturing",2,32790,"['394', 'i']","['381', 'i']","['13', '&nbsp;']"
725,r028,All business activities -> Primary metal manufacturing,All business activities,Primary metal manufacturing,2,33100,"['594', 'i']","['564', 'i']","['30', 'i']"
725,r029,All business activities -> Fabricated metal products manufacturing,All business activities,Fabricated metal products manufacturing,2,33200,"['2,400', '&nbsp;']","['2,101', '&nbsp;']","['299', 'i']"
725,r030,All business activities -> Agricultural machinery and equipment manufacturing,All business activities,Agricultural machinery and equipment manufacturing,2,33311,"['1,172', '&nbsp;']","['1,154', '&nbsp;']","['18', 'i']"
725,r031,All business activities -> Construction machinery manufacturing,All business activities,Construction machinery manufacturing,2,33312,"['1,213', '&nbsp;']","['1,209', '&nbsp;']","['4', '&nbsp;']"
725,r032,"All business activities -> Mining, oil, and gas field machinery and equipment manufacturing",All business activities,"Mining, oil, and gas field machinery and equipment manufacturing",2,33319,"['1,441', '&nbsp;']","['1,379', '&nbsp;']","['63', '&nbsp;']"
725,r033,All business activities -> Semiconductor machinery manufacturing,All business activities,Semiconductor machinery manufacturing,2,33321,"['3,218', '&nbsp;']","['2,919', '&nbsp;']","['298', 'i']"
725,r034,All business activities -> Industrial machinery manufacturing (except semiconductor machinery),All business activities,Industrial machinery manufacturing (except semiconductor machinery),2,33322,"['1,149', '&nbsp;']","['1,041', '&nbsp;']","['108', '&nbsp;']"
725,r035,All business activities -> Photographic and photocopying equipment manufacturing,All business activities,Photographic and photocopying equipment manufacturing,2,33331,"['135', '&nbsp;']","['109', '&nbsp;']","['26', '&nbsp;']"
725,r036,"All business activities -> Commercial, service industry, temperature control, and air-flow control machinery manufacturing",All business activities,"Commercial, service industry, temperature control, and air-flow control machinery manufacturing",2,33332,"['1,285', '&nbsp;']","['1,211', '&nbsp;']","['74', '&nbsp;']"
725,r037,All business activities -> Digital cameras manufacturing,All business activities,Digital cameras manufacturing,2,33333,"['427', '&nbsp;']","['425', '&nbsp;']","['2', 'i']"
725,r038,"All business activities -> Engine, turbine, and power transmission equipment manufacturing",All business activities,"Engine, turbine, and power transmission equipment manufacturing",2,33360,"['2,306', '&nbsp;']","['2,010', '&nbsp;']","['296', '&nbsp;']"
725,r039,All business activities -> Metalworking and other general purpose machinery manufacturing,All business activities,Metalworking and other general purpose machinery manufacturing,2,33390,"['2,290', '&nbsp;']","['2,105', '&nbsp;']","['185', 'i']"
725,r040,All business activities -> Computers and peripheral equipment manufacturing and magnetic and optical media,All business activities,Computers and peripheral equipment manufacturing and magnetic and optical media,2,33412,"['10,997', '&nbsp;']","['10,853', '&nbsp;']","['145', '&nbsp;']"
725,r041,"All business activities -> Telephone apparatus manufacturing, including routers, modems, and gateways",All business activities,"Telephone apparatus manufacturing, including routers, modems, and gateways",2,33421,"['9,529', '&nbsp;']","['9,526', '&nbsp;']","['3', 'i']"
725,r042,"All business activities -> Radio, television, and wireless communication equipment manufacturing",All business activities,"Radio, television, and wireless communication equipment manufacturing",2,33422,"['3,387', 'i']","['1,969', '&nbsp;']","['1,418', 'i']"
725,r043,"All business activities -> Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",All business activities,"Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",2,33429,"['1,695', 'i']","['1,664', 'i']","['31', '&nbsp;']"
725,r044,All business activities -> Audio and video equipment manufacturing,All business activities,Audio and video equipment manufacturing,2,33430,"['1,072', 'i']","['1,050', 'i']","['21', 'i']"
725,r045,All business activities -> Semiconductor and other electronic components manufacturing,All business activities,Semiconductor and other electronic components manufacturing,2,33440,"['30,805', '&nbsp;']","['28,986', '&nbsp;']","['1,818', '&nbsp;']"
725,r046,"All business activities -> Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",All business activities,"Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",2,33451,"['3,477', '&nbsp;']","['3,227', '&nbsp;']","['251', '&nbsp;']"
725,r047,"All business activities -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments manufacturing",All business activities,"Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments manufacturing",2,33452,"['6,507', '&nbsp;']","['1,904', '&nbsp;']","['4,602', '&nbsp;']"
725,r048,All business activities -> Measuring and control instruments manufacturing (not listed elsewhere),All business activities,Measuring and control instruments manufacturing (not listed elsewhere),2,33459,"['4,034', '&nbsp;']","['3,861', '&nbsp;']","['173', '&nbsp;']"
725,r049,"All business activities -> Electrical equipment, appliances, and components manufacturing",All business activities,"Electrical equipment, appliances, and components manufacturing",2,33500,"['4,353', '&nbsp;']","['3,866', '&nbsp;']","['487', 'i']"
725,r050,All business activities -> Motor vehicles manufacturing,All business activities,Motor vehicles manufacturing,2,33610,"['12,504', '&nbsp;']","['11,165', '&nbsp;']","['1,340', '&nbsp;']"
725,r051,All business activities -> Motor vehicle body and trailer manufacturing,All business activities,Motor vehicle body and trailer manufacturing,2,33620,"['156', 'i']","['151', 'i']","['5', 'i']"
725,r052,All business activities -> Motor vehicle parts manufacturing,All business activities,Motor vehicle parts manufacturing,2,33630,"['6,140', '&nbsp;']","['5,137', '&nbsp;']","['1,003', 'i']"
725,r053,All business activities -> Aircraft manufacturing,All business activities,Aircraft manufacturing,2,33641,"['14,779', 'i']","['4,644', '&nbsp;']","['10,136', 'i']"
725,r054,All business activities -> Aircraft engine and engine parts manufacturing,All business activities,Aircraft engine and engine parts manufacturing,2,33642,"['1,574', '&nbsp;']","['1,132', '&nbsp;']","['442', '&nbsp;']"
725,r055,All business activities -> Other aircraft parts and auxiliary equipment manufacturing,All business activities,Other aircraft parts and auxiliary equipment manufacturing,2,33643,"['4,926', '&nbsp;']","['2,803', '&nbsp;']","['2,123', 'i']"
725,r056,"All business activities -> Guided missiles, space vehicles, and related parts manufacturing",All business activities,"Guided missiles, space vehicles, and related parts manufacturing",2,33644,"['3,012', '&nbsp;']","['909', '&nbsp;']","['2,103', '&nbsp;']"
725,r057,All business activities -> Railroad rolling stock manufacturing,All business activities,Railroad rolling stock manufacturing,2,33651,"['240', '&nbsp;']","['237', '&nbsp;']","['3', 'i']"
725,r058,All business activities -> Ship and boat building,All business activities,Ship and boat building,2,33660,"['D', '&nbsp;']","['244', '&nbsp;']","['D', '&nbsp;']"
725,r059,"All business activities -> Motorcycle, bicycle, and parts manufacturing",All business activities,"Motorcycle, bicycle, and parts manufacturing",2,33691,"['282', '&nbsp;']","['269', '&nbsp;']","['13', 'i']"
725,r060,"All business activities -> Military armored vehicle, tank, and tank components manufacturing",All business activities,"Military armored vehicle, tank, and tank components manufacturing",2,33692,"['335', '&nbsp;']","['182', '&nbsp;']","['154', '&nbsp;']"
725,r061,All business activities -> All other transportation equipment manufacturing,All business activities,All other transportation equipment manufacturing,2,33699,"['D', '&nbsp;']","['366', '&nbsp;']","['D', '&nbsp;']"
725,r062,All business activities -> Furniture and related products manufacturing,All business activities,Furniture and related products manufacturing,2,33700,"['458', '&nbsp;']","['447', '&nbsp;']","['10', 'i']"
725,r063,All business activities -> Medical equipment and supplies manufacturing,All business activities,Medical equipment and supplies manufacturing,2,33910,"['11,372', '&nbsp;']","['11,210', '&nbsp;']","['163', '&nbsp;']"
725,r064,"All business activities -> Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",All business activities,"Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",2,33990,"['2,456', 'i']","['2,294', 'i']","['162', 'i']"
725,r065,"All business activities -> Merchant wholesalers, durable goods",All business activities,"Merchant wholesalers, durable goods",2,42300,"['1,584', 'i']","['1,503', 'i']","['81', 'i']"
725,r066,"All business activities -> Merchant wholesalers, nondurable goods",All business activities,"Merchant wholesalers, nondurable goods",2,42400,"['545', 'i']","['405', 'i']","['140', '&nbsp;']"
725,r067,All business activities -> Wholesale electronic markets and agents and brokers (business to business),All business activities,Wholesale electronic markets and agents and brokers (business to business),2,42500,"['34', 'i']","['31', 'i']","['3', 'i']"
725,r068,All business activities -> Retail trade (except electronic shopping and electronic auctions),All business activities,Retail trade (except electronic shopping and electronic auctions),2,44000,"['98', '&nbsp;']","['D', '&nbsp;']","['D', ' ']"
725,r069,All business activities -> Electronic shopping and electronic auctions,All business activities,Electronic shopping and electronic auctions,2,45411,"['1,547', 'i']","['1,530', 'i']","['16', 'i']"
725,r070,All business activities -> Transportation,All business activities,Transportation,2,48000,"['217', 'i']","['217', 'i']","['0', '&nbsp;']"
725,r071,"All business activities -> Couriers, messengers, and express delivery services",All business activities,"Couriers, messengers, and express delivery services",2,49200,"['D', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']"
725,r072,All business activities -> Warehousing and storage,All business activities,Warehousing and storage,2,49300,"['3', '&nbsp;']","['3', '&nbsp;']","['*', 'i']"
725,r073,"All business activities -> Newspaper, periodical, book, and directory publishers (except Internet)",All business activities,"Newspaper, periodical, book, and directory publishers (except Internet)",2,51110,"['99', 'i']","['99', 'i']","['*', 'i']"
725,r074,All business activities -> Software publishers (except Internet),All business activities,Software publishers (except Internet),2,51120,"['29,885', 'i']","['29,372', 'i']","['513', '&nbsp;']"
725,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['10', '&nbsp;']","['10', '&nbsp;']","['0', '&nbsp;']"
725,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['35', '&nbsp;']","['35', '&nbsp;']","['0', '&nbsp;']"
725,r077,All business activities -> Wired telecommunications carriers,All business activities,Wired telecommunications carriers,2,51710,"['623', '&nbsp;']","['568', '&nbsp;']","['55', 'i']"
725,r078,All business activities -> Wireless telecommunications carriers (except satellite),All business activities,Wireless telecommunications carriers (except satellite),2,51720,"['2,019', '&nbsp;']","['2,008', '&nbsp;']","['11', '&nbsp;']"
725,r079,All business activities -> Satellite telecommunications,All business activities,Satellite telecommunications,2,51740,"['552', '&nbsp;']","['547', '&nbsp;']","['6', '&nbsp;']"
725,r080,All business activities -> Other telecommunications (not listed elsewhere),All business activities,Other telecommunications (not listed elsewhere),2,51790,"['416', '&nbsp;']","['411', '&nbsp;']","['6', '&nbsp;']"
725,r081,"All business activities -> Data processing, hosting, and related services",All business activities,"Data processing, hosting, and related services",2,51800,"['5,898', '&nbsp;']","['5,847', '&nbsp;']","['51', 'i']"
725,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['5,786', '&nbsp;']","['5,740', '&nbsp;']","['46', '&nbsp;']"
725,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals",2,51910,"['21,531', '&nbsp;']","['21,515', '&nbsp;']","['16', '&nbsp;']"
725,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['2,710', '&nbsp;']","['2,675', '&nbsp;']","['35', '&nbsp;']"
725,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['1,306', '&nbsp;']","['1,303', '&nbsp;']","['3', 'i']"
725,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['1,365', '&nbsp;']","['1,365', '&nbsp;']","['0', '&nbsp;']"
725,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['280', '&nbsp;']","['280', '&nbsp;']","['0', '&nbsp;']"
725,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['70', '&nbsp;']","['68', '&nbsp;']","['2', '&nbsp;']"
725,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['79', '&nbsp;']","['79', '&nbsp;']","['*', '&nbsp;']"
725,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['1,284', '&nbsp;']","['1,280', '&nbsp;']","['4', '&nbsp;']"
725,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['4,172', 'i']","['2,284', 'i']","['1,888', '&nbsp;']"
725,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['83', '&nbsp;']","['13', '&nbsp;']","['71', '&nbsp;']"
725,r093,All business activities -> Computer systems design and related services,All business activities,Computer systems design and related services,2,54150,"['13,647', '&nbsp;']","['11,510', '&nbsp;']","['2,137', '&nbsp;']"
725,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['1,760', '&nbsp;']","['1,410', '&nbsp;']","['349', '&nbsp;']"
725,r095,All business activities -> Research and development services in social sciences and humanities,All business activities,Research and development services in social sciences and humanities,2,54172,"['755', '&nbsp;']","['12', 'i']","['744', '&nbsp;']"
725,r096,All business activities -> Research and development services in biotechnology,All business activities,Research and development services in biotechnology,2,54173,"['5,287', 'i']","['1,684', '&nbsp;']","['3,603', 'i']"
725,r097,"All business activities -> Research and development services in physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in physical, engineering, and life sciences (except biotechnology)",2,54174,"['10,888', '&nbsp;']","['2,528', '&nbsp;']","['8,359', '&nbsp;']"
725,r098,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['425', '&nbsp;']","['422', '&nbsp;']","['3', '&nbsp;']"
725,r099,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['1,144', '&nbsp;']","['818', '&nbsp;']","['326', '&nbsp;']"
725,r100,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
725,r101,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['200', 'i']","['178', 'i']","['22', '&nbsp;']"
725,r102,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['24', 'i']","['16', 'i']","['7', '&nbsp;']"
725,r103,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['79', 'i']","['28', '&nbsp;']","['51', 'i']"
725,r104,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['1,198', '&nbsp;']","['400', '&nbsp;']","['799', '&nbsp;']"
725,r105,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['42', 'i']","['37', 'i']","['5', 'i']"
725,r106,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['7', '&nbsp;']","['4', '&nbsp;']","['4', '&nbsp;']"
725,r107,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['2', '&nbsp;']","['2', '&nbsp;']","['0', '&nbsp;']"
725,r108,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['51', '&nbsp;']","['51', '&nbsp;']","['0', '&nbsp;']"
725,r109,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['79', '&nbsp;']","['D', '&nbsp;']","['D', ' ']"
725,r110,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['760', '&nbsp;']","['540', '&nbsp;']","['220', '&nbsp;']"
725,r111,All business activities -> Undistributed,All business activities,Undistributed,2,–,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
