table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_all_othersa
7702,r020,"United States<sup>b</sup> -> Arizona -> Agriculture, Department of",United States<sup>b</sup>,Arizona,"Agriculture, Department of",3,1167546,1011009,156537
7702,r021,United States<sup>b</sup> -> Arizona -> Game and Fish Department,United States<sup>b</sup>,Arizona,Game and Fish Department,3,1585868,1515321,70547
7702,r022,"United States<sup>b</sup> -> Arizona -> Health Services, Department of",United States<sup>b</sup>,Arizona,"Health Services, Department of",3,8467153,0,8467153
7702,r023,"United States<sup>b</sup> -> Arizona -> Juvenile Corrections, Department of ",United States<sup>b</sup>,Arizona,"Juvenile Corrections, Department of ",3,610954,0,610954
7702,r024,"United States<sup>b</sup> -> Arizona -> Transportation, Department of",United States<sup>b</sup>,Arizona,"Transportation, Department of",3,3179987,2543989,635998
7702,r025,United States<sup>b</sup> -> Arkansas,United States<sup>b</sup>,Arkansas,,2,9908767,983181,8925586
7702,r026,"United States<sup>b</sup> -> Arkansas -> Agriculture, Department of",United States<sup>b</sup>,Arkansas,"Agriculture, Department of",3,152420,0,152420
7702,r027,United States<sup>b</sup> -> Arkansas -> Beef Council,United States<sup>b</sup>,Arkansas,Beef Council,3,60406,0,60406
7702,r028,United States<sup>b</sup> -> Arkansas -> Corn and Grain Sorghum Promotion Board,United States<sup>b</sup>,Arkansas,Corn and Grain Sorghum Promotion Board,3,992000,0,992000
7702,r029,United States<sup>b</sup> -> Arkansas -> Economic Development Commission,United States<sup>b</sup>,Arkansas,Economic Development Commission,3,2075000,0,2075000
7702,r030,United States<sup>b</sup> -> Arkansas -> Game and Fish Commission,United States<sup>b</sup>,Arkansas,Game and Fish Commission,3,872648,743608,129040
7702,r031,"United States<sup>b</sup> -> Arkansas -> Midwest Dairy Association, Arkansas Division",United States<sup>b</sup>,Arkansas,"Midwest Dairy Association, Arkansas Division",3,9700,0,9700
7702,r032,United States<sup>b</sup> -> Arkansas -> Natural Heritage Commission,United States<sup>b</sup>,Arkansas,Natural Heritage Commission,3,195378,18601,176777
7702,r033,United States<sup>b</sup> -> Arkansas -> Rice Research and Promotion Board,United States<sup>b</sup>,Arkansas,Rice Research and Promotion Board,3,2775000,0,2775000
7702,r034,United States<sup>b</sup> -> Arkansas -> Soybean Promotion Board,United States<sup>b</sup>,Arkansas,Soybean Promotion Board,3,2400000,0,2400000
7702,r035,"United States<sup>b</sup> -> Arkansas -> Transportation, Department of",United States<sup>b</sup>,Arkansas,"Transportation, Department of",3,276215,220972,55243
7702,r036,United States<sup>b</sup> -> Arkansas -> Wheat Promotion Board,United States<sup>b</sup>,Arkansas,Wheat Promotion Board,3,100000,0,100000
7702,r037,United States<sup>b</sup> -> California,United States<sup>b</sup>,California,,2,523819635,28494592,495325043
7702,r038,United States<sup>b</sup> -> California -> Air Resources Board,United States<sup>b</sup>,California,Air Resources Board,3,16703318,0,16703318
7702,r039,United States<sup>b</sup> -> California -> Children and Families Commission (First 5 California),United States<sup>b</sup>,California,Children and Families Commission (First 5 California),3,4493407,0,4493407
7702,r040,"United States<sup>b</sup> -> California -> Conservation, Department of",United States<sup>b</sup>,California,"Conservation, Department of",3,1508933,280000,1228933
7702,r041,"United States<sup>b</sup> -> California -> Corrections and Rehabilitation, Department of",United States<sup>b</sup>,California,"Corrections and Rehabilitation, Department of",3,1139419,0,1139419
7702,r042,United States<sup>b</sup> -> California -> Covered California,United States<sup>b</sup>,California,Covered California,3,3793141,0,3793141
7702,r043,United States<sup>b</sup> -> California -> Dairy Council,United States<sup>b</sup>,California,Dairy Council,3,18672,0,18672
7702,r044,United States<sup>b</sup> -> California -> Delta Stewardship Council,United States<sup>b</sup>,California,Delta Stewardship Council,3,4093320,685670,3407650
7702,r045,United States<sup>b</sup> -> California -> Energy Commission,United States<sup>b</sup>,California,Energy Commission,3,230900000,0,230900000
7702,r046,"United States<sup>b</sup> -> California -> Environmental Health Hazard Assessment, Office of",United States<sup>b</sup>,California,"Environmental Health Hazard Assessment, Office of",3,17522940,0,17522940
7702,r047,"United States<sup>b</sup> -> California -> Food and Agriculture, Department of",United States<sup>b</sup>,California,"Food and Agriculture, Department of",3,4686177,54964,4631213
7702,r048,"United States<sup>b</sup> -> California -> Forestry and Fire Protection, Department of",United States<sup>b</sup>,California,"Forestry and Fire Protection, Department of",3,5500000,0,5500000
7702,r049,United States<sup>b</sup> -> California -> Horse Racing Board,United States<sup>b</sup>,California,Horse Racing Board,3,695130,0,695130
7702,r050,"United States<sup>b</sup> -> California -> Housing and Community Development, Department of",United States<sup>b</sup>,California,"Housing and Community Development, Department of",3,150000,0,150000
7702,r051,United States<sup>b</sup> -> California -> Institute for Regenerative Medicine,United States<sup>b</sup>,California,Institute for Regenerative Medicine,3,95739916,0,95739916
7702,r052,United States<sup>b</sup> -> California -> Mental Health Services Oversight and Accountability Commission,United States<sup>b</sup>,California,Mental Health Services Oversight and Accountability Commission,3,2500000,0,2500000
7702,r053,"United States<sup>b</sup> -> California -> Motor Vehicles, Department of",United States<sup>b</sup>,California,"Motor Vehicles, Department of",3,1551423,0,1551423
7702,r054,"United States<sup>b</sup> -> California -> Parks And Recreation, Department of",United States<sup>b</sup>,California,"Parks And Recreation, Department of",3,1500000,0,1500000
7702,r055,"United States<sup>b</sup> -> California -> Pesticide Regulation, Department of ",United States<sup>b</sup>,California,"Pesticide Regulation, Department of ",3,11642098,190006,11452092
7702,r056,"United States<sup>b</sup> -> California -> Public Health, Department of",United States<sup>b</sup>,California,"Public Health, Department of",3,6089200,44000,6045200
7702,r057,"United States<sup>b</sup> -> California -> Public Utilities Commission, Executive Division",United States<sup>b</sup>,California,"Public Utilities Commission, Executive Division",3,37000000,0,37000000
7702,r058,"United States<sup>b</sup> -> California -> Rehabilitation, Department of ",United States<sup>b</sup>,California,"Rehabilitation, Department of ",3,2702614,2702614,0
7702,r059,"United States<sup>b</sup> -> California -> Resources Recycling and Recovery, Department of ",United States<sup>b</sup>,California,"Resources Recycling and Recovery, Department of ",3,155635,0,155635
7702,r060,"United States<sup>b</sup> -> California -> Social Services, Department of ",United States<sup>b</sup>,California,"Social Services, Department of ",3,3585336,3024462,560874
7702,r061,United States<sup>b</sup> -> California -> State Coastal Conservancy,United States<sup>b</sup>,California,State Coastal Conservancy,3,835489,154340,681149
7702,r062,United States<sup>b</sup> -> California -> State Water Resources Control Board,United States<sup>b</sup>,California,State Water Resources Control Board,3,5377799,283580,5094219
7702,r063,"United States<sup>b</sup> -> California -> Toxic Substances Control, Department of",United States<sup>b</sup>,California,"Toxic Substances Control, Department of",3,1887600,0,1887600
7702,r064,"United States<sup>b</sup> -> California -> Transportation, Department of",United States<sup>b</sup>,California,"Transportation, Department of",3,47716505,21074351,26642154
7702,r065,"United States<sup>b</sup> -> California -> Water Resources, Department of",United States<sup>b</sup>,California,"Water Resources, Department of",3,14331563,605,14330958
7702,r066,United States<sup>b</sup> -> Colorado,United States<sup>b</sup>,Colorado,,2,38436248,6546643,31889605
7702,r067,"United States<sup>b</sup> -> Colorado -> Agriculture, Department of",United States<sup>b</sup>,Colorado,"Agriculture, Department of",3,676649,665946,10703
7702,r068,"United States<sup>b</sup> -> Colorado -> Economic Development and International Trade, Office of",United States<sup>b</sup>,Colorado,"Economic Development and International Trade, Office of",3,21331814,0,21331814
7702,r069,"United States<sup>b</sup> -> Colorado -> Higher Education Competitive, Research Authority",United States<sup>b</sup>,Colorado,"Higher Education Competitive, Research Authority",3,1748478,0,1748478
7702,r070,"United States<sup>b</sup> -> Colorado -> Natural Resources, Department of",United States<sup>b</sup>,Colorado,"Natural Resources, Department of",3,7530151,2441788,5088363
7702,r071,"United States<sup>b</sup> -> Colorado -> Public Health and Environment, Department of",United States<sup>b</sup>,Colorado,"Public Health and Environment, Department of",3,2591744,43144,2548600
7702,r072,"United States<sup>b</sup> -> Colorado -> Public Safety, Department of; Division of Criminal Justice",United States<sup>b</sup>,Colorado,"Public Safety, Department of; Division of Criminal Justice",3,1040036,120899,919137
7702,r073,"United States<sup>b</sup> -> Colorado -> Transportation, Department of",United States<sup>b</sup>,Colorado,"Transportation, Department of",3,3274866,3274866,0
7702,r074,United States<sup>b</sup> -> Colorado -> Wine Industry Development Board,United States<sup>b</sup>,Colorado,Wine Industry Development Board,3,242510,0,242510
7702,r075,United States<sup>b</sup> -> Connecticut,United States<sup>b</sup>,Connecticut,,2,55050702,15879739,39170963
7702,r076,United States<sup>b</sup> -> Connecticut -> Agricultural Experiment Station,United States<sup>b</sup>,Connecticut,Agricultural Experiment Station,3,13302928,5799104,7503824
7702,r077,"United States<sup>b</sup> -> Connecticut -> Energy and Environmental Protection, Department of",United States<sup>b</sup>,Connecticut,"Energy and Environmental Protection, Department of",3,7445420,5822449,1622971
7702,r078,United States<sup>b</sup> -> Connecticut -> Innovation Inc.,United States<sup>b</sup>,Connecticut,Innovation Inc.,3,23315658,0,23315658
7702,r079,"United States<sup>b</sup> -> Connecticut -> Mental Health and Addiction Services, Department of",United States<sup>b</sup>,Connecticut,"Mental Health and Addiction Services, Department of",3,6966358,536219,6430139
7702,r080,"United States<sup>b</sup> -> Connecticut -> Public Health, Department of",United States<sup>b</sup>,Connecticut,"Public Health, Department of",3,20967,20967,0
7702,r081,"United States<sup>b</sup> -> Connecticut -> Social Services, Department of",United States<sup>b</sup>,Connecticut,"Social Services, Department of",3,1591082,1591082,0
7702,r082,"United States<sup>b</sup> -> Connecticut -> Transportation, Department of",United States<sup>b</sup>,Connecticut,"Transportation, Department of",3,2408289,2109918,298371
7702,r083,United States<sup>b</sup> -> Delaware,United States<sup>b</sup>,Delaware,,2,3338773,1355648,1983125
7702,r084,United States<sup>b</sup> -> Delaware -> Geological Survey,United States<sup>b</sup>,Delaware,Geological Survey,3,1945219,307938,1637281
7702,r085,"United States<sup>b</sup> -> Delaware -> Natural Resources and Environmental Control, Department of",United States<sup>b</sup>,Delaware,"Natural Resources and Environmental Control, Department of",3,257515,205974,51541
7702,r086,United States<sup>b</sup> -> Delaware -> Sustainable Energy Utility,United States<sup>b</sup>,Delaware,Sustainable Energy Utility,3,46054,0,46054
7702,r087,"United States<sup>b</sup> -> Delaware -> Transportation, Department of",United States<sup>b</sup>,Delaware,"Transportation, Department of",3,1089985,841736,248249
7702,r088,United States<sup>b</sup> -> District of Columbia,United States<sup>b</sup>,District of Columbia,,2,8128666,6245794,1882872
7702,r089,"United States<sup>b</sup> -> District of Columbia -> Energy and Environment, Department of",United States<sup>b</sup>,District of Columbia,"Energy and Environment, Department of",3,207000,207000,0
7702,r090,"United States<sup>b</sup> -> District of Columbia -> Forensic Sciences, Department of",United States<sup>b</sup>,District of Columbia,"Forensic Sciences, Department of",3,75566,30000,45566
7702,r091,"United States<sup>b</sup> -> District of Columbia -> Health, Department of",United States<sup>b</sup>,District of Columbia,"Health, Department of",3,5942318,5765769,176549
7702,r092,"United States<sup>b</sup> -> District of Columbia -> Transportation, Department of",United States<sup>b</sup>,District of Columbia,"Transportation, Department of",3,303782,243025,60757
7702,r093,United States<sup>b</sup> -> District of Columbia -> Water and Sewer Authority,United States<sup>b</sup>,District of Columbia,Water and Sewer Authority,3,1600000,0,1600000
7702,r094,United States<sup>b</sup> -> Florida,United States<sup>b</sup>,Florida,,2,178360429,25068596,153291833
7702,r095,"United States<sup>b</sup> -> Florida -> Agriculture and Consumer Services, Department of",United States<sup>b</sup>,Florida,"Agriculture and Consumer Services, Department of",3,16258186,5271571,10986615
7702,r096,"United States<sup>b</sup> -> Florida -> Business and Professional Regulation, Department of",United States<sup>b</sup>,Florida,"Business and Professional Regulation, Department of",3,100000,0,100000
7702,r097,"United States<sup>b</sup> -> Florida -> Citrus, Department of",United States<sup>b</sup>,Florida,"Citrus, Department of",3,999748,0,999748
7702,r098,"United States<sup>b</sup> -> Florida -> Environmental Protection, Department of",United States<sup>b</sup>,Florida,"Environmental Protection, Department of",3,129087,129087,0
7702,r099,United States<sup>b</sup> -> Florida -> Fish and Wildlife Conservation Commission,United States<sup>b</sup>,Florida,Fish and Wildlife Conservation Commission,3,57203692,14307739,42895953
7702,r100,"United States<sup>b</sup> -> Florida -> Health, Department of",United States<sup>b</sup>,Florida,"Health, Department of",3,92142161,0,92142161
7702,r101,United States<sup>b</sup> -> Florida -> Space Florida,United States<sup>b</sup>,Florida,Space Florida,3,1300000,0,1300000
7702,r102,"United States<sup>b</sup> -> Florida -> Transportation, Department of",United States<sup>b</sup>,Florida,"Transportation, Department of",3,10227555,5360199,4867356
7702,r103,United States<sup>b</sup> -> Georgia,United States<sup>b</sup>,Georgia,,2,18798826,17725257,1073569
7702,r104,"United States<sup>b</sup> -> Georgia -> Natural Resources, Department of",United States<sup>b</sup>,Georgia,"Natural Resources, Department of",3,818245,710803,107442
7702,r105,United States<sup>b</sup> -> Georgia -> Southern States Energy Board,United States<sup>b</sup>,Georgia,Southern States Energy Board,3,11557770,11369004,188766
7702,r106,"United States<sup>b</sup> -> Georgia -> Transportation, Department of",United States<sup>b</sup>,Georgia,"Transportation, Department of",3,6422811,5645450,777361
7702,r107,United States<sup>b</sup> -> Hawaii,United States<sup>b</sup>,Hawaii,,2,10315823,8334826,1980997
7702,r108,"United States<sup>b</sup> -> Hawaii -> Agriculture, Department of",United States<sup>b</sup>,Hawaii,"Agriculture, Department of",3,484028,484028,0
7702,r109,"United States<sup>b</sup> -> Hawaii -> Business, Economic Development, and Tourism, Department of",United States<sup>b</sup>,Hawaii,"Business, Economic Development, and Tourism, Department of",3,2538265,2188265,350000
7702,r110,"United States<sup>b</sup> -> Hawaii -> Land and Natural Resources, Department of",United States<sup>b</sup>,Hawaii,"Land and Natural Resources, Department of",3,280000,145000,135000
7702,r111,United States<sup>b</sup> -> Hawaii -> Natural Energy Laboratory of Hawaii Authority,United States<sup>b</sup>,Hawaii,Natural Energy Laboratory of Hawaii Authority,3,2000000,2000000,0
7702,r112,"United States<sup>b</sup> -> Hawaii -> Transportation, Department of",United States<sup>b</sup>,Hawaii,"Transportation, Department of",3,5013530,3517533,1495997
7702,r113,United States<sup>b</sup> -> Idaho,United States<sup>b</sup>,Idaho,,2,18210054,9698956,8511098
7702,r114,"United States<sup>b</sup> -> Idaho -> Agriculture, Department of",United States<sup>b</sup>,Idaho,"Agriculture, Department of",3,336276,336276,0
7702,r115,United States<sup>b</sup> -> Idaho -> Alfalfa and Clover Seed Commission,United States<sup>b</sup>,Idaho,Alfalfa and Clover Seed Commission,3,2300,0,2300
7702,r116,United States<sup>b</sup> -> Idaho -> Barley Commission,United States<sup>b</sup>,Idaho,Barley Commission,3,210712,0,210712
7702,r117,United States<sup>b</sup> -> Idaho -> Bean Commission,United States<sup>b</sup>,Idaho,Bean Commission,3,40640,0,40640
7702,r118,United States<sup>b</sup> -> Idaho -> Beef Council,United States<sup>b</sup>,Idaho,Beef Council,3,123053,0,123053
7702,r119,"United States<sup>b</sup> -> Idaho -> Commerce, Department of ",United States<sup>b</sup>,Idaho,"Commerce, Department of ",3,1020240,0,1020240
7702,r120,United States<sup>b</sup> -> Idaho -> Dairy West,United States<sup>b</sup>,Idaho,Dairy West,3,2805947,0,2805947
7702,r121,"United States<sup>b</sup> -> Idaho -> Environmental Quality, Department of",United States<sup>b</sup>,Idaho,"Environmental Quality, Department of",3,578257,115127,463130
7702,r122,"United States<sup>b</sup> -> Idaho -> Fish and Game, Department of",United States<sup>b</sup>,Idaho,"Fish and Game, Department of",3,8895129,7365732,1529397
7702,r123,United States<sup>b</sup> -> Idaho -> Honey Commission,United States<sup>b</sup>,Idaho,Honey Commission,3,3500,0,3500
7702,r124,United States<sup>b</sup> -> Idaho -> Mint Commission,United States<sup>b</sup>,Idaho,Mint Commission,3,14867,0,14867
7702,r125,United States<sup>b</sup> -> Idaho -> Oilseed Commission,United States<sup>b</sup>,Idaho,Oilseed Commission,3,65000,0,65000
7702,r126,United States<sup>b</sup> -> Idaho -> Pea and Lentil Commission,United States<sup>b</sup>,Idaho,Pea and Lentil Commission,3,103479,0,103479
7702,r127,United States<sup>b</sup> -> Idaho -> Potato Commission,United States<sup>b</sup>,Idaho,Potato Commission,3,747788,0,747788
7702,r128,United States<sup>b</sup> -> Idaho -> Transportation Department,United States<sup>b</sup>,Idaho,Transportation Department,3,2095738,1881821,213917
7702,r129,United States<sup>b</sup> -> Idaho -> Wheat Commission,United States<sup>b</sup>,Idaho,Wheat Commission,3,1167128,0,1167128
7702,r130,United States<sup>b</sup> -> Illinois,United States<sup>b</sup>,Illinois,,2,16213542,7152110,9061432
7702,r131,"United States<sup>b</sup> -> Illinois -> Children and Family Services, Department of",United States<sup>b</sup>,Illinois,"Children and Family Services, Department of",3,2468113,0,2468113
7702,r132,"United States<sup>b</sup> -> Illinois -> Midwest Dairy Association, Illinois Division",United States<sup>b</sup>,Illinois,"Midwest Dairy Association, Illinois Division",3,19400,0,19400
7702,r133,United States<sup>b</sup> -> Illinois -> Nutrient Research and Education Council,United States<sup>b</sup>,Illinois,Nutrient Research and Education Council,3,4000000,0,4000000
7702,r134,"United States<sup>b</sup> -> Illinois -> Public Health, Department of",United States<sup>b</sup>,Illinois,"Public Health, Department of",3,295040,0,295040
7702,r135,"United States<sup>b</sup> -> Illinois -> Transportation, Department of",United States<sup>b</sup>,Illinois,"Transportation, Department of",3,9430989,7152110,2278879
7702,r136,United States<sup>b</sup> -> Indiana,United States<sup>b</sup>,Indiana,,2,10485205,6875499,3609706
7702,r137,United States<sup>b</sup> -> Indiana -> Economic Development Corporation,United States<sup>b</sup>,Indiana,Economic Development Corporation,3,1424123,0,1424123
7702,r138,"United States<sup>b</sup> -> Indiana -> Environmental Management, Department of",United States<sup>b</sup>,Indiana,"Environmental Management, Department of",3,16935,16935,0
7702,r139,"United States<sup>b</sup> -> Indiana -> Natural Resources, Department of",United States<sup>b</sup>,Indiana,"Natural Resources, Department of",3,1086728,430027,656701
7702,r140,United States<sup>b</sup> -> Indiana -> St. Joseph River Basin Commission,United States<sup>b</sup>,Indiana,St. Joseph River Basin Commission,3,32490,0,32490
7702,r141,"United States<sup>b</sup> -> Indiana -> Transportation, Department of",United States<sup>b</sup>,Indiana,"Transportation, Department of",3,7924929,6428537,1496392
7702,r142,United States<sup>b</sup> -> Iowa,United States<sup>b</sup>,Iowa,,2,10579028,4841194,5737834
7702,r143,United States<sup>b</sup> -> Iowa -> Beef Industry Council,United States<sup>b</sup>,Iowa,Beef Industry Council,3,58898,0,58898
7702,r144,"United States<sup>b</sup> -> Iowa -> Human Rights, Criminal and Juvenile Justice Planning, Division of, Department of",United States<sup>b</sup>,Iowa,"Human Rights, Criminal and Juvenile Justice Planning, Division of, Department of",3,472395,166799,305596
7702,r145,"United States<sup>b</sup> -> Iowa -> Midwest Dairy Association, Iowa Division",United States<sup>b</sup>,Iowa,"Midwest Dairy Association, Iowa Division",3,111550,0,111550
7702,r146,"United States<sup>b</sup> -> Iowa -> Natural Resources, Department of",United States<sup>b</sup>,Iowa,"Natural Resources, Department of",3,2994029,1762651,1231378
7702,r147,"United States<sup>b</sup> -> Iowa -> Transportation, Department of",United States<sup>b</sup>,Iowa,"Transportation, Department of",3,6942156,2911744,4030412
7702,r148,United States<sup>b</sup> -> Kansas,United States<sup>b</sup>,Kansas,,2,15002554,8343437,6659117
7702,r149,United States<sup>b</sup> -> Kansas -> Corn Commission,United States<sup>b</sup>,Kansas,Corn Commission,3,654979,0,654979
7702,r150,United States<sup>b</sup> -> Kansas -> Grain Sorghum Commission,United States<sup>b</sup>,Kansas,Grain Sorghum Commission,3,277300,0,277300
7702,r151,"United States<sup>b</sup> -> Kansas -> Midwest Dairy Association, Kansas Division",United States<sup>b</sup>,Kansas,"Midwest Dairy Association, Kansas Division",3,14550,0,14550
7702,r152,United States<sup>b</sup> -> Kansas -> Soybean Commission,United States<sup>b</sup>,Kansas,Soybean Commission,3,1200000,0,1200000
7702,r153,United States<sup>b</sup> -> Kansas -> State Board of Regents,United States<sup>b</sup>,Kansas,State Board of Regents,3,998754,0,998754
7702,r154,United States<sup>b</sup> -> Kansas -> Sunflower Commission,United States<sup>b</sup>,Kansas,Sunflower Commission,3,20000,0,20000
7702,r155,"United States<sup>b</sup> -> Kansas -> Transportation, Department of",United States<sup>b</sup>,Kansas,"Transportation, Department of",3,3237535,2177974,1059561
7702,r156,United States<sup>b</sup> -> Kansas -> Water Office,United States<sup>b</sup>,Kansas,Water Office,3,1011797,51657,960140
7702,r157,United States<sup>b</sup> -> Kansas -> Wheat Commission,United States<sup>b</sup>,Kansas,Wheat Commission,3,1378000,0,1378000
7702,r158,"United States<sup>b</sup> -> Kansas -> Wildlife and Parks, Department of",United States<sup>b</sup>,Kansas,"Wildlife and Parks, Department of",3,6209639,6113806,95833
7702,r159,United States<sup>b</sup> -> Kentucky,United States<sup>b</sup>,Kentucky,,2,29737068,7548030,22189038
7702,r160,"United States<sup>b</sup> -> Kentucky -> Behavioral Health, Developmental and Intellectual Disabilities",United States<sup>b</sup>,Kentucky,"Behavioral Health, Developmental and Intellectual Disabilities",3,67500,0,67500
7702,r161,"United States<sup>b</sup> -> Kentucky -> Economic Development, Cabinet for",United States<sup>b</sup>,Kentucky,"Economic Development, Cabinet for",3,3048739,0,3048739
7702,r162,"United States<sup>b</sup> -> Kentucky -> Fish and Wildlife Resources, Department of ",United States<sup>b</sup>,Kentucky,"Fish and Wildlife Resources, Department of ",3,2230154,1412298,817856
7702,r163,United States<sup>b</sup> -> Kentucky -> Horse Racing Commission,United States<sup>b</sup>,Kentucky,Horse Racing Commission,3,216983,0,216983
7702,r164,"United States<sup>b</sup> -> Kentucky -> Nature Preserves, Office of Kentucky",United States<sup>b</sup>,Kentucky,"Nature Preserves, Office of Kentucky",3,175935,0,175935
7702,r165,"United States<sup>b</sup> -> Kentucky -> Postsecondary Education, Council on",United States<sup>b</sup>,Kentucky,"Postsecondary Education, Council on",3,11086500,0,11086500
7702,r166,"United States<sup>b</sup> -> Kentucky -> Public Health, Department for ",United States<sup>b</sup>,Kentucky,"Public Health, Department for ",3,3561572,0,3561572
7702,r167,United States<sup>b</sup> -> Kentucky -> Public Service Commission,United States<sup>b</sup>,Kentucky,Public Service Commission,3,21000,0,21000
7702,r168,United States<sup>b</sup> -> Kentucky -> Soybean Promotion Board,United States<sup>b</sup>,Kentucky,Soybean Promotion Board,3,517000,0,517000
7702,r169,United States<sup>b</sup> -> Kentucky -> Transportation Cabinet,United States<sup>b</sup>,Kentucky,Transportation Cabinet,3,8811685,6135732,2675953
7702,r170,United States<sup>b</sup> -> Louisiana,United States<sup>b</sup>,Louisiana,,2,32115461,19523775,12591686
7702,r171,"United States<sup>b</sup> -> Louisiana -> Agriculture and Forestry, Department of",United States<sup>b</sup>,Louisiana,"Agriculture and Forestry, Department of",3,4946,0,4946
7702,r172,United States<sup>b</sup> -> Louisiana -> Board of Regents,United States<sup>b</sup>,Louisiana,Board of Regents,3,13492921,7159966,6332955
7702,r173,United States<sup>b</sup> -> Louisiana -> Coastal Protection and Restoration Authority,United States<sup>b</sup>,Louisiana,Coastal Protection and Restoration Authority,3,3573798,667842,2905956
7702,r174,"United States<sup>b</sup> -> Louisiana -> Transportation and Development, Department of ",United States<sup>b</sup>,Louisiana,"Transportation and Development, Department of ",3,9185327,7348261,1837066
7702,r175,"United States<sup>b</sup> -> Louisiana -> Wildlife and Fisheries, Department of",United States<sup>b</sup>,Louisiana,"Wildlife and Fisheries, Department of",3,5858469,4347706,1510763
7702,r176,United States<sup>b</sup> -> Maine,United States<sup>b</sup>,Maine,,2,32392463,12263843,20128620
7702,r177,"United States<sup>b</sup> -> Maine -> Agriculture, Conservation and Forestry, Department of ",United States<sup>b</sup>,Maine,"Agriculture, Conservation and Forestry, Department of ",3,1505860,581000,924860
7702,r178,"United States<sup>b</sup> -> Maine -> Inland Fisheries and Wildlife, Department of",United States<sup>b</sup>,Maine,"Inland Fisheries and Wildlife, Department of",3,1080841,847899,232942
7702,r179,"United States<sup>b</sup> -> Maine -> Marine Resources, Department of",United States<sup>b</sup>,Maine,"Marine Resources, Department of",3,2582000,2061000,521000
