table_id,row_id,_b_field_and_time_to_degree_b_full_path,_b_field_and_time_to_degree_b_level_1,_b_field_and_time_to_degree_b_level_2,_b_field_and_time_to_degree_b_level_3,_b_field_and_time_to_degree_b_level_4,_b_field_and_time_to_degree_b_hierarchy_depth,field_1972,field_1977,field_1982,field_1987,field_1992,field_1997,field_2002,field_2007,field_2012,field_2017,field_2022
9458,r140,All fields -> Education -> Other education -> Since starting doctoral program<sup>a</sup>,All fields,Education,Other education,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.3,5.7
9458,r141,All fields -> Humanities and arts,All fields,Humanities and arts,,,2,,,,,,,,,,,
9458,r142,All fields -> Humanities and arts -> Since earning bachelor's,All fields,Humanities and arts,Since earning bachelor's,,3,9.0,10.0,11.3,12.2,12.3,12.0,11.7,11.5,11.0,11.0,11.2
9458,r143,All fields -> Humanities and arts -> Since starting graduate school,All fields,Humanities and arts,Since starting graduate school,,3,7.9,8.9,10.0,10.7,10.5,9.7,9.7,9.7,9.2,9.3,9.7
9458,r144,All fields -> Humanities and arts -> Since starting doctoral program<sup>a</sup>,All fields,Humanities and arts,Since starting doctoral program<sup>a</sup>,,3,na,na,na,na,na,na,na,na,na,7.0,6.8
9458,r145,All fields -> Humanities and arts -> Foreign languages and literature,All fields,Humanities and arts,Foreign languages and literature,,3,,,,,,,,,,,
9458,r146,All fields -> Humanities and arts -> Foreign languages and literature -> Since earning bachelor's,All fields,Humanities and arts,Foreign languages and literature,Since earning bachelor's,4,9.0,10.0,11.5,12.5,11.0,11.0,11.0,11.2,11.0,10.6,10.9
9458,r147,All fields -> Humanities and arts -> Foreign languages and literature -> Since starting graduate school,All fields,Humanities and arts,Foreign languages and literature,Since starting graduate school,4,7.9,9.2,10.0,10.7,9.7,9.2,9.2,9.1,8.9,9.0,9.3
9458,r148,All fields -> Humanities and arts -> Foreign languages and literature -> Since starting doctoral program<sup>a</sup>,All fields,Humanities and arts,Foreign languages and literature,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.9,6.8
9458,r149,All fields -> Humanities and arts -> History,All fields,Humanities and arts,History,,3,,,,,,,,,,,
9458,r150,All fields -> Humanities and arts -> History -> Since earning bachelor's,All fields,Humanities and arts,History,Since earning bachelor's,4,8.9,9.8,11.0,12.2,12.2,11.5,11.8,11.7,11.0,11.0,11.0
9458,r151,All fields -> Humanities and arts -> History -> Since starting graduate school,All fields,Humanities and arts,History,Since starting graduate school,4,7.8,8.7,10.1,10.7,10.2,9.7,9.7,9.7,9.2,9.3,9.3
9458,r152,All fields -> Humanities and arts -> History -> Since starting doctoral program<sup>a</sup>,All fields,Humanities and arts,History,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,7.0,7.0
9458,r153,All fields -> Humanities and arts -> Letters,All fields,Humanities and arts,Letters,,3,,,,,,,,,,,
9458,r154,All fields -> Humanities and arts -> Letters -> Since earning bachelor's,All fields,Humanities and arts,Letters,Since earning bachelor's,4,8.9,9.9,11.0,12.1,11.9,11.5,11.2,11.0,10.6,10.7,10.9
9458,r155,All fields -> Humanities and arts -> Letters -> Since starting graduate school,All fields,Humanities and arts,Letters,Since starting graduate school,4,7.7,8.7,9.7,10.1,9.7,9.2,9.2,9.3,8.7,9.0,9.2
9458,r156,All fields -> Humanities and arts -> Letters -> Since starting doctoral program<sup>a</sup>,All fields,Humanities and arts,Letters,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,7.0,6.7
9458,r157,All fields -> Humanities and arts -> Other humanities and arts,All fields,Humanities and arts,Other humanities and arts,,3,,,,,,,,,,,
9458,r158,All fields -> Humanities and arts -> Other humanities and arts -> Since earning bachelor's,All fields,Humanities and arts,Other humanities and arts,Since earning bachelor's,4,9.9,10.6,11.6,12.2,13.0,12.6,12.7,11.8,11.4,11.3,11.7
9458,r159,All fields -> Humanities and arts -> Other humanities and arts -> Since starting graduate school,All fields,Humanities and arts,Other humanities and arts,Since starting graduate school,4,8.7,9.7,10.2,10.7,11.2,10.7,10.7,9.7,9.7,9.8,9.9
9458,r160,All fields -> Humanities and arts -> Other humanities and arts -> Since starting doctoral program<sup>a</sup>,All fields,Humanities and arts,Other humanities and arts,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,7.3,6.8
9458,r161,All fields -> Other,All fields,Other,,,2,,,,,,,,,,,
9458,r162,All fields -> Other -> Since earning bachelor's,All fields,Other,Since earning bachelor's,,3,9.9,10.5,11.5,12.6,13.2,13.4,13.0,12.2,11.5,11.4,11.3
9458,r163,All fields -> Other -> Since starting graduate school,All fields,Other,Since starting graduate school,,3,7.7,8.7,9.3,9.9,10.7,10.2,10.2,9.4,8.9,9.3,9.3
9458,r164,All fields -> Other -> Since starting doctoral program<sup>a</sup>,All fields,Other,Since starting doctoral program<sup>a</sup>,,3,na,na,na,na,na,na,na,na,na,5.8,5.3
9458,r165,All fields -> Other -> Business management and administration,All fields,Other,Business management and administration,,3,,,,,,,,,,,
9458,r166,All fields -> Other -> Business management and administration -> Since earning bachelor's,All fields,Other,Business management and administration,Since earning bachelor's,4,9.0,9.8,11.0,11.5,12.0,12.6,12.5,11.2,11.2,11.2,10.6
9458,r167,All fields -> Other -> Business management and administration -> Since starting graduate school,All fields,Other,Business management and administration,Since starting graduate school,4,7.2,8.0,8.7,8.9,9.7,9.7,9.7,8.9,8.7,8.9,8.8
9458,r168,All fields -> Other -> Business management and administration -> Since starting doctoral program<sup>a</sup>,All fields,Other,Business management and administration,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.0,5.0
9458,r169,All fields -> Other -> Communication,All fields,Other,Communication,,3,,,,,,,,,,,
9458,r170,All fields -> Other -> Communication -> Since earning bachelor's,All fields,Other,Communication,Since earning bachelor's,4,9.5,8.9,10.1,12.0,12.5,12.5,11.5,12.0,10.1,11.0,10.0
9458,r171,All fields -> Other -> Communication -> Since starting graduate school,All fields,Other,Communication,Since starting graduate school,4,8.1,7.7,8.7,8.9,10.0,9.2,9.2,9.3,8.0,8.6,8.3
9458,r172,All fields -> Other -> Communication -> Since starting doctoral program<sup>a</sup>,All fields,Other,Communication,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.0,5.0
9458,r173,All fields -> Other -> Non-science and engineering fields nec,All fields,Other,Non-science and engineering fields nec,,3,,,,,,,,,,,
9458,r174,All fields -> Other -> Non-science and engineering fields nec -> Since earning bachelor's,All fields,Other,Non-science and engineering fields nec,Since earning bachelor's,4,13.6,12.5,13.0,14.9,17.1,16.2,15.5,14.8,13.3,12.6,13.3
9458,r175,All fields -> Other -> Non-science and engineering fields nec -> Since starting graduate school,All fields,Other,Non-science and engineering fields nec,Since starting graduate school,4,10.2,10.3,10.7,12.7,13.9,13.3,11.9,11.3,10.9,10.3,11.2
9458,r176,All fields -> Other -> Non-science and engineering fields nec -> Since starting doctoral program<sup>a</sup>,All fields,Other,Non-science and engineering fields nec,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.3,5.7
