table_id,row_id,occupation_and_sex_full_path,occupation_and_sex_level_1,occupation_and_sex_level_2,occupation_and_sex_level_3,occupation_and_sex_level_4,occupation_and_sex_level_5,occupation_and_sex_level_6,occupation_and_sex_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3381,r241,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Foreign affairs analysts ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Foreign affairs analysts ,6,1209,1256,1387,1519,1543,1565,1549,413,1613,1472,1448,1409
3381,r242,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Foreign agricultural affairs analysts ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Foreign agricultural affairs analysts ,6,91,94,116,113,111,107,99,93,90,88,90,89
3381,r243,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Geographers ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Geographers ,6,437,477,522,536,537,529,521,525,558,584,586,590
3381,r244,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Intelligence specialists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Intelligence specialists ,6,3625,3811,4224,4820,5132,5364,5421,5732,5941,6018,6029,6102
3381,r245,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> International cooperation specialists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,International cooperation specialists ,6,2,1,5,4,5,5,8,8,12,18,14,20
3381,r246,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> International relations specialists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,International relations specialists ,6,121,121,141,151,172,174,170,159,149,144,141,139
3381,r247,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Psychologists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Psychologists ,6,2522,2722,2922,2983,3128,3261,3295,3380,3351,3328,3321,3375
3381,r248,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Sociologists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Sociologists ,6,18,19,21,19,14,15,16,11,11,12,10,8
3381,r249,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Trade specialists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Trade specialists ,6,345,365,386,370,334,320,310,296,313,315,286,288
3381,r250,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Transportation industry analysts ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Transportation industry analysts ,6,64,79,80,79,85,80,75,73,71,69,68,64
3381,r251,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Unemployment insurance specialists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Unemployment insurance specialists ,6,27,24,29,22,21,18,25,20,21,19,18,19
3381,r252,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Workforce research analysts ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Workforce research analysts ,6,22,21,24,17,19,17,12,18,23,24,22,22
3381,r253,"All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Social scientists, general ",All scientists and engineers,Male,All occupations,Scientists,Social scientists ,"Social scientists, general ",6,3212,3320,3555,3644,3602,3708,3645,3662,3652,3590,3502,3508
3381,r254,All scientists and engineers -> Male -> All occupations -> Engineers,All scientists and engineers,Male,All occupations,Engineers,,,4,75940,80104,84173,85067,84101,82792,81684,82815,84138,84155,84718,85674
3381,r255,All scientists and engineers -> Male -> All occupations -> Engineers -> Aerospace engineers ,All scientists and engineers,Male,All occupations,Engineers,Aerospace engineers ,,5,7426,7613,7811,7824,7708,7631,7589,7747,7816,7835,7955,7871
3381,r256,All scientists and engineers -> Male -> All occupations -> Engineers -> Chemical engineers ,All scientists and engineers,Male,All occupations,Engineers,Chemical engineers ,,5,794,809,816,802,770,739,751,783,774,776,771,761
3381,r257,All scientists and engineers -> Male -> All occupations -> Engineers -> Civil engineers ,All scientists and engineers,Male,All occupations,Engineers,Civil engineers ,,5,8360,9202,9725,9833,9510,9102,8639,8467,8500,8365,8330,8478
3381,r258,"All scientists and engineers -> Male -> All occupations -> Engineers -> Electrical, electronics, and computer engineers",All scientists and engineers,Male,All occupations,Engineers,"Electrical, electronics, and computer engineers",,5,23612,24305,25278,25219,25010,24576,24239,24554,24832,24824,24710,24601
3381,r259,"All scientists and engineers -> Male -> All occupations -> Engineers -> Electrical, electronics, and computer engineers -> Computer engineers ",All scientists and engineers,Male,All occupations,Engineers,"Electrical, electronics, and computer engineers",Computer engineers ,6,3374,3489,3638,3655,3683,3691,3662,3755,3836,3914,3908,4005
3381,r260,"All scientists and engineers -> Male -> All occupations -> Engineers -> Electrical, electronics, and computer engineers -> Electrical engineers ",All scientists and engineers,Male,All occupations,Engineers,"Electrical, electronics, and computer engineers",Electrical engineers ,6,3339,3615,3971,4084,4045,3993,4032,4111,4312,4468,4724,4807
3381,r261,"All scientists and engineers -> Male -> All occupations -> Engineers -> Electrical, electronics, and computer engineers -> Electronics engineers ",All scientists and engineers,Male,All occupations,Engineers,"Electrical, electronics, and computer engineers",Electronics engineers ,6,16899,17201,17669,17480,17282,16892,16545,16688,16684,16442,16078,15789
3381,r262,All scientists and engineers -> Male -> All occupations -> Engineers -> Industrial engineers ,All scientists and engineers,Male,All occupations,Engineers,Industrial engineers ,,5,1272,1358,1512,1522,1473,1472,1441,1453,1459,1399,1373,1341
3381,r263,All scientists and engineers -> Male -> All occupations -> Engineers -> Industrial engineers  -> Fire prevention engineers ,All scientists and engineers,Male,All occupations,Engineers,Industrial engineers ,Fire prevention engineers ,6,159,175,198,210,212,208,201,190,209,209,202,215
3381,r264,All scientists and engineers -> Male -> All occupations -> Engineers -> Industrial engineers  -> Industrial engineers ,All scientists and engineers,Male,All occupations,Engineers,Industrial engineers ,Industrial engineers ,6,741,796,900,902,889,883,878,889,879,827,818,785
3381,r265,All scientists and engineers -> Male -> All occupations -> Engineers -> Industrial engineers  -> Safety engineers ,All scientists and engineers,Male,All occupations,Engineers,Industrial engineers ,Safety engineers ,6,372,387,414,410,372,381,362,374,371,363,353,341
3381,r266,All scientists and engineers -> Male -> All occupations -> Engineers -> Mechanical engineers ,All scientists and engineers,Male,All occupations,Engineers,Mechanical engineers ,,5,9112,9902,10553,10586,10522,10345,10248,10672,11112,11338,11794,12151
3381,r267,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,,5,25364,26915,28478,29281,29108,28927,28777,29139,29645,29618,29785,30471
3381,r268,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Agricultural engineers ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Agricultural engineers ,6,277,266,296,279,274,259,239,232,234,221,200,183
3381,r269,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Biomedical engineers and bioengineers ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Biomedical engineers and bioengineers ,6,298,325,371,397,420,446,456,485,487,504,503,503
3381,r270,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Ceramic engineers ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Ceramic engineers ,6,29,8,0,0,0,0,0,0,0,0,0,0
3381,r271,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Environmental engineers ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Environmental engineers ,6,3004,3029,3057,3036,2919,2783,2621,2593,2571,2488,2409,2324
3381,r272,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Materials engineers ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Materials engineers ,6,938,987,1024,1046,1041,1016,1030,1048,1064,1091,1106,1137
3381,r273,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Metallurgists ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Metallurgists ,6,53,53,53,49,48,46,38,35,32,27,25,23
3381,r274,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Mining engineers ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Mining engineers ,6,165,162,163,143,134,128,111,106,114,115,106,90
3381,r275,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Naval architects ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Naval architects ,6,648,683,722,723,741,731,730,749,788,789,779,775
3381,r276,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Nuclear engineers ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Nuclear engineers ,6,2149,2261,2343,2417,2457,2417,2436,2588,2601,2636,2662,2619
3381,r277,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Petroleum engineers ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Petroleum engineers ,6,246,250,251,253,254,260,269,269,301,299,288,280
3381,r278,All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Welding engineers ,All scientists and engineers,Male,All occupations,Engineers,Other engineers ,Welding engineers ,6,45,35,0,0,0,0,0,0,0,0,0,0
3381,r279,"All scientists and engineers -> Male -> All occupations -> Engineers -> Other engineers  -> Engineers, general ",All scientists and engineers,Male,All occupations,Engineers,Other engineers ,"Engineers, general ",6,17512,18856,20198,20938,20820,20841,20847,21034,21453,21448,21707,22537
