table_id,row_id,occupation_and_sex_full_path,occupation_and_sex_level_1,occupation_and_sex_level_2,occupation_and_sex_level_3,occupation_and_sex_level_4,occupation_and_sex_level_5,occupation_and_sex_level_6,occupation_and_sex_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3381,r040,All scientists and engineers -> All occupations -> Scientists -> Physical scientists  -> Geophysicists ,All scientists and engineers,All occupations,Scientists,Physical scientists ,Geophysicists ,,5,422,433,436,434,426,422,412,412,431,408,408,418
3381,r041,All scientists and engineers -> All occupations -> Scientists -> Physical scientists  -> Health physicists ,All scientists and engineers,All occupations,Scientists,Physical scientists ,Health physicists ,,5,691,732,767,783,794,787,778,785,789,776,776,755
3381,r042,All scientists and engineers -> All occupations -> Scientists -> Physical scientists  -> Hydrologists ,All scientists and engineers,All occupations,Scientists,Physical scientists ,Hydrologists ,,5,2307,2304,2310,2291,2241,2164,2066,2061,2073,2048,2048,1891
3381,r043,All scientists and engineers -> All occupations -> Scientists -> Physical scientists  -> Meteorologists ,All scientists and engineers,All occupations,Scientists,Physical scientists ,Meteorologists ,,5,2725,2761,2811,2838,2791,2724,2671,2627,2597,2600,2600,2582
3381,r044,All scientists and engineers -> All occupations -> Scientists -> Physical scientists  -> Oceanographers ,All scientists and engineers,All occupations,Scientists,Physical scientists ,Oceanographers ,,5,604,596,630,613,623,597,567,534,555,527,527,504
3381,r045,All scientists and engineers -> All occupations -> Scientists -> Physical scientists  -> Physicists ,All scientists and engineers,All occupations,Scientists,Physical scientists ,Physicists ,,5,2340,2388,2512,2427,2409,2363,2350,2374,2398,2417,2417,2426
3381,r046,"All scientists and engineers -> All occupations -> Scientists -> Physical scientists  -> Physical scientists, general ",All scientists and engineers,All occupations,Scientists,Physical scientists ,"Physical scientists, general ",,5,7305,7667,7966,8005,7891,7705,7378,7389,7551,7532,7532,7554
3381,r047,All scientists and engineers -> All occupations -> Scientists -> Social scientists ,All scientists and engineers,All occupations,Scientists,Social scientists ,,,4,27891,29678,32396,34217,35285,36508,36744,35731,38813,38649,38649,39128
3381,r048,All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> Agricultural market analysts ,All scientists and engineers,All occupations,Scientists,Social scientists ,Agricultural market analysts ,,5,114,114,112,112,104,94,95,94,103,105,105,96
3381,r049,All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> Agricultural market specialists ,All scientists and engineers,All occupations,Scientists,Social scientists ,Agricultural market specialists ,,5,310,310,328,318,322,309,301,310,311,302,302,286
3381,r050,All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> Anthropologists ,All scientists and engineers,All occupations,Scientists,Social scientists ,Anthropologists ,,5,93,104,126,120,132,135,130,133,135,136,136,139
3381,r051,All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> Archaeologists ,All scientists and engineers,All occupations,Scientists,Social scientists ,Archaeologists ,,5,1018,1052,1134,1145,1162,1140,1150,1129,1161,1149,1149,1202
3381,r052,All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> Civil rights analysts ,All scientists and engineers,All occupations,Scientists,Social scientists ,Civil rights analysts ,,5,38,37,56,52,51,49,50,50,46,51,51,58
3381,r053,All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> Economists ,All scientists and engineers,All occupations,Scientists,Social scientists ,Economists ,,5,3984,4123,4301,4236,4235,4143,4142,4201,4357,4213,4213,3981
3381,r054,All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> Education research analysts ,All scientists and engineers,All occupations,Scientists,Social scientists ,Education research analysts ,,5,64,91,105,113,101,97,100,112,109,93,93,94
3381,r055,All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> Foreign affairs analysts ,All scientists and engineers,All occupations,Scientists,Social scientists ,Foreign affairs analysts ,,5,2029,2132,2363,2614,2752,2778,2733,660,2883,2647,2647,2602
3381,r056,All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> Foreign agricultural affairs analysts ,All scientists and engineers,All occupations,Scientists,Social scientists ,Foreign agricultural affairs analysts ,,5,129,134,167,161,159,158,150,147,151,151,151,153
3381,r057,All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> Geographers ,All scientists and engineers,All occupations,Scientists,Social scientists ,Geographers ,,5,658,707,791,799,796,777,764,763,818,859,859,897
3381,r058,All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> Intelligence specialists ,All scientists and engineers,All occupations,Scientists,Social scientists ,Intelligence specialists ,,5,5645,5965,6576,7500,7946,8336,8386,8745,9020,9080,9080,9200
3381,r059,All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> International cooperation specialists ,All scientists and engineers,All occupations,Scientists,Social scientists ,International cooperation specialists ,,5,2,1,13,15,19,24,28,37,36,34,34,34
3381,r060,All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> International relations specialists ,All scientists and engineers,All occupations,Scientists,Social scientists ,International relations specialists ,,5,210,221,255,271,312,312,305,287,282,271,271,266
3381,r061,All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> Psychologists ,All scientists and engineers,All occupations,Scientists,Social scientists ,Psychologists ,,5,5381,6047,6775,7232,7621,8215,8435,8950,9135,9274,9274,9808
3381,r062,All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> Sociologists ,All scientists and engineers,All occupations,Scientists,Social scientists ,Sociologists ,,5,34,38,40,43,38,35,35,26,28,27,27,21
3381,r063,All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> Trade specialists ,All scientists and engineers,All occupations,Scientists,Social scientists ,Trade specialists ,,5,626,660,708,699,655,615,589,599,637,622,622,576
3381,r064,All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> Transportation industry analysts ,All scientists and engineers,All occupations,Scientists,Social scientists ,Transportation industry analysts ,,5,90,105,106,105,116,108,101,98,95,95,95,90
3381,r065,All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> Unemployment insurance specialists ,All scientists and engineers,All occupations,Scientists,Social scientists ,Unemployment insurance specialists ,,5,52,49,54,44,42,38,46,41,43,38,38,37
3381,r066,All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> Workforce research analysts ,All scientists and engineers,All occupations,Scientists,Social scientists ,Workforce research analysts ,,5,59,54,70,54,59,54,50,52,63,65,65,61
3381,r067,"All scientists and engineers -> All occupations -> Scientists -> Social scientists  -> Social scientists, general ",All scientists and engineers,All occupations,Scientists,Social scientists ,"Social scientists, general ",,5,7355,7734,8316,8584,8663,9091,9154,9297,9400,9437,9437,9527
3381,r068,All scientists and engineers -> All occupations -> Engineers,All scientists and engineers,All occupations,Engineers,,,,3,88760,94011,99242,100695,99829,98512,97428,98995,100859,101099,101099,103731
3381,r069,All scientists and engineers -> All occupations -> Engineers -> Aerospace engineers ,All scientists and engineers,All occupations,Engineers,Aerospace engineers ,,,4,8831,9040,9277,9281,9159,9079,9048,9229,9336,9388,9388,9463
3381,r070,All scientists and engineers -> All occupations -> Engineers -> Chemical engineers ,All scientists and engineers,All occupations,Engineers,Chemical engineers ,,,4,1112,1151,1168,1146,1121,1079,1112,1148,1135,1149,1149,1119
3381,r071,All scientists and engineers -> All occupations -> Engineers -> Civil engineers ,All scientists and engineers,All occupations,Engineers,Civil engineers ,,,4,9923,11030,11728,11928,11576,11117,10603,10440,10519,10408,10408,10711
3381,r072,"All scientists and engineers -> All occupations -> Engineers -> Electrical, electronics, and computer engineers",All scientists and engineers,All occupations,Engineers,"Electrical, electronics, and computer engineers",,,4,26783,27618,28787,28808,28605,28145,27799,28155,28470,28458,28458,28322
3381,r073,"All scientists and engineers -> All occupations -> Engineers -> Electrical, electronics, and computer engineers -> Computer engineers ",All scientists and engineers,All occupations,Engineers,"Electrical, electronics, and computer engineers",Computer engineers ,,5,4123,4252,4438,4463,4481,4485,4435,4549,4651,4740,4740,4843
3381,r074,"All scientists and engineers -> All occupations -> Engineers -> Electrical, electronics, and computer engineers -> Electrical engineers ",All scientists and engineers,All occupations,Engineers,"Electrical, electronics, and computer engineers",Electrical engineers ,,5,3796,4125,4526,4665,4638,4576,4617,4724,4938,5108,5108,5508
3381,r075,"All scientists and engineers -> All occupations -> Engineers -> Electrical, electronics, and computer engineers -> Electronics engineers ",All scientists and engineers,All occupations,Engineers,"Electrical, electronics, and computer engineers",Electronics engineers ,,5,18864,19241,19823,19680,19486,19084,18747,18882,18881,18610,18610,17971
3381,r076,All scientists and engineers -> All occupations -> Engineers -> Industrial engineers ,All scientists and engineers,All occupations,Engineers,Industrial engineers ,,,4,1598,1732,1961,1978,1925,1913,1880,1905,1914,1835,1835,1764
3381,r077,All scientists and engineers -> All occupations -> Engineers -> Industrial engineers  -> Fire prevention engineers ,All scientists and engineers,All occupations,Engineers,Industrial engineers ,Fire prevention engineers ,,5,170,190,218,231,234,231,223,211,232,233,233,238
3381,r078,All scientists and engineers -> All occupations -> Engineers -> Industrial engineers  -> Industrial engineers ,All scientists and engineers,All occupations,Engineers,Industrial engineers ,Industrial engineers ,,5,972,1065,1221,1228,1218,1193,1186,1207,1195,1134,1134,1085
3381,r079,All scientists and engineers -> All occupations -> Engineers -> Industrial engineers  -> Safety engineers ,All scientists and engineers,All occupations,Engineers,Industrial engineers ,Safety engineers ,,5,456,477,522,519,473,489,471,487,487,468,468,441
3381,r080,All scientists and engineers -> All occupations -> Engineers -> Mechanical engineers ,All scientists and engineers,All occupations,Engineers,Mechanical engineers ,,,4,10032,10957,11742,11807,11748,11570,11506,12033,12572,12841,12841,13864
3381,r081,All scientists and engineers -> All occupations -> Engineers -> Other engineers ,All scientists and engineers,All occupations,Engineers,Other engineers ,,,4,30481,32483,34579,35747,35695,35609,35480,36085,36913,37020,37020,38488
3381,r082,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Agricultural engineers ,All scientists and engineers,All occupations,Engineers,Other engineers ,Agricultural engineers ,,5,346,339,367,349,347,330,306,302,304,283,283,240
3381,r083,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Biomedical engineers and bioengineers ,All scientists and engineers,All occupations,Engineers,Other engineers ,Biomedical engineers and bioengineers ,,5,459,509,577,623,667,709,757,821,838,863,863,876
3381,r084,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Ceramic engineers ,All scientists and engineers,All occupations,Engineers,Other engineers ,Ceramic engineers ,,5,37,9,0,0,0,0,0,0,0,0,0,0
3381,r085,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Environmental engineers ,All scientists and engineers,All occupations,Engineers,Other engineers ,Environmental engineers ,,5,4216,4270,4334,4361,4229,4049,3829,3815,3829,3747,3747,3572
3381,r086,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Materials engineers ,All scientists and engineers,All occupations,Engineers,Other engineers ,Materials engineers ,,5,1135,1192,1244,1279,1272,1258,1279,1319,1323,1349,1349,1436
3381,r087,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Metallurgists ,All scientists and engineers,All occupations,Engineers,Other engineers ,Metallurgists ,,5,56,57,56,52,51,49,41,38,35,30,30,26
3381,r088,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Mining engineers ,All scientists and engineers,All occupations,Engineers,Other engineers ,Mining engineers ,,5,175,173,175,156,146,140,123,120,131,132,132,103
3381,r089,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Naval architects ,All scientists and engineers,All occupations,Engineers,Other engineers ,Naval architects ,,5,734,778,831,841,865,862,861,880,932,934,934,921
3381,r090,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Nuclear engineers ,All scientists and engineers,All occupations,Engineers,Other engineers ,Nuclear engineers ,,5,2411,2542,2659,2765,2813,2772,2801,2994,3042,3079,3079,3096
3381,r091,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Petroleum engineers ,All scientists and engineers,All occupations,Engineers,Other engineers ,Petroleum engineers ,,5,278,286,290,297,297,312,326,325,361,360,360,339
3381,r092,All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Welding engineers ,All scientists and engineers,All occupations,Engineers,Other engineers ,Welding engineers ,,5,49,38,0,0,0,0,0,0,0,0,0,0
3381,r093,"All scientists and engineers -> All occupations -> Engineers -> Other engineers  -> Engineers, general ",All scientists and engineers,All occupations,Engineers,Other engineers ,"Engineers, general ",,5,20585,22290,24046,25024,25008,25128,25157,25471,26118,26243,26243,27879
3381,r094,All scientists and engineers -> Female,All scientists and engineers,Female,,,,,2,,,,,,,,,,,,
3381,r095,All scientists and engineers -> Female -> All occupations,All scientists and engineers,Female,All occupations,,,,3,60806,65019,70097,72660,73474,74018,74017,74884,78061,78624,79294,80921
3381,r096,All scientists and engineers -> Female -> All occupations -> Scientists,All scientists and engineers,Female,All occupations,Scientists,,,4,47987,51112,55028,57032,57746,58298,58273,58704,61340,61680,61899,62865
3381,r097,All scientists and engineers -> Female -> All occupations -> Scientists -> Computer and mathematical scientists ,All scientists and engineers,Female,All occupations,Scientists,Computer and mathematical scientists ,,5,15593,16393,17434,18088,18321,18360,18288,18638,19147,19198,19400,19716
3381,r098,All scientists and engineers -> Female -> All occupations -> Scientists -> Computer and mathematical scientists  -> Computer specialists ,All scientists and engineers,Female,All occupations,Scientists,Computer and mathematical scientists ,Computer specialists ,6,1435,1515,1608,1625,1649,1657,1644,1708,1779,1822,1889,1944
3381,r099,All scientists and engineers -> Female -> All occupations -> Scientists -> Computer and mathematical scientists  -> Cryptography analysts ,All scientists and engineers,Female,All occupations,Scientists,Computer and mathematical scientists ,Cryptography analysts ,6,5,5,5,4,6,8,6,6,7,7,7,8
3381,r100,All scientists and engineers -> Female -> All occupations -> Scientists -> Computer and mathematical scientists  -> Equipment specialists ,All scientists and engineers,Female,All occupations,Scientists,Computer and mathematical scientists ,Equipment specialists ,6,84,103,111,108,110,112,115,121,124,117,115,142
3381,r101,All scientists and engineers -> Female -> All occupations -> Scientists -> Computer and mathematical scientists  -> Information technology management positions,All scientists and engineers,Female,All occupations,Scientists,Computer and mathematical scientists ,Information technology management positions,6,10911,11354,12020,12560,12804,12805,12741,12920,13217,13233,13284,13447
3381,r102,All scientists and engineers -> Female -> All occupations -> Scientists -> Computer and mathematical scientists  -> Mathematical statisticians ,All scientists and engineers,Female,All occupations,Scientists,Computer and mathematical scientists ,Mathematical statisticians ,6,514,561,592,597,593,607,602,611,648,642,638,652
3381,r103,All scientists and engineers -> Female -> All occupations -> Scientists -> Computer and mathematical scientists  -> Mathematicians ,All scientists and engineers,Female,All occupations,Scientists,Computer and mathematical scientists ,Mathematicians ,6,353,366,374,387,373,373,373,381,390,394,429,451
3381,r104,All scientists and engineers -> Female -> All occupations -> Scientists -> Computer and mathematical scientists  -> Operations research analysts ,All scientists and engineers,Female,All occupations,Scientists,Computer and mathematical scientists ,Operations research analysts ,6,1018,1137,1255,1332,1341,1376,1396,1452,1492,1513,1594,1671
3381,r105,All scientists and engineers -> Female -> All occupations -> Scientists -> Computer and mathematical scientists  -> Statisticians ,All scientists and engineers,Female,All occupations,Scientists,Computer and mathematical scientists ,Statisticians ,6,1273,1352,1469,1475,1445,1422,1411,1439,1490,1470,1444,1401
3381,r106,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,,5,13792,14639,15671,15971,15824,15571,15420,15635,16024,16113,15855,15896
3381,r107,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Agronomists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Agronomists ,6,29,26,35,35,37,40,38,41,43,41,38,38
3381,r108,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Animal scientists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Animal scientists ,6,17,21,27,30,39,37,36,33,35,35,29,32
3381,r109,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Botanists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Botanists ,6,189,197,206,212,206,204,202,200,193,188,179,168
3381,r110,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Ecologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Ecologists ,6,440,460,526,548,541,523,528,536,564,568,530,525
3381,r111,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Entomologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Entomologists ,6,113,112,128,129,137,129,129,131,138,146,144,142
3381,r112,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Environmental protection specialists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Environmental protection specialists ,6,1755,1846,1910,1957,1956,1908,1865,1830,1829,1768,1666,1634
3381,r113,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Fishery biologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Fishery biologists ,6,596,619,674,686,680,643,630,636,644,647,636,629
3381,r114,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Geneticists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Geneticists ,6,112,128,145,145,146,146,150,147,149,153,152,147
3381,r115,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Horticulturalists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Horticulturalists ,6,37,37,40,47,47,47,47,46,47,50,45,44
3381,r116,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Microbiologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Microbiologists ,6,1033,1157,1231,1247,1240,1199,1186,1163,1166,1161,1156,1136
3381,r117,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Pharmacologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Pharmacologists ,6,202,228,251,247,253,248,280,303,326,342,368,378
3381,r118,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Physiologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Physiologists ,6,95,101,108,107,110,114,113,107,112,108,107,108
3381,r119,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Plant pathologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Plant pathologists ,6,82,82,90,95,92,85,78,75,69,67,67,67
3381,r120,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Plant physiologists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Plant physiologists ,6,45,43,47,45,40,40,38,36,39,37,37,34
3381,r121,All scientists and engineers -> Female -> All occupations -> Scientists -> Life scientists  -> Range conservationists ,All scientists and engineers,Female,All occupations,Scientists,Life scientists ,Range conservationists ,6,235,245,248,254,241,243,228,222,230,217,207,212
