table_id,row_id,time_period,_b_total_in_survey_b_level_1,_b_total_in_survey_b_level_2,_b_total_in_survey_b_hierarchy_depth,value
10636,r025,"Fall 2022, all surveyed fields -> Science -> Computer and information sciences",Total in survey,Postdoctoral appointees,2,859
10636,r026,"Fall 2022, all surveyed fields -> Science -> Computer and information sciences",Total in survey,Doctorate-holding nonfaculty researchers,2,507
10636,r027,"Fall 2022, all surveyed fields -> Science -> Computer and information sciences",Number imputed,Postdoctoral appointees,2,8
10636,r028,"Fall 2022, all surveyed fields -> Science -> Computer and information sciences",Number imputed,Doctorate-holding nonfaculty researchers,2,6
10636,r029,"Fall 2022, all surveyed fields -> Science -> Computer and information sciences",Imputation rate (%),Postdoctoral appointees,2,0.9
10636,r030,"Fall 2022, all surveyed fields -> Science -> Computer and information sciences",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,1.2
10636,r031,"Fall 2022, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Postdoctoral appointees,2,1787
10636,r032,"Fall 2022, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Doctorate-holding nonfaculty researchers,2,2448
10636,r033,"Fall 2022, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Postdoctoral appointees,2,0
10636,r034,"Fall 2022, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Doctorate-holding nonfaculty researchers,2,12
10636,r035,"Fall 2022, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Postdoctoral appointees,2,0.0
10636,r036,"Fall 2022, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,0.5
10636,r037,"Fall 2022, all surveyed fields -> Science -> Mathematics and statistics",Total in survey,Postdoctoral appointees,2,1110
10636,r038,"Fall 2022, all surveyed fields -> Science -> Mathematics and statistics",Total in survey,Doctorate-holding nonfaculty researchers,2,251
10636,r039,"Fall 2022, all surveyed fields -> Science -> Mathematics and statistics",Number imputed,Postdoctoral appointees,2,3
10636,r040,"Fall 2022, all surveyed fields -> Science -> Mathematics and statistics",Number imputed,Doctorate-holding nonfaculty researchers,2,10
10636,r041,"Fall 2022, all surveyed fields -> Science -> Mathematics and statistics",Imputation rate (%),Postdoctoral appointees,2,0.3
10636,r042,"Fall 2022, all surveyed fields -> Science -> Mathematics and statistics",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,4.0
10636,r043,"Fall 2022, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Total in survey,Postdoctoral appointees,2,840
10636,r044,"Fall 2022, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Total in survey,Doctorate-holding nonfaculty researchers,2,931
10636,r045,"Fall 2022, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Number imputed,Postdoctoral appointees,2,9
10636,r046,"Fall 2022, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Number imputed,Doctorate-holding nonfaculty researchers,2,3
10636,r047,"Fall 2022, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Imputation rate (%),Postdoctoral appointees,2,1.1
10636,r048,"Fall 2022, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,0.3
10636,r049,"Fall 2022, all surveyed fields -> Science -> Natural resources and conservation",Total in survey,Postdoctoral appointees,2,936
10636,r050,"Fall 2022, all surveyed fields -> Science -> Natural resources and conservation",Total in survey,Doctorate-holding nonfaculty researchers,2,605
10636,r051,"Fall 2022, all surveyed fields -> Science -> Natural resources and conservation",Number imputed,Postdoctoral appointees,2,5
10636,r052,"Fall 2022, all surveyed fields -> Science -> Natural resources and conservation",Number imputed,Doctorate-holding nonfaculty researchers,2,3
10636,r053,"Fall 2022, all surveyed fields -> Science -> Natural resources and conservation",Imputation rate (%),Postdoctoral appointees,2,0.5
10636,r054,"Fall 2022, all surveyed fields -> Science -> Natural resources and conservation",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,0.5
10636,r055,"Fall 2022, all surveyed fields -> Science -> Physical sciences",Total in survey,Postdoctoral appointees,2,6877
10636,r056,"Fall 2022, all surveyed fields -> Science -> Physical sciences",Total in survey,Doctorate-holding nonfaculty researchers,2,2894
10636,r057,"Fall 2022, all surveyed fields -> Science -> Physical sciences",Number imputed,Postdoctoral appointees,2,22
10636,r058,"Fall 2022, all surveyed fields -> Science -> Physical sciences",Number imputed,Doctorate-holding nonfaculty researchers,2,63
10636,r059,"Fall 2022, all surveyed fields -> Science -> Physical sciences",Imputation rate (%),Postdoctoral appointees,2,0.3
10636,r060,"Fall 2022, all surveyed fields -> Science -> Physical sciences",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,2.2
10636,r061,"Fall 2022, all surveyed fields -> Science -> Psychology",Total in survey,Postdoctoral appointees,2,1308
10636,r062,"Fall 2022, all surveyed fields -> Science -> Psychology",Total in survey,Doctorate-holding nonfaculty researchers,2,786
10636,r063,"Fall 2022, all surveyed fields -> Science -> Psychology",Number imputed,Postdoctoral appointees,2,35
10636,r064,"Fall 2022, all surveyed fields -> Science -> Psychology",Number imputed,Doctorate-holding nonfaculty researchers,2,0
10636,r065,"Fall 2022, all surveyed fields -> Science -> Psychology",Imputation rate (%),Postdoctoral appointees,2,2.7
10636,r066,"Fall 2022, all surveyed fields -> Science -> Psychology",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,0.0
10636,r067,"Fall 2022, all surveyed fields -> Science -> Social sciences",Total in survey,Postdoctoral appointees,2,1666
10636,r068,"Fall 2022, all surveyed fields -> Science -> Social sciences",Total in survey,Doctorate-holding nonfaculty researchers,2,1726
10636,r069,"Fall 2022, all surveyed fields -> Science -> Social sciences",Number imputed,Postdoctoral appointees,2,3
10636,r070,"Fall 2022, all surveyed fields -> Science -> Social sciences",Number imputed,Doctorate-holding nonfaculty researchers,2,40
10636,r071,"Fall 2022, all surveyed fields -> Science -> Social sciences",Imputation rate (%),Postdoctoral appointees,2,0.2
10636,r072,"Fall 2022, all surveyed fields -> Science -> Social sciences",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,2.3
10636,r073,"Fall 2022, all surveyed fields -> Engineering",Total in survey,Postdoctoral appointees,2,8335
10636,r074,"Fall 2022, all surveyed fields -> Engineering",Total in survey,Doctorate-holding nonfaculty researchers,2,4355
10636,r075,"Fall 2022, all surveyed fields -> Engineering",Number imputed,Postdoctoral appointees,2,95
10636,r076,"Fall 2022, all surveyed fields -> Engineering",Number imputed,Doctorate-holding nonfaculty researchers,2,136
10636,r077,"Fall 2022, all surveyed fields -> Engineering",Imputation rate (%),Postdoctoral appointees,2,1.1
10636,r078,"Fall 2022, all surveyed fields -> Engineering",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,3.1
10636,r079,"Fall 2022, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Postdoctoral appointees,2,244
10636,r080,"Fall 2022, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Total in survey,Doctorate-holding nonfaculty researchers,2,153
10636,r081,"Fall 2022, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Postdoctoral appointees,2,2
10636,r082,"Fall 2022, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Number imputed,Doctorate-holding nonfaculty researchers,2,5
10636,r083,"Fall 2022, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Postdoctoral appointees,2,0.8
10636,r084,"Fall 2022, all surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,3.3
10636,r085,"Fall 2022, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Total in survey,Postdoctoral appointees,2,1540
10636,r086,"Fall 2022, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Total in survey,Doctorate-holding nonfaculty researchers,2,685
10636,r087,"Fall 2022, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Number imputed,Postdoctoral appointees,2,38
10636,r088,"Fall 2022, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Number imputed,Doctorate-holding nonfaculty researchers,2,47
10636,r089,"Fall 2022, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Imputation rate (%),Postdoctoral appointees,2,2.5
10636,r090,"Fall 2022, all surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,6.9
10636,r091,"Fall 2022, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Total in survey,Postdoctoral appointees,2,1239
10636,r092,"Fall 2022, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Total in survey,Doctorate-holding nonfaculty researchers,2,313
10636,r093,"Fall 2022, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Number imputed,Postdoctoral appointees,2,5
10636,r094,"Fall 2022, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Number imputed,Doctorate-holding nonfaculty researchers,2,3
10636,r095,"Fall 2022, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Imputation rate (%),Postdoctoral appointees,2,0.4
10636,r096,"Fall 2022, all surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,1.0
10636,r097,"Fall 2022, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Total in survey,Postdoctoral appointees,2,1018
10636,r098,"Fall 2022, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Total in survey,Doctorate-holding nonfaculty researchers,2,569
10636,r099,"Fall 2022, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Number imputed,Postdoctoral appointees,2,4
10636,r100,"Fall 2022, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Number imputed,Doctorate-holding nonfaculty researchers,2,9
10636,r101,"Fall 2022, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Imputation rate (%),Postdoctoral appointees,2,0.4
10636,r102,"Fall 2022, all surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,1.6
10636,r103,"Fall 2022, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Total in survey,Postdoctoral appointees,2,1217
10636,r104,"Fall 2022, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Total in survey,Doctorate-holding nonfaculty researchers,2,734
10636,r105,"Fall 2022, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Number imputed,Postdoctoral appointees,2,3
10636,r106,"Fall 2022, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Number imputed,Doctorate-holding nonfaculty researchers,2,27
10636,r107,"Fall 2022, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Imputation rate (%),Postdoctoral appointees,2,0.2
10636,r108,"Fall 2022, all surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,3.7
10636,r109,"Fall 2022, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Total in survey,Postdoctoral appointees,2,143
10636,r110,"Fall 2022, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Total in survey,Doctorate-holding nonfaculty researchers,2,197
10636,r111,"Fall 2022, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Number imputed,Postdoctoral appointees,2,12
10636,r112,"Fall 2022, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Number imputed,Doctorate-holding nonfaculty researchers,2,30
10636,r113,"Fall 2022, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Imputation rate (%),Postdoctoral appointees,2,8.4
10636,r114,"Fall 2022, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,15.2
10636,r115,"Fall 2022, all surveyed fields -> Engineering -> Mechanical engineering",Total in survey,Postdoctoral appointees,2,1189
10636,r116,"Fall 2022, all surveyed fields -> Engineering -> Mechanical engineering",Total in survey,Doctorate-holding nonfaculty researchers,2,527
10636,r117,"Fall 2022, all surveyed fields -> Engineering -> Mechanical engineering",Number imputed,Postdoctoral appointees,2,18
10636,r118,"Fall 2022, all surveyed fields -> Engineering -> Mechanical engineering",Number imputed,Doctorate-holding nonfaculty researchers,2,2
10636,r119,"Fall 2022, all surveyed fields -> Engineering -> Mechanical engineering",Imputation rate (%),Postdoctoral appointees,2,1.5
10636,r120,"Fall 2022, all surveyed fields -> Engineering -> Mechanical engineering",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,0.4
10636,r121,"Fall 2022, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Total in survey,Postdoctoral appointees,2,542
10636,r122,"Fall 2022, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Total in survey,Doctorate-holding nonfaculty researchers,2,280
10636,r123,"Fall 2022, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Number imputed,Postdoctoral appointees,2,11
10636,r124,"Fall 2022, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Number imputed,Doctorate-holding nonfaculty researchers,2,2
10636,r125,"Fall 2022, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Imputation rate (%),Postdoctoral appointees,2,2.0
10636,r126,"Fall 2022, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,0.7
10636,r127,"Fall 2022, all surveyed fields -> Engineering -> Other engineering",Total in survey,Postdoctoral appointees,2,1203
10636,r128,"Fall 2022, all surveyed fields -> Engineering -> Other engineering",Total in survey,Doctorate-holding nonfaculty researchers,2,897
10636,r129,"Fall 2022, all surveyed fields -> Engineering -> Other engineering",Number imputed,Postdoctoral appointees,2,2
10636,r130,"Fall 2022, all surveyed fields -> Engineering -> Other engineering",Number imputed,Doctorate-holding nonfaculty researchers,2,11
10636,r131,"Fall 2022, all surveyed fields -> Engineering -> Other engineering",Imputation rate (%),Postdoctoral appointees,2,0.2
10636,r132,"Fall 2022, all surveyed fields -> Engineering -> Other engineering",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,1.2
10636,r133,"Fall 2022, all surveyed fields -> Health",Total in survey,Postdoctoral appointees,2,17742
10636,r134,"Fall 2022, all surveyed fields -> Health",Total in survey,Doctorate-holding nonfaculty researchers,2,8501
10636,r135,"Fall 2022, all surveyed fields -> Health",Number imputed,Postdoctoral appointees,2,151
10636,r136,"Fall 2022, all surveyed fields -> Health",Number imputed,Doctorate-holding nonfaculty researchers,2,277
10636,r137,"Fall 2022, all surveyed fields -> Health",Imputation rate (%),Postdoctoral appointees,2,0.9
10636,r138,"Fall 2022, all surveyed fields -> Health",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,3.3
10636,r139,"Fall 2022, all surveyed fields -> Health -> Clinical medicine<sup>a</sup>",Total in survey,Postdoctoral appointees,2,15630
10636,r140,"Fall 2022, all surveyed fields -> Health -> Clinical medicine<sup>a</sup>",Total in survey,Doctorate-holding nonfaculty researchers,2,7351
10636,r141,"Fall 2022, all surveyed fields -> Health -> Clinical medicine<sup>a</sup>",Number imputed,Postdoctoral appointees,2,135
10636,r142,"Fall 2022, all surveyed fields -> Health -> Clinical medicine<sup>a</sup>",Number imputed,Doctorate-holding nonfaculty researchers,2,244
10636,r143,"Fall 2022, all surveyed fields -> Health -> Clinical medicine<sup>a</sup>",Imputation rate (%),Postdoctoral appointees,2,0.9
10636,r144,"Fall 2022, all surveyed fields -> Health -> Clinical medicine<sup>a</sup>",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,3.3
10636,r145,"Fall 2022, all surveyed fields -> Health -> Other health",Total in survey,Postdoctoral appointees,2,2112
10636,r146,"Fall 2022, all surveyed fields -> Health -> Other health",Total in survey,Doctorate-holding nonfaculty researchers,2,1150
10636,r147,"Fall 2022, all surveyed fields -> Health -> Other health",Number imputed,Postdoctoral appointees,2,16
10636,r148,"Fall 2022, all surveyed fields -> Health -> Other health",Number imputed,Doctorate-holding nonfaculty researchers,2,33
10636,r149,"Fall 2022, all surveyed fields -> Health -> Other health",Imputation rate (%),Postdoctoral appointees,2,0.8
10636,r150,"Fall 2022, all surveyed fields -> Health -> Other health",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,2.9
10636,r151,"Fall 2021, all surveyed fields",Total in survey,Postdoctoral appointees,2,63328
10636,r152,"Fall 2021, all surveyed fields",Total in survey,Doctorate-holding nonfaculty researchers,2,30548
10636,r153,"Fall 2021, all surveyed fields",Number imputed,Postdoctoral appointees,2,1947
10636,r154,"Fall 2021, all surveyed fields",Number imputed,Doctorate-holding nonfaculty researchers,2,1431
10636,r155,"Fall 2021, all surveyed fields",Imputation rate (%),Postdoctoral appointees,2,3.1
10636,r156,"Fall 2021, all surveyed fields",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,4.7
10636,r157,"Fall 2021, all surveyed fields -> Science",Total in survey,Postdoctoral appointees,2,37189
10636,r158,"Fall 2021, all surveyed fields -> Science",Total in survey,Doctorate-holding nonfaculty researchers,2,18728
10636,r159,"Fall 2021, all surveyed fields -> Science",Number imputed,Postdoctoral appointees,2,1456
10636,r160,"Fall 2021, all surveyed fields -> Science",Number imputed,Doctorate-holding nonfaculty researchers,2,1160
10636,r161,"Fall 2021, all surveyed fields -> Science",Imputation rate (%),Postdoctoral appointees,2,3.9
10636,r162,"Fall 2021, all surveyed fields -> Science",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,6.2
10636,r163,"Fall 2021, all surveyed fields -> Science -> Agricultural and veterinary sciences",Total in survey,Postdoctoral appointees,2,1595
10636,r164,"Fall 2021, all surveyed fields -> Science -> Agricultural and veterinary sciences",Total in survey,Doctorate-holding nonfaculty researchers,2,902
10636,r165,"Fall 2021, all surveyed fields -> Science -> Agricultural and veterinary sciences",Number imputed,Postdoctoral appointees,2,5
10636,r166,"Fall 2021, all surveyed fields -> Science -> Agricultural and veterinary sciences",Number imputed,Doctorate-holding nonfaculty researchers,2,9
10636,r167,"Fall 2021, all surveyed fields -> Science -> Agricultural and veterinary sciences",Imputation rate (%),Postdoctoral appointees,2,0.3
10636,r168,"Fall 2021, all surveyed fields -> Science -> Agricultural and veterinary sciences",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,1.0
10636,r169,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Total in survey,Postdoctoral appointees,2,20245
10636,r170,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Total in survey,Doctorate-holding nonfaculty researchers,2,8187
10636,r171,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Number imputed,Postdoctoral appointees,2,1198
10636,r172,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Number imputed,Doctorate-holding nonfaculty researchers,2,651
10636,r173,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Imputation rate (%),Postdoctoral appointees,2,5.9
10636,r174,"Fall 2021, all surveyed fields -> Science -> Biological and biomedical sciences",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,8.0
10636,r175,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Total in survey,Postdoctoral appointees,2,880
10636,r176,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Total in survey,Doctorate-holding nonfaculty researchers,2,457
10636,r177,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Number imputed,Postdoctoral appointees,2,20
10636,r178,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Number imputed,Doctorate-holding nonfaculty researchers,2,24
10636,r179,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Imputation rate (%),Postdoctoral appointees,2,2.3
10636,r180,"Fall 2021, all surveyed fields -> Science -> Computer and information sciences",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,5.3
10636,r181,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Postdoctoral appointees,2,1797
10636,r182,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Doctorate-holding nonfaculty researchers,2,2308
10636,r183,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Postdoctoral appointees,2,26
10636,r184,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Doctorate-holding nonfaculty researchers,2,137
10636,r185,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Postdoctoral appointees,2,1.4
10636,r186,"Fall 2021, all surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,5.9
10636,r187,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Total in survey,Postdoctoral appointees,2,1112
10636,r188,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Total in survey,Doctorate-holding nonfaculty researchers,2,235
10636,r189,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Number imputed,Postdoctoral appointees,2,6
10636,r190,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Number imputed,Doctorate-holding nonfaculty researchers,2,2
10636,r191,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Imputation rate (%),Postdoctoral appointees,2,0.5
10636,r192,"Fall 2021, all surveyed fields -> Science -> Mathematics and statistics",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,0.9
10636,r193,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Total in survey,Postdoctoral appointees,2,878
10636,r194,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Total in survey,Doctorate-holding nonfaculty researchers,2,816
10636,r195,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Number imputed,Postdoctoral appointees,2,13
10636,r196,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Number imputed,Doctorate-holding nonfaculty researchers,2,16
10636,r197,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Imputation rate (%),Postdoctoral appointees,2,1.5
10636,r198,"Fall 2021, all surveyed fields -> Science -> Multidisciplinary and interdisciplinary sciences",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,2.0
10636,r199,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Total in survey,Postdoctoral appointees,2,889
10636,r200,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Total in survey,Doctorate-holding nonfaculty researchers,2,620
10636,r201,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Number imputed,Postdoctoral appointees,2,9
10636,r202,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Number imputed,Doctorate-holding nonfaculty researchers,2,18
10636,r203,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Imputation rate (%),Postdoctoral appointees,2,1.0
10636,r204,"Fall 2021, all surveyed fields -> Science -> Natural resources and conservation",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,2.9
10636,r205,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Total in survey,Postdoctoral appointees,2,6823
10636,r206,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Total in survey,Doctorate-holding nonfaculty researchers,2,2895
10636,r207,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Number imputed,Postdoctoral appointees,2,140
10636,r208,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Number imputed,Doctorate-holding nonfaculty researchers,2,215
10636,r209,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Imputation rate (%),Postdoctoral appointees,2,2.1
10636,r210,"Fall 2021, all surveyed fields -> Science -> Physical sciences",Imputation rate (%),Doctorate-holding nonfaculty researchers,2,7.4
10636,r211,"Fall 2021, all surveyed fields -> Science -> Psychology",Total in survey,Postdoctoral appointees,2,1325
10636,r212,"Fall 2021, all surveyed fields -> Science -> Psychology",Total in survey,Doctorate-holding nonfaculty researchers,2,803
10636,r213,"Fall 2021, all surveyed fields -> Science -> Psychology",Number imputed,Postdoctoral appointees,2,31
10636,r214,"Fall 2021, all surveyed fields -> Science -> Psychology",Number imputed,Doctorate-holding nonfaculty researchers,2,28
