table_id,row_id,time_period,current_millions_level_1,current_millions_level_2,current_millions_hierarchy_depth,value
1717,r057,R&D obligations -> 1964,Current $millions,Civilian functions,2,6396
1717,r058,R&D obligations -> 1964,% distribution,Total,2,100.0
1717,r059,R&D obligations -> 1964,% distribution,National defense,2,55.0
1717,r060,R&D obligations -> 1964,% distribution,Civilian functions,2,45.0
1717,r061,R&D obligations -> 1965,Current $millions,Total,2,14614
1717,r062,R&D obligations -> 1965,Current $millions,National defense,2,7342
1717,r063,R&D obligations -> 1965,Current $millions,Civilian functions,2,7272
1717,r064,R&D obligations -> 1965,% distribution,Total,2,100.0
1717,r065,R&D obligations -> 1965,% distribution,National defense,2,50.2
1717,r066,R&D obligations -> 1965,% distribution,Civilian functions,2,49.8
1717,r067,R&D obligations -> 1966,Current $millions,Total,2,15320
1717,r068,R&D obligations -> 1966,Current $millions,National defense,2,7536
1717,r069,R&D obligations -> 1966,Current $millions,Civilian functions,2,7784
1717,r070,R&D obligations -> 1966,% distribution,Total,2,100.0
1717,r071,R&D obligations -> 1966,% distribution,National defense,2,49.2
1717,r072,R&D obligations -> 1966,% distribution,Civilian functions,2,50.8
1717,r073,R&D obligations -> 1967,Current $millions,Total,2,16529
1717,r074,R&D obligations -> 1967,Current $millions,National defense,2,8566
1717,r075,R&D obligations -> 1967,Current $millions,Civilian functions,2,7963
1717,r076,R&D obligations -> 1967,% distribution,Total,2,100.0
1717,r077,R&D obligations -> 1967,% distribution,National defense,2,51.8
1717,r078,R&D obligations -> 1967,% distribution,Civilian functions,2,48.2
1717,r079,R&D obligations -> 1968,Current $millions,Total,2,15921
1717,r080,R&D obligations -> 1968,Current $millions,National defense,2,8275
1717,r081,R&D obligations -> 1968,Current $millions,Civilian functions,2,7646
1717,r082,R&D obligations -> 1968,% distribution,Total,2,100.0
1717,r083,R&D obligations -> 1968,% distribution,National defense,2,52.0
1717,r084,R&D obligations -> 1968,% distribution,Civilian functions,2,48.0
1717,r085,R&D obligations -> 1969,Current $millions,Total,2,15641
1717,r086,R&D obligations -> 1969,Current $millions,National defense,2,8356
1717,r087,R&D obligations -> 1969,Current $millions,Civilian functions,2,7285
1717,r088,R&D obligations -> 1969,% distribution,Total,2,100.0
1717,r089,R&D obligations -> 1969,% distribution,National defense,2,53.4
1717,r090,R&D obligations -> 1969,% distribution,Civilian functions,2,46.6
1717,r091,R&D obligations -> 1970,Current $millions,Total,2,15339
1717,r092,R&D obligations -> 1970,Current $millions,National defense,2,7981
1717,r093,R&D obligations -> 1970,Current $millions,Civilian functions,2,7358
1717,r094,R&D obligations -> 1970,% distribution,Total,2,100.0
1717,r095,R&D obligations -> 1970,% distribution,National defense,2,52.0
1717,r096,R&D obligations -> 1970,% distribution,Civilian functions,2,48.0
1717,r097,R&D obligations -> 1971,Current $millions,Total,2,15543
1717,r098,R&D obligations -> 1971,Current $millions,National defense,2,8110
1717,r099,R&D obligations -> 1971,Current $millions,Civilian functions,2,7433
1717,r100,R&D obligations -> 1971,% distribution,Total,2,100.0
1717,r101,R&D obligations -> 1971,% distribution,National defense,2,52.2
1717,r102,R&D obligations -> 1971,% distribution,Civilian functions,2,47.8
1717,r103,R&D obligations -> 1972,Current $millions,Total,2,16496
1717,r104,R&D obligations -> 1972,Current $millions,National defense,2,8902
1717,r105,R&D obligations -> 1972,Current $millions,Civilian functions,2,7594
1717,r106,R&D obligations -> 1972,% distribution,Total,2,100.0
1717,r107,R&D obligations -> 1972,% distribution,National defense,2,54.0
1717,r108,R&D obligations -> 1972,% distribution,Civilian functions,2,46.0
1717,r109,R&D obligations -> 1973,Current $millions,Total,2,16800
1717,r110,R&D obligations -> 1973,Current $millions,National defense,2,9002
1717,r111,R&D obligations -> 1973,Current $millions,Civilian functions,2,7798
1717,r112,R&D obligations -> 1973,% distribution,Total,2,100.0
1717,r113,R&D obligations -> 1973,% distribution,National defense,2,53.6
1717,r114,R&D obligations -> 1973,% distribution,Civilian functions,2,46.4
1717,r115,R&D obligations -> 1974,Current $millions,Total,2,17410
1717,r116,R&D obligations -> 1974,Current $millions,National defense,2,9016
1717,r117,R&D obligations -> 1974,Current $millions,Civilian functions,2,8394
1717,r118,R&D obligations -> 1974,% distribution,Total,2,100.0
1717,r119,R&D obligations -> 1974,% distribution,National defense,2,51.8
1717,r120,R&D obligations -> 1974,% distribution,Civilian functions,2,48.2
1717,r121,R&D obligations -> 1975,Current $millions,Total,2,19039
1717,r122,R&D obligations -> 1975,Current $millions,National defense,2,9679
1717,r123,R&D obligations -> 1975,Current $millions,Civilian functions,2,9360
1717,r124,R&D obligations -> 1975,% distribution,Total,2,100.0
1717,r125,R&D obligations -> 1975,% distribution,National defense,2,50.8
1717,r126,R&D obligations -> 1975,% distribution,Civilian functions,2,49.2
1717,r127,R&D obligations -> 1976,Current $millions,Total,2,20780
1717,r128,R&D obligations -> 1976,Current $millions,National defense,2,10430
1717,r129,R&D obligations -> 1976,Current $millions,Civilian functions,2,10350
1717,r130,R&D obligations -> 1976,% distribution,Total,2,100.0
1717,r131,R&D obligations -> 1976,% distribution,National defense,2,50.2
1717,r132,R&D obligations -> 1976,% distribution,Civilian functions,2,49.8
1717,r133,R&D obligations -> 1977,Current $millions,Total,2,23450
1717,r134,R&D obligations -> 1977,Current $millions,National defense,2,11864
1717,r135,R&D obligations -> 1977,Current $millions,Civilian functions,2,11586
1717,r136,R&D obligations -> 1977,% distribution,Total,2,100.0
1717,r137,R&D obligations -> 1977,% distribution,National defense,2,50.6
1717,r138,R&D obligations -> 1977,% distribution,Civilian functions,2,49.4
1717,r139,R&D budget authority -> 1978,Current $millions,Total,2,25976
1717,r140,R&D budget authority -> 1978,Current $millions,National defense,2,12899
1717,r141,R&D budget authority -> 1978,Current $millions,Civilian functions,2,13077
1717,r142,R&D budget authority -> 1978,% distribution,Total,2,100.0
1717,r143,R&D budget authority -> 1978,% distribution,National defense,2,49.7
1717,r144,R&D budget authority -> 1978,% distribution,Civilian functions,2,50.3
1717,r145,R&D budget authority -> 1979,Current $millions,Total,2,28208
1717,r146,R&D budget authority -> 1979,Current $millions,National defense,2,13791
1717,r147,R&D budget authority -> 1979,Current $millions,Civilian functions,2,14417
1717,r148,R&D budget authority -> 1979,% distribution,Total,2,100.0
1717,r149,R&D budget authority -> 1979,% distribution,National defense,2,48.9
1717,r150,R&D budget authority -> 1979,% distribution,Civilian functions,2,51.1
1717,r151,R&D budget authority -> 1980,Current $millions,Total,2,29739
1717,r152,R&D budget authority -> 1980,Current $millions,National defense,2,14946
1717,r153,R&D budget authority -> 1980,Current $millions,Civilian functions,2,14793
1717,r154,R&D budget authority -> 1980,% distribution,Total,2,100.0
1717,r155,R&D budget authority -> 1980,% distribution,National defense,2,50.3
1717,r156,R&D budget authority -> 1980,% distribution,Civilian functions,2,49.7
1717,r157,R&D budget authority -> 1981,Current $millions,Total,2,33735
1717,r158,R&D budget authority -> 1981,Current $millions,National defense,2,18413
1717,r159,R&D budget authority -> 1981,Current $millions,Civilian functions,2,15322
1717,r160,R&D budget authority -> 1981,% distribution,Total,2,100.0
1717,r161,R&D budget authority -> 1981,% distribution,National defense,2,54.6
1717,r162,R&D budget authority -> 1981,% distribution,Civilian functions,2,45.4
1717,r163,R&D budget authority -> 1982,Current $millions,Total,2,36115
1717,r164,R&D budget authority -> 1982,Current $millions,National defense,2,22070
1717,r165,R&D budget authority -> 1982,Current $millions,Civilian functions,2,14045
1717,r166,R&D budget authority -> 1982,% distribution,Total,2,100.0
1717,r167,R&D budget authority -> 1982,% distribution,National defense,2,61.1
1717,r168,R&D budget authority -> 1982,% distribution,Civilian functions,2,38.9
1717,r169,R&D budget authority -> 1983,Current $millions,Total,2,38768
1717,r170,R&D budget authority -> 1983,Current $millions,National defense,2,24936
1717,r171,R&D budget authority -> 1983,Current $millions,Civilian functions,2,13832
1717,r172,R&D budget authority -> 1983,% distribution,Total,2,100.0
1717,r173,R&D budget authority -> 1983,% distribution,National defense,2,64.3
1717,r174,R&D budget authority -> 1983,% distribution,Civilian functions,2,35.7
1717,r175,R&D budget authority -> 1984,Current $millions,Total,2,44214
1717,r176,R&D budget authority -> 1984,Current $millions,National defense,2,29287
1717,r177,R&D budget authority -> 1984,Current $millions,Civilian functions,2,14927
1717,r178,R&D budget authority -> 1984,% distribution,Total,2,100.0
1717,r179,R&D budget authority -> 1984,% distribution,National defense,2,66.2
1717,r180,R&D budget authority -> 1984,% distribution,Civilian functions,2,33.8
1717,r181,R&D budget authority -> 1985,Current $millions,Total,2,49887
1717,r182,R&D budget authority -> 1985,Current $millions,National defense,2,33698
1717,r183,R&D budget authority -> 1985,Current $millions,Civilian functions,2,16189
1717,r184,R&D budget authority -> 1985,% distribution,Total,2,100.0
1717,r185,R&D budget authority -> 1985,% distribution,National defense,2,67.5
1717,r186,R&D budget authority -> 1985,% distribution,Civilian functions,2,32.5
1717,r187,R&D budget authority -> 1986,Current $millions,Total,2,53249
1717,r188,R&D budget authority -> 1986,Current $millions,National defense,2,36926
1717,r189,R&D budget authority -> 1986,Current $millions,Civilian functions,2,16323
1717,r190,R&D budget authority -> 1986,% distribution,Total,2,100.0
1717,r191,R&D budget authority -> 1986,% distribution,National defense,2,69.3
1717,r192,R&D budget authority -> 1986,% distribution,Civilian functions,2,30.7
1717,r193,R&D budget authority -> 1987,Current $millions,Total,2,57069
1717,r194,R&D budget authority -> 1987,Current $millions,National defense,2,39152
1717,r195,R&D budget authority -> 1987,Current $millions,Civilian functions,2,17917
1717,r196,R&D budget authority -> 1987,% distribution,Total,2,100.0
1717,r197,R&D budget authority -> 1987,% distribution,National defense,2,68.6
1717,r198,R&D budget authority -> 1987,% distribution,Civilian functions,2,31.4
1717,r199,R&D budget authority -> 1988,Current $millions,Total,2,59106
1717,r200,R&D budget authority -> 1988,Current $millions,National defense,2,40099
1717,r201,R&D budget authority -> 1988,Current $millions,Civilian functions,2,19007
1717,r202,R&D budget authority -> 1988,% distribution,Total,2,100.0
1717,r203,R&D budget authority -> 1988,% distribution,National defense,2,67.8
1717,r204,R&D budget authority -> 1988,% distribution,Civilian functions,2,32.2
1717,r205,R&D budget authority -> 1989,Current $millions,Total,2,62115
1717,r206,R&D budget authority -> 1989,Current $millions,National defense,2,40642
1717,r207,R&D budget authority -> 1989,Current $millions,Civilian functions,2,21473
1717,r208,R&D budget authority -> 1989,% distribution,Total,2,100.0
1717,r209,R&D budget authority -> 1989,% distribution,National defense,2,65.5
1717,r210,R&D budget authority -> 1989,% distribution,Civilian functions,2,34.5
1717,r211,R&D budget authority -> 1990,Current $millions,Total,2,63781
1717,r212,R&D budget authority -> 1990,Current $millions,National defense,2,39925
1717,r213,R&D budget authority -> 1990,Current $millions,Civilian functions,2,23856
1717,r214,R&D budget authority -> 1990,% distribution,Total,2,100.0
1717,r215,R&D budget authority -> 1990,% distribution,National defense,2,62.6
1717,r216,R&D budget authority -> 1990,% distribution,Civilian functions,2,37.4
1717,r217,R&D budget authority -> 1991,Current $millions,Total,2,65898
1717,r218,R&D budget authority -> 1991,Current $millions,National defense,2,39328
1717,r219,R&D budget authority -> 1991,Current $millions,Civilian functions,2,26570
1717,r220,R&D budget authority -> 1991,% distribution,Total,2,100.0
1717,r221,R&D budget authority -> 1991,% distribution,National defense,2,59.7
1717,r222,R&D budget authority -> 1991,% distribution,Civilian functions,2,40.3
1717,r223,R&D budget authority -> 1992,Current $millions,Total,2,68398
1717,r224,R&D budget authority -> 1992,Current $millions,National defense,2,40083
1717,r225,R&D budget authority -> 1992,Current $millions,Civilian functions,2,28315
1717,r226,R&D budget authority -> 1992,% distribution,Total,2,100.0
1717,r227,R&D budget authority -> 1992,% distribution,National defense,2,58.6
1717,r228,R&D budget authority -> 1992,% distribution,Civilian functions,2,41.4
1717,r229,R&D budget authority -> 1993,Current $millions,Total,2,69884
1717,r230,R&D budget authority -> 1993,Current $millions,National defense,2,41249
1717,r231,R&D budget authority -> 1993,Current $millions,Civilian functions,2,28635
1717,r232,R&D budget authority -> 1993,% distribution,Total,2,100.0
1717,r233,R&D budget authority -> 1993,% distribution,National defense,2,59.0
1717,r234,R&D budget authority -> 1993,% distribution,Civilian functions,2,41.0
1717,r235,R&D budget authority -> 1994,Current $millions,Total,2,68331
1717,r236,R&D budget authority -> 1994,Current $millions,National defense,2,37764
1717,r237,R&D budget authority -> 1994,Current $millions,Civilian functions,2,30566
1717,r238,R&D budget authority -> 1994,% distribution,Total,2,100.0
1717,r239,R&D budget authority -> 1994,% distribution,National defense,2,55.3
1717,r240,R&D budget authority -> 1994,% distribution,Civilian functions,2,44.7
1717,r241,R&D budget authority -> 1995,Current $millions,Total,2,68791
1717,r242,R&D budget authority -> 1995,Current $millions,National defense,2,37204
1717,r243,R&D budget authority -> 1995,Current $millions,Civilian functions,2,31587
1717,r244,R&D budget authority -> 1995,% distribution,Total,2,100.0
1717,r245,R&D budget authority -> 1995,% distribution,National defense,2,54.1
1717,r246,R&D budget authority -> 1995,% distribution,Civilian functions,2,45.9
1717,r247,R&D budget authority -> 1996,Current $millions,Total,2,69049
1717,r248,R&D budget authority -> 1996,Current $millions,National defense,2,37801
1717,r249,R&D budget authority -> 1996,Current $millions,Civilian functions,2,31248
1717,r250,R&D budget authority -> 1996,% distribution,Total,2,100.0
1717,r251,R&D budget authority -> 1996,% distribution,National defense,2,54.7
1717,r252,R&D budget authority -> 1996,% distribution,Civilian functions,2,45.3
1717,r253,R&D budget authority -> 1997,Current $millions,Total,2,71653
1717,r254,R&D budget authority -> 1997,Current $millions,National defense,2,39591
1717,r255,R&D budget authority -> 1997,Current $millions,Civilian functions,2,32062
1717,r256,R&D budget authority -> 1997,% distribution,Total,2,100.0
1717,r257,R&D budget authority -> 1997,% distribution,National defense,2,55.3
1717,r258,R&D budget authority -> 1997,% distribution,Civilian functions,2,44.7
1717,r259,R&D budget authority -> 1998,Current $millions,Total,2,73569
1717,r260,R&D budget authority -> 1998,Current $millions,National defense,2,39823
1717,r261,R&D budget authority -> 1998,Current $millions,Civilian functions,2,33746
1717,r262,R&D budget authority -> 1998,% distribution,Total,2,100.0
1717,r263,R&D budget authority -> 1998,% distribution,National defense,2,54.1
1717,r264,R&D budget authority -> 1998,% distribution,Civilian functions,2,45.9
1717,r265,R&D budget authority -> 1999,Current $millions,Total,2,77637
1717,r266,R&D budget authority -> 1999,Current $millions,National defense,2,41306
1717,r267,R&D budget authority -> 1999,Current $millions,Civilian functions,2,36332
1717,r268,R&D budget authority -> 1999,% distribution,Total,2,100.0
1717,r269,R&D budget authority -> 1999,% distribution,National defense,2,53.2
1717,r270,R&D budget authority -> 1999,% distribution,Civilian functions,2,46.8
1717,r271,R&D and R&D plant budget authority -> 2000,Current $millions,Total,2,83581
1717,r272,R&D and R&D plant budget authority -> 2000,Current $millions,National defense,2,43161
1717,r273,R&D and R&D plant budget authority -> 2000,Current $millions,Civilian functions,2,40420
1717,r274,R&D and R&D plant budget authority -> 2000,% distribution,Total,2,100.0
1717,r275,R&D and R&D plant budget authority -> 2000,% distribution,National defense,2,51.6
1717,r276,R&D and R&D plant budget authority -> 2000,% distribution,Civilian functions,2,48.4
1717,r277,R&D and R&D plant budget authority -> 2001,Current $millions,Total,2,91505
1717,r278,R&D and R&D plant budget authority -> 2001,Current $millions,National defense,2,46202
1717,r279,R&D and R&D plant budget authority -> 2001,Current $millions,Civilian functions,2,45303
1717,r280,R&D and R&D plant budget authority -> 2001,% distribution,Total,2,100.0
1717,r281,R&D and R&D plant budget authority -> 2001,% distribution,National defense,2,50.5
1717,r282,R&D and R&D plant budget authority -> 2001,% distribution,Civilian functions,2,49.5
1717,r283,R&D and R&D plant budget authority -> 2002,Current $millions,Total,2,103057
1717,r284,R&D and R&D plant budget authority -> 2002,Current $millions,National defense,2,53731
1717,r285,R&D and R&D plant budget authority -> 2002,Current $millions,Civilian functions,2,49326
1717,r286,R&D and R&D plant budget authority -> 2002,% distribution,Total,2,100.0
1717,r287,R&D and R&D plant budget authority -> 2002,% distribution,National defense,2,52.1
1717,r288,R&D and R&D plant budget authority -> 2002,% distribution,Civilian functions,2,47.9
1717,r289,R&D and R&D plant budget authority -> 2003,Current $millions,Total,2,118065
1717,r290,R&D and R&D plant budget authority -> 2003,Current $millions,National defense,2,63708
1717,r291,R&D and R&D plant budget authority -> 2003,Current $millions,Civilian functions,2,54357
1717,r292,R&D and R&D plant budget authority -> 2003,% distribution,Total,2,100.0
1717,r293,R&D and R&D plant budget authority -> 2003,% distribution,National defense,2,54.0
1717,r294,R&D and R&D plant budget authority -> 2003,% distribution,Civilian functions,2,46.0
1717,r295,R&D and R&D plant budget authority -> 2004,Current $millions,Total,2,126270
1717,r296,R&D and R&D plant budget authority -> 2004,Current $millions,National defense,2,70344
1717,r297,R&D and R&D plant budget authority -> 2004,Current $millions,Civilian functions,2,55926
1717,r298,R&D and R&D plant budget authority -> 2004,% distribution,Total,2,100.0
1717,r299,R&D and R&D plant budget authority -> 2004,% distribution,National defense,2,55.7
1717,r300,R&D and R&D plant budget authority -> 2004,% distribution,Civilian functions,2,44.3
1717,r301,R&D and R&D plant budget authority -> 2005,Current $millions,Total,2,131259
1717,r302,R&D and R&D plant budget authority -> 2005,Current $millions,National defense,2,74641
1717,r303,R&D and R&D plant budget authority -> 2005,Current $millions,Civilian functions,2,56618
1717,r304,R&D and R&D plant budget authority -> 2005,% distribution,Total,2,100.0
1717,r305,R&D and R&D plant budget authority -> 2005,% distribution,National defense,2,56.9
1717,r306,R&D and R&D plant budget authority -> 2005,% distribution,Civilian functions,2,43.1
1717,r307,R&D and R&D plant budget authority -> 2006,Current $millions,Total,2,136019
1717,r308,R&D and R&D plant budget authority -> 2006,Current $millions,National defense,2,78737
1717,r309,R&D and R&D plant budget authority -> 2006,Current $millions,Civilian functions,2,57282
1717,r310,R&D and R&D plant budget authority -> 2006,% distribution,Total,2,100.0
1717,r311,R&D and R&D plant budget authority -> 2006,% distribution,National defense,2,57.9
1717,r312,R&D and R&D plant budget authority -> 2006,% distribution,Civilian functions,2,42.1
1717,r313,R&D and R&D plant budget authority -> 2007,Current $millions,Total,2,141890
1717,r314,R&D and R&D plant budget authority -> 2007,Current $millions,National defense,2,82658
1717,r315,R&D and R&D plant budget authority -> 2007,Current $millions,Civilian functions,2,59232
1717,r316,R&D and R&D plant budget authority -> 2007,% distribution,Total,2,100.0
1717,r317,R&D and R&D plant budget authority -> 2007,% distribution,National defense,2,58.3
1717,r318,R&D and R&D plant budget authority -> 2007,% distribution,Civilian functions,2,41.7
1717,r319,R&D and R&D plant budget authority -> 2008,Current $millions,Total,2,144391
1717,r320,R&D and R&D plant budget authority -> 2008,Current $millions,National defense,2,85129
1717,r321,R&D and R&D plant budget authority -> 2008,Current $millions,Civilian functions,2,59262
1717,r322,R&D and R&D plant budget authority -> 2008,% distribution,Total,2,100.0
1717,r323,R&D and R&D plant budget authority -> 2008,% distribution,National defense,2,59.0
1717,r324,R&D and R&D plant budget authority -> 2008,% distribution,Civilian functions,2,41.0
1717,r325,R&D and R&D plant budget authority -> 2009<sup>a</sup>,Current $millions,Total,2,164292
1717,r326,R&D and R&D plant budget authority -> 2009<sup>a</sup>,Current $millions,National defense,2,85642
1717,r327,R&D and R&D plant budget authority -> 2009<sup>a</sup>,Current $millions,Civilian functions,2,78650
1717,r328,R&D and R&D plant budget authority -> 2009<sup>a</sup>,% distribution,Total,2,100.0
1717,r329,R&D and R&D plant budget authority -> 2009<sup>a</sup>,% distribution,National defense,2,52.1
1717,r330,R&D and R&D plant budget authority -> 2009<sup>a</sup>,% distribution,Civilian functions,2,47.9
1717,r331,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,Current $millions,Total,2,145553
1717,r332,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,Current $millions,National defense,2,85342
1717,r333,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,Current $millions,Civilian functions,2,60211
1717,r334,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,% distribution,Total,2,100.0
1717,r335,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,% distribution,National defense,2,58.6
1717,r336,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> Non-ARRA,% distribution,Civilian functions,2,41.4
1717,r337,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,Current $millions,Total,2,18739
1717,r338,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,Current $millions,National defense,2,300
1717,r339,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,Current $millions,Civilian functions,2,18439
1717,r340,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,% distribution,Total,2,100.0
1717,r341,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,% distribution,National defense,2,1.6
1717,r342,R&D and R&D plant budget authority -> 2009<sup>a</sup> -> ARRA,% distribution,Civilian functions,2,98.4
1717,r343,R&D and R&D plant budget authority -> 2010,Current $millions,Total,2,148962
1717,r344,R&D and R&D plant budget authority -> 2010,Current $millions,National defense,2,86789
1717,r345,R&D and R&D plant budget authority -> 2010,Current $millions,Civilian functions,2,62173
1717,r346,R&D and R&D plant budget authority -> 2010,% distribution,Total,2,100.0
1717,r347,R&D and R&D plant budget authority -> 2010,% distribution,National defense,2,58.3
1717,r348,R&D and R&D plant budget authority -> 2010,% distribution,Civilian functions,2,41.7
1717,r349,R&D and R&D plant budget authority -> 2011,Current $millions,Total,2,144379
1717,r350,R&D and R&D plant budget authority -> 2011,Current $millions,National defense,2,83226
1717,r351,R&D and R&D plant budget authority -> 2011,Current $millions,Civilian functions,2,61153
1717,r352,R&D and R&D plant budget authority -> 2011,% distribution,Total,2,100.0
1717,r353,R&D and R&D plant budget authority -> 2011,% distribution,National defense,2,57.6
1717,r354,R&D and R&D plant budget authority -> 2011,% distribution,Civilian functions,2,42.4
1717,r355,R&D and R&D plant budget authority -> 2012,Current $millions,Total,2,143737
1717,r356,R&D and R&D plant budget authority -> 2012,Current $millions,National defense,2,79875
1717,r357,R&D and R&D plant budget authority -> 2012,Current $millions,Civilian functions,2,63862
1717,r358,R&D and R&D plant budget authority -> 2012,% distribution,Total,2,100.0
1717,r359,R&D and R&D plant budget authority -> 2012,% distribution,National defense,2,55.6
1717,r360,R&D and R&D plant budget authority -> 2012,% distribution,Civilian functions,2,44.4
1717,r361,R&D and R&D plant budget authority -> 2013,Current $millions,Total,2,132477
1717,r362,R&D and R&D plant budget authority -> 2013,Current $millions,National defense,2,70781
1717,r363,R&D and R&D plant budget authority -> 2013,Current $millions,Civilian functions,2,61696
1717,r364,R&D and R&D plant budget authority -> 2013,% distribution,Total,2,100.0
1717,r365,R&D and R&D plant budget authority -> 2013,% distribution,National defense,2,53.4
1717,r366,R&D and R&D plant budget authority -> 2013,% distribution,Civilian functions,2,46.6
1717,r367,R&D and R&D plant budget authority -> 2014,Current $millions,Total,2,136159
1717,r368,R&D and R&D plant budget authority -> 2014,Current $millions,National defense,2,70992
1717,r369,R&D and R&D plant budget authority -> 2014,Current $millions,Civilian functions,2,65167
1717,r370,R&D and R&D plant budget authority -> 2014,% distribution,Total,2,100.0
1717,r371,R&D and R&D plant budget authority -> 2014,% distribution,National defense,2,52.1
1717,r372,R&D and R&D plant budget authority -> 2014,% distribution,Civilian functions,2,47.9
1717,r373,R&D and R&D plant budget authority -> 2015,Current $millions,Total,2,138544
1717,r374,R&D and R&D plant budget authority -> 2015,Current $millions,National defense,2,72950
1717,r375,R&D and R&D plant budget authority -> 2015,Current $millions,Civilian functions,2,65594
1717,r376,R&D and R&D plant budget authority -> 2015,% distribution,Total,2,100.0
1717,r377,R&D and R&D plant budget authority -> 2015,% distribution,National defense,2,52.7
1717,r378,R&D and R&D plant budget authority -> 2015,% distribution,Civilian functions,2,47.3
1717,r379,R&D and R&D plant budget authority -> 2016,Current $millions,Total,2,150393
