table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_total,field_paid_for_by_the_company,field_paid_for_by_others_total,field_paid_for_by_others_federal,field_paid_for_by_others_nonfederal
2707,r028,All states -> Montana,All states,Montana,2,"['180', '  ']","['157', '  ']","['23', '  ']","['10', '  ']","['13', '  ']"
2707,r029,All states -> Nebraska,All states,Nebraska,2,"['570', '  ']","['513', '  ']","['57', '  ']","['17', '  ']","['40', '  ']"
2707,r030,All states -> Nevada,All states,Nevada,2,"['960', '  ']","['638', '  ']","['322', 'i ']","['25', '  ']","['296', 'i ']"
2707,r031,All states -> New Hampshire,All states,New Hampshire,2,"['2,566', '  ']","['992', '  ']","['1,573', '  ']","['1,281', '  ']","['292', '  ']"
2707,r032,All states -> New Jersey,All states,New Jersey,2,"['20,251', '  ']","['16,843', '  ']","['3,408', '  ']","['186', 'i ']","['3,222', '  ']"
2707,r033,All states -> New Mexico,All states,New Mexico,2,"['699', '  ']","['374', '  ']","['325', 'i ']","['294', 'i ']","['31', 'i ']"
2707,r034,All states -> New York,All states,New York,2,"['17,515', '  ']","['15,370', '  ']","['2,144', '  ']","['860', 'i ']","['1,285', '  ']"
2707,r035,All states -> North Carolina,All states,North Carolina,2,"['11,716', '  ']","['7,790', '  ']","['3,926', '  ']","['167', '  ']","['3,760', '  ']"
2707,r036,All states -> North Dakota,All states,North Dakota,2,"['312', '  ']","['284', '  ']","['28', '  ']","['2', '  ']","['26', '  ']"
2707,r037,All states -> Ohio,All states,Ohio,2,"['9,646', '  ']","['6,820', '  ']","['2,825', '  ']","['744', 'i ']","['2,081', '  ']"
2707,r038,All states -> Oklahoma,All states,Oklahoma,2,"['868', '  ']","['822', '  ']","['47', '  ']","['13', '  ']","['34', '  ']"
2707,r039,All states -> Oregon,All states,Oregon,2,"['8,751', '  ']","['8,446', '  ']","['304', '  ']","['79', '  ']","['225', '  ']"
2707,r040,All states -> Pennsylvania,All states,Pennsylvania,2,"['12,104', '  ']","['10,633', '  ']","['1,471', '  ']","['141', '  ']","['1,330', '  ']"
2707,r041,All states -> Rhode Island,All states,Rhode Island,2,"['703', '  ']","['663', '  ']","['39', '  ']","['29', '  ']","['10', '  ']"
2707,r042,All states -> South Carolina,All states,South Carolina,2,"['1,670', '  ']","['1,462', '  ']","['208', '  ']","['68', '  ']","['140', '  ']"
2707,r043,All states -> South Dakota,All states,South Dakota,2,"['201', '  ']","['179', '  ']","['22', '  ']","['1', '  ']","['21', '  ']"
2707,r044,All states -> Tennessee,All states,Tennessee,2,"['1,440', '  ']","['1,184', '  ']","['255', '  ']","['52', '  ']","['203', '  ']"
2707,r045,All states -> Texas,All states,Texas,2,"['20,929', '  ']","['18,267', '  ']","['2,662', '  ']","['599', 'i ']","['2,063', '  ']"
2707,r046,All states -> Utah,All states,Utah,2,"['3,025', '  ']","['2,642', '  ']","['383', '  ']","['194', '  ']","['189', '  ']"
2707,r047,All states -> Vermont,All states,Vermont,2,"['300', '  ']","['233', '  ']","['67', '  ']","['19', '  ']","['49', '  ']"
2707,r048,All states -> Virginia,All states,Virginia,2,"['5,725', '  ']","['4,092', '  ']","['1,633', '  ']","['1,307', '  ']","['325', '  ']"
2707,r049,All states -> Washington,All states,Washington,2,"['30,305', '  ']","['29,498', '  ']","['807', '  ']","['173', 'i ']","['634', '  ']"
2707,r050,All states -> West Virginia,All states,West Virginia,2,"['238', 'i ']","['209', 'i ']","['29', '  ']","['20', '  ']","['10', '  ']"
2707,r051,All states -> Wisconsin,All states,Wisconsin,2,"['5,966', '  ']","['5,334', '  ']","['632', '  ']","['92', 'i ']","['539', '  ']"
2707,r052,All states -> Wyoming,All states,Wyoming,2,"['39', '  ']","['34', '  ']","['5', '  ']","['2', 'i ']","['3', '  ']"
2707,r053,All states -> Undistributed<sup>a</sup>,All states,Undistributed<sup>a</sup>,2,"['2,584', '  ']","['2,399', '  ']","['186', '  ']","['0 - 186', '  ']","['0 - 186', '  ']"
