table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_sales_worldwide,field_sales_domestic,field_sales_foreign
6551,r050,All business activities -> Motor vehicles manufacturing,All business activities,Motor vehicles manufacturing,2,33610,"['529,227', '&nbsp;']","['406,293', '&nbsp;']","['122,934', '&nbsp;']"
6551,r051,All business activities -> Motor vehicle body and trailer manufacturing,All business activities,Motor vehicle body and trailer manufacturing,2,33620,"['45,991', '&nbsp;']","['44,214', '&nbsp;']","['1,777', '&nbsp;']"
6551,r052,All business activities -> Motor vehicle parts manufacturing,All business activities,Motor vehicle parts manufacturing,2,33630,"['278,559', '&nbsp;']","['182,796', '&nbsp;']","['95,763', 'i']"
6551,r053,All business activities -> Aircraft manufacturing,All business activities,Aircraft manufacturing,2,33641,"['144,831', '&nbsp;']","['139,088', '&nbsp;']","['5,743', '&nbsp;']"
6551,r054,All business activities -> Aircraft engine and engine parts manufacturing,All business activities,Aircraft engine and engine parts manufacturing,2,33642,"['54,264', '&nbsp;']","['32,679', '&nbsp;']","['21,585', '&nbsp;']"
6551,r055,All business activities -> Other aircraft parts and auxiliary equipment manufacturing,All business activities,Other aircraft parts and auxiliary equipment manufacturing,2,33643,"['58,491', '&nbsp;']","['47,652', '&nbsp;']","['10,839', '&nbsp;']"
6551,r056,"All business activities -> Guided missiles, space vehicles, and related parts manufacturing",All business activities,"Guided missiles, space vehicles, and related parts manufacturing",2,33644,"['35,217', '&nbsp;']","['32,444', '&nbsp;']","['2,774', '&nbsp;']"
6551,r057,All business activities -> Railroad rolling stock manufacturing,All business activities,Railroad rolling stock manufacturing,2,33651,"['13,506', 'i']","['8,091', '&nbsp;']","['5,415', 'i']"
6551,r058,All business activities -> Ship and boat building,All business activities,Ship and boat building,2,33660,"['24,057', '&nbsp;']","['21,988', '&nbsp;']","['2,069', '&nbsp;']"
6551,r059,"All business activities -> Motorcycle, bicycle, and parts manufacturing",All business activities,"Motorcycle, bicycle, and parts manufacturing",2,33691,"['10,979', '&nbsp;']","['6,948', '&nbsp;']","['4,031', '&nbsp;']"
6551,r060,"All business activities -> Military armored vehicle, tank, and tank components manufacturing",All business activities,"Military armored vehicle, tank, and tank components manufacturing",2,33692,"['15,405', '&nbsp;']","['13,848', '&nbsp;']","['1,557', '&nbsp;']"
6551,r061,All business activities -> All other transportation equipment manufacturing,All business activities,All other transportation equipment manufacturing,2,33699,"['17,730', '&nbsp;']","['16,191', '&nbsp;']","['1,539', '&nbsp;']"
6551,r062,All business activities -> Furniture and related products manufacturing,All business activities,Furniture and related products manufacturing,2,33700,"['51,330', '&nbsp;']","['46,013', '&nbsp;']","['5,317', '&nbsp;']"
6551,r063,All business activities -> Medical equipment and supplies manufacturing,All business activities,Medical equipment and supplies manufacturing,2,33910,"['301,096', '&nbsp;']","['200,226', '&nbsp;']","['100,869', '&nbsp;']"
6551,r064,"All business activities -> Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",All business activities,"Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",2,33990,"['119,361', '&nbsp;']","['89,861', '&nbsp;']","['29,501', '&nbsp;']"
6551,r065,"All business activities -> Merchant wholesalers, durable goods",All business activities,"Merchant wholesalers, durable goods",2,42300,"['165,955', '&nbsp;']","['149,138', '&nbsp;']","['16,817', '&nbsp;']"
6551,r066,"All business activities -> Merchant wholesalers, nondurable goods",All business activities,"Merchant wholesalers, nondurable goods",2,42400,"['602,072', '&nbsp;']","['445,786', '&nbsp;']","['156,286', '&nbsp;']"
6551,r067,All business activities -> Wholesale electronic markets and agents and brokers (business to business),All business activities,Wholesale electronic markets and agents and brokers (business to business),2,42500,"['5,340', '&nbsp;']","['5,089', '&nbsp;']","['251', '&nbsp;']"
6551,r068,All business activities -> Retail trade (except electronic shopping and electronic auctions),All business activities,Retail trade (except electronic shopping and electronic auctions),2,44000,"['662,471', '&nbsp;']","['582,203', '&nbsp;']","['80,268', '&nbsp;']"
6551,r069,All business activities -> Electronic shopping and electronic auctions,All business activities,Electronic shopping and electronic auctions,2,45411,"['168,456 - 333,088', 'i']","['168,457', 'i']","['0 - 164,630', 'i']"
6551,r070,All business activities -> Transportation,All business activities,Transportation,2,48000,"['387,986', '&nbsp;']","['299,235', '&nbsp;']","['88,751', '&nbsp;']"
6551,r071,"All business activities -> Couriers, messengers, and express delivery services",All business activities,"Couriers, messengers, and express delivery services",2,49200,"['2,034', '&nbsp;']","['2,014', '&nbsp;']","['20', '&nbsp;']"
6551,r072,All business activities -> Warehousing and storage,All business activities,Warehousing and storage,2,49300,"['15,949', '&nbsp;']","['8,413', '&nbsp;']","['7,536', '&nbsp;']"
6551,r073,"All business activities -> Newspaper, periodical, book, and directory publishers (except Internet)",All business activities,"Newspaper, periodical, book, and directory publishers (except Internet)",2,51110,"['7,147', '&nbsp;']","['5,585', '&nbsp;']","['1,562', '&nbsp;']"
6551,r074,All business activities -> Software publishers (except Internet),All business activities,Software publishers (except Internet),2,51120,"['237,902', '&nbsp;']","['143,184', '&nbsp;']","['94,718', '&nbsp;']"
6551,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['46,587', '&nbsp;']","['43,317', '&nbsp;']","['3,270', '&nbsp;']"
6551,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['185,587', '&nbsp;']","['145,898', '&nbsp;']","['39,689', '&nbsp;']"
6551,r077,All business activities -> Wired telecommunications carriers,All business activities,Wired telecommunications carriers,2,51710,"['139,262', '&nbsp;']","['137,035', '&nbsp;']","['2,226', '&nbsp;']"
6551,r078,All business activities -> Wireless telecommunications carriers (except satellite),All business activities,Wireless telecommunications carriers (except satellite),2,51720,"['264,976', '&nbsp;']","['264,971', '&nbsp;']","['5', '&nbsp;']"
6551,r079,All business activities -> Satellite telecommunications,All business activities,Satellite telecommunications,2,51740,"['51,337', '&nbsp;']","['51,267', '&nbsp;']","['70', '&nbsp;']"
6551,r080,All business activities -> Other telecommunications (not listed elsewhere),All business activities,Other telecommunications (not listed elsewhere),2,51790,"['19,438', '&nbsp;']","['13,883', '&nbsp;']","['5,555', 'i']"
6551,r081,"All business activities -> Data processing, hosting, and related services",All business activities,"Data processing, hosting, and related services",2,51800,"['98,036', '&nbsp;']","['69,214', '&nbsp;']","['28,822', '&nbsp;']"
6551,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['218,846', '&nbsp;']","['169,605', '&nbsp;']","['49,241', '&nbsp;']"
6551,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals",2,51910,"['219,808', '&nbsp;']","['124,726', '&nbsp;']","['95,082', '&nbsp;']"
6551,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['629,562', '&nbsp;']","['574,882', '&nbsp;']","['54,679', '&nbsp;']"
6551,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['97,896', '&nbsp;']","['67,833', '&nbsp;']","['30,063', '&nbsp;']"
6551,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['1,069,279', '&nbsp;']","['1,031,450', '&nbsp;']","['37,830', 'i']"
6551,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['17,104', '&nbsp;']","['16,881', '&nbsp;']","['223', '&nbsp;']"
6551,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['12,743', '&nbsp;']","['8,259', '&nbsp;']","['4,484', '&nbsp;']"
6551,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['1,671', '&nbsp;']","['1,614', '&nbsp;']","['56', '&nbsp;']"
6551,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['29,565', '&nbsp;']","['26,427', '&nbsp;']","['3,139', '&nbsp;']"
6551,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['127,409', '&nbsp;']","['110,906', '&nbsp;']","['16,502', '&nbsp;']"
6551,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['12,640', '&nbsp;']","['3,752', '&nbsp;']","['8,888', '&nbsp;']"
6551,r093,All business activities -> Computer systems design and related services,All business activities,Computer systems design and related services,2,54150,"['238,778', '&nbsp;']","['149,589', '&nbsp;']","['89,189', '&nbsp;']"
6551,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['57,882', '&nbsp;']","['49,880', '&nbsp;']","['8,002', 'i']"
6551,r095,All business activities -> Research and development services in social sciences and humanities,All business activities,Research and development services in social sciences and humanities,2,54172,"['1,233', '&nbsp;']","['1,144', '&nbsp;']","['89', '&nbsp;']"
6551,r096,All business activities -> Research and development services in biotechnology,All business activities,Research and development services in biotechnology,2,54173,"['13,214', '&nbsp;']","['9,066', '&nbsp;']","['4,148', '&nbsp;']"
6551,r097,"All business activities -> Research and development services in physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in physical, engineering, and life sciences (except biotechnology)",2,54174,"['49,481', '&nbsp;']","['38,427', '&nbsp;']","['11,054', 'i']"
6551,r098,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['84,177 - 248,809', '&nbsp;']","['84,178', '&nbsp;']","['0 - 164,630', '&nbsp;']"
6551,r099,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['23,046', '&nbsp;']","['19,061', '&nbsp;']","['3,986', 'i']"
6551,r100,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['13,249', '&nbsp;']","['13,209', '&nbsp;']","['40', '&nbsp;']"
6551,r101,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['89,404', '&nbsp;']","['62,356', '&nbsp;']","['27,048', '&nbsp;']"
6551,r102,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['11,623', '&nbsp;']","['11,342', '&nbsp;']","['281', '&nbsp;']"
6551,r103,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['102,792', '&nbsp;']","['102,792', '&nbsp;']","['0', '&nbsp;']"
6551,r104,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['38,599', '&nbsp;']","['34,462', '&nbsp;']","['4,136', 'i']"
6551,r105,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['22,807', '&nbsp;']","['22,613', '&nbsp;']","['194', '&nbsp;']"
6551,r106,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['25,795', '&nbsp;']","['25,795', '&nbsp;']","['0', '&nbsp;']"
6551,r107,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['108', '&nbsp;']","['108', '&nbsp;']","['0', '&nbsp;']"
6551,r108,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['37,623', '&nbsp;']","['31,887', '&nbsp;']","['5,736', '&nbsp;']"
6551,r109,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['84,334', '&nbsp;']","['56,337', '&nbsp;']","['27,997', '&nbsp;']"
6551,r110,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['109,756', '&nbsp;']","['90,936', '&nbsp;']","['18,820', 'i']"
6551,r111,All business activities -> Less: intersegment eliminations,All business activities,Less: intersegment eliminations,2,–,"['182,972', '&nbsp;']","['117,720', '&nbsp;']","['65,252', '&nbsp;']"
6551,r112,All business activities -> Undistributed,All business activities,Undistributed,2,–,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
