table_id,row_id,sex_occupation_and_job_satisfaction_full_path,sex_occupation_and_job_satisfaction_level_1,sex_occupation_and_job_satisfaction_level_2,sex_occupation_and_job_satisfaction_level_3,sex_occupation_and_job_satisfaction_level_4,sex_occupation_and_job_satisfaction_level_5,sex_occupation_and_job_satisfaction_hierarchy_depth,field_total,field_years_since_highest_degree_5,field_years_since_highest_degree_5_9,field_years_since_highest_degree_10_14,field_years_since_highest_degree_15_19,field_years_since_highest_degree_20_24,field_years_since_highest_degree_25_29,field_years_since_highest_degree_30_34,field_years_since_highest_degree_35
6849,r017,All sexes -> S&E occupations -> Computer and mathematical scientists -> Very satisfied,All sexes,S&E occupations,Computer and mathematical scientists,Very satisfied,,4,1427000,223000,279000,262000,182000,153000,143000,83000,103000
6849,r018,All sexes -> S&E occupations -> Computer and mathematical scientists -> Somewhat satisfied,All sexes,S&E occupations,Computer and mathematical scientists,Somewhat satisfied,,4,1640000,227000,329000,301000,218000,191000,173000,103000,97000
6849,r019,All sexes -> S&E occupations -> Computer and mathematical scientists -> Somewhat dissatisfied,All sexes,S&E occupations,Computer and mathematical scientists,Somewhat dissatisfied,,4,296000,55000,81000,44000,28000,27000,29000,16000,17000
6849,r020,All sexes -> S&E occupations -> Computer and mathematical scientists -> Very dissatisfied,All sexes,S&E occupations,Computer and mathematical scientists,Very dissatisfied,,4,56000,16000,6000,11000,5000,7000,4000,5000,
6849,r021,All sexes -> S&E occupations -> Physical and related scientists,All sexes,S&E occupations,Physical and related scientists,,,3,366000,98000,58000,41000,43000,35000,21000,30000,40000
6849,r022,All sexes -> S&E occupations -> Physical and related scientists -> Very satisfied,All sexes,S&E occupations,Physical and related scientists,Very satisfied,,4,163000,35000,21000,17000,26000,15000,11000,14000,25000
6849,r023,All sexes -> S&E occupations -> Physical and related scientists -> Somewhat satisfied,All sexes,S&E occupations,Physical and related scientists,Somewhat satisfied,,4,170000,56000,31000,21000,13000,14000,8000,13000,13000
6849,r024,All sexes -> S&E occupations -> Physical and related scientists -> Somewhat dissatisfied,All sexes,S&E occupations,Physical and related scientists,Somewhat dissatisfied,,4,22000,5000,3000,3000,3000,3000,2000,S,1000
6849,r025,All sexes -> S&E occupations -> Physical and related scientists -> Very dissatisfied,All sexes,S&E occupations,Physical and related scientists,Very dissatisfied,,4,11000,1000,2000,,S,3000,,,
6849,r026,All sexes -> S&E occupations -> Social and related scientists,All sexes,S&E occupations,Social and related scientists,,,3,646000,159000,136000,95000,73000,49000,49000,33000,51000
6849,r027,All sexes -> S&E occupations -> Social and related scientists -> Very satisfied,All sexes,S&E occupations,Social and related scientists,Very satisfied,,4,347000,88000,60000,44000,38000,27000,28000,22000,39000
6849,r028,All sexes -> S&E occupations -> Social and related scientists -> Somewhat satisfied,All sexes,S&E occupations,Social and related scientists,Somewhat satisfied,,4,255000,59000,63000,45000,28000,18000,21000,9000,11000
6849,r029,All sexes -> S&E occupations -> Social and related scientists -> Somewhat dissatisfied,All sexes,S&E occupations,Social and related scientists,Somewhat dissatisfied,,4,39000,9000,12000,5000,6000,3000,S,S,1000
6849,r030,All sexes -> S&E occupations -> Social and related scientists -> Very dissatisfied,All sexes,S&E occupations,Social and related scientists,Very dissatisfied,,4,5000,S,S,,,,,,
6849,r031,All sexes -> S&E occupations -> Engineers,All sexes,S&E occupations,Engineers,,,3,1728000,310000,333000,228000,182000,179000,150000,155000,190000
6849,r032,All sexes -> S&E occupations -> Engineers -> Very satisfied,All sexes,S&E occupations,Engineers,Very satisfied,,4,776000,141000,139000,93000,82000,82000,67000,73000,100000
6849,r033,All sexes -> S&E occupations -> Engineers -> Somewhat satisfied,All sexes,S&E occupations,Engineers,Somewhat satisfied,,4,813000,138000,162000,116000,90000,80000,73000,74000,79000
6849,r034,All sexes -> S&E occupations -> Engineers -> Somewhat dissatisfied,All sexes,S&E occupations,Engineers,Somewhat dissatisfied,,4,118000,27000,29000,16000,8000,15000,8000,7000,7000
6849,r035,All sexes -> S&E occupations -> Engineers -> Very dissatisfied,All sexes,S&E occupations,Engineers,Very dissatisfied,,4,21000,4000,3000,3000,S,2000,S,S,3000
6849,r036,All sexes -> S&E-related occupations,All sexes,S&E-related occupations,,,,2,8271000,1588000,1624000,1186000,951000,817000,593000,567000,944000
6849,r037,All sexes -> S&E-related occupations -> Very satisfied,All sexes,S&E-related occupations,Very satisfied,,,3,4095000,751000,694000,564000,470000,393000,326000,327000,569000
6849,r038,All sexes -> S&E-related occupations -> Somewhat satisfied,All sexes,S&E-related occupations,Somewhat satisfied,,,3,3471000,649000,753000,526000,411000,354000,225000,207000,347000
6849,r039,All sexes -> S&E-related occupations -> Somewhat dissatisfied,All sexes,S&E-related occupations,Somewhat dissatisfied,,,3,576000,148000,150000,76000,61000,61000,34000,23000,22000
6849,r040,All sexes -> S&E-related occupations -> Very dissatisfied,All sexes,S&E-related occupations,Very dissatisfied,,,3,129000,41000,27000,20000,8000,8000,9000,S,S
6849,r041,All sexes -> Non-S&E occupations,All sexes,Non-S&E occupations,,,,2,33183000,4648000,5994000,4856000,3930000,3361000,2951000,2766000,4678000
6849,r042,All sexes -> Non-S&E occupations -> Very satisfied,All sexes,Non-S&E occupations,Very satisfied,,,3,14781000,1735000,2251000,2098000,1761000,1489000,1382000,1393000,2672000
6849,r043,All sexes -> Non-S&E occupations -> Somewhat satisfied,All sexes,Non-S&E occupations,Somewhat satisfied,,,3,14249000,2070000,2769000,2156000,1758000,1485000,1243000,1098000,1670000
6849,r044,All sexes -> Non-S&E occupations -> Somewhat dissatisfied,All sexes,Non-S&E occupations,Somewhat dissatisfied,,,3,3192000,646000,704000,464000,332000,306000,256000,217000,266000
6849,r045,All sexes -> Non-S&E occupations -> Very dissatisfied,All sexes,Non-S&E occupations,Very dissatisfied,,,3,961000,198000,269000,137000,78000,81000,70000,58000,69000
6849,r046,All sexes -> Female,All sexes,Female,,,,2,24900000,4353000,5135000,3825000,2915000,2448000,1948000,1766000,2510000
6849,r047,All sexes -> Female -> Very satisfied,All sexes,Female,Very satisfied,,,3,10944000,1698000,1997000,1677000,1290000,1069000,950000,883000,1381000
6849,r048,All sexes -> Female -> Somewhat satisfied,All sexes,Female,Somewhat satisfied,,,3,11052000,1993000,2410000,1725000,1356000,1122000,789000,718000,939000
6849,r049,All sexes -> Female -> Somewhat dissatisfied,All sexes,Female,Somewhat dissatisfied,,,3,2321000,531000,560000,338000,226000,219000,163000,138000,145000
6849,r050,All sexes -> Female -> Very dissatisfied,All sexes,Female,Very dissatisfied,,,3,585000,131000,168000,86000,43000,37000,47000,27000,46000
6849,r051,All sexes -> Female -> S&E occupations,All sexes,Female,S&E occupations,,,3,1966000,400000,441000,313000,238000,182000,172000,108000,112000
6849,r052,All sexes -> Female -> S&E occupations -> Very satisfied,All sexes,Female,S&E occupations,Very satisfied,,4,835000,156000,167000,129000,113000,74000,80000,58000,57000
6849,r053,All sexes -> Female -> S&E occupations -> Somewhat satisfied,All sexes,Female,S&E occupations,Somewhat satisfied,,4,930000,191000,219000,153000,110000,89000,80000,41000,48000
6849,r054,All sexes -> Female -> S&E occupations -> Somewhat dissatisfied,All sexes,Female,S&E occupations,Somewhat dissatisfied,,4,171000,44000,49000,25000,13000,15000,12000,6000,S
6849,r055,All sexes -> Female -> S&E occupations -> Very dissatisfied,All sexes,Female,S&E occupations,Very dissatisfied,,4,31000,9000,7000,5000,S,5000,S,S,
6849,r056,"All sexes -> Female -> S&E occupations -> Biological, agricultural, and other life scientists",All sexes,Female,S&E occupations,"Biological, agricultural, and other life scientists",,4,292000,80000,73000,41000,32000,19000,18000,12000,17000
6849,r057,"All sexes -> Female -> S&E occupations -> Biological, agricultural, and other life scientists -> Very satisfied",All sexes,Female,S&E occupations,"Biological, agricultural, and other life scientists",Very satisfied,5,139000,44000,31000,18000,15000,7000,10000,7000,8000
6849,r058,"All sexes -> Female -> S&E occupations -> Biological, agricultural, and other life scientists -> Somewhat satisfied",All sexes,Female,S&E occupations,"Biological, agricultural, and other life scientists",Somewhat satisfied,5,122000,30000,32000,16000,16000,10000,6000,4000,9000
6849,r059,"All sexes -> Female -> S&E occupations -> Biological, agricultural, and other life scientists -> Somewhat dissatisfied",All sexes,Female,S&E occupations,"Biological, agricultural, and other life scientists",Somewhat dissatisfied,5,26000,4000,9000,6000,S,2000,S,1000,
6849,r060,"All sexes -> Female -> S&E occupations -> Biological, agricultural, and other life scientists -> Very dissatisfied",All sexes,Female,S&E occupations,"Biological, agricultural, and other life scientists",Very dissatisfied,5,4000,S,1000,,,,,,
6849,r061,All sexes -> Female -> S&E occupations -> Computer and mathematical scientists,All sexes,Female,S&E occupations,Computer and mathematical scientists,,4,919000,152000,190000,151000,108000,107000,98000,55000,58000
6849,r062,All sexes -> Female -> S&E occupations -> Computer and mathematical scientists -> Very satisfied,All sexes,Female,S&E occupations,Computer and mathematical scientists,Very satisfied,5,358000,51000,65000,54000,50000,42000,45000,26000,25000
6849,r063,All sexes -> Female -> S&E occupations -> Computer and mathematical scientists -> Somewhat satisfied,All sexes,Female,S&E occupations,Computer and mathematical scientists,Somewhat satisfied,5,450000,68000,97000,79000,53000,54000,46000,26000,27000
6849,r064,All sexes -> Female -> S&E occupations -> Computer and mathematical scientists -> Somewhat dissatisfied,All sexes,Female,S&E occupations,Computer and mathematical scientists,Somewhat dissatisfied,5,96000,28000,25000,14000,6000,8000,7000,S,S
6849,r065,All sexes -> Female -> S&E occupations -> Computer and mathematical scientists -> Very dissatisfied,All sexes,Female,S&E occupations,Computer and mathematical scientists,Very dissatisfied,5,14000,4000,2000,S,,S,,,
6849,r066,All sexes -> Female -> S&E occupations -> Physical and related scientists,All sexes,Female,S&E occupations,Physical and related scientists,,4,107000,28000,23000,14000,13000,9000,6000,6000,8000
6849,r067,All sexes -> Female -> S&E occupations -> Physical and related scientists -> Very satisfied,All sexes,Female,S&E occupations,Physical and related scientists,Very satisfied,5,48000,14000,8000,7000,7000,2000,3000,2000,3000
6849,r068,All sexes -> Female -> S&E occupations -> Physical and related scientists -> Somewhat satisfied,All sexes,Female,S&E occupations,Physical and related scientists,Somewhat satisfied,5,46000,11000,12000,6000,5000,3000,3000,2000,4000
6849,r069,All sexes -> Female -> S&E occupations -> Physical and related scientists -> Somewhat dissatisfied,All sexes,Female,S&E occupations,Physical and related scientists,Somewhat dissatisfied,5,8000,2000,1000,S,1000,,,,
6849,r070,All sexes -> Female -> S&E occupations -> Physical and related scientists -> Very dissatisfied,All sexes,Female,S&E occupations,Physical and related scientists,Very dissatisfied,5,6000,,S,,,,,,
6849,r071,All sexes -> Female -> S&E occupations -> Social and related scientists,All sexes,Female,S&E occupations,Social and related scientists,,4,379000,79000,92000,68000,46000,28000,28000,19000,19000
6849,r072,All sexes -> Female -> S&E occupations -> Social and related scientists -> Very satisfied,All sexes,Female,S&E occupations,Social and related scientists,Very satisfied,5,180000,25000,38000,36000,25000,15000,13000,14000,15000
6849,r073,All sexes -> Female -> S&E occupations -> Social and related scientists -> Somewhat satisfied,All sexes,Female,S&E occupations,Social and related scientists,Somewhat satisfied,5,169000,45000,44000,29000,16000,11000,15000,4000,4000
6849,r074,All sexes -> Female -> S&E occupations -> Social and related scientists -> Somewhat dissatisfied,All sexes,Female,S&E occupations,Social and related scientists,Somewhat dissatisfied,5,26000,7000,9000,S,5000,S,,,
6849,r075,All sexes -> Female -> S&E occupations -> Social and related scientists -> Very dissatisfied,All sexes,Female,S&E occupations,Social and related scientists,Very dissatisfied,5,4000,S,,,,,,,
6849,r076,All sexes -> Female -> S&E occupations -> Engineers,All sexes,Female,S&E occupations,Engineers,,4,269000,61000,64000,39000,38000,20000,21000,15000,11000
6849,r077,All sexes -> Female -> S&E occupations -> Engineers -> Very satisfied,All sexes,Female,S&E occupations,Engineers,Very satisfied,5,110000,22000,25000,14000,17000,8000,10000,8000,6000
6849,r078,All sexes -> Female -> S&E occupations -> Engineers -> Somewhat satisfied,All sexes,Female,S&E occupations,Engineers,Somewhat satisfied,5,142000,36000,33000,22000,20000,11000,10000,5000,4000
6849,r079,All sexes -> Female -> S&E occupations -> Engineers -> Somewhat dissatisfied,All sexes,Female,S&E occupations,Engineers,Somewhat dissatisfied,5,14000,3000,4000,2000,1000,S,,,
6849,r080,All sexes -> Female -> S&E occupations -> Engineers -> Very dissatisfied,All sexes,Female,S&E occupations,Engineers,Very dissatisfied,5,3000,,1000,,,,,,
6849,r081,All sexes -> Female -> S&E-related occupations,All sexes,Female,S&E-related occupations,,,3,4764000,1061000,1055000,698000,545000,396000,281000,280000,447000
6849,r082,All sexes -> Female -> S&E-related occupations -> Very satisfied,All sexes,Female,S&E-related occupations,Very satisfied,,4,2310000,513000,463000,301000,258000,192000,159000,164000,259000
6849,r083,All sexes -> Female -> S&E-related occupations -> Somewhat satisfied,All sexes,Female,S&E-related occupations,Somewhat satisfied,,4,2046000,451000,463000,328000,265000,169000,99000,103000,168000
6849,r084,All sexes -> Female -> S&E-related occupations -> Somewhat dissatisfied,All sexes,Female,S&E-related occupations,Somewhat dissatisfied,,4,347000,88000,114000,54000,18000,32000,16000,10000,15000
6849,r085,All sexes -> Female -> S&E-related occupations -> Very dissatisfied,All sexes,Female,S&E-related occupations,Very dissatisfied,,4,62000,10000,15000,15000,S,S,S,,S
6849,r086,All sexes -> Female -> Non-S&E occupations,All sexes,Female,Non-S&E occupations,,,3,18170000,2892000,3638000,2814000,2132000,1870000,1495000,1378000,1951000
6849,r087,All sexes -> Female -> Non-S&E occupations -> Very satisfied,All sexes,Female,Non-S&E occupations,Very satisfied,,4,7799000,1029000,1367000,1246000,918000,803000,710000,661000,1065000
6849,r088,All sexes -> Female -> Non-S&E occupations -> Somewhat satisfied,All sexes,Female,Non-S&E occupations,Somewhat satisfied,,4,8076000,1351000,1728000,1244000,982000,865000,610000,573000,723000
6849,r089,All sexes -> Female -> Non-S&E occupations -> Somewhat dissatisfied,All sexes,Female,Non-S&E occupations,Somewhat dissatisfied,,4,1803000,400000,397000,258000,195000,172000,135000,122000,124000
6849,r090,All sexes -> Female -> Non-S&E occupations -> Very dissatisfied,All sexes,Female,Non-S&E occupations,Very dissatisfied,,4,492000,112000,146000,66000,37000,30000,39000,22000,40000
6849,r091,All sexes -> Male,All sexes,Male,,,,2,23323000,3130000,3850000,3277000,2765000,2417000,2202000,2022000,3660000
6849,r092,All sexes -> Male -> Very satisfied,All sexes,Male,Very satisfied,,,3,10934000,1360000,1506000,1439000,1298000,1112000,1025000,1044000,2151000
6849,r093,All sexes -> Male -> Somewhat satisfied,All sexes,Male,Somewhat satisfied,,,3,9805000,1266000,1764000,1472000,1197000,1041000,967000,797000,1302000
6849,r094,All sexes -> Male -> Somewhat dissatisfied,All sexes,Male,Somewhat dissatisfied,,,3,1973000,369000,435000,280000,217000,200000,171000,131000,171000
6849,r095,All sexes -> Male -> Very dissatisfied,All sexes,Male,Very dissatisfied,,,3,610000,135000,145000,87000,53000,65000,40000,50000,36000
6849,r096,All sexes -> Male -> S&E occupations,All sexes,Male,S&E occupations,,,3,4803000,846000,925000,748000,562000,504000,434000,348000,437000
6849,r097,All sexes -> Male -> S&E occupations -> Very satisfied,All sexes,Male,S&E occupations,Very satisfied,,4,2167000,416000,391000,324000,243000,224000,187000,149000,233000
6849,r098,All sexes -> Male -> S&E occupations -> Somewhat satisfied,All sexes,Male,S&E occupations,Somewhat satisfied,,4,2207000,349000,434000,361000,275000,236000,208000,169000,175000
6849,r099,All sexes -> Male -> S&E occupations -> Somewhat dissatisfied,All sexes,Male,S&E occupations,Somewhat dissatisfied,,4,355000,62000,92000,53000,36000,37000,31000,23000,22000
6849,r100,All sexes -> Male -> S&E occupations -> Very dissatisfied,All sexes,Male,S&E occupations,Very dissatisfied,,4,73000,18000,9000,10000,8000,8000,7000,6000,7000
6849,r101,"All sexes -> Male -> S&E occupations -> Biological, agricultural, and other life scientists",All sexes,Male,S&E occupations,"Biological, agricultural, and other life scientists",,4,319000,78000,71000,38000,36000,28000,18000,17000,34000
6849,r102,"All sexes -> Male -> S&E occupations -> Biological, agricultural, and other life scientists -> Very satisfied",All sexes,Male,S&E occupations,"Biological, agricultural, and other life scientists",Very satisfied,5,149000,41000,28000,19000,13000,14000,9000,8000,17000
6849,r103,"All sexes -> Male -> S&E occupations -> Biological, agricultural, and other life scientists -> Somewhat satisfied",All sexes,Male,S&E occupations,"Biological, agricultural, and other life scientists",Somewhat satisfied,5,137000,29000,36000,15000,20000,11000,6000,8000,14000
6849,r104,"All sexes -> Male -> S&E occupations -> Biological, agricultural, and other life scientists -> Somewhat dissatisfied",All sexes,Male,S&E occupations,"Biological, agricultural, and other life scientists",Somewhat dissatisfied,5,25000,6000,7000,4000,3000,1000,2000,1000,
6849,r105,"All sexes -> Male -> S&E occupations -> Biological, agricultural, and other life scientists -> Very dissatisfied",All sexes,Male,S&E occupations,"Biological, agricultural, and other life scientists",Very dissatisfied,5,7000,3000,1000,,,1000,S,,
6849,r106,All sexes -> Male -> S&E occupations -> Computer and mathematical scientists,All sexes,Male,S&E occupations,Computer and mathematical scientists,,4,2500000,369000,505000,467000,325000,270000,251000,152000,160000
6849,r107,All sexes -> Male -> S&E occupations -> Computer and mathematical scientists -> Very satisfied,All sexes,Male,S&E occupations,Computer and mathematical scientists,Very satisfied,5,1070000,172000,214000,208000,132000,111000,98000,57000,78000
6849,r108,All sexes -> Male -> S&E occupations -> Computer and mathematical scientists -> Somewhat satisfied,All sexes,Male,S&E occupations,Computer and mathematical scientists,Somewhat satisfied,5,1189000,159000,231000,222000,165000,136000,127000,78000,70000
6849,r109,All sexes -> Male -> S&E occupations -> Computer and mathematical scientists -> Somewhat dissatisfied,All sexes,Male,S&E occupations,Computer and mathematical scientists,Somewhat dissatisfied,5,200000,26000,56000,30000,23000,20000,21000,13000,11000
6849,r110,All sexes -> Male -> S&E occupations -> Computer and mathematical scientists -> Very dissatisfied,All sexes,Male,S&E occupations,Computer and mathematical scientists,Very dissatisfied,5,42000,12000,4000,7000,5000,S,4000,4000,
6849,r111,All sexes -> Male -> S&E occupations -> Physical and related scientists,All sexes,Male,S&E occupations,Physical and related scientists,,4,259000,70000,35000,27000,30000,26000,15000,24000,32000
6849,r112,All sexes -> Male -> S&E occupations -> Physical and related scientists -> Very satisfied,All sexes,Male,S&E occupations,Physical and related scientists,Very satisfied,5,116000,20000,13000,9000,19000,13000,8000,11000,21000
6849,r113,All sexes -> Male -> S&E occupations -> Physical and related scientists -> Somewhat satisfied,All sexes,Male,S&E occupations,Physical and related scientists,Somewhat satisfied,5,124000,45000,19000,15000,8000,11000,6000,11000,9000
6849,r114,All sexes -> Male -> S&E occupations -> Physical and related scientists -> Somewhat dissatisfied,All sexes,Male,S&E occupations,Physical and related scientists,Somewhat dissatisfied,5,14000,3000,2000,2000,2000,1000,S,S,1000
6849,r115,All sexes -> Male -> S&E occupations -> Physical and related scientists -> Very dissatisfied,All sexes,Male,S&E occupations,Physical and related scientists,Very dissatisfied,5,5000,,1000,,S,,,,
6849,r116,All sexes -> Male -> S&E occupations -> Social and related scientists,All sexes,Male,S&E occupations,Social and related scientists,,4,266000,80000,44000,26000,26000,21000,21000,14000,32000
6849,r117,All sexes -> Male -> S&E occupations -> Social and related scientists -> Very satisfied,All sexes,Male,S&E occupations,Social and related scientists,Very satisfied,5,167000,S,22000,8000,13000,13000,15000,8000,24000
6849,r118,All sexes -> Male -> S&E occupations -> Social and related scientists -> Somewhat satisfied,All sexes,Male,S&E occupations,Social and related scientists,Somewhat satisfied,5,86000,14000,19000,15000,12000,8000,6000,5000,7000
6849,r119,All sexes -> Male -> S&E occupations -> Social and related scientists -> Somewhat dissatisfied,All sexes,Male,S&E occupations,Social and related scientists,Somewhat dissatisfied,5,13000,3000,3000,2000,1000,S,,,S
6849,r120,All sexes -> Male -> S&E occupations -> Social and related scientists -> Very dissatisfied,All sexes,Male,S&E occupations,Social and related scientists,Very dissatisfied,5,1000,,,,,,,,
6849,r121,All sexes -> Male -> S&E occupations -> Engineers,All sexes,Male,S&E occupations,Engineers,,4,1459000,249000,269000,190000,144000,159000,129000,140000,179000
6849,r122,All sexes -> Male -> S&E occupations -> Engineers -> Very satisfied,All sexes,Male,S&E occupations,Engineers,Very satisfied,5,666000,119000,113000,79000,66000,74000,57000,65000,93000
6849,r123,All sexes -> Male -> S&E occupations -> Engineers -> Somewhat satisfied,All sexes,Male,S&E occupations,Engineers,Somewhat satisfied,5,671000,102000,129000,94000,70000,69000,63000,68000,74000
6849,r124,All sexes -> Male -> S&E occupations -> Engineers -> Somewhat dissatisfied,All sexes,Male,S&E occupations,Engineers,Somewhat dissatisfied,5,104000,25000,25000,14000,7000,14000,6000,6000,7000
6849,r125,All sexes -> Male -> S&E occupations -> Engineers -> Very dissatisfied,All sexes,Male,S&E occupations,Engineers,Very dissatisfied,5,18000,3000,2000,2000,S,2000,S,S,3000
6849,r126,All sexes -> Male -> S&E-related occupations,All sexes,Male,S&E-related occupations,,,3,3507000,527000,569000,488000,406000,422000,312000,286000,497000
6849,r127,All sexes -> Male -> S&E-related occupations -> Very satisfied,All sexes,Male,S&E-related occupations,Very satisfied,,4,1786000,238000,231000,263000,212000,201000,166000,163000,310000
6849,r128,All sexes -> Male -> S&E-related occupations -> Somewhat satisfied,All sexes,Male,S&E-related occupations,Somewhat satisfied,,4,1425000,198000,289000,199000,146000,186000,126000,103000,179000
6849,r129,All sexes -> Male -> S&E-related occupations -> Somewhat dissatisfied,All sexes,Male,S&E-related occupations,Somewhat dissatisfied,,4,229000,60000,36000,21000,44000,29000,18000,13000,7000
6849,r130,All sexes -> Male -> S&E-related occupations -> Very dissatisfied,All sexes,Male,S&E-related occupations,Very dissatisfied,,4,68000,31000,13000,5000,4000,6000,S,S,0.05
6849,r131,All sexes -> Male -> Non-S&E occupations,All sexes,Male,Non-S&E occupations,,,3,15013000,1757000,2355000,2042000,1798000,1491000,1456000,1388000,2727000
6849,r132,All sexes -> Male -> Non-S&E occupations -> Very satisfied,All sexes,Male,Non-S&E occupations,Very satisfied,,4,6982000,706000,884000,852000,842000,686000,672000,732000,1608000
6849,r133,All sexes -> Male -> Non-S&E occupations -> Somewhat satisfied,All sexes,Male,Non-S&E occupations,Somewhat satisfied,,4,6173000,718000,1041000,913000,777000,620000,633000,524000,948000
6849,r134,All sexes -> Male -> Non-S&E occupations -> Somewhat dissatisfied,All sexes,Male,Non-S&E occupations,Somewhat dissatisfied,,4,1389000,246000,307000,206000,137000,134000,121000,95000,142000
6849,r135,All sexes -> Male -> Non-S&E occupations -> Very dissatisfied,All sexes,Male,Non-S&E occupations,Very dissatisfied,,4,470000,86000,123000,71000,41000,51000,31000,36000,29000
