table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_worldwide_employees_total,field_worldwide_employees_r_d,field_worldwide_employees_r_d_employees,field_domestic_employees_total,field_domestic_employees_r_d,field_domestic_employees_r_d_employees,field_foreign_employees_total,field_foreign_employees_r_d,field_foreign_employees_r_d_employees
2741,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['329', '  ']","['40', '  ']","['12.3', '  ']","['220', '  ']","['33', '  ']","['14.8', '  ']","['108', '  ']","['8', '  ']","['7.1', '  ']"
2741,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['397', '  ']","['46', '  ']","['11.5', '  ']","['191', '  ']","['25', '  ']","['13.1', '  ']","['207', '  ']","['21', '  ']","['9.9', '  ']"
2741,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['669', '  ']","['98', '  ']","['14.7', '  ']","['281', '  ']","['59', '  ']","['21.0', '  ']","['388', '  ']","['39', '  ']","['10.1', '  ']"
2741,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['732', '  ']","['45', '  ']","['6.2', '  ']","['289', '  ']","['24', '  ']","['8.4', '  ']","['443', '  ']","['21', '  ']","['4.7', '  ']"
2741,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['2,940', '  ']","['258', '  ']","['8.8', '  ']","['1,881', '  ']","['197', '  ']","['10.5', '  ']","['1,059', '  ']","['61', '  ']","['5.7', '  ']"
2741,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['1,775', '  ']","['160', '  ']","['9.0', '  ']","['957', '  ']","['110', '  ']","['11.5', '  ']","['818', '  ']","['50', '  ']","['6.1', '  ']"
2741,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['919', '  ']","['84', '  ']","['9.1', '  ']","['745', '  ']","['75', '  ']","['10.1', '  ']","['174', '  ']","['8', '  ']","['4.8', '  ']"
2741,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['868', '  ']","['76', '  ']","['8.8', '  ']","['708', '  ']","['68', 'i ']","['9.6', '  ']","['160', '  ']","['8', '  ']","['5.2', '  ']"
2741,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['51', '  ']","['8', '  ']","['15.1', '  ']","['37', '  ']","['8', '  ']","['20.8', '  ']","['14', '  ']","['*', '  ']","['0.2', '  ']"
2741,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['1', '  ']","['*', '  ']","['5.1', '  ']","['1', '  ']","['*', '  ']","['5.1', '  ']","['0', '  ']","['0', '  ']","['NA', '  ']"
2741,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['245', '  ']","['14', '  ']","['5.7', '  ']","['178', '  ']","['12', '  ']","['6.6', '  ']","['67', '  ']","['2', '  ']","['3.1', '  ']"
2741,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['187', '  ']","['5', '  ']","['2.6', '  ']","['155', '  ']","['4', '  ']","['2.8', '  ']","['32', '  ']","['*', '  ']","['1.3', '  ']"
2741,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['1,321', '  ']","['95', '  ']","['7.2', '  ']","['703', '  ']","['71', '  ']","['10.1', '  ']","['618', '  ']","['24', '  ']","['3.9', '  ']"
2741,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['936', '  ']","['75', '  ']","['8.0', '  ']","['468', '  ']","['54', '  ']","['11.5', '  ']","['468', '  ']","['21', '  ']","['4.6', '  ']"
2741,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['385', '  ']","['20', '  ']","['5.2', '  ']","['234', '  ']","['17', '  ']","['7.3', '  ']","['151', '  ']","['3', '  ']","['1.8', '  ']"
2741,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['13,951', '  ']","['1,132', '  ']","['8.1', '  ']","['10,632', '  ']","['785', '  ']","['7.4', '  ']","['3,319', '  ']","['347', '  ']","['10.4', '  ']"
2741,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['376', '  ']","['15', '  ']","['3.9', '  ']","['204', '  ']","['12', '  ']","['6.0', '  ']","['172', '  ']","['2', '  ']","['1.4', '  ']"
2741,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['395', '  ']","['2', '  ']","['0.5', '  ']","['385', '  ']","['2', '  ']","['0.5', '  ']","['11', '  ']","['*', '  ']","['1.4', '  ']"
2741,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['205', 'i ']","['12', 'i ']","['5.9', '  ']","['176', 'i ']","['12', 'i ']","['6.6', '  ']","['29', '  ']","['1', '  ']","['1.7', '  ']"
2741,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['71 - 3,847', '  ']","['71 - 99', '  ']","['D', '  ']","['51 - 3,232', '  ']","['52', '  ']","['D', '  ']","['19 - 619', '  ']","['19 - 47', '  ']","['D', '  ']"
2741,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['1,491', '  ']","['6', '  ']","['0.4', '  ']","['1,205', '  ']","['6', '  ']","['0.5', '  ']","['287', '  ']","['*', '  ']","['0.2', '  ']"
2741,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['2,851', '  ']","['493', '  ']","['17.3', '  ']","['2,030', '  ']","['342', '  ']","['16.8', '  ']","['820', '  ']","['151', '  ']","['18.4', '  ']"
2741,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['874', '  ']","['184', '  ']","['21.0', '  ']","['567', '  ']","['115', '  ']","['20.4', '  ']","['307', '  ']","['68', '  ']","['22.3', '  ']"
2741,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['37', 'i ']","['1', 'i ']","['3.5', '  ']","['32', 'i ']","['1', 'i ']","['3.4', '  ']","['5', 'i ']","['*', 'i ']","['3.7', '  ']"
2741,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['837', '  ']","['183', '  ']","['21.8', '  ']","['535', '  ']","['114', '  ']","['21.4', '  ']","['302', '  ']","['68', '  ']","['22.6', '  ']"
2741,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['710', '  ']","['23', '  ']","['3.2', '  ']","['633', '  ']","['22', '  ']","['3.4', '  ']","['77', '  ']","['1', '  ']","['1.5', '  ']"
2741,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['735', '  ']","['164', '  ']","['22.3', '  ']","['436', '  ']","['105', '  ']","['24.0', '  ']","['298', '  ']","['60', '  ']","['20.0', '  ']"
2741,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['532', '  ']","['122', '  ']","['23.0', '  ']","['394', '  ']","['100', '  ']","['25.4', '  ']","['138', '  ']","['22', '  ']","['16.0', '  ']"
2741,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['1,717', '  ']","['61', '  ']","['3.5', '  ']","['1,394', '  ']","['47', '  ']","['3.3', '  ']","['323', '  ']","['14', '  ']","['4.4', '  ']"
2741,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['28', '  ']","['4', '  ']","['14.1', '  ']","['22', '  ']","['4', '  ']","['16.8', '  ']","['6', '  ']","['*', '  ']","['3.7', '  ']"
2741,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['1', '  ']","['*', '  ']","['2.2', '  ']","['1', '  ']","['*', '  ']","['2.2', '  ']","['0', '  ']","['0', '  ']","['NA', '  ']"
2741,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['27', '  ']","['4', '  ']","['14.3', '  ']","['21', '  ']","['4', '  ']","['17.2', '  ']","['6', '  ']","['*', '  ']","['3.7', '  ']"
2741,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['2,501', '  ']","['405', '  ']","['16.2', '  ']","['1,446', '  ']","['271', '  ']","['18.8', '  ']","['1,054', '  ']","['134', '  ']","['12.7', '  ']"
2741,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['421', '  ']","['52', '  ']","['12.3', '  ']","['324', '  ']","['51', '  ']","['15.7', '  ']","['97', '  ']","['1', '  ']","['0.8', '  ']"
2741,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['1,025', '  ']","['139', '  ']","['13.6', '  ']","['487', '  ']","['92', '  ']","['18.8', '  ']","['538', '  ']","['48', '  ']","['8.8', '  ']"
2741,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['404', '  ']","['177', '  ']","['43.8', '  ']","['300', '  ']","['97', '  ']","['32.4', '  ']","['104', '  ']","['80', '  ']","['76.3', '  ']"
2741,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['165', '  ']","['56', '  ']","['34.0', '  ']","['133', '  ']","['31', '  ']","['23.2', '  ']","['32', '  ']","['25', '  ']","['78.9', '  ']"
2741,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['233', '  ']","['116', '  ']","['49.5', '  ']","['161', '  ']","['61', '  ']","['38.0', '  ']","['72', '  ']","['54', '  ']","['75.2', '  ']"
2741,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['6', '  ']","['5', '  ']","['87.5', '  ']","['6', '  ']","['5', '  ']","['88.1', '  ']","['*', '  ']","['*', '  ']","['56.2', '  ']"
2741,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['651', '  ']","['38', '  ']","['5.8', '  ']","['336', '  ']","['32', '  ']","['9.4', '  ']","['315', 'i ']","['6', '  ']","['2.0', '  ']"
2741,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['513', '  ']","['6', '  ']","['1.2', '  ']","['511', '  ']","['6', '  ']","['1.2', '  ']","['2', '  ']","['*', '  ']","['6.2', '  ']"
2741,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['31 - 3,807', '  ']","['31 - 59', '  ']","['D', '  ']","['31 - 3,212', '  ']","['32', '  ']","['D', '  ']","['0 - 600', '  ']","['0 - 28', '  ']","['D', '  ']"
2741,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['31,345', '  ']","['2,564', '  ']","['8.2', '  ']","['20,645', '  ']","['1,766', '  ']","['8.6', '  ']","['10,700', '  ']","['797', '  ']","['7.5', '  ']"
2741,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2741,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['72', '  ']","['27', '  ']","['37.1', '  ']","['64', '  ']","['25', '  ']","['38.9', '  ']","['8', '  ']","['2', '  ']","['22.9', '  ']"
2741,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['283', '  ']","['75', '  ']","['26.7', '  ']","['236', '  ']","['68', '  ']","['29.1', '  ']","['47', '  ']","['7', '  ']","['14.8', '  ']"
2741,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2741,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['381', '  ']","['87', '  ']","['22.9', '  ']","['342', '  ']","['80', '  ']","['23.3', '  ']","['39', '  ']","['7', '  ']","['19.2', '  ']"
2741,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['995', '  ']","['146', '  ']","['14.7', '  ']","['771', '  ']","['126', '  ']","['16.4', '  ']","['223', '  ']","['20', '  ']","['9.0', '  ']"
2741,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2741,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['991', '  ']","['122', '  ']","['12.3', '  ']","['732', '  ']","['102', '  ']","['13.9', '  ']","['259', '  ']","['20', '  ']","['7.7', '  ']"
2741,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['1,200', '  ']","['120', '  ']","['10.0', '  ']","['849', '  ']","['91', '  ']","['10.7', '  ']","['350', '  ']","['29', '  ']","['8.4', '  ']"
2741,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['4,610', '  ']","['452', '  ']","['9.8', '  ']","['2,816', '  ']","['306', '  ']","['10.9', '  ']","['1,794', '  ']","['146', '  ']","['8.1', '  ']"
