table_id,row_id,_b_type_of_r_d_performer_and_field_b_full_path,_b_type_of_r_d_performer_and_field_b_level_1,_b_type_of_r_d_performer_and_field_b_level_2,_b_type_of_r_d_performer_and_field_b_level_3,_b_type_of_r_d_performer_and_field_b_level_4,_b_type_of_r_d_performer_and_field_b_level_5,_b_type_of_r_d_performer_and_field_b_level_6,_b_type_of_r_d_performer_and_field_b_hierarchy_depth,field_2019,field_2020,field_preliminary_2021,field_preliminary_change_2020_21
6468,r015,Obligations for R&D and R&D plant -> R&D -> Performer -> Foreign,Obligations for R&D and R&D plant,R&D,Performer,Foreign,,,4,937.2,1393.3,755.9,-45.7
6468,r016,Obligations for R&D and R&D plant -> R&D -> Research,Obligations for R&D and R&D plant,R&D,Research,,,,3,81117.8,85304.8,85155.5,-0.2
6468,r017,Obligations for R&D and R&D plant -> R&D -> Research -> Performer,Obligations for R&D and R&D plant,R&D,Research,Performer,,,4,,,,
6468,r018,Obligations for R&D and R&D plant -> R&D -> Research -> Performer -> Intramural<sup>a</sup>,Obligations for R&D and R&D plant,R&D,Research,Performer,Intramural<sup>a</sup>,,5,18298.2,19572.3,20768.8,6.1
6468,r019,Obligations for R&D and R&D plant -> R&D -> Research -> Performer -> Industry,Obligations for R&D and R&D plant,R&D,Research,Performer,Industry,,5,10738.9,10028.4,9988.4,-0.4
6468,r020,Obligations for R&D and R&D plant -> R&D -> Research -> Performer -> Industry-administered FFRDCs,Obligations for R&D and R&D plant,R&D,Research,Performer,Industry-administered FFRDCs,,5,3666.7,3512.5,3579.9,1.9
6468,r021,Obligations for R&D and R&D plant -> R&D -> Research -> Performer -> Universities and colleges,Obligations for R&D and R&D plant,R&D,Research,Performer,Universities and colleges,,5,32381.0,35473.7,34328.0,-3.2
6468,r022,Obligations for R&D and R&D plant -> R&D -> Research -> Performer -> University-administered FFRDCs,Obligations for R&D and R&D plant,R&D,Research,Performer,University-administered FFRDCs,,5,4882.4,3863.2,3908.2,1.2
6468,r023,Obligations for R&D and R&D plant -> R&D -> Research -> Performer -> Other nonprofit institutions,Obligations for R&D and R&D plant,R&D,Research,Performer,Other nonprofit institutions,,5,7891.5,9190.7,8871.1,-3.5
6468,r024,Obligations for R&D and R&D plant -> R&D -> Research -> Performer -> Nonprofit-administered FFRDCs,Obligations for R&D and R&D plant,R&D,Research,Performer,Nonprofit-administered FFRDCs,,5,2270.9,2516.4,2602.4,3.4
6468,r025,Obligations for R&D and R&D plant -> R&D -> Research -> Performer -> State and local governments,Obligations for R&D and R&D plant,R&D,Research,Performer,State and local governments,,5,500.4,644.7,605.9,-6.0
6468,r026,Obligations for R&D and R&D plant -> R&D -> Research -> Performer -> Foreign,Obligations for R&D and R&D plant,R&D,Research,Performer,Foreign,,5,487.7,502.9,502.7,0.05
6468,r027,Obligations for R&D and R&D plant -> R&D -> Research -> Field of science and engineering,Obligations for R&D and R&D plant,R&D,Research,Field of science and engineering,,,4,,,,
6468,r028,Obligations for R&D and R&D plant -> R&D -> Research -> Field of science and engineering -> Computer sciences and mathematics,Obligations for R&D and R&D plant,R&D,Research,Field of science and engineering,Computer sciences and mathematics,,5,4330.0,5912.4,6063.3,2.6
6468,r029,Obligations for R&D and R&D plant -> R&D -> Research -> Field of science and engineering -> Engineering,Obligations for R&D and R&D plant,R&D,Research,Field of science and engineering,Engineering,,5,15279.3,13222.0,14238.1,7.7
6468,r030,Obligations for R&D and R&D plant -> R&D -> Research -> Field of science and engineering -> Environmental sciences,Obligations for R&D and R&D plant,R&D,Research,Field of science and engineering,Environmental sciences,,5,5074.7,5039.5,4631.7,-8.1
6468,r031,Obligations for R&D and R&D plant -> R&D -> Research -> Field of science and engineering -> Life sciences,Obligations for R&D and R&D plant,R&D,Research,Field of science and engineering,Life sciences,,5,38303.7,42524.8,42013.9,-1.2
6468,r032,Obligations for R&D and R&D plant -> R&D -> Research -> Field of science and engineering -> Physical sciences,Obligations for R&D and R&D plant,R&D,Research,Field of science and engineering,Physical sciences,,5,9816.1,8419.9,8775.4,4.2
6468,r033,Obligations for R&D and R&D plant -> R&D -> Research -> Field of science and engineering -> Psychology,Obligations for R&D and R&D plant,R&D,Research,Field of science and engineering,Psychology,,5,2753.6,3275.8,3265.0,-0.3
6468,r034,Obligations for R&D and R&D plant -> R&D -> Research -> Field of science and engineering -> Social sciences,Obligations for R&D and R&D plant,R&D,Research,Field of science and engineering,Social sciences,,5,1155.7,1137.4,1266.3,11.3
6468,r035,Obligations for R&D and R&D plant -> R&D -> Research -> Field of science and engineering -> Other sciences nec,Obligations for R&D and R&D plant,R&D,Research,Field of science and engineering,Other sciences nec,,5,4404.8,5772.9,4901.8,-15.1
6468,r036,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research,Obligations for R&D and R&D plant,R&D,Research,Basic research,,,4,40017.3,41546.6,41231.3,-0.8
6468,r037,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Performer,Obligations for R&D and R&D plant,R&D,Research,Basic research,Performer,,5,,,,
6468,r038,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Performer -> Intramural<sup>a</sup>,Obligations for R&D and R&D plant,R&D,Research,Basic research,Performer,Intramural<sup>a</sup>,6,7240.4,7688.1,8291.8,7.9
6468,r039,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Performer -> Industry,Obligations for R&D and R&D plant,R&D,Research,Basic research,Performer,Industry,6,3636.6,3146.8,2714.8,-13.7
6468,r040,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Performer -> Industry-administered FFRDCs,Obligations for R&D and R&D plant,R&D,Research,Basic research,Performer,Industry-administered FFRDCs,6,555.7,799.9,780.8,-2.4
6468,r041,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Performer -> Universities and colleges,Obligations for R&D and R&D plant,R&D,Research,Basic research,Performer,Universities and colleges,6,18626.5,20128.2,19526.2,-3.0
6468,r042,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Performer -> University-administered FFRDCs,Obligations for R&D and R&D plant,R&D,Research,Basic research,Performer,University-administered FFRDCs,6,4419.7,3455.5,3527.1,2.1
6468,r043,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Performer -> Other nonprofit institutions,Obligations for R&D and R&D plant,R&D,Research,Basic research,Performer,Other nonprofit institutions,6,3724.6,4325.6,4276.1,-1.1
6468,r044,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Performer -> Nonprofit-administered FFRDCs,Obligations for R&D and R&D plant,R&D,Research,Basic research,Performer,Nonprofit-administered FFRDCs,6,1478.1,1667.7,1781.3,6.8
6468,r045,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Performer -> State and local governments,Obligations for R&D and R&D plant,R&D,Research,Basic research,Performer,State and local governments,6,86.0,114.3,113.7,-0.5
6468,r046,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Performer -> Foreign,Obligations for R&D and R&D plant,R&D,Research,Basic research,Performer,Foreign,6,249.5,220.6,219.5,-0.5
6468,r047,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Field of science and engineering,Obligations for R&D and R&D plant,R&D,Research,Basic research,Field of science and engineering,,5,,,,
6468,r048,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Field of science and engineering -> Computer sciences and mathematics,Obligations for R&D and R&D plant,R&D,Research,Basic research,Field of science and engineering,Computer sciences and mathematics,6,2305.9,2524.5,2591.1,2.6
6468,r049,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Field of science and engineering -> Engineering,Obligations for R&D and R&D plant,R&D,Research,Basic research,Field of science and engineering,Engineering,6,3618.0,2897.9,2871.3,-0.9
6468,r050,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Field of science and engineering -> Environmental sciences,Obligations for R&D and R&D plant,R&D,Research,Basic research,Field of science and engineering,Environmental sciences,6,3251.8,3166.9,2743.6,-13.4
6468,r051,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Field of science and engineering -> Life sciences,Obligations for R&D and R&D plant,R&D,Research,Basic research,Field of science and engineering,Life sciences,6,18880.6,20804.8,20887.1,0.4
6468,r052,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Field of science and engineering -> Physical sciences,Obligations for R&D and R&D plant,R&D,Research,Basic research,Field of science and engineering,Physical sciences,6,7907.0,6513.0,7444.4,14.3
6468,r053,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Field of science and engineering -> Psychology,Obligations for R&D and R&D plant,R&D,Research,Basic research,Field of science and engineering,Psychology,6,1366.1,1611.7,1637.9,1.6
6468,r054,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Field of science and engineering -> Social sciences,Obligations for R&D and R&D plant,R&D,Research,Basic research,Field of science and engineering,Social sciences,6,451.2,439.5,439.2,-0.1
6468,r055,Obligations for R&D and R&D plant -> R&D -> Research -> Basic research -> Field of science and engineering -> Other sciences nec,Obligations for R&D and R&D plant,R&D,Research,Basic research,Field of science and engineering,Other sciences nec,6,2236.8,3588.3,2616.8,-27.1
6468,r056,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research,Obligations for R&D and R&D plant,R&D,Research,Applied research,,,4,41100.5,43758.1,43924.2,0.4
6468,r057,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Performer,Obligations for R&D and R&D plant,R&D,Research,Applied research,Performer,,5,,,,
6468,r058,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Performer -> Intramural<sup>a</sup>,Obligations for R&D and R&D plant,R&D,Research,Applied research,Performer,Intramural<sup>a</sup>,6,11057.9,11884.2,12477.0,5.0
6468,r059,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Performer -> Industry,Obligations for R&D and R&D plant,R&D,Research,Applied research,Performer,Industry,6,7102.3,6881.6,7273.6,5.7
6468,r060,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Performer -> Industry-administered FFRDCs,Obligations for R&D and R&D plant,R&D,Research,Applied research,Performer,Industry-administered FFRDCs,6,3110.9,2712.6,2799.1,3.2
6468,r061,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Performer -> Universities and colleges,Obligations for R&D and R&D plant,R&D,Research,Applied research,Performer,Universities and colleges,6,13754.5,15345.5,14801.8,-3.5
6468,r062,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Performer -> University-administered FFRDCs,Obligations for R&D and R&D plant,R&D,Research,Applied research,Performer,University-administered FFRDCs,6,462.7,407.8,381.1,-6.5
6468,r063,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Performer -> Other nonprofit institutions,Obligations for R&D and R&D plant,R&D,Research,Applied research,Performer,Other nonprofit institutions,6,4166.9,4865.0,4595.0,-5.6
6468,r064,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Performer -> Nonprofit-administered FFRDCs,Obligations for R&D and R&D plant,R&D,Research,Applied research,Performer,Nonprofit-administered FFRDCs,6,792.8,848.7,821.1,-3.2
6468,r065,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Performer -> State and local governments,Obligations for R&D and R&D plant,R&D,Research,Applied research,Performer,State and local governments,6,414.4,530.4,492.1,-7.2
6468,r066,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Performer -> Foreign,Obligations for R&D and R&D plant,R&D,Research,Applied research,Performer,Foreign,6,238.2,282.3,283.3,0.4
6468,r067,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Field of science and engineering,Obligations for R&D and R&D plant,R&D,Research,Applied research,Field of science and engineering,,5,,,,
6468,r068,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Field of science and engineering -> Computer sciences and mathematics,Obligations for R&D and R&D plant,R&D,Research,Applied research,Field of science and engineering,Computer sciences and mathematics,6,2024.0,3387.9,3472.2,2.5
6468,r069,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Field of science and engineering -> Engineering,Obligations for R&D and R&D plant,R&D,Research,Applied research,Field of science and engineering,Engineering,6,11661.4,10324.1,11366.7,10.1
6468,r070,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Field of science and engineering -> Environmental sciences,Obligations for R&D and R&D plant,R&D,Research,Applied research,Field of science and engineering,Environmental sciences,6,1822.9,1872.5,1888.1,0.8
6468,r071,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Field of science and engineering -> Life sciences,Obligations for R&D and R&D plant,R&D,Research,Applied research,Field of science and engineering,Life sciences,6,19423.1,21720.0,21126.8,-2.7
6468,r072,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Field of science and engineering -> Physical sciences,Obligations for R&D and R&D plant,R&D,Research,Applied research,Field of science and engineering,Physical sciences,6,1909.2,1906.9,1331.0,-30.2
6468,r073,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Field of science and engineering -> Psychology,Obligations for R&D and R&D plant,R&D,Research,Applied research,Field of science and engineering,Psychology,6,1387.5,1664.2,1627.1,-2.2
6468,r074,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Field of science and engineering -> Social sciences,Obligations for R&D and R&D plant,R&D,Research,Applied research,Field of science and engineering,Social sciences,6,704.5,697.9,827.1,18.5
6468,r075,Obligations for R&D and R&D plant -> R&D -> Research -> Applied research -> Field of science and engineering -> Other sciences nec,Obligations for R&D and R&D plant,R&D,Research,Applied research,Field of science and engineering,Other sciences nec,6,2168.0,2184.6,2285.0,4.6
6468,r076,Obligations for R&D and R&D plant -> R&D -> Experimental development,Obligations for R&D and R&D plant,R&D,Experimental development,,,,3,61306.4,82098.0,94309.8,14.9
6468,r077,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Performer,Obligations for R&D and R&D plant,R&D,Experimental development,Performer,,,4,,,,
6468,r078,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Performer -> Intramural<sup>a</sup>,Obligations for R&D and R&D plant,R&D,Experimental development,Performer,Intramural<sup>a</sup>,,5,21014.5,31899.4,43440.3,36.2
6468,r079,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Performer -> Industry,Obligations for R&D and R&D plant,R&D,Experimental development,Performer,Industry,,5,33707.1,41399.5,42030.6,1.5
6468,r080,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Performer -> Industry-administered FFRDCs,Obligations for R&D and R&D plant,R&D,Experimental development,Performer,Industry-administered FFRDCs,,5,2410.9,606.2,984.2,62.3
6468,r081,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Performer -> Universities and colleges,Obligations for R&D and R&D plant,R&D,Experimental development,Performer,Universities and colleges,,5,1619.5,3067.3,3421.6,11.6
6468,r082,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Performer -> University-administered FFRDCs,Obligations for R&D and R&D plant,R&D,Experimental development,Performer,University-administered FFRDCs,,5,469.5,1492.0,1328.6,-11.0
6468,r083,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Performer -> Other nonprofit institutions,Obligations for R&D and R&D plant,R&D,Experimental development,Performer,Other nonprofit institutions,,5,558.7,1508.2,1598.0,6.0
6468,r084,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Performer -> Nonprofit-administered FFRDCs,Obligations for R&D and R&D plant,R&D,Experimental development,Performer,Nonprofit-administered FFRDCs,,5,990.6,1159.5,1189.6,2.6
6468,r085,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Performer -> State and local governments,Obligations for R&D and R&D plant,R&D,Experimental development,Performer,State and local governments,,5,86.1,75.4,63.6,-15.6
6468,r086,Obligations for R&D and R&D plant -> R&D -> Experimental development -> Performer -> Foreign,Obligations for R&D and R&D plant,R&D,Experimental development,Performer,Foreign,,5,449.5,890.5,253.2,-71.6
6468,r087,Obligations for R&D and R&D plant -> R&D plant,Obligations for R&D and R&D plant,R&D plant,,,,,2,4376.4,6150.1,5942.9,-3.4
6468,r088,Obligations for R&D and R&D plant -> R&D plant -> Performer,Obligations for R&D and R&D plant,R&D plant,Performer,,,,3,,,,
6468,r089,Obligations for R&D and R&D plant -> R&D plant -> Performer -> Intramural<sup>a</sup>,Obligations for R&D and R&D plant,R&D plant,Performer,Intramural<sup>a</sup>,,,4,1092.7,3106.0,1088.4,-65.0
6468,r090,Obligations for R&D and R&D plant -> R&D plant -> Performer -> Industry,Obligations for R&D and R&D plant,R&D plant,Performer,Industry,,,4,354.0,677.5,2720.4,301.5
6468,r091,Obligations for R&D and R&D plant -> R&D plant -> Performer -> Industry-administered FFRDCs,Obligations for R&D and R&D plant,R&D plant,Performer,Industry-administered FFRDCs,,,4,428.3,222.1,30.5,-86.3
6468,r092,Obligations for R&D and R&D plant -> R&D plant -> Performer -> Universities and colleges,Obligations for R&D and R&D plant,R&D plant,Performer,Universities and colleges,,,4,514.0,350.6,343.4,-2.1
6468,r093,Obligations for R&D and R&D plant -> R&D plant -> Performer -> University-administered FFRDCs,Obligations for R&D and R&D plant,R&D plant,Performer,University-administered FFRDCs,,,4,850.0,867.8,809.8,-6.7
6468,r094,Obligations for R&D and R&D plant -> R&D plant -> Performer -> Other nonprofit institutions,Obligations for R&D and R&D plant,R&D plant,Performer,Other nonprofit institutions,,,4,169.8,125.3,151.4,20.8
6468,r095,Obligations for R&D and R&D plant -> R&D plant -> Performer -> Nonprofit-administered FFRDCs,Obligations for R&D and R&D plant,R&D plant,Performer,Nonprofit-administered FFRDCs,,,4,956.2,793.7,792.6,-0.1
6468,r096,Obligations for R&D and R&D plant -> R&D plant -> Performer -> State and local governments,Obligations for R&D and R&D plant,R&D plant,Performer,State and local governments,,,4,1.2,6.7,6.0,-9.8
6468,r097,Obligations for R&D and R&D plant -> R&D plant -> Performer -> Foreign,Obligations for R&D and R&D plant,R&D plant,Performer,Foreign,,,4,10.3,0.4,0.5,20.8
