table_id,row_id,nativity_level_of_highest_degree_and_occupation_full_path,nativity_level_of_highest_degree_and_occupation_level_1,nativity_level_of_highest_degree_and_occupation_level_2,nativity_level_of_highest_degree_and_occupation_level_3,nativity_level_of_highest_degree_and_occupation_level_4,nativity_level_of_highest_degree_and_occupation_level_5,nativity_level_of_highest_degree_and_occupation_hierarchy_depth,field_total,field_business_or_industry,field_4_year_educational_institutiona,field_2_year_college_or_precollege_educational_institution,field_governmentb
6856,r022,"All college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Computer and mathematical scientists","All college graduates, all degrees, all occupations",Master's,S&E occupations,Computer and mathematical scientists,,4,1039000,836000,68000,45000,89000
6856,r023,"All college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Physical and related scientists","All college graduates, all degrees, all occupations",Master's,S&E occupations,Physical and related scientists,,4,98000,48000,23000,4000,23000
6856,r024,"All college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Social and related scientists","All college graduates, all degrees, all occupations",Master's,S&E occupations,Social and related scientists,,4,235000,86000,66000,51000,33000
6856,r025,"All college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Engineers","All college graduates, all degrees, all occupations",Master's,S&E occupations,Engineers,,4,548000,433000,33000,4000,78000
6856,r026,"All college graduates, all degrees, all occupations -> Master's -> S&E-related occupations","All college graduates, all degrees, all occupations",Master's,S&E-related occupations,,,3,2262000,1312000,148000,627000,175000
6856,r027,"All college graduates, all degrees, all occupations -> Master's -> Non-S&E occupations","All college graduates, all degrees, all occupations",Master's,Non-S&E occupations,,,3,8929000,4987000,536000,2530000,875000
6856,r028,"All college graduates, all degrees, all occupations -> Doctorate","All college graduates, all degrees, all occupations",Doctorate,,,,2,1796000,805000,717000,147000,128000
6856,r029,"All college graduates, all degrees, all occupations -> Doctorate -> S&E occupations","All college graduates, all degrees, all occupations",Doctorate,S&E occupations,,,3,786000,313000,369000,25000,80000
6856,r030,"All college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Biological, agricultural, and other life scientists","All college graduates, all degrees, all occupations",Doctorate,S&E occupations,"Biological, agricultural, and other life scientists",,4,217000,69000,112000,7000,30000
6856,r031,"All college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Computer and mathematical scientists","All college graduates, all degrees, all occupations",Doctorate,S&E occupations,Computer and mathematical scientists,,4,150000,85000,56000,2000,8000
6856,r032,"All college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Physical and related scientists","All college graduates, all degrees, all occupations",Doctorate,S&E occupations,Physical and related scientists,,4,101000,31000,52000,3000,15000
6856,r033,"All college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Social and related scientists","All college graduates, all degrees, all occupations",Doctorate,S&E occupations,Social and related scientists,,4,201000,64000,107000,13000,17000
6856,r034,"All college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Engineers","All college graduates, all degrees, all occupations",Doctorate,S&E occupations,Engineers,,4,116000,63000,43000,,10000
6856,r035,"All college graduates, all degrees, all occupations -> Doctorate -> S&E-related occupations","All college graduates, all degrees, all occupations",Doctorate,S&E-related occupations,,,3,267000,162000,63000,28000,13000
6856,r036,"All college graduates, all degrees, all occupations -> Doctorate -> Non-S&E occupations","All college graduates, all degrees, all occupations",Doctorate,Non-S&E occupations,,,3,743000,330000,285000,94000,35000
6856,r037,"All college graduates, all degrees, all occupations -> Professional","All college graduates, all degrees, all occupations",Professional,,,,2,3036000,2312000,230000,79000,415000
6856,r038,"All college graduates, all degrees, all occupations -> Professional -> S&E occupations","All college graduates, all degrees, all occupations",Professional,S&E occupations,,,3,67000,36000,11000,7000,13000
6856,r039,"All college graduates, all degrees, all occupations -> Professional -> S&E-related occupations","All college graduates, all degrees, all occupations",Professional,S&E-related occupations,,,3,1404000,1151000,165000,14000,74000
6856,r040,"All college graduates, all degrees, all occupations -> Professional -> Non-S&E occupations","All college graduates, all degrees, all occupations",Professional,Non-S&E occupations,,,3,1565000,1126000,53000,58000,328000
6856,r041,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",,,,2,8126000,6136000,674000,600000,717000
6856,r042,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> S&E occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",S&E occupations,,,3,1998000,1458000,326000,57000,157000
6856,r043,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",,4,199000,73000,99000,2000,25000
6856,r044,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> S&E occupations -> Computer and mathematical scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",S&E occupations,Computer and mathematical scientists,,4,1135000,978000,73000,20000,63000
6856,r045,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> S&E occupations -> Physical and related scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",S&E occupations,Physical and related scientists,,4,108000,27000,39000,21000,20000
6856,r046,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> S&E occupations -> Social and related scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",S&E occupations,Social and related scientists,,4,102000,31000,53000,S,5000
6856,r047,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> S&E occupations -> Engineers","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",S&E occupations,Engineers,,4,454000,349000,61000,1000,44000
6856,r048,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> S&E-related occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",S&E-related occupations,,,3,1630000,1253000,147000,88000,141000
6856,r049,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Non-S&E occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Non-S&E occupations,,,3,4499000,3425000,200000,456000,418000
6856,r050,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Bachelor's","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Bachelor's,,,3,4464000,3509000,218000,331000,406000
6856,r051,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,,4,829000,653000,80000,29000,67000
6856,r052,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations -> Biological, agricultural, and other life scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,"Biological, agricultural, and other life scientists",5,38000,17000,18000,,3000
6856,r053,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations -> Computer and mathematical scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,Computer and mathematical scientists,5,539000,475000,24000,9000,32000
6856,r054,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations -> Physical and related scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,Physical and related scientists,5,45000,7000,9000,,10000
6856,r055,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations -> Social and related scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,Social and related scientists,5,22000,7000,S,,0.05
6856,r056,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations -> Engineers","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,Engineers,5,184000,147000,15000,,22000
6856,r057,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Bachelor's -> S&E-related occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Bachelor's,S&E-related occupations,,4,768000,598000,57000,27000,87000
6856,r058,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Bachelor's -> Non-S&E occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Bachelor's,Non-S&E occupations,,4,2867000,2259000,81000,275000,252000
6856,r059,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Master's","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Master's,,,3,2559000,1915000,186000,241000,218000
6856,r060,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Master's -> S&E occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Master's,S&E occupations,,4,811000,649000,86000,23000,52000
6856,r061,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Biological, agricultural, and other life scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Master's,S&E occupations,"Biological, agricultural, and other life scientists",5,46000,23000,20000,1000,3000
6856,r062,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Computer and mathematical scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Master's,S&E occupations,Computer and mathematical scientists,5,505000,446000,25000,10000,25000
6856,r063,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Physical and related scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Master's,S&E occupations,Physical and related scientists,5,23000,9000,10000,S,3000
6856,r064,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Social and related scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Master's,S&E occupations,Social and related scientists,5,32000,10000,11000,S,1000
6856,r065,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Engineers","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Master's,S&E occupations,Engineers,5,203000,162000,20000,,21000
6856,r066,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Master's -> S&E-related occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Master's,S&E-related occupations,,4,443000,313000,37000,55000,37000
6856,r067,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Master's -> Non-S&E occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Master's,Non-S&E occupations,,4,1306000,953000,63000,162000,129000
6856,r068,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Doctorate","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Doctorate,,,3,599000,301000,229000,24000,45000
6856,r069,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Doctorate -> S&E occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Doctorate,S&E occupations,,4,339000,145000,154000,4000,36000
6856,r070,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Biological, agricultural, and other life scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Doctorate,S&E occupations,"Biological, agricultural, and other life scientists",5,105000,29000,59000,1000,17000
6856,r071,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Computer and mathematical scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Doctorate,S&E occupations,Computer and mathematical scientists,5,88000,56000,24000,S,7000
6856,r072,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Physical and related scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Doctorate,S&E occupations,Physical and related scientists,5,40000,11000,21000,,8000
6856,r073,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Social and related scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Doctorate,S&E occupations,Social and related scientists,5,41000,11000,25000,1000,3000
6856,r074,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Engineers","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Doctorate,S&E occupations,Engineers,5,65000,39000,25000,,1000
6856,r075,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Doctorate -> S&E-related occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Doctorate,S&E-related occupations,,4,103000,67000,27000,4000,4000
6856,r076,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Doctorate -> Non-S&E occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Doctorate,Non-S&E occupations,,4,157000,88000,48000,16000,5000
6856,r077,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Professional","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Professional,,,3,504000,411000,41000,5000,47000
6856,r078,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Professional -> S&E occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Professional,S&E occupations,,4,19000,11000,5000,,S
6856,r079,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Professional -> S&E-related occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Professional,S&E-related occupations,,4,316000,275000,26000,,13000
6856,r080,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Professional -> Non-S&E occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Professional,Non-S&E occupations,,4,169000,125000,9000,3000,31000
6856,r081,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",,,,2,40097000,27374000,2383000,6248000,4091000
6856,r082,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> S&E occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",S&E occupations,,,3,4771000,3430000,554000,159000,628000
6856,r083,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",,4,412000,194000,123000,17000,79000
6856,r084,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> S&E occupations -> Computer and mathematical scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",S&E occupations,Computer and mathematical scientists,,4,2284000,1849000,138000,69000,229000
6856,r085,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> S&E occupations -> Physical and related scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",S&E occupations,Physical and related scientists,,4,258000,127000,70000,5000,56000
6856,r086,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> S&E occupations -> Social and related scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",S&E occupations,Social and related scientists,,4,544000,222000,168000,64000,90000
6856,r087,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> S&E occupations -> Engineers","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",S&E occupations,Engineers,,4,1274000,1039000,56000,5000,174000
6856,r088,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> S&E-related occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",S&E-related occupations,,,3,6642000,4615000,447000,1077000,502000
6856,r089,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Non-S&E occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Non-S&E occupations,,,3,28684000,19329000,1382000,5012000,2962000
6856,r090,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Bachelor's","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Bachelor's,,,3,25667000,19121000,973000,3025000,2548000
6856,r091,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,,4,3018000,2423000,186000,45000,365000
6856,r092,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations -> Biological, agricultural, and other life scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,"Biological, agricultural, and other life scientists",5,192000,112000,44000,3000,32000
6856,r093,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations -> Computer and mathematical scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,Computer and mathematical scientists,5,1680000,1423000,64000,31000,162000
6856,r094,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations -> Physical and related scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,Physical and related scientists,5,119000,66000,26000,,27000
6856,r095,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations -> Social and related scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,Social and related scientists,5,150000,78000,27000,9000,36000
6856,r096,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations -> Engineers","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,Engineers,5,876000,742000,24000,1000,108000
6856,r097,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Bachelor's -> S&E-related occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Bachelor's,S&E-related occupations,,4,3570000,2646000,161000,469000,294000
6856,r098,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Bachelor's -> Non-S&E occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Bachelor's,Non-S&E occupations,,4,19079000,14052000,627000,2511000,1889000
6856,r099,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Master's","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Master's,,,3,10701000,5848000,733000,3027000,1093000
6856,r100,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Master's -> S&E occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Master's,S&E occupations,,4,1258000,815000,148000,87000,209000
6856,r101,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Biological, agricultural, and other life scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Master's,S&E occupations,"Biological, agricultural, and other life scientists",5,102000,38000,25000,6000,34000
6856,r102,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Computer and mathematical scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Master's,S&E occupations,Computer and mathematical scientists,5,533000,390000,43000,36000,65000
6856,r103,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Physical and related scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Master's,S&E occupations,Physical and related scientists,5,75000,39000,13000,2000,21000
6856,r104,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Social and related scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Master's,S&E occupations,Social and related scientists,5,203000,76000,55000,40000,32000
6856,r105,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Engineers","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Master's,S&E occupations,Engineers,5,345000,271000,13000,4000,57000
6856,r106,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Master's -> S&E-related occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Master's,S&E-related occupations,,4,1820000,999000,111000,572000,138000
6856,r107,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Master's -> Non-S&E occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Master's,Non-S&E occupations,,4,7623000,4034000,474000,2369000,746000
6856,r108,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Doctorate","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Doctorate,,,3,1197000,504000,488000,123000,82000
6856,r109,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Doctorate -> S&E occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Doctorate,S&E occupations,,4,447000,168000,215000,21000,43000
6856,r110,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Biological, agricultural, and other life scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Doctorate,S&E occupations,"Biological, agricultural, and other life scientists",5,112000,41000,53000,6000,13000
6856,r111,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Computer and mathematical scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Doctorate,S&E occupations,Computer and mathematical scientists,5,62000,29000,31000,S,1000
6856,r112,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Physical and related scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Doctorate,S&E occupations,Physical and related scientists,5,61000,20000,31000,3000,8000
