table_id,row_id,region_country_or_economy,algeria,argentina,australia,austria,bangladesh,belgium,brazil,bulgaria,canada,chile,china,colombia,czechia,denmark,egypt,finland,france,germany,greece,hungary,india,indonesia,iran,iraq,ireland,israel,italy,japan,jordan,malaysia,mexico,morocco,netherlands,new_zealand,norway,pakistan,philippines,poland,portugal,romania,russia,saudi_arabia,serbia,singapore,slovakia,south_africa,south_korea,spain,sri_lanka,sweden,switzerland,taiwan,thailand,tunisia,turkey,united_kingdom,ukraine,united_arab_emirates,united_states,vietnam
10062,r015,Egypt,2.1,0.0,0.45,0.14,0.55,0.22,0.18,0.4,0.96,0.12,0.38,0.29,0.77,0.16,0.0,0.11,0.25,0.56,0.35,0.54,1.46,0.75,0.32,1.2,0.53,0.0,0.14,1.07,3.01,0.88,0.67,1.31,0.26,0.18,0.51,0.89,0.0,0.35,0.51,1.23,1.03,7.57,0.09,0.17,0.21,0.39,0.48,0.59,0.19,0.26,0.03,0.35,0.0,1.38,0.54,0.43,0.27,3.33,0.44,0.74
10062,r016,Finland,0.7,0.08,0.44,1.96,0.67,1.12,0.66,0.68,0.32,0.1,0.54,0.3,1.31,2.06,0.11,0.0,0.72,1.2,1.71,1.75,0.51,0.09,1.2,0.0,1.61,0.31,0.75,0.66,0.18,0.12,0.53,0.08,0.87,0.6,1.82,0.36,0.2,0.48,1.31,0.77,1.82,0.13,0.67,0.25,0.41,0.88,0.25,0.97,1.88,3.47,0.65,0.12,0.18,0.07,0.57,0.67,0.53,0.39,0.5,0.31
10062,r017,France,6.22,1.14,0.38,0.69,0.16,1.23,1.24,0.58,0.6,0.84,0.28,0.82,0.72,0.48,0.25,0.72,0.0,0.8,1.12,0.55,0.31,0.21,0.39,0.13,0.96,0.62,1.27,0.59,0.14,0.14,1.55,5.49,0.76,0.49,0.63,0.28,0.11,0.6,0.64,1.5,0.61,0.3,0.63,0.27,0.3,0.54,0.24,0.97,0.12,0.66,1.04,0.19,0.64,5.7,0.38,0.58,0.52,0.44,0.45,0.97
10062,r018,Germany,0.09,0.68,0.48,2.84,0.21,1.2,0.73,1.06,0.41,0.75,0.32,0.44,0.89,1.54,0.56,1.2,0.8,0.0,1.09,0.92,0.29,0.25,0.43,0.26,0.97,0.88,1.15,0.56,0.35,0.12,0.39,0.17,1.86,0.89,0.95,0.26,0.14,0.85,0.81,0.98,1.15,0.09,0.75,0.31,0.47,0.63,0.43,0.86,0.36,1.49,2.02,0.2,0.43,0.4,0.57,0.9,0.7,0.17,0.67,0.33
10062,r019,Greece,0.59,0.0,0.31,0.97,0.08,1.51,0.36,3.32,0.29,0.26,0.16,0.06,0.33,1.4,0.35,1.71,1.12,1.09,0.0,0.55,0.32,0.0,0.35,0.05,1.57,0.93,1.47,0.17,0.31,0.13,0.31,0.63,1.0,0.15,1.01,0.18,1.2,0.96,1.27,1.24,0.8,0.2,2.19,0.21,0.35,0.28,0.13,1.31,0.0,1.9,1.05,0.12,0.09,0.0,0.66,1.53,0.61,1.11,0.61,0.41
10062,r020,Hungary,0.0,0.17,0.3,3.05,0.08,0.75,0.22,0.68,0.47,0.0,0.13,0.12,1.5,0.49,0.54,1.75,0.55,0.92,0.55,0.0,0.45,0.12,0.65,0.86,0.51,0.87,0.58,0.69,0.98,0.35,0.76,0.16,0.97,0.82,2.27,0.24,0.0,1.28,0.93,12.97,0.53,0.19,15.79,0.09,8.78,0.44,0.32,0.51,0.0,0.44,0.55,0.12,0.18,0.21,0.47,0.48,0.75,0.09,0.34,0.55
10062,r021,India,0.39,0.18,0.75,0.15,1.53,0.15,0.35,0.76,0.51,0.39,0.29,0.36,0.88,0.66,1.46,0.51,0.31,0.29,0.32,0.45,0.0,0.86,0.65,1.68,0.75,0.35,0.32,0.37,1.1,1.76,0.57,0.66,0.21,0.38,1.42,0.63,0.59,0.59,0.48,0.65,0.85,1.97,0.4,1.15,0.67,1.22,1.07,0.33,1.19,0.44,0.25,0.86,0.91,0.2,0.86,0.49,0.41,2.17,0.88,0.89
10062,r022,Indonesia,0.16,0.0,0.66,0.49,0.23,0.07,0.02,0.0,0.03,0.0,0.13,0.59,0.3,0.08,0.75,0.09,0.21,0.25,0.0,0.12,0.86,0.0,0.33,1.07,0.13,0.04,0.05,2.37,0.26,9.87,0.07,1.74,0.43,0.42,0.2,0.53,2.19,0.3,0.1,0.04,0.2,1.19,0.0,0.18,0.4,0.31,1.11,0.08,0.65,0.19,0.05,4.06,2.58,0.15,0.39,0.32,0.21,0.54,0.14,0.94
10062,r023,Iran,0.46,0.06,1.1,0.44,0.2,0.38,0.28,0.16,1.9,0.39,0.31,0.21,1.39,1.5,0.32,1.2,0.39,0.43,0.35,0.65,0.65,0.33,0.0,2.06,0.46,0.04,0.6,0.15,1.24,1.88,0.48,0.05,0.51,0.31,0.49,0.72,1.1,0.44,1.01,0.85,0.6,0.43,0.31,0.44,1.89,0.19,0.77,0.47,0.11,0.76,0.44,0.57,0.61,0.15,2.49,0.48,0.37,0.59,0.59,1.41
10062,r024,Iraq,0.42,0.0,1.01,0.04,0.27,0.03,0.09,0.24,0.23,0.0,0.21,0.65,0.34,0.12,1.2,0.0,0.13,0.26,0.05,0.86,1.68,1.07,2.06,0.0,0.13,0.0,0.07,0.02,4.45,8.76,0.05,0.67,0.06,0.08,0.36,0.89,0.0,0.42,0.16,2.47,1.99,1.39,0.64,0.06,0.0,0.35,0.23,0.07,0.67,0.22,0.03,0.46,0.19,1.57,6.41,0.89,2.9,1.66,0.27,0.72
10062,r025,Ireland,0.38,0.6,0.48,0.77,0.41,1.34,0.97,5.55,0.44,0.73,0.36,0.69,1.24,0.8,0.53,1.61,0.96,0.97,1.57,0.51,0.75,0.13,0.46,0.13,0.0,0.5,1.36,0.19,0.17,0.44,0.57,0.33,1.52,0.31,0.76,0.98,0.28,0.39,1.34,0.81,0.67,0.4,0.31,0.39,1.14,0.7,0.3,1.17,2.2,1.27,0.82,0.11,0.19,0.05,0.97,1.12,0.0,0.16,0.61,0.82
10062,r026,Israel,0.04,0.0,0.27,0.53,0.0,0.61,0.33,0.13,0.86,0.41,0.09,0.07,1.06,1.11,0.0,0.31,0.62,0.88,0.93,0.87,0.35,0.04,0.04,0.0,0.5,0.0,0.83,0.23,0.0,0.03,0.17,0.09,0.98,0.93,0.64,0.0,0.0,0.65,0.21,0.18,0.95,0.07,0.34,0.53,0.0,0.19,0.12,0.45,0.0,0.5,1.15,0.07,0.0,0.0,0.22,0.82,0.6,0.03,1.91,0.03
10062,r027,Italy,0.32,1.38,0.44,1.65,0.25,1.39,0.74,0.55,0.43,0.48,0.22,0.4,0.97,1.11,0.14,0.75,1.27,1.15,1.47,0.58,0.32,0.05,0.6,0.07,1.36,0.83,0.0,0.39,0.22,0.13,0.52,0.4,1.44,0.34,0.91,0.4,0.1,0.93,1.04,1.03,0.61,0.14,0.99,0.23,0.74,0.29,0.29,1.41,0.08,1.21,1.96,0.17,0.19,0.25,0.53,1.09,0.2,0.41,0.62,0.21
10062,r028,Japan,0.08,0.08,0.42,0.32,1.8,0.25,0.3,0.2,0.44,0.35,1.1,0.03,0.43,0.36,1.07,0.66,0.59,0.56,0.17,0.69,0.37,2.37,0.15,0.02,0.19,0.23,0.39,0.0,0.04,0.99,0.46,0.14,0.31,0.64,0.4,0.17,1.41,0.53,0.31,0.06,0.46,0.16,0.3,0.51,0.15,0.16,0.83,0.46,1.95,0.47,0.51,1.1,3.94,0.05,0.34,0.4,0.29,0.17,0.63,2.08
10062,r029,Jordan,2.34,0.23,0.58,0.05,0.0,0.18,0.31,0.0,0.36,0.14,0.21,0.5,0.44,0.0,3.01,0.18,0.14,0.35,0.31,0.98,1.1,0.26,1.24,4.45,0.17,0.0,0.22,0.04,0.0,4.48,0.48,0.64,0.29,0.0,0.23,1.42,0.0,0.18,0.15,0.0,0.65,3.95,0.2,0.59,0.0,0.75,0.52,0.47,0.0,0.05,0.03,0.59,0.0,0.76,1.46,0.62,1.24,15.03,0.66,0.25
10062,r030,Malaysia,0.26,0.0,0.93,0.1,3.39,0.05,0.17,0.0,0.19,0.06,0.27,0.07,1.2,0.15,0.88,0.12,0.14,0.12,0.13,0.35,1.76,9.87,1.88,8.76,0.44,0.03,0.13,0.99,4.48,0.0,0.1,0.61,0.23,0.91,0.53,3.74,2.51,0.21,0.23,0.41,0.17,2.52,0.08,0.71,0.13,0.58,0.66,0.21,1.56,0.26,0.08,0.74,0.88,0.17,1.02,0.57,0.17,2.04,0.16,1.02
10062,r031,Mexico,0.4,4.21,0.25,0.27,0.0,0.3,0.79,0.51,0.44,4.43,0.16,6.12,0.63,0.15,0.67,0.53,1.55,0.39,0.31,0.76,0.57,0.07,0.48,0.05,0.57,0.17,0.52,0.46,0.48,0.1,0.0,0.18,0.36,0.29,0.58,0.51,0.22,0.31,0.55,0.18,2.13,0.27,0.08,0.3,0.2,0.68,0.19,3.19,0.0,0.31,0.32,0.05,0.05,0.28,0.27,0.5,1.79,0.18,0.6,0.21
10062,r032,Morocco,3.12,0.0,0.06,0.07,0.29,0.91,0.24,0.39,0.96,0.54,0.06,0.21,0.28,0.47,1.31,0.08,5.49,0.17,0.63,0.16,0.66,1.74,0.05,0.67,0.33,0.09,0.4,0.14,0.64,0.61,0.18,0.0,0.14,0.13,0.3,0.85,0.0,0.11,0.78,0.78,0.33,1.24,0.0,0.0,0.6,1.15,0.26,1.17,0.0,0.24,0.04,0.05,0.15,2.92,0.41,0.17,0.79,1.19,0.28,0.32
10062,r033,Netherlands,0.02,0.59,0.45,1.18,0.02,3.4,0.61,0.49,0.42,0.6,0.28,0.34,0.76,1.59,0.26,0.87,0.76,1.86,1.0,0.97,0.21,0.43,0.51,0.06,1.52,0.98,1.44,0.31,0.29,0.23,0.36,0.14,0.0,0.61,1.15,0.16,0.17,0.52,1.28,1.22,0.71,0.04,0.48,0.31,0.28,0.74,0.14,0.92,0.27,1.34,1.28,0.1,0.1,0.06,1.04,1.14,0.23,0.35,0.64,0.09
10062,r034,New Zealand,0.06,0.0,1.56,0.65,0.21,0.33,0.79,0.37,0.39,1.29,0.91,0.3,0.09,0.54,0.18,0.6,0.49,0.89,0.15,0.82,0.38,0.42,0.31,0.08,0.31,0.93,0.34,0.64,0.0,0.91,0.29,0.13,0.61,0.0,0.57,0.89,0.33,0.65,0.25,0.43,0.28,0.43,0.0,0.99,0.58,0.64,0.58,0.28,1.56,1.02,0.33,0.28,0.22,0.12,0.39,0.81,0.25,0.61,0.51,0.87
10062,r035,Norway,0.84,0.11,0.47,0.92,0.42,0.58,0.64,0.29,0.75,0.52,0.5,0.23,0.95,3.28,0.51,1.82,0.63,0.95,1.01,2.27,1.42,0.2,0.49,0.36,0.76,0.64,0.91,0.4,0.23,0.53,0.58,0.3,1.15,0.57,0.0,0.77,0.0,0.7,0.69,1.34,0.76,0.33,0.38,0.29,0.44,0.76,0.62,1.05,1.18,3.35,0.82,1.34,0.17,0.13,0.6,0.76,0.86,0.32,0.46,0.93
10062,r036,Pakistan,0.72,0.0,0.64,0.24,0.26,0.1,0.2,0.09,0.34,0.04,0.81,0.24,0.08,0.38,0.89,0.36,0.28,0.26,0.18,0.24,0.63,0.53,0.72,0.89,0.98,0.0,0.4,0.17,1.42,3.74,0.51,0.85,0.16,0.89,0.77,0.0,0.15,0.27,0.32,0.69,0.33,5.53,0.17,0.17,0.04,0.59,2.5,0.4,0.12,0.54,0.07,0.47,1.4,0.22,1.59,0.66,0.06,4.44,0.28,0.19
10062,r037,Philippines,0.0,0.0,0.55,0.0,0.37,0.0,0.12,0.0,0.12,0.0,0.8,0.53,0.0,0.47,0.0,0.2,0.11,0.14,1.2,0.0,0.59,2.19,1.1,0.0,0.28,0.0,0.1,1.41,0.0,2.51,0.22,0.0,0.17,0.33,0.0,0.15,0.0,0.14,0.66,0.0,0.42,0.31,0.0,0.91,0.0,0.0,1.49,0.15,1.37,0.15,0.11,5.66,1.55,0.31,0.69,0.39,0.0,0.6,0.53,1.35
10062,r038,Poland,0.17,0.19,0.65,0.9,0.03,0.73,0.31,2.96,2.06,0.56,0.38,0.31,1.68,0.87,0.35,0.48,0.6,0.85,0.96,1.28,0.59,0.3,0.44,0.42,0.39,0.65,0.93,0.53,0.18,0.21,0.31,0.11,0.52,0.65,0.7,0.27,0.14,0.0,0.82,1.05,1.67,2.05,0.81,0.53,2.4,0.32,1.18,0.95,0.11,0.76,0.65,0.3,0.19,0.15,0.65,0.66,13.41,0.55,0.5,2.33
10062,r039,Portugal,0.16,0.42,0.26,0.83,0.38,1.06,5.8,1.69,0.28,0.47,0.24,0.86,0.45,0.81,0.51,1.31,0.64,0.81,1.27,0.93,0.48,0.1,1.01,0.16,1.34,0.21,1.04,0.31,0.15,0.23,0.55,0.78,1.28,0.25,0.69,0.32,0.66,0.82,0.0,0.48,0.98,0.43,1.3,0.09,0.39,0.14,0.15,2.37,0.39,1.32,1.1,0.12,0.07,0.73,0.59,0.84,0.44,0.82,0.48,0.33
10062,r040,Romania,0.5,0.24,0.12,1.18,0.12,1.88,0.12,2.74,0.98,0.07,0.1,0.09,0.54,0.5,1.23,0.77,1.5,0.98,1.24,12.97,0.65,0.04,0.85,2.47,0.81,0.18,1.03,0.06,0.0,0.41,0.18,0.78,1.22,0.43,1.34,0.69,0.0,1.05,0.48,0.0,0.89,0.17,2.99,0.12,0.58,0.55,0.17,0.73,0.0,0.54,0.41,0.42,1.08,0.45,0.82,0.45,0.32,0.1,0.35,0.84
10062,r041,Russia,0.25,0.09,0.32,0.71,0.09,0.35,0.34,3.72,0.3,0.11,0.35,0.52,1.65,0.49,1.03,1.82,0.61,1.15,0.8,0.53,0.85,0.2,0.6,1.99,0.67,0.95,0.61,0.46,0.65,0.17,2.13,0.33,0.71,0.28,0.76,0.33,0.42,1.67,0.98,0.89,0.0,0.25,1.11,0.24,1.17,0.23,0.5,0.67,0.67,0.89,0.41,0.61,0.38,0.04,0.51,0.79,4.01,0.83,0.4,1.48
10062,r042,Saudi Arabia,2.16,0.04,0.54,0.06,2.19,0.16,0.21,0.06,1.09,0.25,0.67,0.16,0.25,0.29,7.57,0.13,0.3,0.09,0.2,0.19,1.97,1.19,0.43,1.39,0.4,0.07,0.14,0.16,3.95,2.52,0.27,1.24,0.04,0.43,0.33,5.53,0.31,2.05,0.43,0.17,0.25,0.0,0.12,0.19,0.21,0.46,0.73,0.78,0.33,0.24,0.05,0.48,0.56,5.99,0.82,0.67,0.24,1.59,0.42,0.57
10062,r043,Serbia,0.0,0.0,0.15,0.98,0.14,0.27,0.14,1.87,0.43,0.17,0.36,0.0,2.13,0.54,0.09,0.67,0.63,0.75,2.19,15.79,0.4,0.0,0.31,0.64,0.31,0.34,0.99,0.3,0.2,0.08,0.08,0.0,0.48,0.0,0.38,0.17,0.0,0.81,1.3,2.99,1.11,0.12,0.0,0.06,6.72,0.0,0.07,0.68,0.0,0.62,0.58,0.05,0.15,0.0,1.12,0.46,0.5,0.76,0.34,0.2
10062,r044,Singapore,0.01,0.07,1.01,0.41,0.1,0.2,0.09,0.17,0.42,0.04,1.77,0.0,0.12,0.47,0.17,0.25,0.27,0.31,0.21,0.09,1.15,0.18,0.44,0.06,0.39,0.53,0.23,0.51,0.59,0.71,0.3,0.0,0.31,0.99,0.29,0.17,0.91,0.53,0.09,0.12,0.24,0.19,0.06,0.0,0.04,0.25,0.58,0.13,0.9,0.26,0.52,0.81,0.48,0.03,0.4,0.49,0.0,0.31,0.72,0.72
10062,r045,Slovakia,0.0,1.31,0.22,3.83,0.0,1.05,0.9,2.61,0.15,0.66,0.33,0.0,30.42,0.0,0.21,0.41,0.3,0.47,0.35,8.78,0.67,0.4,1.89,0.0,1.14,0.0,0.74,0.15,0.0,0.13,0.2,0.6,0.28,0.58,0.44,0.04,0.0,2.4,0.39,0.58,1.17,0.21,6.72,0.04,0.0,0.28,0.11,1.78,0.0,0.26,0.16,0.08,0.23,0.0,1.02,0.22,6.21,0.06,0.27,0.16
10062,r046,South Africa,0.48,1.45,0.53,0.24,0.21,0.48,0.55,0.28,0.71,0.0,0.38,0.0,0.13,0.6,0.39,0.88,0.54,0.63,0.28,0.44,1.22,0.31,0.19,0.35,0.7,0.19,0.29,0.16,0.75,0.58,0.68,1.15,0.74,0.64,0.76,0.59,0.0,0.32,0.14,0.55,0.23,0.46,0.0,0.25,0.28,0.0,0.34,0.17,1.15,1.0,0.55,0.19,0.87,0.94,0.53,0.63,0.0,0.89,0.47,0.15
10062,r047,South Korea,0.18,0.0,0.56,0.15,1.19,0.17,0.19,0.37,0.62,0.12,0.72,0.14,0.2,0.24,0.48,0.25,0.24,0.43,0.13,0.32,1.07,1.11,0.77,0.23,0.3,0.12,0.29,0.83,0.52,0.66,0.19,0.26,0.14,0.58,0.62,2.5,1.49,1.18,0.15,0.17,0.5,0.73,0.07,0.58,0.11,0.34,0.0,0.2,0.37,0.38,0.35,0.48,0.46,0.16,0.25,0.29,0.25,0.65,1.15,3.5
10062,r048,Spain,0.47,4.09,0.38,1.0,0.11,1.36,1.35,0.77,0.25,3.49,0.21,4.05,1.24,0.9,0.59,0.97,0.97,0.86,1.31,0.51,0.33,0.08,0.47,0.07,1.17,0.45,1.41,0.46,0.47,0.21,3.19,1.17,0.92,0.28,1.05,0.4,0.15,0.95,2.37,0.73,0.67,0.78,0.68,0.13,1.78,0.17,0.2,0.0,0.16,0.96,0.87,0.15,0.09,0.43,0.43,0.9,0.25,0.17,0.41,0.33
10062,r049,Sri Lanka,0.0,0.0,2.77,0.14,0.58,0.0,0.0,0.0,0.66,0.0,0.1,0.0,0.0,0.38,0.19,1.88,0.12,0.36,0.0,0.0,1.19,0.65,0.11,0.67,2.2,0.0,0.08,1.95,0.0,1.56,0.0,0.0,0.27,1.56,1.18,0.12,1.37,0.11,0.39,0.0,0.67,0.33,0.0,0.9,0.0,1.15,0.37,0.16,0.0,1.18,0.78,0.32,1.84,0.0,0.14,0.81,0.0,0.64,0.4,0.21
10062,r050,Sweden,0.18,0.26,0.61,1.25,0.7,1.22,0.62,1.11,0.36,0.35,0.34,0.14,0.89,2.7,0.26,3.47,0.66,1.49,1.9,0.44,0.44,0.19,0.76,0.22,1.27,0.5,1.21,0.47,0.05,0.26,0.31,0.24,1.34,1.02,3.35,0.54,0.15,0.76,1.32,0.54,0.89,0.24,0.62,0.26,0.26,1.0,0.38,0.96,1.18,0.0,1.37,0.12,0.13,0.11,0.72,0.8,0.69,0.26,0.6,0.3
10062,r051,Switzerland,0.13,0.24,0.46,1.58,0.0,1.74,0.49,0.19,0.53,0.37,0.22,0.64,0.86,0.83,0.03,0.65,1.04,2.02,1.05,0.55,0.25,0.05,0.44,0.03,0.82,1.15,1.96,0.51,0.03,0.08,0.32,0.04,1.28,0.33,0.82,0.07,0.11,0.65,1.1,0.41,0.41,0.05,0.58,0.52,0.16,0.55,0.35,0.87,0.78,1.37,0.0,0.1,0.25,0.16,0.49,0.75,0.25,0.33,0.79,0.05
10062,r052,Taiwan,0.08,0.06,0.61,0.2,0.06,0.2,0.11,0.15,0.44,0.11,1.28,0.08,0.16,0.13,0.35,0.12,0.19,0.2,0.12,0.12,0.86,4.06,0.57,0.46,0.11,0.07,0.17,1.1,0.59,0.74,0.05,0.05,0.1,0.28,1.34,0.47,5.66,0.3,0.12,0.42,0.61,0.48,0.05,0.81,0.08,0.19,0.48,0.15,0.32,0.12,0.1,0.0,1.69,0.12,0.55,0.34,0.0,0.37,0.82,4.21
10062,r053,Thailand,0.08,0.0,0.37,0.23,1.9,0.06,0.14,0.0,0.32,0.0,0.32,0.0,0.47,1.06,0.0,0.18,0.64,0.43,0.09,0.18,0.91,2.58,0.61,0.19,0.19,0.0,0.19,3.94,0.0,0.88,0.05,0.15,0.1,0.22,0.17,1.4,1.55,0.19,0.07,1.08,0.38,0.56,0.15,0.48,0.23,0.87,0.46,0.09,1.84,0.13,0.25,1.69,0.0,0.0,0.43,0.48,0.0,0.09,0.56,1.82
