table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_all_r_d_expenditures,field_agriculture,field_energy,field_environment_and_natural_resources,field_health,field_transportation,field_othera
9948,r016,"United States<sup>b</sup> -> Alaska -> Natural Resources, Department of; Division of Geological and Geophysical Surveys",United States<sup>b</sup>,Alaska,"Natural Resources, Department of; Division of Geological and Geophysical Surveys",3,9216400,0,0,9216400,0,0,0
9948,r017,United States<sup>b</sup> -> Alaska -> Railroad Corporation,United States<sup>b</sup>,Alaska,Railroad Corporation,3,3636619,0,0,0,0,3636619,0
9948,r018,"United States<sup>b</sup> -> Alaska -> Transportation and Public Facilities, Department of",United States<sup>b</sup>,Alaska,"Transportation and Public Facilities, Department of",3,3038870,0,0,798851,0,1172091,1067928
9948,r019,United States<sup>b</sup> -> Arizona,United States<sup>b</sup>,Arizona,,2,7946421,1311266,0,1140215,3518749,1414933,561258
9948,r020,"United States<sup>b</sup> -> Arizona -> Agriculture, Department of",United States<sup>b</sup>,Arizona,"Agriculture, Department of",3,1412034,1311266,0,100768,0,0,0
9948,r021,United States<sup>b</sup> -> Arizona -> Game and Fish Department,United States<sup>b</sup>,Arizona,Game and Fish Department,3,1039447,0,0,1039447,0,0,0
9948,r022,"United States<sup>b</sup> -> Arizona -> Health Services, Department of",United States<sup>b</sup>,Arizona,"Health Services, Department of",3,3518749,0,0,0,3518749,0,0
9948,r023,"United States<sup>b</sup> -> Arizona -> Juvenile Corrections, Department of ",United States<sup>b</sup>,Arizona,"Juvenile Corrections, Department of ",3,561258,0,0,0,0,0,561258
9948,r024,"United States<sup>b</sup> -> Arizona -> Transportation, Department of",United States<sup>b</sup>,Arizona,"Transportation, Department of",3,1414933,0,0,0,0,1414933,0
9948,r025,United States<sup>b</sup> -> Arkansas,United States<sup>b</sup>,Arkansas,,2,9759708,5336054,0,1558599,275000,1079240,1510815
9948,r026,United States<sup>b</sup> -> Arkansas -> Beef Council,United States<sup>b</sup>,Arkansas,Beef Council,3,50605,50605,0,0,0,0,0
9948,r027,United States<sup>b</sup> -> Arkansas -> Corn and Grain Sorghum Promotion Board,United States<sup>b</sup>,Arkansas,Corn and Grain Sorghum Promotion Board,3,984233,809733,0,174500,0,0,0
9948,r028,United States<sup>b</sup> -> Arkansas -> Economic Development Commission,United States<sup>b</sup>,Arkansas,Economic Development Commission,3,1675000,0,0,0,275000,0,1400000
9948,r029,United States<sup>b</sup> -> Arkansas -> Game and Fish Commission,United States<sup>b</sup>,Arkansas,Game and Fish Commission,3,1159178,0,0,1159178,0,0,0
9948,r030,"United States<sup>b</sup> -> Arkansas -> Midwest Dairy Association, Arkansas Division",United States<sup>b</sup>,Arkansas,"Midwest Dairy Association, Arkansas Division",3,10386,10386,0,0,0,0,0
9948,r031,United States<sup>b</sup> -> Arkansas -> Natural Heritage Commission,United States<sup>b</sup>,Arkansas,Natural Heritage Commission,3,160921,0,0,160921,0,0,0
9948,r032,United States<sup>b</sup> -> Arkansas -> Rice Research and Promotion Board,United States<sup>b</sup>,Arkansas,Rice Research and Promotion Board,3,2396257,2396257,0,0,0,0,0
9948,r033,United States<sup>b</sup> -> Arkansas -> Soybean Promotion Board,United States<sup>b</sup>,Arkansas,Soybean Promotion Board,3,2207956,2033141,0,64000,0,0,110815
9948,r034,"United States<sup>b</sup> -> Arkansas -> Transportation, Department of",United States<sup>b</sup>,Arkansas,"Transportation, Department of",3,1079240,0,0,0,0,1079240,0
9948,r035,United States<sup>b</sup> -> Arkansas -> Wheat Promotion Board,United States<sup>b</sup>,Arkansas,Wheat Promotion Board,3,35932,35932,0,0,0,0,0
9948,r036,United States<sup>b</sup> -> California,United States<sup>b</sup>,California,,2,490081806,7753869,191774566,64903411,173274157,39260000,13115803
9948,r037,United States<sup>b</sup> -> California -> Air Resources Board,United States<sup>b</sup>,California,Air Resources Board,3,17251207,0,0,17251207,0,0,0
9948,r038,United States<sup>b</sup> -> California -> Children and Families Commission (First 5 California),United States<sup>b</sup>,California,Children and Families Commission (First 5 California),3,7739521,0,0,0,0,0,7739521
9948,r039,"United States<sup>b</sup> -> California -> Conservation, Department of",United States<sup>b</sup>,California,"Conservation, Department of",3,1259204,0,0,843198,0,0,416006
9948,r040,"United States<sup>b</sup> -> California -> Corrections and Rehabilitation, Department of",United States<sup>b</sup>,California,"Corrections and Rehabilitation, Department of",3,2301034,0,0,0,0,0,2301034
9948,r041,United States<sup>b</sup> -> California -> Covered California,United States<sup>b</sup>,California,Covered California,3,3799165,0,0,0,3799165,0,0
9948,r042,United States<sup>b</sup> -> California -> Dairy Council,United States<sup>b</sup>,California,Dairy Council,3,50373,0,0,0,50373,0,0
9948,r043,United States<sup>b</sup> -> California -> Delta Stewardship Council,United States<sup>b</sup>,California,Delta Stewardship Council,3,5201966,0,0,5201966,0,0,0
9948,r044,United States<sup>b</sup> -> California -> Earthquake Authority,United States<sup>b</sup>,California,Earthquake Authority,3,539832,0,0,0,0,0,539832
9948,r045,United States<sup>b</sup> -> California -> Energy Commission,United States<sup>b</sup>,California,Energy Commission,3,130400000,0,130400000,0,0,0,0
9948,r046,"United States<sup>b</sup> -> California -> Environmental Health Hazard Assessment, Office of",United States<sup>b</sup>,California,"Environmental Health Hazard Assessment, Office of",3,19844985,0,0,0,19844985,0,0
9948,r047,"United States<sup>b</sup> -> California -> Food and Agriculture, Department of",United States<sup>b</sup>,California,"Food and Agriculture, Department of",3,5012081,5012081,0,0,0,0,0
9948,r048,"United States<sup>b</sup> -> California -> Forestry and Fire Protection, Department of",United States<sup>b</sup>,California,"Forestry and Fire Protection, Department of",3,21200000,0,0,16200000,5000000,0,0
9948,r049,United States<sup>b</sup> -> California -> Horse Racing Board,United States<sup>b</sup>,California,Horse Racing Board,3,710513,710513,0,0,0,0,0
9948,r050,"United States<sup>b</sup> -> California -> Housing and Community Development, Department of",United States<sup>b</sup>,California,"Housing and Community Development, Department of",3,500000,0,0,0,0,0,500000
9948,r051,United States<sup>b</sup> -> California -> Institute for Regenerative Medicine,United States<sup>b</sup>,California,Institute for Regenerative Medicine,3,122808196,0,0,0,122808196,0,0
9948,r052,United States<sup>b</sup> -> California -> Mental Health Services Oversight and Accountability Commission,United States<sup>b</sup>,California,Mental Health Services Oversight and Accountability Commission,3,2500000,0,0,0,2500000,0,0
9948,r053,"United States<sup>b</sup> -> California -> Motor Vehicles, Department of",United States<sup>b</sup>,California,"Motor Vehicles, Department of",3,1776392,0,0,0,1776392,0,0
9948,r054,"United States<sup>b</sup> -> California -> Parks And Recreation, Department of",United States<sup>b</sup>,California,"Parks And Recreation, Department of",3,1515260,0,0,1515260,0,0,0
9948,r055,"United States<sup>b</sup> -> California -> Pesticide Regulation, Department of ",United States<sup>b</sup>,California,"Pesticide Regulation, Department of ",3,14058135,1981560,0,2147005,9929570,0,0
9948,r056,"United States<sup>b</sup> -> California -> Public Health, Department of",United States<sup>b</sup>,California,"Public Health, Department of",3,6155476,0,0,316000,5839476,0,0
9948,r057,"United States<sup>b</sup> -> California -> Public Utilities Commission, Executive Division",United States<sup>b</sup>,California,"Public Utilities Commission, Executive Division",3,61374566,0,61374566,0,0,0,0
9948,r058,"United States<sup>b</sup> -> California -> Rehabilitation, Department of ",United States<sup>b</sup>,California,"Rehabilitation, Department of ",3,1619410,0,0,0,0,0,1619410
9948,r059,United States<sup>b</sup> -> California -> State Coastal Conservancy,United States<sup>b</sup>,California,State Coastal Conservancy,3,942260,0,0,942260,0,0,0
9948,r060,United States<sup>b</sup> -> California -> State Water Resources Control Board,United States<sup>b</sup>,California,State Water Resources Control Board,3,8564983,49715,0,6789268,1726000,0,0
9948,r061,"United States<sup>b</sup> -> California -> Toxic Substances Control, Department of",United States<sup>b</sup>,California,"Toxic Substances Control, Department of",3,645987,0,0,645987,0,0,0
9948,r062,"United States<sup>b</sup> -> California -> Transportation, Department of",United States<sup>b</sup>,California,"Transportation, Department of",3,39260000,0,0,0,0,39260000,0
9948,r063,"United States<sup>b</sup> -> California -> Water Resources, Department of",United States<sup>b</sup>,California,"Water Resources, Department of",3,13051260,0,0,13051260,0,0,0
9948,r064,United States<sup>b</sup> -> Colorado,United States<sup>b</sup>,Colorado,,2,38058349,1028351,2602115,7762275,8813647,3395841,14456120
9948,r065,"United States<sup>b</sup> -> Colorado -> Agriculture, Department of",United States<sup>b</sup>,Colorado,"Agriculture, Department of",3,581906,228206,0,0,353700,0,0
9948,r066,"United States<sup>b</sup> -> Colorado -> Economic Development and International Trade, Office of",United States<sup>b</sup>,Colorado,"Economic Development and International Trade, Office of",3,20576916,571103,2435049,0,7671891,0,9898873
9948,r067,"United States<sup>b</sup> -> Colorado -> Higher Education Competitive, Research Authority",United States<sup>b</sup>,Colorado,"Higher Education Competitive, Research Authority",3,1443141,0,167066,129275,0,0,1146800
9948,r068,"United States<sup>b</sup> -> Colorado -> Higher Education, Department of ",United States<sup>b</sup>,Colorado,"Higher Education, Department of ",3,2425000,0,0,0,0,0,2425000
9948,r069,"United States<sup>b</sup> -> Colorado -> Natural Resources, Department of",United States<sup>b</sup>,Colorado,"Natural Resources, Department of",3,5062623,0,0,5057128,55,5000,440
9948,r070,"United States<sup>b</sup> -> Colorado -> Public Health and Environment, Department of",United States<sup>b</sup>,Colorado,"Public Health and Environment, Department of",3,3363873,0,0,2575872,788001,0,0
9948,r071,"United States<sup>b</sup> -> Colorado -> Public Safety, Department of; Division of Criminal Justice",United States<sup>b</sup>,Colorado,"Public Safety, Department of; Division of Criminal Justice",3,985007,0,0,0,0,0,985007
9948,r072,"United States<sup>b</sup> -> Colorado -> Transportation, Department of",United States<sup>b</sup>,Colorado,"Transportation, Department of",3,3390841,0,0,0,0,3390841,0
9948,r073,United States<sup>b</sup> -> Colorado -> Wine Industry Development Board,United States<sup>b</sup>,Colorado,Wine Industry Development Board,3,229042,229042,0,0,0,0,0
9948,r074,United States<sup>b</sup> -> Connecticut,United States<sup>b</sup>,Connecticut,,2,60578799,4321687,2919711,11877203,26085781,2971742,12402675
9948,r075,United States<sup>b</sup> -> Connecticut -> Agricultural Experiment Station,United States<sup>b</sup>,Connecticut,Agricultural Experiment Station,3,13756272,4321687,0,4556381,4878204,0,0
9948,r076,"United States<sup>b</sup> -> Connecticut -> Energy and Environmental Protection, Department of",United States<sup>b</sup>,Connecticut,"Energy and Environmental Protection, Department of",3,7320822,0,0,7320822,0,0,0
9948,r077,United States<sup>b</sup> -> Connecticut -> Innovation Inc.,United States<sup>b</sup>,Connecticut,Innovation Inc.,3,28919435,0,2919711,0,13988354,0,12011370
9948,r078,"United States<sup>b</sup> -> Connecticut -> Mental Health and Addiction Services, Department of",United States<sup>b</sup>,Connecticut,"Mental Health and Addiction Services, Department of",3,7217443,0,0,0,7217443,0,0
9948,r079,"United States<sup>b</sup> -> Connecticut -> Public Health, Department of",United States<sup>b</sup>,Connecticut,"Public Health, Department of",3,1780,0,0,0,1780,0,0
9948,r080,"United States<sup>b</sup> -> Connecticut -> Social Services, Department of",United States<sup>b</sup>,Connecticut,"Social Services, Department of",3,391305,0,0,0,0,0,391305
9948,r081,"United States<sup>b</sup> -> Connecticut -> Transportation, Department of",United States<sup>b</sup>,Connecticut,"Transportation, Department of",3,2971742,0,0,0,0,2971742,0
9948,r082,United States<sup>b</sup> -> Delaware,United States<sup>b</sup>,Delaware,,2,3446375,0,10495,2229910,0,1205970,0
9948,r083,United States<sup>b</sup> -> Delaware -> Geological Survey,United States<sup>b</sup>,Delaware,Geological Survey,3,1618967,0,0,1583763,0,35204,0
9948,r084,"United States<sup>b</sup> -> Delaware -> Natural Resources and Environmental Control, Department of",United States<sup>b</sup>,Delaware,"Natural Resources and Environmental Control, Department of",3,646147,0,0,646147,0,0,0
9948,r085,United States<sup>b</sup> -> Delaware -> Sustainable Energy Utility,United States<sup>b</sup>,Delaware,Sustainable Energy Utility,3,10495,0,10495,0,0,0,0
9948,r086,"United States<sup>b</sup> -> Delaware -> Transportation, Department of",United States<sup>b</sup>,Delaware,"Transportation, Department of",3,1170766,0,0,0,0,1170766,0
9948,r087,United States<sup>b</sup> -> District of Columbia,United States<sup>b</sup>,District of Columbia,,2,10560754,0,0,1976600,8244141,245919,94094
9948,r088,"United States<sup>b</sup> -> District of Columbia -> Energy and Environment, Department of",United States<sup>b</sup>,District of Columbia,"Energy and Environment, Department of",3,476600,0,0,476600,0,0,0
9948,r089,"United States<sup>b</sup> -> District of Columbia -> Health, Department of",United States<sup>b</sup>,District of Columbia,"Health, Department of",3,8244141,0,0,0,8244141,0,0
9948,r090,"United States<sup>b</sup> -> District of Columbia -> Transportation, Department of",United States<sup>b</sup>,District of Columbia,"Transportation, Department of",3,340013,0,0,0,0,245919,94094
9948,r091,United States<sup>b</sup> -> District of Columbia -> Water and Sewer Authority,United States<sup>b</sup>,District of Columbia,Water and Sewer Authority,3,1500000,0,0,1500000,0,0,0
9948,r092,United States<sup>b</sup> -> Florida,United States<sup>b</sup>,Florida,,2,180145644,14851847,1012306,57744843,92302255,14134393,100000
9948,r093,"United States<sup>b</sup> -> Florida -> Agriculture and Consumer Services, Department of",United States<sup>b</sup>,Florida,"Agriculture and Consumer Services, Department of",3,18305424,14351847,1012306,2247776,590928,102567,0
9948,r094,"United States<sup>b</sup> -> Florida -> Citrus, Department of",United States<sup>b</sup>,Florida,"Citrus, Department of",3,850364,500000,0,0,350364,0,0
9948,r095,"United States<sup>b</sup> -> Florida -> Environmental Protection, Department of",United States<sup>b</sup>,Florida,"Environmental Protection, Department of",3,68838,0,0,68838,0,0,0
9948,r096,United States<sup>b</sup> -> Florida -> Fish and Wildlife Conservation Commission,United States<sup>b</sup>,Florida,Fish and Wildlife Conservation Commission,3,55428229,0,0,55428229,0,0,0
9948,r097,United States<sup>b</sup> -> Florida -> Gaming Control Commission,United States<sup>b</sup>,Florida,Gaming Control Commission,3,100000,0,0,0,0,0,100000
9948,r098,"United States<sup>b</sup> -> Florida -> Health, Department of",United States<sup>b</sup>,Florida,"Health, Department of",3,91360963,0,0,0,91360963,0,0
9948,r099,United States<sup>b</sup> -> Florida -> Space Florida,United States<sup>b</sup>,Florida,Space Florida,3,1305000,0,0,0,0,1305000,0
9948,r100,"United States<sup>b</sup> -> Florida -> Transportation, Department of",United States<sup>b</sup>,Florida,"Transportation, Department of",3,12726826,0,0,0,0,12726826,0
9948,r101,United States<sup>b</sup> -> Georgia,United States<sup>b</sup>,Georgia,,2,24988379,0,7759750,12722663,0,4505966,0
9948,r102,"United States<sup>b</sup> -> Georgia -> Natural Resources, Department of",United States<sup>b</sup>,Georgia,"Natural Resources, Department of",3,1452630,0,0,1452630,0,0,0
9948,r103,United States<sup>b</sup> -> Georgia -> Southern States Energy Board,United States<sup>b</sup>,Georgia,Southern States Energy Board,3,19326825,0,7759750,11270033,0,297042,0
9948,r104,"United States<sup>b</sup> -> Georgia -> Transportation, Department of",United States<sup>b</sup>,Georgia,"Transportation, Department of",3,4208924,0,0,0,0,4208924,0
9948,r105,United States<sup>b</sup> -> Hawaii,United States<sup>b</sup>,Hawaii,,2,6337851,932423,282042,632000,1033000,2793386,665000
9948,r106,"United States<sup>b</sup> -> Hawaii -> Agriculture, Department of",United States<sup>b</sup>,Hawaii,"Agriculture, Department of",3,1098423,598423,0,0,500000,0,0
9948,r107,"United States<sup>b</sup> -> Hawaii -> Business, Economic Development, and Tourism, Department of",United States<sup>b</sup>,Hawaii,"Business, Economic Development, and Tourism, Department of",3,2022042,334000,282042,208000,533000,0,665000
9948,r108,"United States<sup>b</sup> -> Hawaii -> Land and Natural Resources, Department of",United States<sup>b</sup>,Hawaii,"Land and Natural Resources, Department of",3,424000,0,0,424000,0,0,0
9948,r109,United States<sup>b</sup> -> Hawaii -> Natural Energy Laboratory of Hawaii Authority,United States<sup>b</sup>,Hawaii,Natural Energy Laboratory of Hawaii Authority,3,0,0,0,0,0,0,0
9948,r110,"United States<sup>b</sup> -> Hawaii -> Transportation, Department of",United States<sup>b</sup>,Hawaii,"Transportation, Department of",3,2793386,0,0,0,0,2793386,0
9948,r111,United States<sup>b</sup> -> Idaho,United States<sup>b</sup>,Idaho,,2,20444262,8109741,0,9482216,0,2852305,0
9948,r112,"United States<sup>b</sup> -> Idaho -> Agriculture, Department of",United States<sup>b</sup>,Idaho,"Agriculture, Department of",3,1623399,1623399,0,0,0,0,0
9948,r113,United States<sup>b</sup> -> Idaho -> Barley Commission,United States<sup>b</sup>,Idaho,Barley Commission,3,367497,367497,0,0,0,0,0
9948,r114,United States<sup>b</sup> -> Idaho -> Bean Commission,United States<sup>b</sup>,Idaho,Bean Commission,3,33833,33833,0,0,0,0,0
9948,r115,United States<sup>b</sup> -> Idaho -> Beef Council,United States<sup>b</sup>,Idaho,Beef Council,3,211642,211642,0,0,0,0,0
9948,r116,"United States<sup>b</sup> -> Idaho -> Commerce, Department of ",United States<sup>b</sup>,Idaho,"Commerce, Department of ",3,1289693,464736,0,440418,0,384539,0
9948,r117,United States<sup>b</sup> -> Idaho -> Dairy West,United States<sup>b</sup>,Idaho,Dairy West,3,2999460,2999460,0,0,0,0,0
9948,r118,"United States<sup>b</sup> -> Idaho -> Fish and Game, Department of",United States<sup>b</sup>,Idaho,"Fish and Game, Department of",3,9041798,0,0,9041798,0,0,0
9948,r119,United States<sup>b</sup> -> Idaho -> Oilseed Commission,United States<sup>b</sup>,Idaho,Oilseed Commission,3,72645,72645,0,0,0,0,0
9948,r120,United States<sup>b</sup> -> Idaho -> Pea and Lentil Commission,United States<sup>b</sup>,Idaho,Pea and Lentil Commission,3,177697,177697,0,0,0,0,0
9948,r121,United States<sup>b</sup> -> Idaho -> Potato Commission,United States<sup>b</sup>,Idaho,Potato Commission,3,878871,878871,0,0,0,0,0
9948,r122,United States<sup>b</sup> -> Idaho -> Transportation Department,United States<sup>b</sup>,Idaho,Transportation Department,3,2467766,0,0,0,0,2467766,0
9948,r123,United States<sup>b</sup> -> Idaho -> Wheat Commission,United States<sup>b</sup>,Idaho,Wheat Commission,3,1279961,1279961,0,0,0,0,0
9948,r124,United States<sup>b</sup> -> Illinois,United States<sup>b</sup>,Illinois,,2,16463839,1977021,0,1956250,400000,9782913,2347655
9948,r125,"United States<sup>b</sup> -> Illinois -> Children and Family Services, Department of",United States<sup>b</sup>,Illinois,"Children and Family Services, Department of",3,2347655,0,0,0,0,0,2347655
9948,r126,"United States<sup>b</sup> -> Illinois -> Midwest Dairy Association, Illinois Division",United States<sup>b</sup>,Illinois,"Midwest Dairy Association, Illinois Division",3,20772,20772,0,0,0,0,0
9948,r127,United States<sup>b</sup> -> Illinois -> Nutrient Research and Education Council,United States<sup>b</sup>,Illinois,Nutrient Research and Education Council,3,3912499,1956249,0,1956250,0,0,0
9948,r128,"United States<sup>b</sup> -> Illinois -> Public Health, Department of",United States<sup>b</sup>,Illinois,"Public Health, Department of",3,400000,0,0,0,400000,0,0
9948,r129,"United States<sup>b</sup> -> Illinois -> Transportation, Department of",United States<sup>b</sup>,Illinois,"Transportation, Department of",3,9782913,0,0,0,0,9782913,0
9948,r130,United States<sup>b</sup> -> Indiana,United States<sup>b</sup>,Indiana,,2,12104856,500000,0,352281,0,9312575,1940000
9948,r131,United States<sup>b</sup> -> Indiana -> Economic Development Corporation,United States<sup>b</sup>,Indiana,Economic Development Corporation,3,3399111,0,0,0,0,1459111,1940000
9948,r132,"United States<sup>b</sup> -> Indiana -> Natural Resources, Department of",United States<sup>b</sup>,Indiana,"Natural Resources, Department of",3,852281,500000,0,352281,0,0,0
9948,r133,"United States<sup>b</sup> -> Indiana -> Transportation, Department of",United States<sup>b</sup>,Indiana,"Transportation, Department of",3,7853464,0,0,0,0,7853464,0
9948,r134,United States<sup>b</sup> -> Iowa,United States<sup>b</sup>,Iowa,,2,10636720,179657,0,3688099,0,6142926,626038
9948,r135,United States<sup>b</sup> -> Iowa -> Beef Industry Council,United States<sup>b</sup>,Iowa,Beef Industry Council,3,60218,60218,0,0,0,0,0
9948,r136,"United States<sup>b</sup> -> Iowa -> Human Rights, Criminal and Juvenile Justice Planning, Division of, Department of",United States<sup>b</sup>,Iowa,"Human Rights, Criminal and Juvenile Justice Planning, Division of, Department of",3,626038,0,0,0,0,0,626038
9948,r137,"United States<sup>b</sup> -> Iowa -> Midwest Dairy Association, Iowa Division",United States<sup>b</sup>,Iowa,"Midwest Dairy Association, Iowa Division",3,119439,119439,0,0,0,0,0
9948,r138,"United States<sup>b</sup> -> Iowa -> Natural Resources, Department of",United States<sup>b</sup>,Iowa,"Natural Resources, Department of",3,3688099,0,0,3688099,0,0,0
9948,r139,"United States<sup>b</sup> -> Iowa -> Transportation, Department of",United States<sup>b</sup>,Iowa,"Transportation, Department of",3,6142926,0,0,0,0,6142926,0
9948,r140,United States<sup>b</sup> -> Kansas,United States<sup>b</sup>,Kansas,,2,17633236,4457312,132471,8280611,0,3765115,997727
9948,r141,United States<sup>b</sup> -> Kansas -> Corn Commission,United States<sup>b</sup>,Kansas,Corn Commission,3,311744,179273,132471,0,0,0,0
9948,r142,United States<sup>b</sup> -> Kansas -> Grain Sorghum Commission,United States<sup>b</sup>,Kansas,Grain Sorghum Commission,3,700000,700000,0,0,0,0,0
9948,r143,"United States<sup>b</sup> -> Kansas -> Midwest Dairy Association, Kansas Division",United States<sup>b</sup>,Kansas,"Midwest Dairy Association, Kansas Division",3,15579,15579,0,0,0,0,0
9948,r144,United States<sup>b</sup> -> Kansas -> Soybean Commission,United States<sup>b</sup>,Kansas,Soybean Commission,3,1248862,1248862,0,0,0,0,0
9948,r145,United States<sup>b</sup> -> Kansas -> State Board of Regents,United States<sup>b</sup>,Kansas,State Board of Regents,3,997727,0,0,0,0,0,997727
9948,r146,United States<sup>b</sup> -> Kansas -> Sunflower Commission,United States<sup>b</sup>,Kansas,Sunflower Commission,3,20000,20000,0,0,0,0,0
9948,r147,"United States<sup>b</sup> -> Kansas -> Transportation, Department of",United States<sup>b</sup>,Kansas,"Transportation, Department of",3,3765115,0,0,0,0,3765115,0
9948,r148,United States<sup>b</sup> -> Kansas -> Water Office,United States<sup>b</sup>,Kansas,Water Office,3,1207240,48598,0,1158642,0,0,0
9948,r149,United States<sup>b</sup> -> Kansas -> Wheat Commission,United States<sup>b</sup>,Kansas,Wheat Commission,3,2245000,2245000,0,0,0,0,0
9948,r150,"United States<sup>b</sup> -> Kansas -> Wildlife and Parks, Department of",United States<sup>b</sup>,Kansas,"Wildlife and Parks, Department of",3,7121969,0,0,7121969,0,0,0
9948,r151,United States<sup>b</sup> -> Kentucky,United States<sup>b</sup>,Kentucky,,2,34881537,290727,140000,7261361,16829567,8781665,1578217
9948,r152,"United States<sup>b</sup> -> Kentucky -> Economic Development, Cabinet for",United States<sup>b</sup>,Kentucky,"Economic Development, Cabinet for",3,3447809,80000,140000,230000,1419592,0,1578217
9948,r153,"United States<sup>b</sup> -> Kentucky -> Fish and Wildlife Resources, Department of ",United States<sup>b</sup>,Kentucky,"Fish and Wildlife Resources, Department of ",3,6989041,0,0,6989041,0,0,0
9948,r154,United States<sup>b</sup> -> Kentucky -> Horse Racing Commission,United States<sup>b</sup>,Kentucky,Horse Racing Commission,3,70000,0,0,0,70000,0,0
9948,r155,"United States<sup>b</sup> -> Kentucky -> Nature Preserves, Office of Kentucky",United States<sup>b</sup>,Kentucky,"Nature Preserves, Office of Kentucky",3,42320,0,0,42320,0,0,0
9948,r156,"United States<sup>b</sup> -> Kentucky -> Postsecondary Education, Council on",United States<sup>b</sup>,Kentucky,"Postsecondary Education, Council on",3,11572700,0,0,0,11572700,0,0
9948,r157,"United States<sup>b</sup> -> Kentucky -> Public Health, Department for ",United States<sup>b</sup>,Kentucky,"Public Health, Department for ",3,3767275,0,0,0,3767275,0,0
9948,r158,United States<sup>b</sup> -> Kentucky -> Soybean Promotion Board,United States<sup>b</sup>,Kentucky,Soybean Promotion Board,3,210727,210727,0,0,0,0,0
9948,r159,United States<sup>b</sup> -> Kentucky -> Transportation Cabinet,United States<sup>b</sup>,Kentucky,Transportation Cabinet,3,8781665,0,0,0,0,8781665,0
9948,r160,United States<sup>b</sup> -> Louisiana,United States<sup>b</sup>,Louisiana,,2,31843839,289750,927353,10092683,1196008,10065406,9272639
9948,r161,United States<sup>b</sup> -> Louisiana -> Board of Regents,United States<sup>b</sup>,Louisiana,Board of Regents,3,12613939,289750,927353,862783,1196008,65406,9272639
9948,r162,United States<sup>b</sup> -> Louisiana -> Coastal Protection and Restoration Authority,United States<sup>b</sup>,Louisiana,Coastal Protection and Restoration Authority,3,3681012,0,0,3681012,0,0,0
9948,r163,"United States<sup>b</sup> -> Louisiana -> Transportation and Development, Department of ",United States<sup>b</sup>,Louisiana,"Transportation and Development, Department of ",3,10000000,0,0,0,0,10000000,0
