table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021
10327,r039,All locations -> Oregon,All locations,Oregon,,2,10,12,14,18,145,104,144,53,27
10327,r040,All locations -> Pennsylvania,All locations,Pennsylvania,,2,13,10,35,25,25,17,12,214,25
10327,r041,All locations -> Rhode Island,All locations,Rhode Island,,2,6,18,20,28,37,19,28,28,17
10327,r042,All locations -> South Carolina,All locations,South Carolina,,2,13,16,16,26,19,20,22,16,15
10327,r043,All locations -> South Dakota,All locations,South Dakota,,2,1,2,0.05,1,2,1,0.05,8,7
10327,r044,All locations -> Tennessee,All locations,Tennessee,,2,223,293,264,195,250,431,513,694,673
10327,r045,All locations -> Texas,All locations,Texas,,2,15,9,9,30,33,71,65,128,66
10327,r046,All locations -> Utah,All locations,Utah,,2,4,1,0.05,1,1,1,0,1,1
10327,r047,All locations -> Vermont,All locations,Vermont,,2,0.05,2,0.05,0.05,0.05,2,1,6,1
10327,r048,All locations -> Virginia,All locations,Virginia,,2,132,104,31,83,130,122,104,157,57
10327,r049,All locations -> Washington,All locations,Washington,,2,41,35,37,13,4,36,56,122,36
10327,r050,All locations -> West Virginia,All locations,West Virginia,,2,0.05,15,14,0.05,1,20,1,2,2
10327,r051,All locations -> Wisconsin,All locations,Wisconsin,,2,6,7,9,8,2,4,13,68,2
10327,r052,All locations -> Wyoming,All locations,Wyoming,,2,1,1,0.05,0,0,1,11,6,0
10327,r053,All locations -> Outlying areas,All locations,Outlying areas,,2,1,1,1,1,1,9,18,2,5
10327,r054,All locations -> Outlying areas -> Puerto Rico,All locations,Outlying areas,Puerto Rico,3,1,1,1,1,1,9,15,1,0.05
10327,r055,All locations -> Outlying areas -> Other areas<sup>a</sup>,All locations,Outlying areas,Other areas<sup>a</sup>,3,0,0,0,0,0,0,3,1,5
10327,r056,All locations -> Offices abroad<sup>b</sup>,All locations,Offices abroad<sup>b</sup>,,2,0,0,0.05,0.05,1,1,0,0,0
10327,r057,All locations -> Undistributed<sup>c</sup>,All locations,Undistributed<sup>c</sup>,,2,0,0,0,1,0,0,0,0,0
