table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_total,field_paid_for_by_the_company,field_foreign_owner,field_another_u_s_company,field_other_businesses_outside_the_united_states,field_u_s_university_or_college,field_u_s_nonprofit_organization,field_u_s_federal_government,field_u_s_state_or_local_government,field_all_other_organizations_outside_the_united_states
12467,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['653,665', '&nbsp;']","['619,247', '&nbsp;']","['3,504', '&nbsp;']","['4,441', '&nbsp;']","['393', '&nbsp;']","['1,741', 'r']","['1,144', 'r']","['21,689', '&nbsp;']","['1,443', '&nbsp;']","['63', 'r']"
12467,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['478,466', '&nbsp;']","['451,836', '&nbsp;']","['1,629', '&nbsp;']","['3,186', '&nbsp;']","['393', '&nbsp;']","['1,736', 'r']","['0', '&nbsp;']","['18,740', '&nbsp;']","['945', '&nbsp;']","['0', '&nbsp;']"
12467,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 less 5112,"['175,199', '&nbsp;']","['167,411', '&nbsp;']","['1,875', 'r']","['1,255', 'r']","['0', '&nbsp;']","['5', 'r']","['1,144', 'r']","['2,949', 'r']","['498', '&nbsp;']","['63', 'r']"
12467,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['388,846', '&nbsp;']","['267,509', '&nbsp;']","['3,434', '&nbsp;']","['49,089', '&nbsp;']","['1,405', 'r']","['837', '&nbsp;']","['510', 'r']","['60,927', '&nbsp;']","['3,532', 'r']","['1,604', 'r']"
12467,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['1,414,970', '&nbsp;']","['1,160,411', '&nbsp;']","['10,227', 'r']","['135,354', 'r']","['10,626', 'r']","['8,597', 'r']","['157', 'r']","['82,253', '&nbsp;']","['7,129', 'r']","['217', '&nbsp;']"
12467,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['2,252,879', '&nbsp;']","['1,552,008', '&nbsp;']","['153,066', '&nbsp;']","['82,094', '&nbsp;']","['11,891', '&nbsp;']","['6,263', '&nbsp;']","['9,238', '&nbsp;']","['404,830', '&nbsp;']","['20,343', '&nbsp;']","['13,147', '&nbsp;']"
12467,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['137,272', '&nbsp;']","['83,879', '&nbsp;']","['10,585', 'r']","['6,108', '&nbsp;']","['689', '&nbsp;']","['1,370', 'r']","['31', 'r']","['33,462', '&nbsp;']","['1,147', 'r']","['0', '&nbsp;']"
12467,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['1,010,361', '&nbsp;']","['787,852', '&nbsp;']","['65,332', '&nbsp;']","['25,881', '&nbsp;']","['3,946', '&nbsp;']","['1,169', '&nbsp;']","['3,957', '&nbsp;']","['107,984', '&nbsp;']","['9,476', '&nbsp;']","['4,763', '&nbsp;']"
12467,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['1,085,263', '&nbsp;']","['664,206', '&nbsp;']","['77,148', '&nbsp;']","['49,140', '&nbsp;']","['7,256', '&nbsp;']","['3,544', '&nbsp;']","['4,211', '&nbsp;']","['261,653', '&nbsp;']","['9,720', '&nbsp;']","['8,384', 'r']"
12467,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['19,984', '&nbsp;']","['16,070', '&nbsp;']","['0', '&nbsp;']","['964', 'r']","['0', '&nbsp;']","['180', 'r']","['1,038', 'r']","['1,731', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
