table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_fte_r_d_employeesa_total,field_fte_r_d_employeesa_full_time_r_d_employees,field_fte_r_d_employeesa_full_time_employees_working_on_r_d_part_time,field_fte_r_d_employeesa_part_time_employees_working_on_r_d,field_fte_r_d_scientists_and_engineersb_total,field_fte_r_d_scientists_and_engineersb_full_time_r_d_employees,field_fte_r_d_scientists_and_engineersb_full_time_employees_working_on_r_d_part_time,field_fte_r_d_scientists_and_engineersb_part_time_employees_working_on_r_d
9686,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['57', '  ']","['38', 'i ']","['18', '  ']","['1', 'i ']","['42', 'i ']","['29', 'i ']","['12', 'i ']","['*', 'i ']"
9686,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['4', '  ']","['2', '  ']","['2', '  ']","['*', '  ']","['3', '  ']","['1', '  ']","['1', '  ']","['*', '  ']"
9686,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['*', '  ']","['*', '  ']","['*', '  ']","['*', 'i ']","['*', '  ']","['*', '  ']","['*', '  ']","['0', '  ']"
9686,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['11', '  ']","['9', '  ']","['2', '  ']","['*', '  ']","['5', '  ']","['5', '  ']","['*', 'i ']","['*', '  ']"
9686,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['3', '  ']","['2', '  ']","['1', '  ']","['*', '  ']","['2', '  ']","['1', '  ']","['*', '  ']","['*', '  ']"
9686,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['78', '  ']","['71', '  ']","['7', '  ']","['1', '  ']","['51', '  ']","['48', '  ']","['2', '  ']","['*', 'i ']"
9686,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['63', '  ']","['58', '  ']","['4', '  ']","['1', '  ']","['42', '  ']","['41', '  ']","['1', '  ']","['*', 'i ']"
9686,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['16', '  ']","['13', '  ']","['3', '  ']","['*', '  ']","['9', '  ']","['7', '  ']","['1', '  ']","['*', '  ']"
9686,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['1,017', '  ']","['798', '  ']","['204', '  ']","['16', '  ']","['689', '  ']","['549', '  ']","['132', '  ']","['7', 'i ']"
9686,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['7', '  ']","['6', '  ']","['1', 'i ']","['*', 'i ']","['4', '  ']","['4', '  ']","['*', 'i ']","['*', 'i ']"
9686,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['2', 'i ']","['1', 'i ']","['1', 'i ']","['*', 'i ']","['1', 'i ']","['1', 'i ']","['*', 'i ']","['*', 'i ']"
9686,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['17', 'i ']","['9', 'i ']","['8', 'i ']","['*', 'i ']","['8', 'i ']","['5', 'i ']","['3', 'i ']","['*', '  ']"
9686,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['98 - 120', '  ']","['12 - 73', '  ']","['27 - 88', '  ']","['*', '  ']","['66 - 102', '  ']","['0 - 48', '  ']","['17 - 71', '  ']","['*', 'i ']"
9686,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['17', '  ']","['10', '  ']","['7', '  ']","['*', 'i ']","['10', '  ']","['6', '  ']","['4', '  ']","['*', 'i ']"
9686,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['434', '  ']","['405', '  ']","['28', '  ']","['1', '  ']","['317', '  ']","['302', '  ']","['14', '  ']","['1', '  ']"
9686,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['122', '  ']","['115', '  ']","['7', '  ']","['*', '  ']","['96', '  ']","['92', '  ']","['3', '  ']","['*', '  ']"
9686,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['1', 'i ']","['1', 'i ']","['*', 'i ']","['*', 'r ']","['*', 'i ']","['*', 'i ']","['*', 'r ']","['*', 'r ']"
9686,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['121', '  ']","['114', '  ']","['7', '  ']","['*', '  ']","['95', '  ']","['92', '  ']","['3', '  ']","['*', '  ']"
9686,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['21', '  ']","['18', 'i ']","['3', 'i ']","['*', '  ']","['10', 'i ']","['9', 'i ']","['1', 'i ']","['*', '  ']"
9686,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['159', '  ']","['143', '  ']","['16', '  ']","['1', '  ']","['107', 'i ']","['98', 'i ']","['9', '  ']","['*', 'i ']"
9686,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['132', '  ']","['130', '  ']","['2', '  ']","['*', '  ']","['105', '  ']","['103', '  ']","['1', '  ']","['*', '  ']"
9686,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['72', '  ']","['56', 'i ']","['16', '  ']","['*', '  ']","['51', 'i ']","['44', 'i ']","['7', 'i ']","['*', 'i ']"
9686,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['4', '  ']","['4', '  ']","['*', 'i ']","['*', '  ']","['4', '  ']","['4', '  ']","['*', 'i ']","['*', '  ']"
9686,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['*', 'i ']","['*', 'i ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['0', '  ']"
9686,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['4', '  ']","['4', '  ']","['*', '  ']","['*', '  ']","['3', '  ']","['3', '  ']","['*', '  ']","['*', '  ']"
9686,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['303', '  ']","['232', '  ']","['59', '  ']","['13', '  ']","['177', '  ']","['136', '  ']","['36', '  ']","['5', 'i ']"
9686,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['46', '  ']","['19', '  ']","['25', '  ']","['2', '  ']","['32', '  ']","['13', '  ']","['17', '  ']","['1', '  ']"
9686,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['92', '  ']","['76', '  ']","['15', '  ']","['2', '  ']","['64', '  ']","['54', '  ']","['9', 'i ']","['1', '  ']"
9686,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['122', 'i ']","['104', 'i ']","['9', 'i ']","['9', '  ']","['57', 'i ']","['51', 'i ']","['4', 'i ']","['3', 'i ']"
9686,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['1', '  ']","['1', '  ']","['*', 'i ']","['*', 'i ']","['1', '  ']","['1', '  ']","['*', 'i ']","['*', 'i ']"
9686,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['34', '  ']","['34', '  ']","['*', '  ']","['*', '  ']","['13', '  ']","['12', '  ']","['*', '  ']","['*', '  ']"
9686,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['78', 'i ']","['67', 'i ']","['8', 'i ']","['2', 'i ']","['41', 'i ']","['36', 'i ']","['4', 'i ']","['1', 'i ']"
9686,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['9', '  ']","['3', '  ']","['1', '  ']","['6', '  ']","['3', 'i ']","['1', 'i ']","['*', 'i ']","['1', 'i ']"
9686,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['43', 'i ']","['33', 'i ']","['10', 'i ']","['*', '  ']","['24', 'i ']","['18', 'i ']","['6', '  ']","['*', '  ']"
9686,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['8', '  ']","['7', '  ']","['1', 'i ']","['*', '  ']","['4', '  ']","['4', '  ']","['*', 'i ']","['*', 'i ']"
9686,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['29 - 51', '  ']","['0 - 51', '  ']","['0 - 51', '  ']","['*', '  ']","['6 - 51', '  ']","['0 - 48', '  ']","['0 - 51', '  ']","['*', '  ']"
9686,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['1,941', '  ']","['1,590', '  ']","['327', '  ']","['24', '  ']","['1,311', '  ']","['1,113', '  ']","['187', '  ']","['10', 'i ']"
9686,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9686,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>c</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>c</sup>,,,3,–,"['31', '  ']","['22', '  ']","['8', '  ']","['1', '  ']","['18', '  ']","['13', '  ']","['4', '  ']","['*', '  ']"
9686,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['82', '  ']","['56', '  ']","['25', '  ']","['2', '  ']","['48', '  ']","['36', '  ']","['11', '  ']","['1', '  ']"
9686,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9686,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['76', '  ']","['51', '  ']","['23', '  ']","['2', '  ']","['45', '  ']","['34', '  ']","['10', '  ']","['1', '  ']"
9686,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['133', '  ']","['100', '  ']","['31', '  ']","['2', '  ']","['70', '  ']","['57', '  ']","['12', '  ']","['1', '  ']"
9686,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9686,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['91', '  ']","['70', '  ']","['20', '  ']","['1', '  ']","['57', '  ']","['48', '  ']","['9', '  ']","['1', '  ']"
9686,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['96', '  ']","['81', '  ']","['15', '  ']","['1', '  ']","['63', '  ']","['56', '  ']","['7', '  ']","['*', '  ']"
9686,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['308', '  ']","['263', '  ']","['43', '  ']","['3', '  ']","['206', '  ']","['183', '  ']","['22', '  ']","['1', 'i ']"
9686,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['200', '  ']","['170', '  ']","['22', '  ']","['7', '  ']","['133', '  ']","['119', '  ']","['11', '  ']","['3', 'i ']"
9686,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['287', '  ']","['257', '  ']","['27', 'i ']","['2', 'i ']","['184', '  ']","['168', '  ']","['15', 'i ']","['1', 'i ']"
9686,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['636', '  ']","['521', '  ']","['113', '  ']","['2', '  ']","['486', '  ']","['400', '  ']","['84', '  ']","['2', '  ']"
