table_id,row_id,_b_broad_field_b_full_path,_b_broad_field_b_level_1,_b_broad_field_b_level_2,_b_broad_field_b_level_3,_b_broad_field_b_level_4,_b_broad_field_b_hierarchy_depth,field_total,field_dod_number,field_dod_percent,field_doe_number,field_doe_percent,field_hhs_nih_number,field_hhs_nih_percent,field_hhs_other_hhs_number,field_hhs_other_hhs_percent,field_nasa_number,field_nasa_percent,field_nsf_number,field_nsf_percent,field_usda_number,field_usda_percent,field_other_number,field_other_percent
6083,r012,All graduate students -> Science -> Social sciences,All graduate students,Science,Social sciences,,3,2780,509,18.3,13,0.5,198,7.1,58,2.1,29,1.0,708,25.5,230,8.3,1035,37.2
6083,r013,All graduate students -> Engineering,All graduate students,Engineering,,,2,24114,4901,20.3,2641,11.0,3118,12.9,597,2.5,841,3.5,8606,35.7,308,1.3,3102,12.9
6083,r014,"All graduate students -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All graduate students,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,1230,559,45.4,62,5.0,3,0.2,1,0.1,199,16.2,232,18.9,2,0.2,172,14.0
6083,r015,"All graduate students -> Engineering -> Biological, biomedical, and biosystems engineering",All graduate students,Engineering,"Biological, biomedical, and biosystems engineering",,3,3016,192,6.4,23,0.8,1831,60.7,87,2.9,22,0.7,682,22.6,33,1.1,146,4.8
6083,r016,"All graduate students -> Engineering -> Chemical, petroleum, and chemical-related engineering",All graduate students,Engineering,"Chemical, petroleum, and chemical-related engineering",,3,2533,216,8.5,508,20.1,293,11.6,53,2.1,49,1.9,1142,45.1,22,0.9,250,9.9
6083,r017,"All graduate students -> Engineering -> Civil, environmental, transportation and related engineering fields",All graduate students,Engineering,"Civil, environmental, transportation and related engineering fields",,3,2040,147,7.2,154,7.5,30,1.5,117,5.7,83,4.1,848,41.6,58,2.8,603,29.6
6083,r018,"All graduate students -> Engineering -> Electrical, electronics, communications and computer engineering",All graduate students,Engineering,"Electrical, electronics, communications and computer engineering",,3,5974,1643,27.5,434,7.3,424,7.1,87,1.5,134,2.2,2494,41.7,27,0.5,731,12.2
6083,r019,"All graduate students -> Engineering -> Industrial, manufacturing, systems engineering and operations research",All graduate students,Engineering,"Industrial, manufacturing, systems engineering and operations research",,3,1095,502,45.8,45,4.1,29,2.6,38,3.5,22,2.0,314,28.7,4,0.4,141,12.9
6083,r020,All graduate students -> Engineering -> Mechanical engineering,All graduate students,Engineering,Mechanical engineering,,3,4283,1013,23.7,576,13.4,254,5.9,74,1.7,235,5.5,1595,37.2,24,0.6,512,12.0
6083,r021,"All graduate students -> Engineering -> Metallurgical, mining, materials and related engineering fields",All graduate students,Engineering,"Metallurgical, mining, materials and related engineering fields",,3,1716,314,18.3,409,23.8,77,4.5,58,3.4,50,2.9,657,38.3,8,0.5,143,8.3
6083,r022,All graduate students -> Engineering -> Other engineering,All graduate students,Engineering,Other engineering,,3,2227,315,14.1,430,19.3,177,7.9,82,3.7,47,2.1,642,28.8,130,5.8,404,18.1
6083,r023,All graduate students -> Health,All graduate students,Health,,,2,3387,120,3.5,4,0.1,1498,44.2,463,13.7,4,0.1,131,3.9,41,1.2,1126,33.2
6083,r024,All graduate students -> Health -> Clinical medicine<sup>a</sup>,All graduate students,Health,Clinical medicine<sup>a</sup>,,3,1410,31,2.2,3,0.2,546,38.7,296,21.0,1,0.1,35,2.5,15,1.1,483,34.3
6083,r025,All graduate students -> Health -> Other health,All graduate students,Health,Other health,,3,1977,89,4.5,1,0.1,952,48.2,167,8.4,3,0.2,96,4.9,26,1.3,643,32.5
6083,r026,All graduate students -> Master's students,All graduate students,Master's students,,,2,12459,2681,21.5,487,3.9,908,7.3,516,4.1,291,2.3,2058,16.5,1067,8.6,4451,35.7
6083,r027,All graduate students -> Master's students -> Science,All graduate students,Master's students,Science,,3,7083,1159,16.4,124,1.8,500,7.1,218,3.1,131,1.8,1198,16.9,956,13.5,2797,39.5
6083,r028,All graduate students -> Master's students -> Science -> Agricultural and veterinary sciences,All graduate students,Master's students,Science,Agricultural and veterinary sciences,4,590,2,0.3,3,0.5,25,4.2,35,5.9,0,0.0,40,6.8,398,67.5,87,14.7
6083,r029,All graduate students -> Master's students -> Science -> Biological and biomedical sciences,All graduate students,Master's students,Science,Biological and biomedical sciences,4,1286,74,5.8,9,0.7,321,25.0,69,5.4,10,0.8,204,15.9,197,15.3,402,31.3
6083,r030,All graduate students -> Master's students -> Science -> Computer and information sciences,All graduate students,Master's students,Science,Computer and information sciences,4,1242,398,32.0,21,1.7,45,3.6,21,1.7,12,1.0,365,29.4,20,1.6,360,29.0
6083,r031,"All graduate students -> Master's students -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All graduate students,Master's students,Science,"Geosciences, atmospheric sciences, and ocean sciences",4,639,43,6.7,24,3.8,3,0.5,2,0.3,62,9.7,232,36.3,19,3.0,254,39.7
6083,r032,All graduate students -> Master's students -> Science -> Mathematics and statistics,All graduate students,Master's students,Science,Mathematics and statistics,4,182,31,17.0,9,4.9,24,13.2,2,1.1,0,0.0,46,25.3,3,1.6,67,36.8
6083,r033,All graduate students -> Master's students -> Science -> Multidisciplinary and interdisciplinary studies,All graduate students,Master's students,Science,Multidisciplinary and interdisciplinary studies,4,138,27,19.6,3,2.2,14,10.1,0,0.0,4,2.9,14,10.1,17,12.3,59,42.8
6083,r034,All graduate students -> Master's students -> Science -> Natural resources and conservation,All graduate students,Master's students,Science,Natural resources and conservation,4,653,23,3.5,24,3.7,6,0.9,32,4.9,8,1.2,89,13.6,196,30.0,275,42.1
6083,r035,All graduate students -> Master's students -> Science -> Physical sciences,All graduate students,Master's students,Science,Physical sciences,4,332,55,16.6,29,8.7,22,6.6,3,0.9,27,8.1,98,29.5,5,1.5,93,28.0
6083,r036,All graduate students -> Master's students -> Science -> Psychology,All graduate students,Master's students,Science,Psychology,4,781,61,7.8,0,0.0,33,4.2,46,5.9,0,0.0,22,2.8,9,1.2,610,78.1
6083,r037,All graduate students -> Master's students -> Science -> Social sciences,All graduate students,Master's students,Science,Social sciences,4,1240,445,35.9,2,0.2,7,0.6,8,0.6,8,0.6,88,7.1,92,7.4,590,47.6
6083,r038,All graduate students -> Master's students -> Engineering,All graduate students,Master's students,Engineering,,3,3949,1461,37.0,363,9.2,157,4.0,94,2.4,159,4.0,808,20.5,84,2.1,823,20.8
6083,r039,"All graduate students -> Master's students -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All graduate students,Master's students,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,362,207,57.2,17,4.7,1,0.3,0,0.0,45,12.4,35,9.7,0,0.0,57,15.7
6083,r040,"All graduate students -> Master's students -> Engineering -> Biological, biomedical, and biosystems engineering",All graduate students,Master's students,Engineering,"Biological, biomedical, and biosystems engineering",4,184,27,14.7,2,1.1,67,36.4,3,1.6,8,4.3,27,14.7,7,3.8,43,23.4
6083,r041,"All graduate students -> Master's students -> Engineering -> Chemical, petroleum, and chemical-related engineering",All graduate students,Master's students,Engineering,"Chemical, petroleum, and chemical-related engineering",4,97,13,13.4,20,20.6,7,7.2,0,0.0,9,9.3,30,30.9,3,3.1,15,15.5
6083,r042,"All graduate students -> Master's students -> Engineering -> Civil, environmental, transportation and related engineering fields",All graduate students,Master's students,Engineering,"Civil, environmental, transportation and related engineering fields",4,506,50,9.9,27,5.3,7,1.4,37,7.3,7,1.4,138,27.3,17,3.4,223,44.1
6083,r043,"All graduate students -> Master's students -> Engineering -> Electrical, electronics, communications and computer engineering",All graduate students,Master's students,Engineering,"Electrical, electronics, communications and computer engineering",4,913,356,39.0,81,8.9,33,3.6,15,1.6,21,2.3,236,25.8,4,0.4,167,18.3
6083,r044,"All graduate students -> Master's students -> Engineering -> Industrial, manufacturing, systems engineering and operations research",All graduate students,Master's students,Engineering,"Industrial, manufacturing, systems engineering and operations research",4,484,365,75.4,10,2.1,3,0.6,11,2.3,2,0.4,25,5.2,0,0.0,68,14.0
6083,r045,All graduate students -> Master's students -> Engineering -> Mechanical engineering,All graduate students,Master's students,Engineering,Mechanical engineering,4,866,292,33.7,111,12.8,24,2.8,15,1.7,49,5.7,227,26.2,3,0.3,145,16.7
6083,r046,"All graduate students -> Master's students -> Engineering -> Metallurgical, mining, materials and related engineering fields",All graduate students,Master's students,Engineering,"Metallurgical, mining, materials and related engineering fields",4,161,54,33.5,41,25.5,5,3.1,8,5.0,7,4.3,30,18.6,2,1.2,14,8.7
6083,r047,All graduate students -> Master's students -> Engineering -> Other engineering,All graduate students,Master's students,Engineering,Other engineering,4,376,97,25.8,54,14.4,10,2.7,5,1.3,11,2.9,60,16.0,48,12.8,91,24.2
6083,r048,All graduate students -> Master's students -> Health,All graduate students,Master's students,Health,,3,1427,61,4.3,0,0.0,251,17.6,204,14.3,1,0.1,52,3.6,27,1.9,831,58.2
6083,r049,All graduate students -> Master's students -> Health -> Clinical medicine<sup>a</sup>,All graduate students,Master's students,Health,Clinical medicine<sup>a</sup>,4,715,20,2.8,0,0.0,155,21.7,144,20.1,1,0.1,15,2.1,9,1.3,371,51.9
6083,r050,All graduate students -> Master's students -> Health -> Other health,All graduate students,Master's students,Health,Other health,4,712,41,5.8,0,0.0,96,13.5,60,8.4,0,0.0,37,5.2,18,2.5,460,64.6
6083,r051,All graduate students -> Doctoral students,All graduate students,Doctoral students,,,2,63759,5954,9.3,4857,7.6,20800,32.6,2245,3.5,1805,2.8,20355,31.9,1622,2.5,6121,9.6
6083,r052,All graduate students -> Doctoral students -> Science,All graduate students,Doctoral students,Science,,3,41634,2455,5.9,2575,6.2,16592,39.9,1483,3.6,1120,2.7,12478,30.0,1384,3.3,3547,8.5
6083,r053,All graduate students -> Doctoral students -> Science -> Agricultural and veterinary sciences,All graduate students,Doctoral students,Science,Agricultural and veterinary sciences,4,847,10,1.2,14,1.7,101,11.9,47,5.5,3,0.4,87,10.3,507,59.9,78,9.2
6083,r054,All graduate students -> Doctoral students -> Science -> Biological and biomedical sciences,All graduate students,Doctoral students,Science,Biological and biomedical sciences,4,18141,324,1.8,146,0.8,13078,72.1,886,4.9,56,0.3,2369,13.1,489,2.7,793,4.4
6083,r055,All graduate students -> Doctoral students -> Science -> Computer and information sciences,All graduate students,Doctoral students,Science,Computer and information sciences,4,4347,923,21.2,78,1.8,290,6.7,53,1.2,31,0.7,2502,57.6,21,0.5,449,10.3
6083,r056,"All graduate students -> Doctoral students -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All graduate students,Doctoral students,Science,"Geosciences, atmospheric sciences, and ocean sciences",4,1889,100,5.3,81,4.3,24,1.3,9,0.5,359,19.0,986,52.2,13,0.7,317,16.8
6083,r057,All graduate students -> Doctoral students -> Science -> Mathematics and statistics,All graduate students,Doctoral students,Science,Mathematics and statistics,4,1403,122,8.7,39,2.8,164,11.7,23,1.6,12,0.9,937,66.8,11,0.8,95,6.8
6083,r058,All graduate students -> Doctoral students -> Science -> Multidisciplinary and interdisciplinary studies,All graduate students,Doctoral students,Science,Multidisciplinary and interdisciplinary studies,4,410,44,10.7,30,7.3,105,25.6,8,2.0,4,1.0,150,36.6,21,5.1,48,11.7
6083,r059,All graduate students -> Doctoral students -> Science -> Natural resources and conservation,All graduate students,Doctoral students,Science,Natural resources and conservation,4,662,11,1.7,15,2.3,49,7.4,32,4.8,37,5.6,198,29.9,150,22.7,170,25.7
6083,r060,All graduate students -> Doctoral students -> Science -> Physical sciences,All graduate students,Doctoral students,Science,Physical sciences,4,10460,756,7.2,2156,20.6,1795,17.2,220,2.1,597,5.7,4219,40.3,28,0.3,689,6.6
6083,r061,All graduate students -> Doctoral students -> Science -> Psychology,All graduate students,Doctoral students,Science,Psychology,4,1935,101,5.2,5,0.3,795,41.1,155,8.0,0,0.0,410,21.2,6,0.3,463,23.9
6083,r062,All graduate students -> Doctoral students -> Science -> Social sciences,All graduate students,Doctoral students,Science,Social sciences,4,1540,64,4.2,11,0.7,191,12.4,50,3.2,21,1.4,620,40.3,138,9.0,445,28.9
6083,r063,All graduate students -> Doctoral students -> Engineering,All graduate students,Doctoral students,Engineering,,3,20165,3440,17.1,2278,11.3,2961,14.7,503,2.5,682,3.4,7798,38.7,224,1.1,2279,11.3
6083,r064,"All graduate students -> Doctoral students -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All graduate students,Doctoral students,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,868,352,40.6,45,5.2,2,0.2,1,0.1,154,17.7,197,22.7,2,0.2,115,13.2
6083,r065,"All graduate students -> Doctoral students -> Engineering -> Biological, biomedical, and biosystems engineering",All graduate students,Doctoral students,Engineering,"Biological, biomedical, and biosystems engineering",4,2832,165,5.8,21,0.7,1764,62.3,84,3.0,14,0.5,655,23.1,26,0.9,103,3.6
6083,r066,"All graduate students -> Doctoral students -> Engineering -> Chemical, petroleum, and chemical-related engineering",All graduate students,Doctoral students,Engineering,"Chemical, petroleum, and chemical-related engineering",4,2436,203,8.3,488,20.0,286,11.7,53,2.2,40,1.6,1112,45.6,19,0.8,235,9.6
6083,r067,"All graduate students -> Doctoral students -> Engineering -> Civil, environmental, transportation and related engineering fields",All graduate students,Doctoral students,Engineering,"Civil, environmental, transportation and related engineering fields",4,1534,97,6.3,127,8.3,23,1.5,80,5.2,76,5.0,710,46.3,41,2.7,380,24.8
6083,r068,"All graduate students -> Doctoral students -> Engineering -> Electrical, electronics, communications and computer engineering",All graduate students,Doctoral students,Engineering,"Electrical, electronics, communications and computer engineering",4,5061,1287,25.4,353,7.0,391,7.7,72,1.4,113,2.2,2258,44.6,23,0.5,564,11.1
6083,r069,"All graduate students -> Doctoral students -> Engineering -> Industrial, manufacturing, systems engineering and operations research",All graduate students,Doctoral students,Engineering,"Industrial, manufacturing, systems engineering and operations research",4,611,137,22.4,35,5.7,26,4.3,27,4.4,20,3.3,289,47.3,4,0.7,73,11.9
6083,r070,All graduate students -> Doctoral students -> Engineering -> Mechanical engineering,All graduate students,Doctoral students,Engineering,Mechanical engineering,4,3417,721,21.1,465,13.6,230,6.7,59,1.7,186,5.4,1368,40.0,21,0.6,367,10.7
6083,r071,"All graduate students -> Doctoral students -> Engineering -> Metallurgical, mining, materials and related engineering fields",All graduate students,Doctoral students,Engineering,"Metallurgical, mining, materials and related engineering fields",4,1555,260,16.7,368,23.7,72,4.6,50,3.2,43,2.8,627,40.3,6,0.4,129,8.3
6083,r072,All graduate students -> Doctoral students -> Engineering -> Other engineering,All graduate students,Doctoral students,Engineering,Other engineering,4,1851,218,11.8,376,20.3,167,9.0,77,4.2,36,1.9,582,31.4,82,4.4,313,16.9
6083,r073,All graduate students -> Doctoral students -> Health,All graduate students,Doctoral students,Health,,3,1960,59,3.0,4,0.2,1247,63.6,259,13.2,3,0.2,79,4.0,14,0.7,295,15.1
6083,r074,All graduate students -> Doctoral students -> Health -> Clinical medicine<sup>a</sup>,All graduate students,Doctoral students,Health,Clinical medicine<sup>a</sup>,4,695,11,1.6,3,0.4,391,56.3,152,21.9,0,0.0,20,2.9,6,0.9,112,16.1
6083,r075,All graduate students -> Doctoral students -> Health -> Other health,All graduate students,Doctoral students,Health,Other health,4,1265,48,3.8,1,0.1,856,67.7,107,8.5,3,0.2,59,4.7,8,0.6,183,14.5
