table_id,row_id,occupation_ethnicity_and_race_full_path,occupation_ethnicity_and_race_level_1,occupation_ethnicity_and_race_level_2,occupation_ethnicity_and_race_level_3,occupation_ethnicity_and_race_level_4,occupation_ethnicity_and_race_level_5,occupation_ethnicity_and_race_level_6,occupation_ethnicity_and_race_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017
1239,r019,"All occupations -> Management, professional, and related occupations -> Professional and related occupations -> Registered nurse",All occupations,"Management, professional, and related occupations",Professional and related occupations,Registered nurse,,,4,2745,2800,2835,2726,2823,2852,2883,2928,3090,3122
1239,r020,"All occupations -> Management, professional, and related occupations -> Professional and related occupations -> Science technician",All occupations,"Management, professional, and related occupations",Professional and related occupations,Science technician,,,4,259,268,280,264,303,279,302,360,306,314
1239,r021,"All occupations -> Management, professional, and related occupations -> Professional and related occupations -> Teacher, except postsecondary (college and university)",All occupations,"Management, professional, and related occupations",Professional and related occupations,"Teacher, except postsecondary (college and university)",,,4,6004,5840,5920,5870,5850,5961,6000,6257,6190,6307
1239,r022,"All occupations -> Management, professional, and related occupations -> Professional and related occupations -> Teacher, postsecondary (college and university)",All occupations,"Management, professional, and related occupations",Professional and related occupations,"Teacher, postsecondary (college and university)",,,4,1224,1311,1309,1335,1332,1325,1255,1319,1424,1419
1239,r023,"All occupations -> Management, professional, and related occupations -> Professional and related occupations -> Therapist",All occupations,"Management, professional, and related occupations",Professional and related occupations,Therapist,,,4,664,676,722,776,743,748,830,886,905,886
1239,r024,"All occupations -> Management, professional, and related occupations -> Professional and related occupations -> Other health care professional",All occupations,"Management, professional, and related occupations",Professional and related occupations,Other health care professional,,,4,325,348,371,511,487,530,572,590,590,576
1239,r025,"All occupations -> Management, professional, and related occupations -> Professional and related occupations -> Other natural scientist",All occupations,"Management, professional, and related occupations",Professional and related occupations,Other natural scientist,,,4,250,246,264,279,307,271,291,341,380,418
1239,r026,"All occupations -> Management, professional, and related occupations -> Professional and related occupations -> Other social scientist or urban planner",All occupations,"Management, professional, and related occupations",Professional and related occupations,Other social scientist or urban planner,,,4,73,63,76,88,100,83,80,73,88,79
1239,r027,"All occupations -> Management, professional, and related occupations -> Professional and related occupations -> Other professional or related occupation",All occupations,"Management, professional, and related occupations",Professional and related occupations,Other professional or related occupation,,,4,7174,7087,7125,7056,7132,7287,7465,7736,7691,7999
1239,r028,All occupations -> Other occupations,All occupations,Other occupations,,,,,2,92728,87831,87340,87652,88638,89192,90476,90832,92143,92618
1239,r029,All occupations -> Hispanic<sup>a</sup>,All occupations,Hispanic<sup>a</sup>,,,,,2,20264,19638,19918,20288,21887,22529,22312,23226,24034,24629
1239,r030,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",,,,3,3703,3725,3756,3889,4464,4572,4451,4844,5136,5334
1239,r031,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Management, business, and financial operations occupations",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations","Management, business, and financial operations occupations",,,4,1650,1617,1594,1594,1908,1916,1867,2070,2253,2293
1239,r032,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,,,4,2053,2107,2162,2295,2556,2657,2585,2774,2883,3041
1239,r033,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Architect",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Architect,,5,13,14,16,8,17,15,14,8,16,14
1239,r034,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Biological or life scientist",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Biological or life scientist,,5,6,13,18,17,14,20,14,18,9,24
1239,r035,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Chemist",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Chemist,,5,6,6,6,4,9,12,4,7,6,4
1239,r036,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Dietitian",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Dietitian,,5,9,7,5,10,9,9,6,9,7,9
1239,r037,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Economist and market and survey researcher",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Economist and market and survey researcher,,5,11,8,5,15,11,19,22,27,26,30
1239,r038,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Engineer",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Engineer,,5,117,121,108,114,108,127,140,160,169,179
1239,r039,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Engineering and related technologist or technician",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Engineering and related technologist or technician,,5,68,48,55,55,69,56,52,52,69,65
1239,r040,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Health technologist or technician",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Health technologist or technician,,5,167,209,191,232,247,280,262,294,298,303
1239,r041,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Lawyer or judge",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Lawyer or judge,,5,37,32,40,41,47,54,53,55,55,56
1239,r042,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Mathematical or computer scientist",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Mathematical or computer scientist,,5,177,186,183,204,212,252,245,264,270,316
1239,r043,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Pharmacist",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Pharmacist,,5,7,9,12,12,13,13,13,10,10,17
1239,r044,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Physician",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Physician,,5,51,52,59,54,48,36,53,57,68,70
1239,r045,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Physicians' assistant",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Physicians' assistant,,5,9,11,9,10,10,13,5,5,4,5
1239,r046,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Psychologist",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Psychologist,,5,8,10,15,13,11,16,20,14,12,13
1239,r047,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Registered nurse",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Registered nurse,,5,135,127,136,138,170,188,171,177,191,197
1239,r048,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Science technician",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Science technician,,5,14,30,35,15,34,32,34,31,32,42
1239,r049,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Teacher, except postsecondary (college and university)",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,"Teacher, except postsecondary (college and university)",,5,423,415,427,486,559,590,548,545,540,626
1239,r050,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Teacher, postsecondary (college and university)",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,"Teacher, postsecondary (college and university)",,5,55,60,60,64,80,81,66,82,89,83
1239,r051,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Therapist",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Therapist,,5,31,38,47,44,62,61,50,70,78,63
1239,r052,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Other health care professional",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Other health care professional,,5,15,20,16,25,16,33,23,29,33,22
1239,r053,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Other natural scientist",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Other natural scientist,,5,3,5,11,11,8,9,17,18,23,26
1239,r054,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Other social scientist or urban planner",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Other social scientist or urban planner,,5,4,2,4,5,8,2,5,3,11,5
1239,r055,"All occupations -> Hispanic<sup>a</sup> -> Management, professional, and related occupations -> Professional and related occupations -> Other professional or related occupation",All occupations,Hispanic<sup>a</sup>,"Management, professional, and related occupations",Professional and related occupations,Other professional or related occupation,,5,685,686,707,716,795,739,766,839,865,871
1239,r056,All occupations -> Hispanic<sup>a</sup> -> Other occupations,All occupations,Hispanic<sup>a</sup>,Other occupations,,,,3,16561,15913,16162,16399,17423,17957,17861,18381,18897,19295
1239,r057,All occupations -> Not Hispanic,All occupations,Not Hispanic,,,,,2,,,,,,,,,,
1239,r058,All occupations -> Not Hispanic -> Black,All occupations,Not Hispanic,Black,,,,3,15378,14526,14419,14376,14837,15176,15742,16460,16935,17425
1239,r059,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",,,4,4309,4217,4230,4252,4420,4408,4678,5068,5142,5351
1239,r060,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Management, business, and financial operations occupations",All occupations,Not Hispanic,Black,"Management, professional, and related occupations","Management, business, and financial operations occupations",,5,1552,1490,1453,1512,1673,1594,1639,1865,1891,1919
1239,r061,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,,5,2757,2727,2776,2739,2747,2815,3039,3202,3251,3431
1239,r062,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Architect",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Architect,6,8,4,5,2,3,0,5,9,4,6
1239,r063,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Biological or life scientist",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Biological or life scientist,6,21,17,16,19,12,15,15,14,10,15
1239,r064,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Chemist",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Chemist,6,4,10,9,8,5,7,8,7,10,13
1239,r065,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Dietitian",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Dietitian,6,24,23,12,19,15,16,10,14,18,15
1239,r066,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Economist and market and survey researcher",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Economist and market and survey researcher,6,10,5,12,14,14,20,15,15,18,23
1239,r067,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Engineer",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Engineer,6,88,78,93,93,100,108,90,108,111,122
1239,r068,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Engineering and related technologist or technician",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Engineering and related technologist or technician,6,41,46,32,48,48,37,42,47,49,28
1239,r069,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Health technologist or technician",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Health technologist or technician,6,310,334,357,349,319,352,392,406,440,437
1239,r070,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Lawyer or judge",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Lawyer or judge,6,46,50,51,66,49,50,63,59,53,70
1239,r071,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Mathematical or computer scientist",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Mathematical or computer scientist,6,281,232,230,238,259,310,340,361,336,376
1239,r072,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Pharmacist",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Pharmacist,6,26,23,16,16,20,11,18,29,29,28
1239,r073,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Physician",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Physician,6,54,53,49,37,64,61,47,67,71,91
1239,r074,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Physicians' assistant",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Physicians' assistant,6,7,9,5,10,11,7,4,5,2,6
1239,r075,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Psychologist",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Psychologist,6,12,11,8,10,8,7,11,9,12,11
1239,r076,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Registered nurse",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Registered nurse,6,278,309,335,281,313,292,333,361,366,353
1239,r077,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Science technician",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Science technician,6,40,27,25,27,34,21,30,35,28,22
1239,r078,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Teacher, except postsecondary (college and university)",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,"Teacher, except postsecondary (college and university)",6,564,529,550,541,516,506,614,649,588,628
1239,r079,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Teacher, postsecondary (college and university)",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,"Teacher, postsecondary (college and university)",6,64,67,88,92,99,85,73,58,95,114
1239,r080,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Therapist",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Therapist,6,41,57,51,35,42,53,67,61,62,78
1239,r081,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Other health care professional",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Other health care professional,6,8,7,3,11,10,22,25,22,34,30
1239,r082,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Other natural scientist",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Other natural scientist,6,11,3,12,18,10,19,9,12,15,17
1239,r083,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Other social scientist or urban planner",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Other social scientist or urban planner,6,5,3,7,8,6,7,7,11,7,5
1239,r084,"All occupations -> Not Hispanic -> Black -> Management, professional, and related occupations -> Professional and related occupations -> Other professional or related occupation",All occupations,Not Hispanic,Black,"Management, professional, and related occupations",Professional and related occupations,Other professional or related occupation,6,816,830,809,797,788,810,821,843,892,944
1239,r085,All occupations -> Not Hispanic -> Black -> Other occupations,All occupations,Not Hispanic,Black,Other occupations,,,4,11069,10309,10189,10124,10417,10767,11064,11392,11793,12074
1239,r086,All occupations -> Not Hispanic -> White,All occupations,Not Hispanic,White,,,,3,100262,96715,95666,95847,95171,95246,96782,97293,97857,98242
1239,r087,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations",All occupations,Not Hispanic,White,"Management, professional, and related occupations",,,4,40478,40082,39800,40070,40245,40789,41454,42517,43089,43951
1239,r088,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Management, business, and financial operations occupations",All occupations,Not Hispanic,White,"Management, professional, and related occupations","Management, business, and financial operations occupations",,5,17253,17102,16622,16653,17177,17419,17581,17944,18325,18692
1239,r089,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,,5,23225,22980,23177,23417,23068,23371,23874,24573,24764,25259
1239,r090,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Architect",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Architect,6,190,175,162,155,164,154,153,158,183,200
1239,r091,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Biological or life scientist",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Biological or life scientist,6,214,221,212,247,227,226,208,198,211,228
1239,r092,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Chemist",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Chemist,6,73,77,70,61,75,82,79,72,60,63
1239,r093,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Dietitian",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Dietitian,6,69,65,81,70,78,76,87,84,79,85
1239,r094,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Economist and market and survey researcher",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Economist and market and survey researcher,6,130,130,146,176,193,197,235,222,245,275
1239,r095,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Engineer",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Engineer,6,1508,1388,1379,1550,1508,1482,1458,1494,1651,1663
1239,r096,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Engineering and related technologist or technician",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Engineering and related technologist or technician,6,523,461,460,443,455,434,404,438,398,418
1239,r097,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Health technologist or technician",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Health technologist or technician,6,1654,1739,1767,1745,1639,1697,1806,1881,1880,1865
1239,r098,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Lawyer or judge",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Lawyer or judge,6,933,961,969,1003,978,978,981,1038,1013,1020
1239,r099,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Mathematical or computer scientist",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Mathematical or computer scientist,6,2553,2467,2511,2496,2549,2599,2768,2796,2831,2960
1239,r100,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Pharmacist",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Pharmacist,6,187,194,186,191,194,192,197,185,214,223
1239,r101,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Physician",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Physician,6,607,643,625,598,631,621,681,690,710,705
1239,r102,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Physicians' assistant",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Physicians' assistant,6,86,63,82,72,70,98,72,64,70,90
1239,r103,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Psychologist",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Psychologist,6,145,138,157,163,149,159,181,170,140,151
1239,r104,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Registered nurse",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Registered nurse,6,2077,2095,2097,2065,2071,2092,2096,2080,2190,2228
1239,r105,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Science technician",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Science technician,6,177,177,194,199,205,196,209,247,204,205
1239,r106,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Teacher, except postsecondary (college and university)",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,"Teacher, except postsecondary (college and university)",6,4777,4676,4702,4621,4479,4593,4588,4747,4743,4743
1239,r107,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Teacher, postsecondary (college and university)",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,"Teacher, postsecondary (college and university)",6,940,1025,992,1030,978,967,934,998,1044,1045
1239,r108,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Therapist",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Therapist,6,540,533,588,642,591,580,652,680,683,667
1239,r109,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Other health care professional",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Other health care professional,6,269,292,320,432,422,430,471,483,460,485
1239,r110,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Other natural scientist",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Other natural scientist,6,198,196,199,210,247,200,212,241,260,265
1239,r111,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Other social scientist or urban planner",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Other social scientist or urban planner,6,58,53,60,71,84,65,60,53,64,65
1239,r112,"All occupations -> Not Hispanic -> White -> Management, professional, and related occupations -> Professional and related occupations -> Other professional or related occupation",All occupations,Not Hispanic,White,"Management, professional, and related occupations",Professional and related occupations,Other professional or related occupation,6,5318,5208,5216,5178,5082,5255,5343,5555,5429,5607
1239,r113,All occupations -> Not Hispanic -> White -> Other occupations,All occupations,Not Hispanic,White,Other occupations,,,4,59784,56633,55866,55777,54926,54457,55328,54777,54769,54291
