table_id,row_id,agency_full_path,agency_level_1,agency_level_2,agency_level_3,agency_level_4,agency_level_5,agency_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10252,r016,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,6879,0,0,0,0,0,0,0,6879,0
10252,r017,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,9735418,2577396,483403,1090223,71529,611672,108663,61066,3566248,1165221
10252,r018,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,1845346,971573,67164,286581,3950,76984,21340,167,317500,100085
10252,r019,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,132700,0,0,129779,0,0.05,0,0,388,2519
10252,r020,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,2386786,217129,0,101034,0,302937,300,12994,1608466,143926
10252,r021,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,1914094,891472,13584,320396,11441,45935,71157,2597,0,557512
10252,r022,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,1654154,203093,392903,95443,11787,48372,8637,8380,641261,244279
10252,r023,All agencies -> Departments -> Department of Defense -> Space Force,All agencies,Departments,Department of Defense,Space Force,,4,98285,0,0,0,0,0,0,0,98285,0
10252,r024,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,1704053,294129,9751,156989,44351,137431,7229,36928,900347,116899
10252,r025,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,262330,0,0,0,0,0,0,0,0,262330
10252,r026,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,10777006,1441881,329205,533434,5661,4366414,0,0,3696940,403470
10252,r027,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,157363,15308,1582,26219,0,0,0,0,114253,0
10252,r028,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,62134,0,0,0,0,0,0,0,62134,0
10252,r029,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,1394973,0,0,0,0,0,0,0,1394973,0
10252,r030,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,9902,0,9902,0,0,0,0,0,0,0
10252,r031,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,691073,0,65490,0,0,111311,0,0,514272,0
10252,r032,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,2607781,606976,7844,1090,5661,871273,0,0,1114936,0
10252,r033,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,2328172,585635,0,0,0,640781,0,0,1101756,0
10252,r034,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,279609,21341,7844,1090,5661,230492,0,0,13180,0
10252,r035,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,346454,0,0,0,0,0,0,0,346454,0
10252,r036,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,1731,1731,0,0,0,0,0,0,0,0
10252,r037,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,5505595,817866,244387,506125,0,3383829,0,0,149918,403470
10252,r038,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,42718237,35256,499711,31015958,352080,234071,3597199,636374,2835631,3511957
10252,r039,All agencies -> Departments -> Department of Health and Human Services -> Administration for Children and Families,All agencies,Departments,Department of Health and Human Services,Administration for Children and Families,,4,4590,0,0,0,0,0,0,4590,0,0
10252,r040,All agencies -> Departments -> Department of Health and Human Services -> Administration for Community Living,All agencies,Departments,Department of Health and Human Services,Administration for Community Living,,4,106908,0,0,0,0,0,0,106908,0,0
10252,r041,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,308145,34989,0,172574,8400,0,7799,20813,803,62767
10252,r042,All agencies -> Departments -> Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,All agencies,Departments,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,4,10935,0,10935,0,0,0,0,0,0,0
10252,r043,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,681556,267,0,570021,236,4677,778,42874,35067,27635
10252,r044,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,420703,0,0,420703,0,0,0,0,0,0
10252,r045,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,589144,0,0,589144,0,0,0,0,0,0
10252,r046,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,32920,0,0,32920,0,0,0,0,0,0
10252,r047,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,40545951,0,488775,29230596,343444,229394,3588622,461189,2799761,3404169
10252,r048,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,4,17386,0,0,0,0,0,0,0,0,17386
10252,r049,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services -> Office of the Assistant Secretary for Planning and Evaluation,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,Office of the Assistant Secretary for Planning and Evaluation,5,17386,0,0,0,0,0,0,0,0,17386
10252,r050,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,238163,57936,9672,2675,0.05,17277,65,0.05,94436,56102
10252,r051,All agencies -> Departments -> Department of Homeland Security -> Coast Guard,All agencies,Departments,Department of Homeland Security,Coast Guard,,4,2995,1030,100,0,0,0,65,0,1800,0
10252,r052,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,21291,6656,0,2675,0,11959,0,0,0,0
10252,r053,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,9032,7213,1026,0,0,0,0,0,793,0
10252,r054,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,203845,43037,8546,0.05,0.05,5318,0.05,0.05,91843,55102
10252,r055,All agencies -> Departments -> Department of Homeland Security -> Transportation Security Administration,All agencies,Departments,Department of Homeland Security,Transportation Security Administration,,4,1000,0,0,0,0,0,0,0,0,1000
10252,r056,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,754199,0,410039,289214,0,0,0,16498,38448,0
10252,r057,All agencies -> Departments -> Department of the Interior -> Bureau of Indian Affairs,All agencies,Departments,Department of the Interior,Bureau of Indian Affairs,,4,5000,0,0,5000,0,0,0,0,0,0
10252,r058,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,9380,0,0,9380,0,0,0,0,0,0
10252,r059,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,62582,0,62582,0,0,0,0,0,0,0
10252,r060,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,18000,0,0,0,0,0,0,0,18000,0
10252,r061,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,20448,0,0,0,0,0,0,0,20448,0
10252,r062,All agencies -> Departments -> Department of the Interior -> Fish and Wildlife Service,All agencies,Departments,Department of the Interior,Fish and Wildlife Service,,4,32650,0,0,32650,0,0,0,0,0,0
10252,r063,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,578917,0,347457,231460,0,0,0,0,0,0
10252,r064,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,27222,0,0,10724,0,0,0,16498,0,0
10252,r065,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,78964,2046,452,3234,377,5924,0,58197,4836,3897
10252,r066,All agencies -> Departments -> Department of Justice -> Bureau of Prisons,All agencies,Departments,Department of Justice,Bureau of Prisons,,4,0.05,0,0,0,0,0,0,0.05,0,0
10252,r067,All agencies -> Departments -> Department of Justice -> Federal Bureau of Investigation,All agencies,Departments,Department of Justice,Federal Bureau of Investigation,,4,3698,0,0,0,0,0,0,0,0,3698
10252,r068,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,75265,2046,452,3234,377,5924,0,58196,4836,200
10252,r069,All agencies -> Departments -> Department of Labor,All agencies,Departments,Department of Labor,,,3,3493,0,0,0,0,0,0,3493,0,0
10252,r070,All agencies -> Departments -> Department of Labor -> Employee Benefits Security Administration,All agencies,Departments,Department of Labor,Employee Benefits Security Administration,,4,1301,0,0,0,0,0,0,1301,0,0
10252,r071,All agencies -> Departments -> Department of Labor -> Occupational Safety and Health Administration,All agencies,Departments,Department of Labor,Occupational Safety and Health Administration,,4,2192,0,0,0,0,0,0,2192,0,0
10252,r072,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,44000,0,0,42000,0,0,0,2000,0,0
10252,r073,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,822962,17317,15813,21460,5075,12095,18059,18008,707642,7492
10252,r074,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,266866,13112,15706,7949,5075,0,17696,0,206334,993
10252,r075,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,373484,0,0,0,0,0,0,0,373484,0
10252,r076,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,12344,0,0,0,0,11451,0,0,0,893
10252,r077,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,35039,0,108,0,0,0,0,0,34931,0
10252,r078,All agencies -> Departments -> Department of Transportation -> Federal Transit Administration,All agencies,Departments,Department of Transportation,Federal Transit Administration,,4,42045,0,0,0,0,0,363,5463,30731,5488
10252,r079,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,65559,4205,0,13511,0,0,0,12480,35363,0
10252,r080,All agencies -> Departments -> Department of Transportation -> Office of the Secretary of Transportation,All agencies,Departments,Department of Transportation,Office of the Secretary of Transportation,,4,11714,0,0,0,0,0,0,0,11696,0.05
10252,r081,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,15912,0,0,0,0,644,0,65,15103,100
10252,r082,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,46553,0,0,0,0,46553,0,0,0,0
10252,r083,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,46534,0,0,0,0,46534,0,0,0,0
10252,r084,All agencies -> Departments -> Department of the Treasury -> Mint,All agencies,Departments,Department of the Treasury,Mint,,4,0.05,0,0,0,0,0.05,0,0,0,0
10252,r085,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,1561156,0,0,1561156,0,0,0,0,0,0
10252,r086,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,,
10252,r087,All agencies -> Other agencies -> Administrative Office of the U.S. Courts,All agencies,Other agencies,Administrative Office of the U.S. Courts,,,3,4362,4362,0,0,0,0,0,0,0,0
10252,r088,All agencies -> Other agencies -> Agency for Global Media,All agencies,Other agencies,Agency for Global Media,,,3,4597,0,0,0,0,0,0,4597,0,0
10252,r089,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,51211,0,0,43631,0,0,0,4331,0,3250
10252,r090,All agencies -> Other agencies -> Appalachian Regional Commission,All agencies,Other agencies,Appalachian Regional Commission,,,3,650,0,0,0,0,0,0,650,0,0
10252,r091,All agencies -> Other agencies -> Consumer Product Safety Commission,All agencies,Other agencies,Consumer Product Safety Commission,,,3,391,0,0,0,0,0,0,0,391,0
10252,r092,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,403334,5524,166238,159342,3067,9630,0,2330,57202,0.05
10252,r093,All agencies -> Other agencies -> Federal Trade Commission,All agencies,Other agencies,Federal Trade Commission,,,3,8094,0,0,0,0,0,0,8094,0,0
10252,r094,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,550,0,0,0,0,550,0,0,0,0
10252,r095,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,7127210,0,25510,29664,0,1030791,0,0,820462,5220783
10252,r096,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,6705056,988023,1047283,756389,256627,1300389,32826,206179,1018918,1098422
10252,r097,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,76714,0.05,0,0,0,0,0,0,76694,0
10252,r098,All agencies -> Other agencies -> Patient-Centered Outcomes Research Trust Fund,All agencies,Other agencies,Patient-Centered Outcomes Research Trust Fund,,,3,460331,0,0,460331,0,0,0,0,0,0
10252,r099,All agencies -> Other agencies -> Postal Service,All agencies,Other agencies,Postal Service,,,3,15435,0,0,0,0,0,0,0,15435,0
10252,r100,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,62500,0,1875,34375,0,11672,0,2718,10172,1688
10252,r101,All agencies -> Other agencies -> Social Security Administration,All agencies,Other agencies,Social Security Administration,,,3,105392,0,0,0,0,0,0,105392,0,0
10252,r102,All agencies -> Other agencies -> Tennessee Valley Authority,All agencies,Other agencies,Tennessee Valley Authority,,,3,9179,0,0,0,0,0,0,0,9179,0
