table_id,row_id,_b_broad_field_b_full_path,_b_broad_field_b_level_1,_b_broad_field_b_level_2,_b_broad_field_b_level_3,_b_broad_field_b_level_4,_b_broad_field_b_hierarchy_depth,field_total,field_federal_number,field_federal_percent,field_institutional_number,field_institutional_percent,field_nonfederal_domestic_number,field_nonfederal_domestic_percent,field_foreign_number,field_foreign_percent,field_self_support_number,field_self_support_percent
3499,r024,All graduate students -> Master's students -> Science -> Multidisciplinary and interdisciplinary studies,All graduate students,Master's students,Science,Multidisciplinary and interdisciplinary studies,4,4669,125,2.7,1106,23.7,65,1.4,15,0.3,3358,71.9
3499,r025,All graduate students -> Master's students -> Science -> Natural resources and conservation,All graduate students,Master's students,Science,Natural resources and conservation,4,5176,577,11.1,1861,36.0,218,4.2,35,0.7,2485,48.0
3499,r026,All graduate students -> Master's students -> Science -> Physical sciences,All graduate students,Master's students,Science,Physical sciences,4,3878,307,7.9,1813,46.8,87,2.2,50,1.3,1621,41.8
3499,r027,All graduate students -> Master's students -> Science -> Psychology,All graduate students,Master's students,Science,Psychology,4,24547,628,2.6,3600,14.7,131,0.5,81,0.3,20107,81.9
3499,r028,All graduate students -> Master's students -> Science -> Social sciences,All graduate students,Master's students,Science,Social sciences,4,26604,1178,4.4,9528,35.8,516,1.9,178,0.7,15204,57.1
3499,r029,All graduate students -> Master's students -> Engineering,All graduate students,Master's students,Engineering,,3,57723,3762,6.5,12920,22.4,1722,3.0,502,0.9,38817,67.2
3499,r030,All graduate students -> Master's students -> Health,All graduate students,Master's students,Health,,3,38105,1261,3.3,7726,20.3,658,1.7,171,0.4,28289,74.2
3499,r031,All graduate students -> Master's students -> Health -> Clinical medicine<sup>a</sup>,All graduate students,Master's students,Health,Clinical medicine<sup>a</sup>,4,15638,590,3.8,3087,19.7,349,2.2,55,0.4,11557,73.9
3499,r032,All graduate students -> Master's students -> Health -> Other health,All graduate students,Master's students,Health,Other health,4,22467,671,3.0,4639,20.6,309,1.4,116,0.5,16732,74.5
3499,r033,All graduate students -> Doctoral students,All graduate students,Doctoral students,,,2,247910,62114,25.1,145737,58.8,14257,5.8,3182,1.3,22620,9.1
3499,r034,All graduate students -> Doctoral students -> Science,All graduate students,Doctoral students,Science,,3,172969,39982,23.1,108980,63.0,8036,4.6,1454,0.8,14517,8.4
3499,r035,All graduate students -> Doctoral students -> Science -> Agricultural sciences,All graduate students,Doctoral students,Science,Agricultural sciences,4,3245,743,22.9,1774,54.7,394,12.1,44,1.4,290,8.9
3499,r036,All graduate students -> Doctoral students -> Science -> Biological and biomedical sciences,All graduate students,Doctoral students,Science,Biological and biomedical sciences,4,50476,17290,34.3,27880,55.2,2835,5.6,376,0.7,2095,4.2
3499,r037,All graduate students -> Doctoral students -> Science -> Computer and information sciences,All graduate students,Doctoral students,Science,Computer and information sciences,4,14585,4063,27.9,7777,53.3,961,6.6,238,1.6,1546,10.6
3499,r038,"All graduate students -> Doctoral students -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All graduate students,Doctoral students,Science,"Geosciences, atmospheric sciences, and ocean sciences",4,5846,1869,32.0,3193,54.6,342,5.9,64,1.1,378,6.5
3499,r039,All graduate students -> Doctoral students -> Science -> Mathematics and statistics,All graduate students,Doctoral students,Science,Mathematics and statistics,4,12322,1306,10.6,9911,80.4,243,2.0,102,0.8,760,6.2
3499,r040,All graduate students -> Doctoral students -> Science -> Multidisciplinary and interdisciplinary studies,All graduate students,Doctoral students,Science,Multidisciplinary and interdisciplinary studies,4,2364,372,15.7,1602,67.8,73,3.1,25,1.1,292,12.4
3499,r041,All graduate students -> Doctoral students -> Science -> Natural resources and conservation,All graduate students,Doctoral students,Science,Natural resources and conservation,4,2925,638,21.8,1655,56.6,211,7.2,36,1.2,385,13.2
3499,r042,All graduate students -> Doctoral students -> Science -> Physical sciences,All graduate students,Doctoral students,Science,Physical sciences,4,34284,10223,29.8,21103,61.6,1473,4.3,277,0.8,1208,3.5
3499,r043,All graduate students -> Doctoral students -> Science -> Psychology,All graduate students,Doctoral students,Science,Psychology,4,16546,1841,11.1,10350,62.6,617,3.7,62,0.4,3676,22.2
3499,r044,All graduate students -> Doctoral students -> Science -> Social sciences,All graduate students,Doctoral students,Science,Social sciences,4,30376,1637,5.4,23735,78.1,887,2.9,230,0.8,3887,12.8
3499,r045,All graduate students -> Doctoral students -> Engineering,All graduate students,Doctoral students,Engineering,,3,63394,20250,31.9,30982,48.9,5685,9.0,1494,2.4,4983,7.9
3499,r046,All graduate students -> Doctoral students -> Health,All graduate students,Doctoral students,Health,,3,11547,1882,16.3,5775,50.0,536,4.6,234,2.0,3120,27.0
3499,r047,All graduate students -> Doctoral students -> Health -> Clinical medicine<sup>a</sup>,All graduate students,Doctoral students,Health,Clinical medicine<sup>a</sup>,4,3286,675,20.5,1650,50.2,183,5.6,56,1.7,722,22.0
3499,r048,All graduate students -> Doctoral students -> Health -> Other health,All graduate students,Doctoral students,Health,Other health,4,8261,1207,14.6,4125,49.9,353,4.3,178,2.2,2398,29.0
