table_id,row_id,_b_field_and_institution_b_full_path,_b_field_and_institution_b_level_1,_b_field_and_institution_b_level_2,_b_field_and_institution_b_level_3,_b_field_and_institution_b_hierarchy_depth,field_rank,field_totala,field_male,field_female
7571,r014,"Science and engineering -> From top 20 institutions -> U. Minnesota, Twin Cities",Science and engineering,From top 20 institutions,"U. Minnesota, Twin Cities",3,12,530,319,211
7571,r015,Science and engineering -> From top 20 institutions -> Massachusetts Institute of Technology,Science and engineering,From top 20 institutions,Massachusetts Institute of Technology,3,13,526,377,149
7571,r016,Science and engineering -> From top 20 institutions -> Walden U.,Science and engineering,From top 20 institutions,Walden U.,3,14,519,169,350
7571,r017,"Science and engineering -> From top 20 institutions -> U. Texas, Austin",Science and engineering,From top 20 institutions,"U. Texas, Austin",3,15,509,313,196
7571,r018,Science and engineering -> From top 20 institutions -> Pennsylvania State U.,Science and engineering,From top 20 institutions,Pennsylvania State U.,3,16,508,291,217
7571,r019,"Science and engineering -> From top 20 institutions -> U. California, Los Angeles",Science and engineering,From top 20 institutions,"U. California, Los Angeles",3,17,503,309,194
7571,r020,Science and engineering -> From top 20 institutions -> Harvard U.,Science and engineering,From top 20 institutions,Harvard U.,3,18,483,278,205
7571,r021,"Science and engineering -> From top 20 institutions -> U. California, San Diego",Science and engineering,From top 20 institutions,"U. California, San Diego",3,19,445,280,165
7571,r022,Science and engineering -> From top 20 institutions -> North Carolina State U.,Science and engineering,From top 20 institutions,North Carolina State U.,3,20,433,265,168
7571,r023, Agricultural sciences and natural resources, Agricultural sciences and natural resources,,,1,-,1223,602,621
7571,r024, Agricultural sciences and natural resources -> From top 20 institutions, Agricultural sciences and natural resources,From top 20 institutions,,2,-,701,348,353
7571,r025," Agricultural sciences and natural resources -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center", Agricultural sciences and natural resources,From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,1,56,32,24
7571,r026, Agricultural sciences and natural resources -> From top 20 institutions -> U. Florida, Agricultural sciences and natural resources,From top 20 institutions,U. Florida,3,2,54,30,24
7571,r027, Agricultural sciences and natural resources -> From top 20 institutions -> U. Georgia, Agricultural sciences and natural resources,From top 20 institutions,U. Georgia,3,3,49,21,28
7571,r028," Agricultural sciences and natural resources -> From top 20 institutions -> U. California, Davis", Agricultural sciences and natural resources,From top 20 institutions,"U. California, Davis",3,4,40,15,25
7571,r029," Agricultural sciences and natural resources -> From top 20 institutions -> U. Nebraska, Lincoln", Agricultural sciences and natural resources,From top 20 institutions,"U. Nebraska, Lincoln",3,5,37,23,14
7571,r030, Agricultural sciences and natural resources -> From top 20 institutions -> Cornell U., Agricultural sciences and natural resources,From top 20 institutions,Cornell U.,3,6,36,19,17
7571,r031, Agricultural sciences and natural resources -> From top 20 institutions -> North Carolina State U., Agricultural sciences and natural resources,From top 20 institutions,North Carolina State U.,3,7,34,12,22
7571,r032, Agricultural sciences and natural resources -> From top 20 institutions -> Virginia Polytechnic Institute and State U., Agricultural sciences and natural resources,From top 20 institutions,Virginia Polytechnic Institute and State U.,3,7,34,21,13
7571,r033, Agricultural sciences and natural resources -> From top 20 institutions -> Iowa State U., Agricultural sciences and natural resources,From top 20 institutions,Iowa State U.,3,9,33,22,11
7571,r034," Agricultural sciences and natural resources -> From top 20 institutions -> U. Illinois, Urbana-Champaign", Agricultural sciences and natural resources,From top 20 institutions,"U. Illinois, Urbana-Champaign",3,9,33,16,17
7571,r035, Agricultural sciences and natural resources -> From top 20 institutions -> Kansas State U., Agricultural sciences and natural resources,From top 20 institutions,Kansas State U.,3,11,32,14,18
7571,r036," Agricultural sciences and natural resources -> From top 20 institutions -> Ohio State U., Columbus", Agricultural sciences and natural resources,From top 20 institutions,"Ohio State U., Columbus",3,11,32,11,21
7571,r037, Agricultural sciences and natural resources -> From top 20 institutions -> U. Wisconsin-Madison, Agricultural sciences and natural resources,From top 20 institutions,U. Wisconsin-Madison,3,13,28,16,12
7571,r038, Agricultural sciences and natural resources -> From top 20 institutions -> Mississippi State U., Agricultural sciences and natural resources,From top 20 institutions,Mississippi State U.,3,14,26,16,10
7571,r039," Agricultural sciences and natural resources -> From top 20 institutions -> Purdue U., West Lafayette", Agricultural sciences and natural resources,From top 20 institutions,"Purdue U., West Lafayette",3,14,26,7,19
7571,r040," Agricultural sciences and natural resources -> From top 20 institutions -> U. Minnesota, Twin Cities", Agricultural sciences and natural resources,From top 20 institutions,"U. Minnesota, Twin Cities",3,16,24,11,13
7571,r041, Agricultural sciences and natural resources -> From top 20 institutions -> Michigan State U., Agricultural sciences and natural resources,From top 20 institutions,Michigan State U.,3,17,23,8,15
7571,r042," Agricultural sciences and natural resources -> From top 20 institutions -> U. Missouri, Columbia", Agricultural sciences and natural resources,From top 20 institutions,"U. Missouri, Columbia",3,18,22,12,10
7571,r043, Agricultural sciences and natural resources -> From top 20 institutions -> Washington State U., Agricultural sciences and natural resources,From top 20 institutions,Washington State U.,3,18,22,8,14
7571,r044," Agricultural sciences and natural resources -> From top 20 institutions -> Auburn U., Auburn", Agricultural sciences and natural resources,From top 20 institutions,"Auburn U., Auburn",3,20,20,13,7
7571,r045," Agricultural sciences and natural resources -> From top 20 institutions -> Oklahoma State U., Stillwater", Agricultural sciences and natural resources,From top 20 institutions,"Oklahoma State U., Stillwater",3,20,20,12,8
7571,r046, Agricultural sciences and natural resources -> From top 20 institutions -> Texas Tech U., Agricultural sciences and natural resources,From top 20 institutions,Texas Tech U.,3,20,20,9,11
7571,r047, Biological and biomedical sciences, Biological and biomedical sciences,,,1,-,8259,3946,4312
7571,r048, Biological and biomedical sciences -> From top 20 institutions, Biological and biomedical sciences,From top 20 institutions,,2,-,2367,1128,1238
7571,r049, Biological and biomedical sciences -> From top 20 institutions -> Harvard U., Biological and biomedical sciences,From top 20 institutions,Harvard U.,3,1,162,89,73
7571,r050, Biological and biomedical sciences -> From top 20 institutions -> Johns Hopkins U., Biological and biomedical sciences,From top 20 institutions,Johns Hopkins U.,3,2,155,68,87
7571,r051, Biological and biomedical sciences -> From top 20 institutions -> Stanford U., Biological and biomedical sciences,From top 20 institutions,Stanford U.,3,3,144,76,67
7571,r052," Biological and biomedical sciences -> From top 20 institutions -> U. Michigan, Ann Arbor", Biological and biomedical sciences,From top 20 institutions,"U. Michigan, Ann Arbor",3,4,143,52,91
7571,r053, Biological and biomedical sciences -> From top 20 institutions -> U. Florida, Biological and biomedical sciences,From top 20 institutions,U. Florida,3,5,140,69,71
7571,r054," Biological and biomedical sciences -> From top 20 institutions -> U. Washington, Seattle", Biological and biomedical sciences,From top 20 institutions,"U. Washington, Seattle",3,6,131,62,69
7571,r055, Biological and biomedical sciences -> From top 20 institutions -> U. Pennsylvania, Biological and biomedical sciences,From top 20 institutions,U. Pennsylvania,3,7,122,58,64
7571,r056," Biological and biomedical sciences -> From top 20 institutions -> U. California, Davis", Biological and biomedical sciences,From top 20 institutions,"U. California, Davis",3,8,120,52,68
7571,r057," Biological and biomedical sciences -> From top 20 institutions -> U. California, Berkeley", Biological and biomedical sciences,From top 20 institutions,"U. California, Berkeley",3,9,119,63,56
7571,r058," Biological and biomedical sciences -> From top 20 institutions -> U. North Carolina, Chapel Hill", Biological and biomedical sciences,From top 20 institutions,"U. North Carolina, Chapel Hill",3,10,113,47,66
7571,r059, Biological and biomedical sciences -> From top 20 institutions -> Yale U., Biological and biomedical sciences,From top 20 institutions,Yale U.,3,10,113,54,59
7571,r060," Biological and biomedical sciences -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center", Biological and biomedical sciences,From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,12,109,56,53
7571,r061, Biological and biomedical sciences -> From top 20 institutions -> U. Wisconsin-Madison, Biological and biomedical sciences,From top 20 institutions,U. Wisconsin-Madison,3,13,107,54,53
7571,r062," Biological and biomedical sciences -> From top 20 institutions -> Ohio State U., Columbus", Biological and biomedical sciences,From top 20 institutions,"Ohio State U., Columbus",3,14,106,52,54
7571,r063, Biological and biomedical sciences -> From top 20 institutions -> U. Georgia, Biological and biomedical sciences,From top 20 institutions,U. Georgia,3,14,106,47,59
7571,r064," Biological and biomedical sciences -> From top 20 institutions -> U. Minnesota, Twin Cities", Biological and biomedical sciences,From top 20 institutions,"U. Minnesota, Twin Cities",3,16,100,50,50
7571,r065," Biological and biomedical sciences -> From top 20 institutions -> U. California, San Diego", Biological and biomedical sciences,From top 20 institutions,"U. California, San Diego",3,17,98,44,54
7571,r066, Biological and biomedical sciences -> From top 20 institutions -> Columbia U. in the City of New York, Biological and biomedical sciences,From top 20 institutions,Columbia U. in the City of New York,3,18,96,45,51
7571,r067," Biological and biomedical sciences -> From top 20 institutions -> U. California, Los Angeles", Biological and biomedical sciences,From top 20 institutions,"U. California, Los Angeles",3,19,95,45,50
7571,r068, Biological and biomedical sciences -> From top 20 institutions -> Duke U., Biological and biomedical sciences,From top 20 institutions,Duke U.,3,20,88,45,43
7571,r069, Computer and information sciences, Computer and information sciences,,,1,-,2195,1669,526
7571,r070, Computer and information sciences -> From top 20 institutions, Computer and information sciences,From top 20 institutions,,2,-,774,586,188
7571,r071, Computer and information sciences -> From top 20 institutions -> Georgia Institute of Technology, Computer and information sciences,From top 20 institutions,Georgia Institute of Technology,3,1,62,50,12
7571,r072," Computer and information sciences -> From top 20 institutions -> U. Illinois, Urbana-Champaign", Computer and information sciences,From top 20 institutions,"U. Illinois, Urbana-Champaign",3,1,62,40,22
7571,r073, Computer and information sciences -> From top 20 institutions -> Massachusetts Institute of Technology, Computer and information sciences,From top 20 institutions,Massachusetts Institute of Technology,3,3,57,45,12
7571,r074, Computer and information sciences -> From top 20 institutions -> Carnegie Mellon U., Computer and information sciences,From top 20 institutions,Carnegie Mellon U.,3,4,55,46,9
7571,r075," Computer and information sciences -> From top 20 institutions -> U. California, Berkeley", Computer and information sciences,From top 20 institutions,"U. California, Berkeley",3,4,55,44,11
7571,r076, Computer and information sciences -> From top 20 institutions -> Stanford U., Computer and information sciences,From top 20 institutions,Stanford U.,3,6,42,36,6
7571,r077," Computer and information sciences -> From top 20 institutions -> U. Maryland, College Park", Computer and information sciences,From top 20 institutions,"U. Maryland, College Park",3,7,38,23,15
7571,r078, Computer and information sciences -> From top 20 institutions -> U. Central Florida, Computer and information sciences,From top 20 institutions,U. Central Florida,3,8,35,26,9
7571,r079," Computer and information sciences -> From top 20 institutions -> U. Texas, Austin", Computer and information sciences,From top 20 institutions,"U. Texas, Austin",3,9,34,28,6
7571,r080," Computer and information sciences -> From top 20 institutions -> U. Michigan, Ann Arbor", Computer and information sciences,From top 20 institutions,"U. Michigan, Ann Arbor",3,10,33,28,5
7571,r081," Computer and information sciences -> From top 20 institutions -> Purdue U., West Lafayette", Computer and information sciences,From top 20 institutions,"Purdue U., West Lafayette",3,11,32,24,8
7571,r082," Computer and information sciences -> From top 20 institutions -> Rutgers, State U. New Jersey, New Brunswick", Computer and information sciences,From top 20 institutions,"Rutgers, State U. New Jersey, New Brunswick",3,11,32,24,8
7571,r083, Computer and information sciences -> From top 20 institutions -> Cornell U., Computer and information sciences,From top 20 institutions,Cornell U.,3,13,31,22,9
7571,r084," Computer and information sciences -> From top 20 institutions -> SUNY, Stony Brook U.", Computer and information sciences,From top 20 institutions,"SUNY, Stony Brook U.",3,13,31,27,4
7571,r085," Computer and information sciences -> From top 20 institutions -> U. California, Irvine", Computer and information sciences,From top 20 institutions,"U. California, Irvine",3,13,31,20,11
7571,r086," Computer and information sciences -> From top 20 institutions -> U. California, Los Angeles", Computer and information sciences,From top 20 institutions,"U. California, Los Angeles",3,13,31,26,5
7571,r087," Computer and information sciences -> From top 20 institutions -> Indiana U., Bloomington", Computer and information sciences,From top 20 institutions,"Indiana U., Bloomington",3,17,30,21,9
7571,r088," Computer and information sciences -> From top 20 institutions -> U. Washington, Seattle", Computer and information sciences,From top 20 institutions,"U. Washington, Seattle",3,18,29,18,11
7571,r089, Computer and information sciences -> From top 20 institutions -> Virginia Polytechnic Institute and State U., Computer and information sciences,From top 20 institutions,Virginia Polytechnic Institute and State U.,3,19,28,20,8
7571,r090," Computer and information sciences -> From top 20 institutions -> U. Minnesota, Twin Cities", Computer and information sciences,From top 20 institutions,"U. Minnesota, Twin Cities",3,20,26,18,8
7571,r091, Engineering, Engineering,,,1,-,9563,7050,2511
7571,r092, Engineering -> From top 20 institutions, Engineering,From top 20 institutions,,2,-,3604,2680,924
7571,r093, Engineering -> From top 20 institutions -> Georgia Institute of Technology, Engineering,From top 20 institutions,Georgia Institute of Technology,3,1,348,258,90
7571,r094," Engineering -> From top 20 institutions -> Purdue U., West Lafayette", Engineering,From top 20 institutions,"Purdue U., West Lafayette",3,2,345,257,88
7571,r095, Engineering -> From top 20 institutions -> Stanford U., Engineering,From top 20 institutions,Stanford U.,3,3,241,161,80
7571,r096," Engineering -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center", Engineering,From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,3,241,186,55
7571,r097, Engineering -> From top 20 institutions -> Massachusetts Institute of Technology, Engineering,From top 20 institutions,Massachusetts Institute of Technology,3,5,217,157,60
7571,r098," Engineering -> From top 20 institutions -> U. Michigan, Ann Arbor", Engineering,From top 20 institutions,"U. Michigan, Ann Arbor",3,5,217,168,49
7571,r099," Engineering -> From top 20 institutions -> U. Texas, Austin", Engineering,From top 20 institutions,"U. Texas, Austin",3,7,192,142,50
7571,r100," Engineering -> From top 20 institutions -> U. Illinois, Urbana-Champaign", Engineering,From top 20 institutions,"U. Illinois, Urbana-Champaign",3,8,181,141,40
7571,r101, Engineering -> From top 20 institutions -> North Carolina State U., Engineering,From top 20 institutions,North Carolina State U.,3,9,171,126,45
7571,r102, Engineering -> From top 20 institutions -> Virginia Polytechnic Institute and State U., Engineering,From top 20 institutions,Virginia Polytechnic Institute and State U.,3,10,168,124,44
7571,r103, Engineering -> From top 20 institutions -> Arizona State U., Engineering,From top 20 institutions,Arizona State U.,3,11,148,108,40
7571,r104," Engineering -> From top 20 institutions -> U. California, San Diego", Engineering,From top 20 institutions,"U. California, San Diego",3,12,142,112,30
7571,r105," Engineering -> From top 20 institutions -> Ohio State U., Columbus", Engineering,From top 20 institutions,"Ohio State U., Columbus",3,13,138,100,38
7571,r106, Engineering -> From top 20 institutions -> Pennsylvania State U., Engineering,From top 20 institutions,Pennsylvania State U.,3,14,135,102,33
7571,r107, Engineering -> From top 20 institutions -> U. Florida, Engineering,From top 20 institutions,U. Florida,3,14,135,104,31
7571,r108," Engineering -> From top 20 institutions -> U. California, Berkeley", Engineering,From top 20 institutions,"U. California, Berkeley",3,16,126,92,34
7571,r109," Engineering -> From top 20 institutions -> U. Minnesota, Twin Cities", Engineering,From top 20 institutions,"U. Minnesota, Twin Cities",3,17,123,97,26
7571,r110," Engineering -> From top 20 institutions -> U. California, Los Angeles", Engineering,From top 20 institutions,"U. California, Los Angeles",3,18,120,95,25
7571,r111, Engineering -> From top 20 institutions -> Carnegie Mellon U., Engineering,From top 20 institutions,Carnegie Mellon U.,3,19,108,76,32
7571,r112, Engineering -> From top 20 institutions -> U. Colorado Boulder, Engineering,From top 20 institutions,U. Colorado Boulder,3,19,108,74,34
7571,r113," Geosciences, atmospheric, and ocean sciences"," Geosciences, atmospheric, and ocean sciences",,,1,-,1044,583,461
7571,r114," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions"," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,,2,-,419,234,185
7571,r115," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions -> U. California, San Diego"," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,"U. California, San Diego",3,1,35,17,18
7571,r116," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions -> U. Houston"," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,U. Houston,3,2,31,19,12
7571,r117," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions -> U. Colorado Boulder"," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,U. Colorado Boulder,3,3,29,16,13
7571,r118," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions -> U. Washington, Seattle"," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,"U. Washington, Seattle",3,3,29,16,13
7571,r119," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center"," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,5,28,16,12
7571,r120," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions -> Stanford U."," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,Stanford U.,3,6,26,16,10
7571,r121," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions -> U. Oklahoma, Norman"," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,"U. Oklahoma, Norman",3,7,22,17,5
7571,r122," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions -> Massachusetts Institute of Technology"," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,Massachusetts Institute of Technology,3,8,21,11,10
7571,r123," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions -> U. Miami"," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,U. Miami,3,9,20,14,6
7571,r124," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions -> Columbia U. in the City of New York"," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,Columbia U. in the City of New York,3,10,19,7,12
7571,r125," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions -> Ohio State U., Columbus"," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,"Ohio State U., Columbus",3,10,19,8,11
7571,r126," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions -> U. Texas, Austin"," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,"U. Texas, Austin",3,10,19,13,6
7571,r127," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions -> U. California, Berkeley"," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,"U. California, Berkeley",3,13,18,12,6
7571,r128," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions -> U. California, Irvine"," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,"U. California, Irvine",3,14,17,8,9
7571,r129," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions -> U. Maryland, College Park"," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,"U. Maryland, College Park",3,14,17,10,7
7571,r130," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions -> Colorado State U., Fort Collins"," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,"Colorado State U., Fort Collins",3,16,15,8,7
7571,r131," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions -> Pennsylvania State U."," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,Pennsylvania State U.,3,16,15,7,8
7571,r132," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions -> U. Hawaii, Manoa"," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,"U. Hawaii, Manoa",3,18,13,6,7
7571,r133," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions -> U. Illinois, Urbana-Champaign"," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,"U. Illinois, Urbana-Champaign",3,18,13,9,4
7571,r134," Geosciences, atmospheric, and ocean sciences -> From top 20 institutions -> U. South Florida, Tampa"," Geosciences, atmospheric, and ocean sciences",From top 20 institutions,"U. South Florida, Tampa",3,18,13,4,9
7571,r135, Health sciences, Health sciences,,,1,-,2582,806,1776
7571,r136, Health sciences -> From top 20 institutions, Health sciences,From top 20 institutions,,2,-,929,299,630
7571,r137, Health sciences -> From top 20 institutions -> Walden U., Health sciences,From top 20 institutions,Walden U.,3,1,165,45,120
7571,r138," Health sciences -> From top 20 institutions -> U. North Carolina, Chapel Hill", Health sciences,From top 20 institutions,"U. North Carolina, Chapel Hill",3,2,57,20,37
7571,r139, Health sciences -> From top 20 institutions -> U. Florida, Health sciences,From top 20 institutions,U. Florida,3,3,49,16,33
7571,r140," Health sciences -> From top 20 institutions -> U. Washington, Seattle", Health sciences,From top 20 institutions,"U. Washington, Seattle",3,3,49,19,30
7571,r141, Health sciences -> From top 20 institutions -> Johns Hopkins U., Health sciences,From top 20 institutions,Johns Hopkins U.,3,5,47,8,39
7571,r142, Health sciences -> From top 20 institutions -> Harvard U., Health sciences,From top 20 institutions,Harvard U.,3,6,43,16,27
7571,r143," Health sciences -> From top 20 institutions -> U. Illinois, Chicago", Health sciences,From top 20 institutions,"U. Illinois, Chicago",3,7,40,15,25
7571,r144," Health sciences -> From top 20 institutions -> U. Michigan, Ann Arbor", Health sciences,From top 20 institutions,"U. Michigan, Ann Arbor",3,8,39,15,24
7571,r145," Health sciences -> From top 20 institutions -> U. Minnesota, Twin Cities", Health sciences,From top 20 institutions,"U. Minnesota, Twin Cities",3,9,38,17,21
7571,r146, Health sciences -> From top 20 institutions -> U. Wisconsin-Madison, Health sciences,From top 20 institutions,U. Wisconsin-Madison,3,10,36,17,19
7571,r147, Health sciences -> From top 20 institutions -> Texas Woman's U., Health sciences,From top 20 institutions,Texas Woman's U.,3,11,35,4,31
7571,r148," Health sciences -> From top 20 institutions -> U. Pittsburgh, Pittsburgh", Health sciences,From top 20 institutions,"U. Pittsburgh, Pittsburgh",3,11,35,10,25
7571,r149," Health sciences -> From top 20 institutions -> U. Texas Health Science Center, Houston", Health sciences,From top 20 institutions,"U. Texas Health Science Center, Houston",3,11,35,14,21
7571,r150, Health sciences -> From top 20 institutions -> U. Kentucky, Health sciences,From top 20 institutions,U. Kentucky,3,14,32,12,20
7571,r151, Health sciences -> From top 20 institutions -> Virginia Commonwealth U., Health sciences,From top 20 institutions,Virginia Commonwealth U.,3,14,32,8,24
7571,r152," Health sciences -> From top 20 institutions -> U. California, Los Angeles", Health sciences,From top 20 institutions,"U. California, Los Angeles",3,16,31,9,22
7571,r153," Health sciences -> From top 20 institutions -> U. South Carolina, Columbia", Health sciences,From top 20 institutions,"U. South Carolina, Columbia",3,17,30,11,19
7571,r154," Health sciences -> From top 20 institutions -> U. Texas, Austin", Health sciences,From top 20 institutions,"U. Texas, Austin",3,17,30,12,18
7571,r155, Health sciences -> From top 20 institutions -> U. Arizona, Health sciences,From top 20 institutions,U. Arizona,3,19,28,2,26
7571,r156, Health sciences -> From top 20 institutions -> U. Colorado Denver, Health sciences,From top 20 institutions,U. Colorado Denver,3,20,26,7,19
7571,r157, Health sciences -> From top 20 institutions -> U. Southern California, Health sciences,From top 20 institutions,U. Southern California,3,20,26,13,13
7571,r158, Health sciences -> From top 20 institutions -> U. Utah, Health sciences,From top 20 institutions,U. Utah,3,20,26,9,17
7571,r159, Mathematics and statistics, Mathematics and statistics,,,1,-,1915,1381,534
7571,r160, Mathematics and statistics -> From top 20 institutions, Mathematics and statistics,From top 20 institutions,,2,-,643,478,165
7571,r161, Mathematics and statistics -> From top 20 institutions -> North Carolina State U., Mathematics and statistics,From top 20 institutions,North Carolina State U.,3,1,44,23,21
7571,r162," Mathematics and statistics -> From top 20 institutions -> U. California, Berkeley", Mathematics and statistics,From top 20 institutions,"U. California, Berkeley",3,2,41,32,9
7571,r163," Mathematics and statistics -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center", Mathematics and statistics,From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,3,40,29,11
7571,r164, Mathematics and statistics -> From top 20 institutions -> U. Wisconsin-Madison, Mathematics and statistics,From top 20 institutions,U. Wisconsin-Madison,3,3,40,26,14
7571,r165, Mathematics and statistics -> From top 20 institutions -> Stanford U., Mathematics and statistics,From top 20 institutions,Stanford U.,3,5,38,30,8
7571,r166," Mathematics and statistics -> From top 20 institutions -> U. Michigan, Ann Arbor", Mathematics and statistics,From top 20 institutions,"U. Michigan, Ann Arbor",3,6,36,24,12
7571,r167," Mathematics and statistics -> From top 20 institutions -> U. Washington, Seattle", Mathematics and statistics,From top 20 institutions,"U. Washington, Seattle",3,7,35,28,7
7571,r168," Mathematics and statistics -> From top 20 institutions -> Purdue U., West Lafayette", Mathematics and statistics,From top 20 institutions,"Purdue U., West Lafayette",3,8,34,27,7
7571,r169, Mathematics and statistics -> From top 20 institutions -> Florida State U., Mathematics and statistics,From top 20 institutions,Florida State U.,3,9,32,28,4
7571,r170," Mathematics and statistics -> From top 20 institutions -> U. California, Davis", Mathematics and statistics,From top 20 institutions,"U. California, Davis",3,9,32,23,9
7571,r171," Mathematics and statistics -> From top 20 institutions -> SUNY, Stony Brook U.", Mathematics and statistics,From top 20 institutions,"SUNY, Stony Brook U.",3,11,29,24,5
7571,r172," Mathematics and statistics -> From top 20 institutions -> U. Illinois, Urbana-Champaign", Mathematics and statistics,From top 20 institutions,"U. Illinois, Urbana-Champaign",3,11,29,18,11
7571,r173, Mathematics and statistics -> From top 20 institutions -> Harvard U., Mathematics and statistics,From top 20 institutions,Harvard U.,3,13,28,25,3
7571,r174, Mathematics and statistics -> From top 20 institutions -> Columbia U. in the City of New York, Mathematics and statistics,From top 20 institutions,Columbia U. in the City of New York,3,14,27,20,7
7571,r175, Mathematics and statistics -> From top 20 institutions -> Pennsylvania State U., Mathematics and statistics,From top 20 institutions,Pennsylvania State U.,3,14,27,20,7
7571,r176," Mathematics and statistics -> From top 20 institutions -> U. California, Los Angeles", Mathematics and statistics,From top 20 institutions,"U. California, Los Angeles",3,14,27,23,4
7571,r177, Mathematics and statistics -> From top 20 institutions -> Iowa State U., Mathematics and statistics,From top 20 institutions,Iowa State U.,3,17,26,16,10
7571,r178, Mathematics and statistics -> From top 20 institutions -> Massachusetts Institute of Technology, Mathematics and statistics,From top 20 institutions,Massachusetts Institute of Technology,3,17,26,24,2
