table_id,row_id,_b_state_and_outlying_area_b_full_path,_b_state_and_outlying_area_b_level_1,_b_state_and_outlying_area_b_level_2,_b_state_and_outlying_area_b_hierarchy_depth,field_all_agencies,field_doc,field_dod,field_doe,field_doi,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
11228,r014,All states and outlying areas -> Idaho,All states and outlying areas,Idaho,2,92061,938,1122,3136,839,0,0,19859,2713,39062,23354,1037
11228,r015,All states and outlying areas -> Illinois,All states and outlying areas,Illinois,2,1646088,6430,113827,99560,115,2626,1000,1046307,24548,309650,38997,3028
11228,r016,All states and outlying areas -> Indiana,All states and outlying areas,Indiana,2,679480,11225,72181,30450,1532,2479,725,344991,11274,156708,43938,3977
11228,r017,All states and outlying areas -> Iowa,All states and outlying areas,Iowa,2,472468,6334,16464,14129,0,0,4596,216534,107770,56761,39740,10140
11228,r018,All states and outlying areas -> Kansas,All states and outlying areas,Kansas,2,287199,13273,40218,8123,922,6667,0,124665,8543,46999,31759,6030
11228,r019,All states and outlying areas -> Kentucky,All states and outlying areas,Kentucky,2,349323,329,15063,9489,0,873,0,239752,2452,39798,41568,0
11228,r020,All states and outlying areas -> Louisiana,All states and outlying areas,Louisiana,2,346387,2495,9202,8493,3374,2996,0,221950,2925,61251,33001,700
11228,r021,All states and outlying areas -> Maine,All states and outlying areas,Maine,2,83967,3759,18028,353,0,0,0,10460,1387,32238,16331,1411
11228,r022,All states and outlying areas -> Maryland,All states and outlying areas,Maryland,2,2508610,32833,637645,22871,312,4878,1350,1155493,472937,144763,33678,1851
11228,r023,All states and outlying areas -> Massachusetts,All states and outlying areas,Massachusetts,2,2218729,20503,330190,93633,2195,6622,682,1198456,72104,446328,37976,10040
11228,r024,All states and outlying areas -> Michigan,All states and outlying areas,Michigan,2,1362081,7338,88463,136404,53,6262,598,814090,38546,212187,43196,14943
11228,r025,All states and outlying areas -> Minnesota,All states and outlying areas,Minnesota,2,643438,1326,27338,19779,417,3830,982,439275,6995,88724,54623,150
11228,r026,All states and outlying areas -> Mississippi,All states and outlying areas,Mississippi,2,207272,24795,9560,2165,214,448,0,66770,1272,26853,65065,10129
11228,r027,All states and outlying areas -> Missouri,All states and outlying areas,Missouri,2,960493,500,56000,9726,1640,11667,740,742798,14044,76912,46366,100
11228,r028,All states and outlying areas -> Montana,All states and outlying areas,Montana,2,214890,1360,85423,4915,864,0,0,47641,3654,40774,30260,0
11228,r029,All states and outlying areas -> Nebraska,All states and outlying areas,Nebraska,2,258403,535,19494,6889,0,1488,0,144249,1134,54690,29447,476
11228,r030,All states and outlying areas -> Nevada,All states and outlying areas,Nevada,2,106273,4046,6713,9567,1452,0,0,37894,2659,35164,8328,450
11228,r031,All states and outlying areas -> New Hampshire,All states and outlying areas,New Hampshire,2,191241,10632,15024,3287,227,2032,0,96906,18439,34642,7309,2742
11228,r032,All states and outlying areas -> New Jersey,All states and outlying areas,New Jersey,2,568672,12738,55980,26512,1482,1252,0,287518,22991,143329,14111,2759
11228,r033,All states and outlying areas -> New Mexico,All states and outlying areas,New Mexico,2,247571,633,43556,10925,1751,750,0,111231,5001,49676,19547,4501
11228,r034,All states and outlying areas -> New York,All states and outlying areas,New York,2,3683461,12830,235135,71042,1328,9838,400,2726981,46762,512495,57973,8677
11228,r035,All states and outlying areas -> North Carolina,All states and outlying areas,North Carolina,2,1914718,17065,90562,47368,1130,9371,3340,1484820,5691,180627,70120,4623
11228,r036,All states and outlying areas -> North Dakota,All states and outlying areas,North Dakota,2,90117,90,8074,9863,125,0,0,22974,828,20437,20942,6785
11228,r037,All states and outlying areas -> Ohio,All states and outlying areas,Ohio,2,1054049,1073,117074,35842,553,8040,444,680204,8176,126659,67708,8275
11228,r038,All states and outlying areas -> Oklahoma,All states and outlying areas,Oklahoma,2,246088,18553,9218,14738,1094,466,0,96617,19345,48565,35643,1849
11228,r039,All states and outlying areas -> Oregon,All states and outlying areas,Oregon,2,591292,3663,27144,16238,1762,4796,0,358688,7064,138552,31684,1701
11228,r040,All states and outlying areas -> Pennsylvania,All states and outlying areas,Pennsylvania,2,2609776,2938,414627,55561,1430,11221,1350,1730823,25846,306715,47896,11370
11228,r041,All states and outlying areas -> Rhode Island,All states and outlying areas,Rhode Island,2,269304,23240,27569,5470,247,5388,0,158142,4126,39005,5116,1000
11228,r042,All states and outlying areas -> South Carolina,All states and outlying areas,South Carolina,2,360466,2799,28095,16105,573,3482,377,222967,4709,50986,28365,2008
11228,r043,All states and outlying areas -> South Dakota,All states and outlying areas,South Dakota,2,69015,59,1774,1905,50,0,0,15899,1089,28354,19886,0
11228,r044,All states and outlying areas -> Tennessee,All states and outlying areas,Tennessee,2,920433,3146,71845,55321,425,5486,0,612705,24345,88315,56149,2696
11228,r045,All states and outlying areas -> Texas,All states and outlying areas,Texas,2,2666814,18675,250806,98353,2598,23238,2241,1637702,50256,450271,121339,11335
11228,r046,All states and outlying areas -> Utah,All states and outlying areas,Utah,2,475645,2391,67329,39775,296,487,0,261848,14771,78969,9222,557
11228,r047,All states and outlying areas -> Vermont,All states and outlying areas,Vermont,2,106516,3930,711,2206,825,0,0,57536,0,11665,28447,1195
11228,r048,All states and outlying areas -> Virginia,All states and outlying areas,Virginia,2,759182,10855,82158,23119,0,9978,800,388831,17262,164515,43526,18138
11228,r049,All states and outlying areas -> Washington,All states and outlying areas,Washington,2,1075668,24746,104754,38982,501,3273,0,655153,17984,168631,49105,12538
11228,r050,All states and outlying areas -> West Virginia,All states and outlying areas,West Virginia,2,101649,1936,1701,7729,453,0,0,47574,2003,13770,25455,1027
11228,r051,All states and outlying areas -> Wisconsin,All states and outlying areas,Wisconsin,2,799791,7549,35995,64902,154,3479,2092,478161,18842,139866,47039,1712
11228,r052,All states and outlying areas -> Wyoming,All states and outlying areas,Wyoming,2,52699,707,171,7843,1364,0,0,17780,1040,18861,4934,0
11228,r053,All states and outlying areas -> American Samoa,All states and outlying areas,American Samoa,2,4298,0,0,0,0,0,0,0,0,0,4298,0
11228,r054,All states and outlying areas -> Guam,All states and outlying areas,Guam,2,12204,859,0,0,0,0,0,1898,0,4818,4628,0
11228,r055,All states and outlying areas -> Puerto Rico,All states and outlying areas,Puerto Rico,2,90775,2000,2176,900,157,481,0,48417,0,18320,18325,0
11228,r056,All states and outlying areas -> Trust Territory of the Pacific Islands,All states and outlying areas,Trust Territory of the Pacific Islands,2,8081,0,0,0,0,0,0,0,0,0,8081,0
11228,r057,All states and outlying areas -> U.S. Virgin Islands,All states and outlying areas,U.S. Virgin Islands,2,14644,0,152,0,125,0,0,549,63,9631,4124,0
