table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_agencies,field_doe,field_dot,field_hhs,field_nsf
11225,r023,"All states and outlying areas -> California -> U. California, Davis",All states and outlying areas,California,"U. California, Davis",3,536,0,0,0,536
11225,r024,"All states and outlying areas -> California -> U. California, Irvine",All states and outlying areas,California,"U. California, Irvine",3,2930,0,0,0,2930
11225,r025,"All states and outlying areas -> California -> U. California, Merced",All states and outlying areas,California,"U. California, Merced",3,280,0,0,0,280
11225,r026,"All states and outlying areas -> California -> U. California, Riverside",All states and outlying areas,California,"U. California, Riverside",3,660,0,0,0,660
11225,r027,"All states and outlying areas -> California -> U. California, San Diego",All states and outlying areas,California,"U. California, San Diego",3,5424,0,0,0,5424
11225,r028,"All states and outlying areas -> California -> U. California, Santa Barbara",All states and outlying areas,California,"U. California, Santa Barbara",3,2848,0,0,0,2848
11225,r029,"All states and outlying areas -> California -> U. California, Santa Cruz",All states and outlying areas,California,"U. California, Santa Cruz",3,580,0,0,0,580
11225,r030,All states and outlying areas -> Colorado,All states and outlying areas,Colorado,,2,5733,0,0,3193,2540
11225,r031,"All states and outlying areas -> Colorado -> Colorado State U., Fort Collins",All states and outlying areas,Colorado,"Colorado State U., Fort Collins",3,3193,0,0,3193,0
11225,r032,All states and outlying areas -> Colorado -> U. Colorado Boulder,All states and outlying areas,Colorado,U. Colorado Boulder,3,2540,0,0,0,2540
11225,r033,All states and outlying areas -> Connecticut,All states and outlying areas,Connecticut,,2,13632,0,0,0,13632
11225,r034,All states and outlying areas -> Connecticut -> U. Connecticut,All states and outlying areas,Connecticut,U. Connecticut,3,11132,0,0,0,11132
11225,r035,All states and outlying areas -> Connecticut -> Yale U.,All states and outlying areas,Connecticut,Yale U.,3,2500,0,0,0,2500
11225,r036,All states and outlying areas -> Delaware,All states and outlying areas,Delaware,,2,1286,0,12,0,1275
11225,r037,All states and outlying areas -> Delaware -> U. Delaware,All states and outlying areas,Delaware,U. Delaware,3,1286,0,12,0,1275
11225,r038,All states and outlying areas -> District of Columbia,All states and outlying areas,District of Columbia,,2,47488,0,0,0,47488
11225,r039,All states and outlying areas -> District of Columbia -> Association of Universities for Research in Astronomy,All states and outlying areas,District of Columbia,Association of Universities for Research in Astronomy,3,47488,0,0,0,47488
11225,r040,All states and outlying areas -> Florida,All states and outlying areas,Florida,,2,23509,0,0,0,23509
11225,r041,All states and outlying areas -> Florida -> Florida A&M U.,All states and outlying areas,Florida,Florida A&M U.,3,373,0,0,0,373
11225,r042,All states and outlying areas -> Florida -> Florida Atlantic U.,All states and outlying areas,Florida,Florida Atlantic U.,3,6,0,0,0,6
11225,r043,All states and outlying areas -> Florida -> Florida International U.,All states and outlying areas,Florida,Florida International U.,3,12836,0,0,0,12836
11225,r044,All states and outlying areas -> Florida -> Florida State U.,All states and outlying areas,Florida,Florida State U.,3,7919,0,0,0,7919
11225,r045,All states and outlying areas -> Florida -> U. Central Florida,All states and outlying areas,Florida,U. Central Florida,3,469,0,0,0,469
11225,r046,All states and outlying areas -> Florida -> U. Florida,All states and outlying areas,Florida,U. Florida,3,982,0,0,0,982
11225,r047,All states and outlying areas -> Florida -> U. Miami,All states and outlying areas,Florida,U. Miami,3,924,0,0,0,924
11225,r048,All states and outlying areas -> Georgia,All states and outlying areas,Georgia,,2,6591,0,0,0,6591
11225,r049,All states and outlying areas -> Georgia -> Berry C.,All states and outlying areas,Georgia,Berry C.,3,109,0,0,0,109
11225,r050,All states and outlying areas -> Georgia -> Georgia Institute of Technology,All states and outlying areas,Georgia,Georgia Institute of Technology,3,4244,0,0,0,4244
11225,r051,All states and outlying areas -> Georgia -> Georgia Southern U.,All states and outlying areas,Georgia,Georgia Southern U.,3,298,0,0,0,298
11225,r052,All states and outlying areas -> Georgia -> Georgia State U.,All states and outlying areas,Georgia,Georgia State U.,3,1744,0,0,0,1744
11225,r053,All states and outlying areas -> Georgia -> U. Georgia,All states and outlying areas,Georgia,U. Georgia,3,196,0,0,0,196
11225,r054,All states and outlying areas -> Hawaii,All states and outlying areas,Hawaii,,2,601,0,0,0,601
11225,r055,All states and outlying areas -> Hawaii -> Hawai'i Pacific U.,All states and outlying areas,Hawaii,Hawai'i Pacific U.,3,37,0,0,0,37
11225,r056,"All states and outlying areas -> Hawaii -> U. Hawaii, Manoa",All states and outlying areas,Hawaii,"U. Hawaii, Manoa",3,565,0,0,0,565
11225,r057,All states and outlying areas -> Idaho,All states and outlying areas,Idaho,,2,12492,5,0,0,12487
11225,r058,All states and outlying areas -> Idaho -> Boise State U.,All states and outlying areas,Idaho,Boise State U.,3,1262,0,0,0,1262
11225,r059,All states and outlying areas -> Idaho -> Idaho State U.,All states and outlying areas,Idaho,Idaho State U.,3,780,5,0,0,775
11225,r060,All states and outlying areas -> Idaho -> U. Idaho,All states and outlying areas,Idaho,U. Idaho,3,10451,0,0,0,10451
11225,r061,All states and outlying areas -> Illinois,All states and outlying areas,Illinois,,2,18506,0,90,11235,7181
11225,r062,"All states and outlying areas -> Illinois -> Loyola U., Chicago",All states and outlying areas,Illinois,"Loyola U., Chicago",3,168,0,0,0,168
11225,r063,"All states and outlying areas -> Illinois -> Northwestern U., Evanston",All states and outlying areas,Illinois,"Northwestern U., Evanston",3,697,0,0,0,697
11225,r064,"All states and outlying areas -> Illinois -> U. Chicago, The",All states and outlying areas,Illinois,"U. Chicago, The",3,13171,0,0,11235,1936
11225,r065,"All states and outlying areas -> Illinois -> U. Illinois, Chicago",All states and outlying areas,Illinois,"U. Illinois, Chicago",3,4080,0,90,0,3990
11225,r066,"All states and outlying areas -> Illinois -> U. Illinois, Urbana-Champaign",All states and outlying areas,Illinois,"U. Illinois, Urbana-Champaign",3,390,0,0,0,390
11225,r067,All states and outlying areas -> Indiana,All states and outlying areas,Indiana,,2,689,0,0,0,689
11225,r068,All states and outlying areas -> Indiana -> Ball State U.,All states and outlying areas,Indiana,Ball State U.,3,184,0,0,0,184
11225,r069,"All states and outlying areas -> Indiana -> Purdue U., West Lafayette",All states and outlying areas,Indiana,"Purdue U., West Lafayette",3,16,0,0,0,16
11225,r070,All states and outlying areas -> Indiana -> U. Notre Dame,All states and outlying areas,Indiana,U. Notre Dame,3,287,0,0,0,287
11225,r071,All states and outlying areas -> Indiana -> Valparaiso U.,All states and outlying areas,Indiana,Valparaiso U.,3,202,0,0,0,202
11225,r072,All states and outlying areas -> Iowa,All states and outlying areas,Iowa,,2,9598,0,0,7975,1623
11225,r073,All states and outlying areas -> Iowa -> Coe C.,All states and outlying areas,Iowa,Coe C.,3,262,0,0,0,262
11225,r074,All states and outlying areas -> Iowa -> Grinnell C.,All states and outlying areas,Iowa,Grinnell C.,3,900,0,0,0,900
11225,r075,All states and outlying areas -> Iowa -> U. Iowa,All states and outlying areas,Iowa,U. Iowa,3,8437,0,0,7975,462
11225,r076,All states and outlying areas -> Kansas,All states and outlying areas,Kansas,,2,1604,0,0,0,1604
11225,r077,"All states and outlying areas -> Kansas -> U. Kansas, Lawrence",All states and outlying areas,Kansas,"U. Kansas, Lawrence",3,998,0,0,0,998
11225,r078,All states and outlying areas -> Kansas -> Wichita State U.,All states and outlying areas,Kansas,Wichita State U.,3,606,0,0,0,606
11225,r079,All states and outlying areas -> Kentucky,All states and outlying areas,Kentucky,,2,3247,0,0,1220,2027
11225,r080,All states and outlying areas -> Kentucky -> Murray State U.,All states and outlying areas,Kentucky,Murray State U.,3,522,0,0,0,522
11225,r081,All states and outlying areas -> Kentucky -> U. Kentucky,All states and outlying areas,Kentucky,U. Kentucky,3,1137,0,0,0,1137
11225,r082,All states and outlying areas -> Kentucky -> U. Louisville,All states and outlying areas,Kentucky,U. Louisville,3,1588,0,0,1220,369
11225,r083,All states and outlying areas -> Louisiana,All states and outlying areas,Louisiana,,2,17017,0,0,11943,5075
11225,r084,"All states and outlying areas -> Louisiana -> Louisiana State U., system office",All states and outlying areas,Louisiana,"Louisiana State U., system office",3,758,0,0,0,758
11225,r085,All states and outlying areas -> Louisiana -> Louisiana Tech U.,All states and outlying areas,Louisiana,Louisiana Tech U.,3,49,0,0,0,49
11225,r086,All states and outlying areas -> Louisiana -> Louisiana Universities Marine Consortium,All states and outlying areas,Louisiana,Louisiana Universities Marine Consortium,3,63,0,0,0,63
11225,r087,All states and outlying areas -> Louisiana -> Tulane U.,All states and outlying areas,Louisiana,Tulane U.,3,14147,0,0,9943,4204
11225,r088,All states and outlying areas -> Louisiana -> U. Louisiana at Lafayette,All states and outlying areas,Louisiana,U. Louisiana at Lafayette,3,2000,0,0,2000,0
11225,r089,All states and outlying areas -> Maryland,All states and outlying areas,Maryland,,2,7048,0,0,5500,1548
11225,r090,All states and outlying areas -> Maryland -> Johns Hopkins U.,All states and outlying areas,Maryland,Johns Hopkins U.,3,5500,0,0,5500,0
11225,r091,"All states and outlying areas -> Maryland -> Loyola U., Maryland",All states and outlying areas,Maryland,"Loyola U., Maryland",3,412,0,0,0,412
11225,r092,"All states and outlying areas -> Maryland -> U. Maryland, College Park",All states and outlying areas,Maryland,"U. Maryland, College Park",3,1135,0,0,0,1135
11225,r093,All states and outlying areas -> Massachusetts,All states and outlying areas,Massachusetts,,2,37453,0,75,12981,24397
11225,r094,All states and outlying areas -> Massachusetts -> Boston U.,All states and outlying areas,Massachusetts,Boston U.,3,1376,0,0,0,1376
11225,r095,All states and outlying areas -> Massachusetts -> Brandeis U.,All states and outlying areas,Massachusetts,Brandeis U.,3,150,0,0,0,150
11225,r096,All states and outlying areas -> Massachusetts -> Harvard U.,All states and outlying areas,Massachusetts,Harvard U.,3,421,0,0,0,421
11225,r097,All states and outlying areas -> Massachusetts -> Massachusetts Institute of Technology,All states and outlying areas,Massachusetts,Massachusetts Institute of Technology,3,1161,0,75,0,1086
11225,r098,All states and outlying areas -> Massachusetts -> Northeast Radio Observatory Corp.,All states and outlying areas,Massachusetts,Northeast Radio Observatory Corp.,3,2000,0,0,0,2000
11225,r099,All states and outlying areas -> Massachusetts -> Northeastern U.,All states and outlying areas,Massachusetts,Northeastern U.,3,10916,0,0,0,10916
11225,r100,All states and outlying areas -> Massachusetts -> Tufts U.,All states and outlying areas,Massachusetts,Tufts U.,3,8987,0,0,8987,0
11225,r101,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Amherst",All states and outlying areas,Massachusetts,"U. Massachusetts, Amherst",3,2326,0,0,0,2326
11225,r102,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Lowell",All states and outlying areas,Massachusetts,"U. Massachusetts, Lowell",3,128,0,0,0,128
11225,r103,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Medical School",All states and outlying areas,Massachusetts,"U. Massachusetts, Medical School",3,3994,0,0,3994,0
11225,r104,All states and outlying areas -> Massachusetts -> Woods Hole Oceanographic Institution,All states and outlying areas,Massachusetts,Woods Hole Oceanographic Institution,3,5985,0,0,0,5985
11225,r105,All states and outlying areas -> Massachusetts -> Worcester Polytechnic Institute,All states and outlying areas,Massachusetts,Worcester Polytechnic Institute,3,9,0,0,0,9
11225,r106,All states and outlying areas -> Michigan,All states and outlying areas,Michigan,,2,10137,0,23,0,10113
11225,r107,All states and outlying areas -> Michigan -> Lake Superior State U.,All states and outlying areas,Michigan,Lake Superior State U.,3,198,0,0,0,198
11225,r108,All states and outlying areas -> Michigan -> Michigan State U.,All states and outlying areas,Michigan,Michigan State U.,3,589,0,0,0,589
11225,r109,All states and outlying areas -> Michigan -> Michigan Technological U.,All states and outlying areas,Michigan,Michigan Technological U.,3,456,0,23,0,432
11225,r110,All states and outlying areas -> Michigan -> Oakland U.,All states and outlying areas,Michigan,Oakland U.,3,315,0,0,0,315
11225,r111,All states and outlying areas -> Michigan -> U. Michigan,All states and outlying areas,Michigan,U. Michigan,3,8579,0,0,0,8579
11225,r112,All states and outlying areas -> Minnesota,All states and outlying areas,Minnesota,,2,980,0,0,0,980
11225,r113,"All states and outlying areas -> Minnesota -> Concordia C., Moorhead",All states and outlying areas,Minnesota,"Concordia C., Moorhead",3,303,0,0,0,303
11225,r114,All states and outlying areas -> Minnesota -> U. Minnesota,All states and outlying areas,Minnesota,U. Minnesota,3,677,0,0,0,677
11225,r115,All states and outlying areas -> Mississippi,All states and outlying areas,Mississippi,,2,2742,0,0,0,2742
11225,r116,All states and outlying areas -> Mississippi -> Mississippi State U.,All states and outlying areas,Mississippi,Mississippi State U.,3,2742,0,0,0,2742
11225,r117,All states and outlying areas -> Missouri,All states and outlying areas,Missouri,,2,11530,0,0,10310,1220
11225,r118,"All states and outlying areas -> Missouri -> Missouri State U., Springfield",All states and outlying areas,Missouri,"Missouri State U., Springfield",3,384,0,0,0,384
11225,r119,"All states and outlying areas -> Missouri -> U. Missouri, Columbia",All states and outlying areas,Missouri,"U. Missouri, Columbia",3,11147,0,0,10310,836
11225,r120,All states and outlying areas -> Montana,All states and outlying areas,Montana,,2,1094,0,0,0,1094
11225,r121,All states and outlying areas -> Montana -> Montana Technological U.,All states and outlying areas,Montana,Montana Technological U.,3,1000,0,0,0,1000
11225,r122,"All states and outlying areas -> Montana -> U. Montana, Missoula",All states and outlying areas,Montana,"U. Montana, Missoula",3,94,0,0,0,94
11225,r123,All states and outlying areas -> Nebraska,All states and outlying areas,Nebraska,,2,4265,0,0,3907,358
11225,r124,"All states and outlying areas -> Nebraska -> U. Nebraska, Lincoln",All states and outlying areas,Nebraska,"U. Nebraska, Lincoln",3,358,0,0,0,358
11225,r125,"All states and outlying areas -> Nebraska -> U. Nebraska, Medical Center",All states and outlying areas,Nebraska,"U. Nebraska, Medical Center",3,3907,0,0,3907,0
11225,r126,All states and outlying areas -> Nevada,All states and outlying areas,Nevada,,2,1371,0,0,0,1371
11225,r127,"All states and outlying areas -> Nevada -> U. Nevada, Las Vegas",All states and outlying areas,Nevada,"U. Nevada, Las Vegas",3,377,0,0,0,377
11225,r128,"All states and outlying areas -> Nevada -> U. Nevada, Reno",All states and outlying areas,Nevada,"U. Nevada, Reno",3,994,0,0,0,994
11225,r129,All states and outlying areas -> New Hampshire,All states and outlying areas,New Hampshire,,2,1030,0,0,0,1030
11225,r130,All states and outlying areas -> New Hampshire -> Dartmouth C.,All states and outlying areas,New Hampshire,Dartmouth C.,3,1030,0,0,0,1030
11225,r131,All states and outlying areas -> New Jersey,All states and outlying areas,New Jersey,,2,9050,31,85,1913,7020
11225,r132,All states and outlying areas -> New Jersey -> Montclair State U.,All states and outlying areas,New Jersey,Montclair State U.,3,210,0,0,0,210
11225,r133,All states and outlying areas -> New Jersey -> New Jersey Institute of Technology,All states and outlying areas,New Jersey,New Jersey Institute of Technology,3,587,0,0,0,587
11225,r134,All states and outlying areas -> New Jersey -> Princeton U.,All states and outlying areas,New Jersey,Princeton U.,3,5605,31,0,0,5573
11225,r135,"All states and outlying areas -> New Jersey -> Rutgers, The State U. New Jersey",All states and outlying areas,New Jersey,"Rutgers, The State U. New Jersey",3,2648,0,85,1913,650
11225,r136,All states and outlying areas -> New Mexico,All states and outlying areas,New Mexico,,2,9250,0,0,7085,2166
11225,r137,"All states and outlying areas -> New Mexico -> New Mexico State U., Las Cruces",All states and outlying areas,New Mexico,"New Mexico State U., Las Cruces",3,8641,0,0,7085,1556
11225,r138,All states and outlying areas -> New Mexico -> U. New Mexico,All states and outlying areas,New Mexico,U. New Mexico,3,610,0,0,0,610
11225,r139,All states and outlying areas -> New York,All states and outlying areas,New York,,2,51105,0,0,19368,31738
11225,r140,All states and outlying areas -> New York -> Albert Einstein C. Medicine,All states and outlying areas,New York,Albert Einstein C. Medicine,3,7101,0,0,7101,0
11225,r141,All states and outlying areas -> New York -> Columbia U. in the City of New York,All states and outlying areas,New York,Columbia U. in the City of New York,3,4346,0,0,0,4346
11225,r142,"All states and outlying areas -> New York -> Cornell U., Ithaca",All states and outlying areas,New York,"Cornell U., Ithaca",3,16215,0,0,0,16215
11225,r143,"All states and outlying areas -> New York -> CUNY, C. Staten Island",All states and outlying areas,New York,"CUNY, C. Staten Island",3,724,0,0,0,724
11225,r144,"All states and outlying areas -> New York -> CUNY, City C.",All states and outlying areas,New York,"CUNY, City C.",3,234,0,0,0,234
11225,r145,"All states and outlying areas -> New York -> CUNY, Queens C.",All states and outlying areas,New York,"CUNY, Queens C.",3,573,0,0,0,573
11225,r146,All states and outlying areas -> New York -> Icahn School of Medicine at Mount Sinai,All states and outlying areas,New York,Icahn School of Medicine at Mount Sinai,3,2314,0,0,2314,0
11225,r147,All states and outlying areas -> New York -> Ithaca C.,All states and outlying areas,New York,Ithaca C.,3,250,0,0,0,250
11225,r148,All states and outlying areas -> New York -> New York U.,All states and outlying areas,New York,New York U.,3,3327,0,0,0,3327
11225,r149,"All states and outlying areas -> New York -> Rensselaer Polytechnic Institute, Troy",All states and outlying areas,New York,"Rensselaer Polytechnic Institute, Troy",3,479,0,0,0,479
11225,r150,"All states and outlying areas -> New York -> Rockefeller U., The",All states and outlying areas,New York,"Rockefeller U., The",3,7019,0,0,7019,0
11225,r151,"All states and outlying areas -> New York -> State U. New York at Fredonia, The",All states and outlying areas,New York,"State U. New York at Fredonia, The",3,337,0,0,0,337
11225,r152,"All states and outlying areas -> New York -> State U. New York, The, Albany",All states and outlying areas,New York,"State U. New York, The, Albany",3,1099,0,0,0,1099
11225,r153,"All states and outlying areas -> New York -> State U. New York, The, U. at Buffalo",All states and outlying areas,New York,"State U. New York, The, U. at Buffalo",3,493,0,0,0,493
11225,r154,All states and outlying areas -> New York -> Stony Brook U.,All states and outlying areas,New York,Stony Brook U.,3,5521,0,0,2933,2588
11225,r155,"All states and outlying areas -> New York -> SUNY, C. Brockport, The",All states and outlying areas,New York,"SUNY, C. Brockport, The",3,310,0,0,0,310
11225,r156,"All states and outlying areas -> New York -> Syracuse U., Syracuse",All states and outlying areas,New York,"Syracuse U., Syracuse",3,159,0,0,0,159
11225,r157,All states and outlying areas -> New York -> U. Rochester,All states and outlying areas,New York,U. Rochester,3,605,0,0,0,605
11225,r158,All states and outlying areas -> North Carolina,All states and outlying areas,North Carolina,,2,7608,0,0,3265,4343
11225,r159,All states and outlying areas -> North Carolina -> Duke U.,All states and outlying areas,North Carolina,Duke U.,3,3447,0,0,3265,182
11225,r160,All states and outlying areas -> North Carolina -> North Carolina Agricultural and Technical State U.,All states and outlying areas,North Carolina,North Carolina Agricultural and Technical State U.,3,680,0,0,0,680
11225,r161,All states and outlying areas -> North Carolina -> North Carolina State U.,All states and outlying areas,North Carolina,North Carolina State U.,3,595,0,0,0,595
11225,r162,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Chapel Hill",All states and outlying areas,North Carolina,"U. North Carolina, The, Chapel Hill",3,1386,0,0,0,1386
11225,r163,"All states and outlying areas -> North Carolina -> U. North Carolina, The, Wilmington",All states and outlying areas,North Carolina,"U. North Carolina, The, Wilmington",3,1501,0,0,0,1501
11225,r164,All states and outlying areas -> North Dakota,All states and outlying areas,North Dakota,,2,14,0,14,0,0
11225,r165,All states and outlying areas -> North Dakota -> U. North Dakota,All states and outlying areas,North Dakota,U. North Dakota,3,14,0,14,0,0
11225,r166,All states and outlying areas -> Ohio,All states and outlying areas,Ohio,,2,3342,0,0,0,3342
11225,r167,All states and outlying areas -> Ohio -> Cleveland State U.,All states and outlying areas,Ohio,Cleveland State U.,3,434,0,0,0,434
11225,r168,All states and outlying areas -> Ohio -> Muskingum U.,All states and outlying areas,Ohio,Muskingum U.,3,39,0,0,0,39
11225,r169,"All states and outlying areas -> Ohio -> Ohio State U., The",All states and outlying areas,Ohio,"Ohio State U., The",3,1236,0,0,0,1236
11225,r170,All states and outlying areas -> Ohio -> Ohio U.,All states and outlying areas,Ohio,Ohio U.,3,757,0,0,0,757
11225,r171,"All states and outlying areas -> Ohio -> U. Akron, The, Akron",All states and outlying areas,Ohio,"U. Akron, The, Akron",3,525,0,0,0,525
11225,r172,All states and outlying areas -> Ohio -> U. Dayton,All states and outlying areas,Ohio,U. Dayton,3,351,0,0,0,351
11225,r173,All states and outlying areas -> Oklahoma,All states and outlying areas,Oklahoma,,2,5227,0,32,0,5195
11225,r174,"All states and outlying areas -> Oklahoma -> Oklahoma State U., Stillwater",All states and outlying areas,Oklahoma,"Oklahoma State U., Stillwater",3,4628,0,32,0,4596
11225,r175,All states and outlying areas -> Oklahoma -> U. Tulsa,All states and outlying areas,Oklahoma,U. Tulsa,3,599,0,0,0,599
11225,r176,All states and outlying areas -> Oregon,All states and outlying areas,Oregon,,2,40544,0,12,0,40532
11225,r177,All states and outlying areas -> Oregon -> Oregon State U.,All states and outlying areas,Oregon,Oregon State U.,3,39704,0,12,0,39692
11225,r178,All states and outlying areas -> Oregon -> Southern Oregon U.,All states and outlying areas,Oregon,Southern Oregon U.,3,449,0,0,0,449
11225,r179,"All states and outlying areas -> Oregon -> U. Oregon, Eugene",All states and outlying areas,Oregon,"U. Oregon, Eugene",3,391,0,0,0,391
11225,r180,All states and outlying areas -> Pennsylvania,All states and outlying areas,Pennsylvania,,2,18389,0,31,10811,7547
11225,r181,All states and outlying areas -> Pennsylvania -> Bucknell U.,All states and outlying areas,Pennsylvania,Bucknell U.,3,350,0,0,0,350
11225,r182,All states and outlying areas -> Pennsylvania -> Drexel U.,All states and outlying areas,Pennsylvania,Drexel U.,3,1244,0,0,0,1244
11225,r183,All states and outlying areas -> Pennsylvania -> Lehigh U.,All states and outlying areas,Pennsylvania,Lehigh U.,3,2298,0,0,0,2298
11225,r184,All states and outlying areas -> Pennsylvania -> Pennsylvania State U.,All states and outlying areas,Pennsylvania,Pennsylvania State U.,3,1871,0,31,0,1840
11225,r185,All states and outlying areas -> Pennsylvania -> Temple U.,All states and outlying areas,Pennsylvania,Temple U.,3,740,0,0,0,740
11225,r186,All states and outlying areas -> Pennsylvania -> U. Pennsylvania,All states and outlying areas,Pennsylvania,U. Pennsylvania,3,375,0,0,0,375
11225,r187,All states and outlying areas -> Pennsylvania -> U. Pittsburgh,All states and outlying areas,Pennsylvania,U. Pittsburgh,3,11119,0,0,10811,309
11225,r188,All states and outlying areas -> Pennsylvania -> West Chester U. Pennsylvania,All states and outlying areas,Pennsylvania,West Chester U. Pennsylvania,3,392,0,0,0,392
11225,r189,All states and outlying areas -> South Carolina,All states and outlying areas,South Carolina,,2,874,0,23,0,850
11225,r190,All states and outlying areas -> South Carolina -> U. South Carolina,All states and outlying areas,South Carolina,U. South Carolina,3,874,0,23,0,850
11225,r191,All states and outlying areas -> South Dakota,All states and outlying areas,South Dakota,,2,1527,0,0,0,1527
11225,r192,All states and outlying areas -> South Dakota -> South Dakota School of Mines & Technology,All states and outlying areas,South Dakota,South Dakota School of Mines & Technology,3,548,0,0,0,548
11225,r193,All states and outlying areas -> South Dakota -> South Dakota State U.,All states and outlying areas,South Dakota,South Dakota State U.,3,979,0,0,0,979
11225,r194,All states and outlying areas -> Tennessee,All states and outlying areas,Tennessee,,2,12748,30,68,11997,653
11225,r195,All states and outlying areas -> Tennessee -> Meharry Medical C.,All states and outlying areas,Tennessee,Meharry Medical C.,3,2000,0,0,2000,0
11225,r196,All states and outlying areas -> Tennessee -> Middle Tennessee State U.,All states and outlying areas,Tennessee,Middle Tennessee State U.,3,253,0,0,0,253
11225,r197,All states and outlying areas -> Tennessee -> Oak Ridge Associated Universities,All states and outlying areas,Tennessee,Oak Ridge Associated Universities,3,30,30,0,0,0
11225,r198,"All states and outlying areas -> Tennessee -> Rhodes C., Memphis",All states and outlying areas,Tennessee,"Rhodes C., Memphis",3,400,0,0,0,400
11225,r199,"All states and outlying areas -> Tennessee -> U. Memphis, The",All states and outlying areas,Tennessee,"U. Memphis, The",3,25,0,25,0,0
11225,r200,"All states and outlying areas -> Tennessee -> U. Tennessee, The, Health Science Center",All states and outlying areas,Tennessee,"U. Tennessee, The, Health Science Center",3,2022,0,0,2022,0
11225,r201,"All states and outlying areas -> Tennessee -> U. Tennessee, The, Knoxville",All states and outlying areas,Tennessee,"U. Tennessee, The, Knoxville",3,44,0,44,0,0
11225,r202,All states and outlying areas -> Tennessee -> Vanderbilt U.,All states and outlying areas,Tennessee,Vanderbilt U.,3,7975,0,0,7975,0
11225,r203,All states and outlying areas -> Texas,All states and outlying areas,Texas,,2,24002,0,49,7132,16820
11225,r204,All states and outlying areas -> Texas -> Rice U.,All states and outlying areas,Texas,Rice U.,3,548,0,0,0,548
11225,r205,All states and outlying areas -> Texas -> Texas A&M U.-Commerce,All states and outlying areas,Texas,Texas A&M U.-Commerce,3,144,0,0,0,144
