table_id,row_id,field_citizenship_ethnicity_and_race_full_path,field_citizenship_ethnicity_and_race_level_1,field_citizenship_ethnicity_and_race_level_2,field_citizenship_ethnicity_and_race_level_3,field_citizenship_ethnicity_and_race_level_4,field_citizenship_ethnicity_and_race_level_5,field_citizenship_ethnicity_and_race_level_6,field_citizenship_ethnicity_and_race_level_7,field_citizenship_ethnicity_and_race_level_8,field_citizenship_ethnicity_and_race_hierarchy_depth,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016
1161,r082,"All degrees -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino",All degrees,All S&E,Science,"Earth, atmospheric, and ocean sciences",U.S. citizen and permanent resident,Non-Hispanic or Latino,,,6,743,738,709,682,727,832,936,957,1013,1002,933
1161,r083,"All degrees -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> American Indian or Alaska Native",All degrees,All S&E,Science,"Earth, atmospheric, and ocean sciences",U.S. citizen and permanent resident,Non-Hispanic or Latino,American Indian or Alaska Native,,7,2,6,3,6,3,10,8,10,4,3,5
1161,r084,"All degrees -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian ",All degrees,All S&E,Science,"Earth, atmospheric, and ocean sciences",U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian ,,7,na,na,na,na,na,19,16,22,25,24,19
1161,r085,"All degrees -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>",All degrees,All S&E,Science,"Earth, atmospheric, and ocean sciences",U.S. citizen and permanent resident,Non-Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,7,14,12,13,7,22,na,na,na,na,na,na
1161,r086,"All degrees -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Black or African American",All degrees,All S&E,Science,"Earth, atmospheric, and ocean sciences",U.S. citizen and permanent resident,Non-Hispanic or Latino,Black or African American,,7,10,15,13,18,8,21,24,31,24,26,20
1161,r087,"All degrees -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Native Hawaiian or Other Pacific Islander",All degrees,All S&E,Science,"Earth, atmospheric, and ocean sciences",U.S. citizen and permanent resident,Non-Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,7,na,na,na,na,na,3,0,1,1,1,1
1161,r088,"All degrees -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> White",All degrees,All S&E,Science,"Earth, atmospheric, and ocean sciences",U.S. citizen and permanent resident,Non-Hispanic or Latino,White,,7,659,655,626,599,629,716,818,819,869,872,812
1161,r089,"All degrees -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> More than one race<sup>c</sup>",All degrees,All S&E,Science,"Earth, atmospheric, and ocean sciences",U.S. citizen and permanent resident,Non-Hispanic or Latino,More than one race<sup>c</sup>,,7,na,na,na,na,na,4,10,24,26,17,28
1161,r090,"All degrees -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> Other or unknown race and ethnicity",All degrees,All S&E,Science,"Earth, atmospheric, and ocean sciences",U.S. citizen and permanent resident,Non-Hispanic or Latino,Other or unknown race and ethnicity,,7,58,50,54,52,65,59,60,50,64,59,48
1161,r091,"All degrees -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Temporary resident",All degrees,All S&E,Science,"Earth, atmospheric, and ocean sciences",Temporary resident,,,,5,156,135,112,147,141,120,192,178,214,208,221
1161,r092,"All degrees -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences",All degrees,All S&E,Science,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,,,,5,135,124,126,134,133,135,147,142,152,163,144
1161,r093,"All degrees -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences -> U.S. citizen and permanent resident",All degrees,All S&E,Science,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,U.S. citizen and permanent resident,,,6,105,101,111,123,112,123,128,129,127,140,121
1161,r094,"All degrees -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>",All degrees,All S&E,Science,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,7,2,2,5,2,1,3,5,4,8,5,6
1161,r095,"All degrees -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino",All degrees,All S&E,Science,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,U.S. citizen and permanent resident,Non-Hispanic or Latino,,7,103,99,106,121,111,120,123,125,119,135,115
1161,r096,"All degrees -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> Atmospheric sciences -> U.S. citizen and permanent resident -> Non-Hispanic or Latino -> American Indian or Alaska Native",All degrees,All S&E,Science,"Earth, atmospheric, and ocean sciences",Atmospheric sciences,U.S. citizen and permanent resident,Non-Hispanic or Latino,American Indian or Alaska Native,8,0,1,0,0,0,1,0,2,0,0,0
