table_id,row_id,core_based_statistical_area_cbsa_full_path,core_based_statistical_area_cbsa_level_1,core_based_statistical_area_cbsa_level_2,core_based_statistical_area_cbsa_hierarchy_depth,field_cbsa_code,field_total,field_paid_for_by_the_company,field_paid_for_by_others
9653,r011,"All locations -> Chicago-Naperville-Elgin, IL-IN-WI",All locations,"Chicago-Naperville-Elgin, IL-IN-WI",2,"['16980', '&nbsp;']","['    13,765 ', '&nbsp;']","['    12,883 ', '&nbsp;']","['    882 ', 'i']"
9653,r012,"All locations -> Portland-Vancouver-Hillsboro, OR-WA",All locations,"Portland-Vancouver-Hillsboro, OR-WA",2,"['38900', '&nbsp;']","['    11,023 ', '&nbsp;']","['    10,703 ', '&nbsp;']","['    320 ', '&nbsp;']"
9653,r013,"All locations -> Dallas-Fort Worth-Arlington, TX",All locations,"Dallas-Fort Worth-Arlington, TX",2,"['19100', '&nbsp;']","['    9,985 ', 'i']","['    7,951 ', '&nbsp;']","['    2,033 ', 'i']"
9653,r014,"All locations -> Washington-Arlington-Alexandria, DC-VA-MD-WV",All locations,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2,"['47900', '&nbsp;']","['    9,680 ', '&nbsp;']","['    6,772 ', '&nbsp;']","['    2,908 ', '&nbsp;']"
9653,r015,"All locations -> Austin-Round Rock, TX",All locations,"Austin-Round Rock, TX",2,"['12420', '&nbsp;']","['    9,350 ', 'i']","['    8,860 ', 'i']","['    491 ', 'i']"
9653,r016,"All locations -> Minneapolis-St. Paul-Bloomington, MN-WI",All locations,"Minneapolis-St. Paul-Bloomington, MN-WI",2,"['33460', '&nbsp;']","['    7,641 ', '&nbsp;']","['    7,120 ', '&nbsp;']","['    521 ', '&nbsp;']"
9653,r017,"All locations -> Durham-Chapel Hill, NC",All locations,"Durham-Chapel Hill, NC",2,"['20500', '&nbsp;']","['    7,508 ', 'i']","['    3,213 ', '&nbsp;']","['    4,296 ', 'i']"
9653,r018,"All locations -> Phoenix-Mesa-Scottsdale, AZ",All locations,"Phoenix-Mesa-Scottsdale, AZ",2,"['38060', '&nbsp;']","['    7,024 ', 'i']","['    5,876 ', 'i']","['    1,148 ', '&nbsp;']"
9653,r019,"All locations -> Indianapolis-Carmel-Anderson, IN",All locations,"Indianapolis-Carmel-Anderson, IN",2,"['26900', '&nbsp;']","['    6,978 ', 'i']","['    5,529 ', 'i']","['    1,449 ', '&nbsp;']"
9653,r020,"All locations -> Houston-The Woodlands-Sugar Land, TX",All locations,"Houston-The Woodlands-Sugar Land, TX",2,"['26420', '&nbsp;']","['    5,638 ', '&nbsp;']","['    4,661 ', '&nbsp;']","['    976 ', 'i']"
9653,r021,"All locations -> St. Louis, MO-IL",All locations,"St. Louis, MO-IL",2,"['41180', '&nbsp;']","['    5,610 ', '&nbsp;']","['    3,499 ', '&nbsp;']","['    2,112 ', 'i']"
9653,r022,"All locations -> Atlanta-Sandy Springs-Roswell, GA",All locations,"Atlanta-Sandy Springs-Roswell, GA",2,"['12060', '&nbsp;']","['    5,425 ', '&nbsp;']","['    4,389 ', '&nbsp;']","['    1,036 ', 'i']"
9653,r023,"All locations -> Trenton, NJ",All locations,"Trenton, NJ",2,"['45940', '&nbsp;']","['    5,178 ', '&nbsp;']","['    3,431 ', '&nbsp;']","['    1,747 ', '&nbsp;']"
9653,r024,"All locations -> Cincinnati, OH-KY-IN",All locations,"Cincinnati, OH-KY-IN",2,"['17140', '&nbsp;']","['    4,638 ', '&nbsp;']","['    2,956 ', '&nbsp;']","['    1,683 ', 'i']"
9653,r025,"All locations -> Norwich-New London, CT",All locations,"Norwich-New London, CT",2,"['35980', '&nbsp;']","['    3,953 ', '&nbsp;']","['2,449 - 3,954', '&nbsp;']","['0 - 1,504', '&nbsp;']"
9653,r026,"All locations -> Denver-Aurora-Lakewood, CO",All locations,"Denver-Aurora-Lakewood, CO",2,"['19740', '&nbsp;']","['    3,927 ', '&nbsp;']","['    3,638 ', '&nbsp;']","['    288 ', 'i']"
9653,r027,"All locations -> Raleigh, NC",All locations,"Raleigh, NC",2,"['39580', '&nbsp;']","['    3,635 ', '&nbsp;']","['    2,697 ', '&nbsp;']","['    938 ', 'i']"
9653,r028,"All locations -> Miami-Fort Lauderdale-West Palm Beach, FL",All locations,"Miami-Fort Lauderdale-West Palm Beach, FL",2,"['33100', '&nbsp;']","['    3,058 ', '&nbsp;']","['    2,646 ', '&nbsp;']","['    412 ', 'i']"
9653,r029,"All locations -> Kansas City, MO-KS",All locations,"Kansas City, MO-KS",2,"['28140', '&nbsp;']","['    3,037 ', '&nbsp;']","['    2,271 ', '&nbsp;']","['    766 ', 'i']"
9653,r030,"All locations -> Sacramento-Roseville-Arden-Arcade, CA",All locations,"Sacramento-Roseville-Arden-Arcade, CA",2,"['40900', '&nbsp;']","['    2,875 ', 'i']","['    2,741 ', 'i']","['    134 ', '&nbsp;']"
9653,r031,"All locations -> Baltimore-Columbia-Towson, MD",All locations,"Baltimore-Columbia-Towson, MD",2,"['12580', '&nbsp;']","['    2,854 ', '&nbsp;']","['    2,408 ', '&nbsp;']","['    445 ', '&nbsp;']"
9653,r032,"All locations -> Madison, WI",All locations,"Madison, WI",2,"['31540', '&nbsp;']","['    2,583 ', '&nbsp;']","['    1,760 ', '&nbsp;']","['    823 ', 'i']"
9653,r033,"All locations -> Oxnard-Thousand Oaks-Ventura, CA",All locations,"Oxnard-Thousand Oaks-Ventura, CA",2,"['37100', '&nbsp;']","['    2,518 ', '&nbsp;']","['    2,108 ', '&nbsp;']","['    410 ', 'i']"
9653,r034,"All locations -> Tampa-St. Petersburg-Clearwater, FL",All locations,"Tampa-St. Petersburg-Clearwater, FL",2,"['45300', '&nbsp;']","['    2,446 ', '&nbsp;']","['    1,618 ', '&nbsp;']","['    828 ', '&nbsp;']"
9653,r035,"All locations -> Pittsburgh, PA",All locations,"Pittsburgh, PA",2,"['38300', '&nbsp;']","['    2,403 ', '&nbsp;']","['    2,226 ', '&nbsp;']","['    177 ', 'i']"
9653,r036,"All locations -> Manchester-Nashua, NH",All locations,"Manchester-Nashua, NH",2,"['31700', '&nbsp;']","['    2,324 ', '&nbsp;']","['    713 ', '&nbsp;']","['    1,612 ', '&nbsp;']"
9653,r037,"All locations -> Columbus, OH",All locations,"Columbus, OH",2,"['18140', '&nbsp;']","['    2,320 ', '&nbsp;']","['    1,189 ', 'i']","['    1,131 ', '&nbsp;']"
9653,r038,"All locations -> Salt Lake City, UT",All locations,"Salt Lake City, UT",2,"['41620', '&nbsp;']","['    2,177 ', '&nbsp;']","['    2,123 ', '&nbsp;']","['    54 ', 'i']"
9653,r039,"All locations -> Milwaukee-Waukesha-West Allis, WI",All locations,"Milwaukee-Waukesha-West Allis, WI",2,"['33340', '&nbsp;']","['    2,160 ', '&nbsp;']","['    2,078 ', '&nbsp;']","['    82 ', '&nbsp;']"
9653,r040,"All locations -> Providence-Warwick, RI-MA",All locations,"Providence-Warwick, RI-MA",2,"['39300', '&nbsp;']","['    2,158 ', '&nbsp;']","['    1,989 ', '&nbsp;']","['    170 ', 'i']"
9653,r041,"All locations -> Riverside-San Bernardino-Ontario, CA",All locations,"Riverside-San Bernardino-Ontario, CA",2,"['40140', '&nbsp;']","['    2,008 ', 'i']","['    1,891 ', 'i']","['    117 ', 'i']"
9653,r042,"All locations -> Tucson, AZ",All locations,"Tucson, AZ",2,"['46060', '&nbsp;']","['    1,945 ', 'i']","['    670 ', 'i']","['    1,275 ', 'i']"
9653,r043,"All locations -> Boulder, CO",All locations,"Boulder, CO",2,"['14500', '&nbsp;']","['    1,925 ', 'i']","['    1,828 ', 'i']","['    96 ', '&nbsp;']"
9653,r044,"All locations -> Boise City, ID",All locations,"Boise City, ID",2,"['14260', '&nbsp;']","['    1,898 ', '&nbsp;']","['    1,863 ', '&nbsp;']","['    35 ', '&nbsp;']"
9653,r045,"All locations -> Kalamazoo-Portage, MI",All locations,"Kalamazoo-Portage, MI",2,"['28020', '&nbsp;']","['    1,867 ', '&nbsp;']","['    1,445 ', '&nbsp;']","['    422 ', '&nbsp;']"
9653,r046,"All locations -> Hartford-West Hartford-East Hartford, CT",All locations,"Hartford-West Hartford-East Hartford, CT",2,"['25540', '&nbsp;']","['    1,865 ', '&nbsp;']","['    1,255 ', '&nbsp;']","['    610 ', '&nbsp;']"
9653,r047,"All locations -> Charlotte-Concord-Gastonia, NC-SC",All locations,"Charlotte-Concord-Gastonia, NC-SC",2,"['16740', '&nbsp;']","['    1,811 ', '&nbsp;']","['    1,661 ', '&nbsp;']","['    149 ', '&nbsp;']"
9653,r048,"All locations -> Cleveland-Elyria, OH",All locations,"Cleveland-Elyria, OH",2,"['17460', '&nbsp;']","['    1,700 ', '&nbsp;']","['    1,559 ', '&nbsp;']","['    142 ', 'i']"
9653,r049,"All locations -> Bridgeport-Stamford-Norwalk, CT",All locations,"Bridgeport-Stamford-Norwalk, CT",2,"['14860', '&nbsp;']","['    1,607 ', '&nbsp;']","['    1,556 ', '&nbsp;']","['    51 ', '&nbsp;']"
9653,r050,"All locations -> Albuquerque, NM",All locations,"Albuquerque, NM",2,"['10740', '&nbsp;']","['    1,564 ', '&nbsp;']","['    1,243 ', '&nbsp;']","['    321 ', 'i']"
9653,r051,"All locations -> Huntsville, AL",All locations,"Huntsville, AL",2,"['26620', '&nbsp;']","['    1,553 ', '&nbsp;']","['    365 ', '&nbsp;']","['    1,189 ', '&nbsp;']"
9653,r052,"All locations -> Worcester, MA-CT",All locations,"Worcester, MA-CT",2,"['49340', '&nbsp;']","['    1,553 ', '&nbsp;']","['    1,317 ', '&nbsp;']","['    236 ', '&nbsp;']"
9653,r053,"All locations -> Orlando-Kissimmee-Sanford, FL",All locations,"Orlando-Kissimmee-Sanford, FL",2,"['36740', '&nbsp;']","['    1,550 ', 'i']","['    1,241 ', 'i']","['    309 ', 'i']"
9653,r054,"All locations -> Nashville-Davidson-Murfreesboro-Franklin, TN",All locations,"Nashville-Davidson-Murfreesboro-Franklin, TN",2,"['34980', '&nbsp;']","['    1,311 ', 'i']","['    578 ', 'i']","['    732 ', 'i']"
9653,r055,"All locations -> Albany-Schenectady-Troy, NY",All locations,"Albany-Schenectady-Troy, NY",2,"['10580', '&nbsp;']","['    1,215 ', '&nbsp;']","['    780 ', '&nbsp;']","['    435 ', '&nbsp;']"
9653,r056,"All locations -> Provo-Orem, UT",All locations,"Provo-Orem, UT",2,"['39340', '&nbsp;']","['    1,209 ', '&nbsp;']","['    1,119 ', '&nbsp;']","['    91 ', '&nbsp;']"
9653,r057,"All locations -> Brownsville-Harlingen, TX",All locations,"Brownsville-Harlingen, TX",2,"['15180', '&nbsp;']","['    1,126 ', '&nbsp;']","['    1,125 ', '&nbsp;']","['    1 ', 'i']"
9653,r058,"All locations -> Colorado Springs, CO",All locations,"Colorado Springs, CO",2,"['17820', '&nbsp;']","['    1,003 ', 'i']","['    916 ', 'i']","['    88 ', '&nbsp;']"
9653,r059,"All locations -> Palm Bay-Melbourne-Titusville, FL",All locations,"Palm Bay-Melbourne-Titusville, FL",2,"['37340', '&nbsp;']","['    993 ', 'i']","['    594 ', 'i']","['    399 ', 'i']"
9653,r060,"All locations -> Des Moines-West Des Moines, IA",All locations,"Des Moines-West Des Moines, IA",2,"['19780', '&nbsp;']","['    980 ', '&nbsp;']","['    932 ', '&nbsp;']","['    48 ', '&nbsp;']"
9653,r061,"All locations -> Columbus, IN",All locations,"Columbus, IN",2,"['18020', '&nbsp;']","['    968 ', '&nbsp;']","['    899 ', '&nbsp;']","['    69 ', '&nbsp;']"
9653,r062,"All locations -> Santa Maria-Santa Barbara, CA",All locations,"Santa Maria-Santa Barbara, CA",2,"['42200', '&nbsp;']","['    948 ', 'i']","['    773 ', 'i']","['    175 ', 'i']"
9653,r063,"All locations -> Corning, NY",All locations,"Corning, NY",2,"['18500', '&nbsp;']","['    930 ', '&nbsp;']","['    929 ', '&nbsp;']","['    1 ', 'i']"
9653,r064,"All locations -> Rochester, NY",All locations,"Rochester, NY",2,"['40380', '&nbsp;']","['    928 ', 'i']","['    854 ', 'i']","['    74 ', '&nbsp;']"
9653,r065,"All locations -> Peoria, IL",All locations,"Peoria, IL",2,"['37900', '&nbsp;']","['    895 ', 'i']","['    878 ', 'i']","['    18 ', 'i']"
9653,r066,"All locations -> Grand Rapids-Wyoming, MI",All locations,"Grand Rapids-Wyoming, MI",2,"['24340', '&nbsp;']","['    879 ', '&nbsp;']","['    647 ', '&nbsp;']","['    232 ', '&nbsp;']"
9653,r067,"All locations -> Cedar Rapids, IA",All locations,"Cedar Rapids, IA",2,"['16300', '&nbsp;']","['    864 ', 'i']","['0 - 865', 'i']","['0 - 865', 'i']"
9653,r068,"All locations -> New Haven-Milford, CT",All locations,"New Haven-Milford, CT",2,"['35300', '&nbsp;']","['    863 ', 'i']","['0 - 864', 'i']","['0 - 864', '&nbsp;']"
9653,r069,"All locations -> Richmond, VA",All locations,"Richmond, VA",2,"['40060', '&nbsp;']","['    822 ', 'i']","['    742 ', 'i']","['    80 ', '&nbsp;']"
9653,r070,"All locations -> Akron, OH",All locations,"Akron, OH",2,"['10420', '&nbsp;']","['    822 ', '&nbsp;']","['    724 ', '&nbsp;']","['    98 ', 'i']"
9653,r071,"All locations -> Greensboro-High Point, NC",All locations,"Greensboro-High Point, NC",2,"['24660', '&nbsp;']","['    813 ', 'i']","['    798 ', 'i']","['    14 ', 'i']"
9653,r072,"All locations -> San Antonio-New Braunfels, TX",All locations,"San Antonio-New Braunfels, TX",2,"['41700', '&nbsp;']","['    812 ', 'i']","['    628 ', 'i']","['    184 ', 'i']"
9653,r073,"All locations -> Omaha-Council Bluffs, NE-IA",All locations,"Omaha-Council Bluffs, NE-IA",2,"['36540', '&nbsp;']","['    812 ', '&nbsp;']","['    767 ', '&nbsp;']","['    45 ', '&nbsp;']"
9653,r074,"All locations -> Buffalo-Cheektowaga-Niagara Falls, NY",All locations,"Buffalo-Cheektowaga-Niagara Falls, NY",2,"['15380', '&nbsp;']","['    752 ', 'i']","['    512 ', '&nbsp;']","['    240 ', 'i']"
9653,r075,"All locations -> Bloomington, IL",All locations,"Bloomington, IL",2,"['14010', '&nbsp;']","['    741 ', '&nbsp;']","['    607 ', '&nbsp;']","['    134 ', '&nbsp;']"
9653,r076,"All locations -> Allentown-Bethlehem-Easton, PA-NJ",All locations,"Allentown-Bethlehem-Easton, PA-NJ",2,"['10900', '&nbsp;']","['    736 ', '&nbsp;']","['    709 ', '&nbsp;']","['    28 ', 'i']"
9653,r077,"All locations -> Ann Arbor, MI",All locations,"Ann Arbor, MI",2,"['11460', '&nbsp;']","['    684 ', '&nbsp;']","['    458 ', '&nbsp;']","['    226 ', '&nbsp;']"
9653,r078,"All locations -> Jacksonville, FL",All locations,"Jacksonville, FL",2,"['27260', '&nbsp;']","['    678 ', '&nbsp;']","['    629 ', '&nbsp;']","['    49 ', 'i']"
9653,r079,"All locations -> Santa Rosa, CA",All locations,"Santa Rosa, CA",2,"['42220', '&nbsp;']","['    647 ', 'i']","['    636 ', 'i']","['    11 ', 'i']"
9653,r080,"All locations -> Fort Collins, CO",All locations,"Fort Collins, CO",2,"['22660', '&nbsp;']","['    632 ', 'i']","['    593 ', 'i']","['    39 ', '&nbsp;']"
9653,r081,"All locations -> Memphis, TN-MS-AR",All locations,"Memphis, TN-MS-AR",2,"['32820', '&nbsp;']","['    618 ', '&nbsp;']","['    535 ', '&nbsp;']","['    83 ', '&nbsp;']"
9653,r082,"All locations -> Dayton, OH",All locations,"Dayton, OH",2,"['19380', '&nbsp;']","['    615 ', '&nbsp;']","['    307 ', 'i']","['    308 ', '&nbsp;']"
9653,r083,"All locations -> Las Vegas-Henderson-Paradise, NV",All locations,"Las Vegas-Henderson-Paradise, NV",2,"['29820', '&nbsp;']","['    556 ', 'i']","['    547 ', 'i']","['    9 ', 'e']"
9653,r084,"All locations -> Louisville-Jefferson County, KY-IN",All locations,"Louisville-Jefferson County, KY-IN",2,"['31140', '&nbsp;']","['    534 ', '&nbsp;']","['    277 ', '&nbsp;']","['    257 ', '&nbsp;']"
9653,r085,"All locations -> Wichita, KS",All locations,"Wichita, KS",2,"['48620', '&nbsp;']","['    530 ', '&nbsp;']","['    504 ', '&nbsp;']","['    26 ', '&nbsp;']"
9653,r086,"All locations -> Virginia Beach-Norfolk-Newport News, VA-NC",All locations,"Virginia Beach-Norfolk-Newport News, VA-NC",2,"['47260', '&nbsp;']","['    474 ', '&nbsp;']","['    314 ', '&nbsp;']","['    160 ', '&nbsp;']"
9653,r087,"All locations -> Oshkosh-Neenah, WI",All locations,"Oshkosh-Neenah, WI",2,"['36780', '&nbsp;']","['    454 ', '&nbsp;']","['    452 ', '&nbsp;']","['    3 ', '&nbsp;']"
9653,r088,"All locations -> Charleston-North Charleston, SC",All locations,"Charleston-North Charleston, SC",2,"['16700', '&nbsp;']","['    449 ', '&nbsp;']","['    252 ', '&nbsp;']","['    197 ', '&nbsp;']"
9653,r089,"All locations -> Syracuse, NY",All locations,"Syracuse, NY",2,"['45060', '&nbsp;']","['    446 ', '&nbsp;']","['    361 ', '&nbsp;']","['    86 ', 'i']"
9653,r090,"All locations -> Portland-South Portland, ME",All locations,"Portland-South Portland, ME",2,"['38860', '&nbsp;']","['    438 ', '&nbsp;']","['    386 ', '&nbsp;']","['    52 ', '&nbsp;']"
9653,r091,"All locations -> Davenport-Moline-Rock Island, IA-IL",All locations,"Davenport-Moline-Rock Island, IA-IL",2,"['19340', '&nbsp;']","['    395 ', '&nbsp;']","['    390 ', '&nbsp;']","['    5 ', '&nbsp;']"
9653,r092,"All locations -> Birmingham-Hoover, AL",All locations,"Birmingham-Hoover, AL",2,"['13820', '&nbsp;']","['    389 ', 'i']","['    357 ', 'i']","['    32 ', 'i']"
9653,r093,"All locations -> Reno, NV",All locations,"Reno, NV",2,"['39900', '&nbsp;']","['    389 ', '&nbsp;']","['    130 ', 'i']","['    259 ', '&nbsp;']"
9653,r094,"All locations -> Pueblo, CO",All locations,"Pueblo, CO",2,"['39380', '&nbsp;']","['    383 ', 'i']","['    22 ', 'i']","['    360 ', 'i']"
9653,r095,"All locations -> Oklahoma City, OK",All locations,"Oklahoma City, OK",2,"['36420', '&nbsp;']","['    381 ', '&nbsp;']","['    330 ', '&nbsp;']","['    50 ', 'i']"
9653,r096,"All locations -> Winston-Salem, NC",All locations,"Winston-Salem, NC",2,"['49180', '&nbsp;']","['    369 ', 'i']","['    305 ', '&nbsp;']","['    65 ', 'i']"
9653,r097,"All locations -> Corpus Christi, TX",All locations,"Corpus Christi, TX",2,"['18580', '&nbsp;']","['    367 ', '&nbsp;']","['    365 ', '&nbsp;']","['    2 ', 'e']"
9653,r098,"All locations -> Bakersfield, CA",All locations,"Bakersfield, CA",2,"['12540', '&nbsp;']","['    350 ', '&nbsp;']","['    309 ', '&nbsp;']","['    41 ', 'i']"
9653,r099,"All locations -> Warsaw, IN",All locations,"Warsaw, IN",2,"['47700', '&nbsp;']","['    349 ', '&nbsp;']","['    348 ', '&nbsp;']","['    2 ', '&nbsp;']"
9653,r100,"All locations -> Ogden-Clearfield, UT",All locations,"Ogden-Clearfield, UT",2,"['36260', '&nbsp;']","['    348 ', 'i']","['    274 ', 'i']","['    74 ', '&nbsp;']"
9653,r101,"All locations -> Santa Cruz-Watsonville, CA",All locations,"Santa Cruz-Watsonville, CA",2,"['42100', '&nbsp;']","['    346 ', '&nbsp;']","['0 - 347', '&nbsp;']","['0 - 347', 'i']"
9653,r102,All locations -> All other CBSAs,All locations,All other CBSAs,2,"['&nbsp;', '&nbsp;']","['    29,262 ', '&nbsp;']","['    25,647 ', '&nbsp;']","['    3,615 ', 'i']"
9653,r103,All locations -> Locations outside a CBSA,All locations,Locations outside a CBSA,2,"['&nbsp;', '&nbsp;']","['    3,129 ', '&nbsp;']","['    2,729 ', '&nbsp;']","['    400 ', 'i']"
9653,r104,All locations -> Undistributed<sup>a</sup>,All locations,Undistributed<sup>a</sup>,2,"['&nbsp;', '&nbsp;']","['    780 ', '&nbsp;']","['    712 ', '&nbsp;']","['    67 ', '&nbsp;']"
