table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_total,field_paid_for_by_the_company,field_paid_for_by_others_total,field_paid_for_by_others_federal,field_paid_for_by_others_nonfederal
723,r028,All states -> Montana,All states,Montana,2,"['225', 'i']","['200', 'i']","['25', '&nbsp;']","['10', '&nbsp;']","['15', 'i']"
723,r029,All states -> Nebraska,All states,Nebraska,2,"['578', '&nbsp;']","['539', '&nbsp;']","['39', 'e']","['10', 'e']","['29', 'e']"
723,r030,All states -> Nevada,All states,Nevada,2,"['381', '&nbsp;']","['329', '&nbsp;']","['52', 'e']","['23', '&nbsp;']","['29', 'e']"
723,r031,All states -> New Hampshire,All states,New Hampshire,2,"['1,932', '&nbsp;']","['817', '&nbsp;']","['1,115', '&nbsp;']","['832', '&nbsp;']","['283', '&nbsp;']"
723,r032,All states -> New Jersey,All states,New Jersey,2,"['14,113', '&nbsp;']","['11,627', '&nbsp;']","['2,486', '&nbsp;']","['226', '&nbsp;']","['2,260', '&nbsp;']"
723,r033,All states -> New Mexico,All states,New Mexico,2,"['502', '&nbsp;']","['254', '&nbsp;']","['249', '&nbsp;']","['188', '&nbsp;']","['61', 'e']"
723,r034,All states -> New York,All states,New York,2,"['15,329', '&nbsp;']","['11,897', '&nbsp;']","['3,432', '&nbsp;']","['1,666', 'i']","['1,767', '&nbsp;']"
723,r035,All states -> North Carolina,All states,North Carolina,2,"['8,572', '&nbsp;']","['6,428', '&nbsp;']","['2,144', '&nbsp;']","['172', '&nbsp;']","['1,972', '&nbsp;']"
723,r036,All states -> North Dakota,All states,North Dakota,2,"['211', '&nbsp;']","['191', '&nbsp;']","['19', 'e']","['5', 'e']","['15', 'e']"
723,r037,All states -> Ohio,All states,Ohio,2,"['9,044', '&nbsp;']","['6,149', '&nbsp;']","['2,895', '&nbsp;']","['1,027', 'i']","['1,868', '&nbsp;']"
723,r038,All states -> Oklahoma,All states,Oklahoma,2,"['661', '&nbsp;']","['605', '&nbsp;']","['57', 'e']","['21', 'e']","['36', 'e']"
723,r039,All states -> Oregon,All states,Oregon,2,"['6,357', '&nbsp;']","['6,103', '&nbsp;']","['254', '&nbsp;']","['115', '&nbsp;']","['139', '&nbsp;']"
723,r040,All states -> Pennsylvania,All states,Pennsylvania,2,"['10,354', '&nbsp;']","['9,022', '&nbsp;']","['1,332', 'i']","['164', '&nbsp;']","['1,168', 'i']"
723,r041,All states -> Rhode Island,All states,Rhode Island,2,"['751', '&nbsp;']","['679', '&nbsp;']","['72', '&nbsp;']","['50', '&nbsp;']","['23', 'i']"
723,r042,All states -> South Carolina,All states,South Carolina,2,"['1,289', '&nbsp;']","['1,129', '&nbsp;']","['160', '&nbsp;']","['78', '&nbsp;']","['82', '&nbsp;']"
723,r043,All states -> South Dakota,All states,South Dakota,2,"['139', '&nbsp;']","['115', '&nbsp;']","['24', '&nbsp;']","['11', '&nbsp;']","['12', 'e']"
723,r044,All states -> Tennessee,All states,Tennessee,2,"['1,570', '&nbsp;']","['1,345', '&nbsp;']","['225', '&nbsp;']","['46', '&nbsp;']","['179', '&nbsp;']"
723,r045,All states -> Texas,All states,Texas,2,"['17,350', '&nbsp;']","['14,790', '&nbsp;']","['2,561', '&nbsp;']","['1,114', 'i']","['1,446', '&nbsp;']"
723,r046,All states -> Utah,All states,Utah,2,"['3,274', '&nbsp;']","['2,685', '&nbsp;']","['589', '&nbsp;']","['441', '&nbsp;']","['149', '&nbsp;']"
723,r047,All states -> Vermont,All states,Vermont,2,"['247', '&nbsp;']","['204', '&nbsp;']","['43', 'i']","['17', 'i']","['26', 'i']"
723,r048,All states -> Virginia,All states,Virginia,2,"['4,486', '&nbsp;']","['2,719', '&nbsp;']","['1,768', 'i']","['1,424', 'i']","['343', 'i']"
723,r049,All states -> Washington,All states,Washington,2,"['16,940', '&nbsp;']","['16,313', '&nbsp;']","['627', '&nbsp;']","['212', '&nbsp;']","['415', '&nbsp;']"
723,r050,All states -> West Virginia,All states,West Virginia,2,"['201', '&nbsp;']","['158', '&nbsp;']","['42', 'i']","['23', '&nbsp;']","['19', 'i']"
723,r051,All states -> Wisconsin,All states,Wisconsin,2,"['4,676', '&nbsp;']","['4,052', '&nbsp;']","['623', '&nbsp;']","['85', '&nbsp;']","['538', '&nbsp;']"
723,r052,All states -> Wyoming,All states,Wyoming,2,"['177', '&nbsp;']","['137', '&nbsp;']","['40', '&nbsp;']","['5', '&nbsp;']","['35', '&nbsp;']"
723,r053,All states -> Undistributed<sup>a</sup>,All states,Undistributed<sup>a</sup>,2,"['10,504', '&nbsp;']","['8,188', '&nbsp;']","['2,316', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
