table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021
9701,r018,"All business activities -> Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",All business activities,"Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing",2,32520,"['815', '&nbsp;']","['1,093', '&nbsp;']","['999', '&nbsp;']","['1,054', '&nbsp;']","['1,213', '  ']","['930', '  ']","['825', '  ']","['1,262', '&nbsp;']","['1,293', '&nbsp;']","['1,338', '  ']","['1,284 - 2,021', '  ']"
9701,r019,"All business activities -> Pesticide, fertilizer, and other agricultural chemicals manufacturing",All business activities,"Pesticide, fertilizer, and other agricultural chemicals manufacturing",2,32530,"['D', '&nbsp;']","['1,951', '&nbsp;']","['2,114', 'i']","['2,057', 'i']","['D', '  ']","['1,900', 'i ']","['1,977', '  ']","['2,384', 'i']","['2,094', '&nbsp;']","['1,512', '  ']","['1,266 - 2,003', '  ']"
9701,r020,"All business activities -> Pharmaceutical, medicinal, botanical, and biological products (except diagnostic substances) manufacturing<sup>c</sup>",All business activities,"Pharmaceutical, medicinal, botanical, and biological products (except diagnostic substances) manufacturing<sup>c</sup>",2,32541,"['42,381', '&nbsp;']","['43,672', '&nbsp;']","['42,456', '&nbsp;']","['43,748', '&nbsp;']","['40,540', '  ']","['43,964', '  ']","['45,846', '  ']","['48,489', '&nbsp;']","['55,243', '&nbsp;']","['56,811', '  ']","['58,651', '  ']"
9701,r021,All business activities -> In vitro diagnostic substances manufacturing<sup>c</sup>,All business activities,In vitro diagnostic substances manufacturing<sup>c</sup>,2,32542,"['1,110', '&nbsp;']","['1,044', 'i']","['831', '&nbsp;']","['729', '&nbsp;']","['801', '  ']","['987', '  ']","['1,308', '  ']","['1,151', '&nbsp;']","['1,380', '&nbsp;']","['1,596', '  ']","['1,622', '  ']"
9701,r022,All business activities -> Biotechnology-based pharmaceutical and biological products (except diagnostic substances),All business activities,Biotechnology-based pharmaceutical and biological products (except diagnostic substances),2,32543,"['NA', '&nbsp;']","['NA', '&nbsp;']","['7,118', '&nbsp;']","['10,337', '&nbsp;']","['14,071', '  ']","['16,440', '  ']","['18,629', '  ']","['23,591', '&nbsp;']","['29,477', '&nbsp;']","['32,452', '  ']","['38,166', '  ']"
9701,r023,"All business activities -> Soap, cleaning compound, and toilet preparations manufacturing",All business activities,"Soap, cleaning compound, and toilet preparations manufacturing",2,32591,"['2,344', '&nbsp;']","['2,261', '&nbsp;']","['2,286', '&nbsp;']","['2,365', '&nbsp;']","['2,451', '  ']","['2,550', '  ']","['2,492', '  ']","['2,534', '&nbsp;']","['0 - 17,119', '&nbsp;']","['2,404', '  ']","['2,238 - 2,975', '  ']"
9701,r024,"All business activities -> Paint, adhesive, and other chemical manufacturing",All business activities,"Paint, adhesive, and other chemical manufacturing",2,32592,"['1,552', '&nbsp;']","['1,630', '&nbsp;']","['1,489', '&nbsp;']","['1,562', 'i']","['D', '  ']","['0 - 28,354', '  ']","['1,636', '  ']","['1,361', '&nbsp;']","['1,423', '&nbsp;']","['1,472', '  ']","['1,325 - 2,062', '  ']"
9701,r025,All business activities -> Plastics and rubber products manufacturing,All business activities,Plastics and rubber products manufacturing,2,32600,"['2,669', '&nbsp;']","['3,277', '&nbsp;']","['3,010', '&nbsp;']","['3,072', 'i']","['2,910', '  ']","['3,396', '  ']","['3,264', '  ']","['3,128', '&nbsp;']","['2,997', '&nbsp;']","['2,921', '  ']","['3,226', '  ']"
9701,r026,All business activities -> Clay and glass products manufacturing,All business activities,Clay and glass products manufacturing,2,32710,"['801', 'i']","['987', 'i']","['973', 'i']","['1,003', 'i']","['948', '  ']","['987', '  ']","['1,199', '  ']","['1,333', '&nbsp;']","['1,326', 'i']","['1,376', 'i ']","['1,376', '  ']"
9701,r027,"All business activities -> Cement, concrete, lime, gypsum, and other nonmetallic mineral products manufacturing",All business activities,"Cement, concrete, lime, gypsum, and other nonmetallic mineral products manufacturing",2,32790,"['303', '&nbsp;']","['367', '&nbsp;']","['458', 'i']","['564', 'i']","['393', 'i ']","['374', '  ']","['378', '  ']","['331', '&nbsp;']","['437', '&nbsp;']","['374', '  ']","['418', '  ']"
9701,r028,All business activities -> Primary metal manufacturing,All business activities,Primary metal manufacturing,2,33100,"['552', '&nbsp;']","['750', '&nbsp;']","['644', '&nbsp;']","['703', '&nbsp;']","['596', 'i ']","['0 - 28,354', '  ']","['608', '  ']","['708', '&nbsp;']","['742', '&nbsp;']","['915', '  ']","['1,023', '  ']"
9701,r029,All business activities -> Fabricated metal products manufacturing,All business activities,Fabricated metal products manufacturing,2,33200,"['D', '&nbsp;']","['2,236', '&nbsp;']","['2,535', 'i']","['2,280', '&nbsp;']","['2,541', '  ']","['2,321', '  ']","['2,650', '  ']","['2,764', '&nbsp;']","['3,278', '&nbsp;']","['3,895', '  ']","['4,861', '  ']"
9701,r030,All business activities -> Agricultural machinery and equipment manufacturing,All business activities,Agricultural machinery and equipment manufacturing,2,33311,"['989', '&nbsp;']","['1,175', '&nbsp;']","['1,193', '&nbsp;']","['1,230', '&nbsp;']","['1,172', '  ']","['1,194', '  ']","['1,224', '  ']","['1,529', '&nbsp;']","['1,549', '&nbsp;']","['0 - 25,158', '  ']","['1,475 - 2,212', '  ']"
9701,r031,All business activities -> Construction machinery manufacturing,All business activities,Construction machinery manufacturing,2,33312,"['655', '&nbsp;']","['675', '&nbsp;']","['1,340', '&nbsp;']","['1,309', '&nbsp;']","['1,210', '  ']","['1,209', '  ']","['1,203', '  ']","['1,316', 'i']","['1,276', '&nbsp;']","['1,254', '  ']","['1,384', '  ']"
9701,r032,"All business activities -> Mining, oil, and gas field machinery and equipment manufacturing",All business activities,"Mining, oil, and gas field machinery and equipment manufacturing",2,33319,"['1,735', '&nbsp;']","['1,999', '&nbsp;']","['1,436', 'i']","['1,142', '&nbsp;']","['1,431', '  ']","['1,107', '  ']","['1,272', '  ']","['1,324', '&nbsp;']","['1,104', '&nbsp;']","['1,028', '  ']","['1,223', '  ']"
9701,r033,All business activities -> Semiconductor machinery manufacturing,All business activities,Semiconductor machinery manufacturing,2,33321,"['2,207', '&nbsp;']","['1,308', 'i']","['3,146', '&nbsp;']","['2,979', '&nbsp;']","['3,218', '  ']","['3,374', '  ']","['3,707', '  ']","['4,131', '&nbsp;']","['4,396', '&nbsp;']","['4,752', '  ']","['5,308', '  ']"
9701,r034,All business activities -> Industrial machinery manufacturing (except semiconductor machinery),All business activities,Industrial machinery manufacturing (except semiconductor machinery),2,33322,"['945', '&nbsp;']","['850', '&nbsp;']","['878', '&nbsp;']","['1,158', '&nbsp;']","['1,143', '  ']","['900', '  ']","['1,049', '  ']","['971', '&nbsp;']","['1,386', '&nbsp;']","['1,042', '  ']","['1,411', '  ']"
9701,r035,All business activities -> Photographic and photocopying equipment manufacturing,All business activities,Photographic and photocopying equipment manufacturing,2,33331,"['656', '&nbsp;']","['23', 'i']","['458', '&nbsp;']","['79', '&nbsp;']","['133', '  ']","['92', '  ']","['61', '  ']","['59', 'i']","['162', '&nbsp;']","['0 - 25,158', '  ']","['70', '  ']"
9701,r036,"All business activities -> Commercial, service industry, temperature control, and air-flow control machinery manufacturing",All business activities,"Commercial, service industry, temperature control, and air-flow control machinery manufacturing",2,33332,"['D', '&nbsp;']","['1,182', '&nbsp;']","['1,367', '&nbsp;']","['1,446', '&nbsp;']","['1,380', '  ']","['0 - 28,354', '  ']","['1,780', '  ']","['1,667', '&nbsp;']","['1,712', '&nbsp;']","['1,440', '  ']","['1,907', '  ']"
9701,r037,All business activities -> Digital cameras manufacturing,All business activities,Digital cameras manufacturing,2,33333,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['25', '&nbsp;']","['491', 'i ']","['421', 'i ']","['475', '  ']","['230', '&nbsp;']","['409', '&nbsp;']","['313', 'i ']","['398 - 1,135', '  ']"
9701,r038,"All business activities -> Engine, turbine, and power transmission equipment manufacturing",All business activities,"Engine, turbine, and power transmission equipment manufacturing",2,33360,"['3,257', '&nbsp;']","['3,603', '&nbsp;']","['2,373', '&nbsp;']","['1,847', '&nbsp;']","['2,304', '  ']","['2,365', '  ']","['2,543', '  ']","['2,273', '&nbsp;']","['2,550', '&nbsp;']","['2,466', '  ']","['2,050', '  ']"
9701,r039,All business activities -> Metalworking and other general purpose machinery manufacturing,All business activities,Metalworking and other general purpose machinery manufacturing,2,33390,"['1,832', '&nbsp;']","['1,607', '&nbsp;']","['1,780', '&nbsp;']","['2,089', '&nbsp;']","['2,292', '  ']","['2,139', '  ']","['2,039', '  ']","['2,468', '&nbsp;']","['2,394', '&nbsp;']","['2,881', '  ']","['2,532', '  ']"
9701,r040,All business activities -> Computers and peripheral equipment manufacturing and magnetic and optical media<sup>d</sup>,All business activities,Computers and peripheral equipment manufacturing and magnetic and optical media<sup>d</sup>,2,33412,"['10,311', '&nbsp;']","['10,893', '&nbsp;']","['11,162', '&nbsp;']","['9,651', '&nbsp;']","['10,997', '  ']","['18,321', '  ']","['20,751', '  ']","['21,765', '&nbsp;']","['19,060', 'i']","['22,842', '  ']","['24,633', '  ']"
9701,r041,"All business activities -> Telephone apparatus manufacturing, including routers, modems, and gateways",All business activities,"Telephone apparatus manufacturing, including routers, modems, and gateways",2,33421,"['7,006', '&nbsp;']","['5,101', '&nbsp;']","['5,534', '&nbsp;']","['7,734', '&nbsp;']","['9,529', '  ']","['8,182', '  ']","['7,789', '  ']","['8,550', '&nbsp;']","['8,495', '&nbsp;']","['7,562', '  ']","['7,853 - 8,590', '  ']"
9701,r042,"All business activities -> Radio, television, and wireless communication equipment manufacturing",All business activities,"Radio, television, and wireless communication equipment manufacturing",2,33422,"['4,182', '&nbsp;']","['5,851', '&nbsp;']","['7,664', '&nbsp;']","['6,325', 'i']","['3,387', 'i ']","['4,108', 'i ']","['3,942', 'i ']","['0 - 16,964', 'i']","['2,589', 'i']","['2,286', '  ']","['3,313', '  ']"
9701,r043,"All business activities -> Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",All business activities,"Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",2,33429,"['871', '&nbsp;']","['1,937', '&nbsp;']","['1,729', '&nbsp;']","['1,687', '&nbsp;']","['1,695', 'i ']","['1,798', '  ']","['1,536', '  ']","['0 - 16,964', '&nbsp;']","['1,686', '&nbsp;']","['1,641', '  ']","['681', '  ']"
9701,r044,All business activities -> Audio and video equipment manufacturing,All business activities,Audio and video equipment manufacturing,2,33430,"['798', '&nbsp;']","['865', '&nbsp;']","['876', '&nbsp;']","['1,018', '&nbsp;']","['1,071', 'i ']","['972', '  ']","['1,058', '  ']","['1,084', '&nbsp;']","['1,270', '&nbsp;']","['1,285', '  ']","['1,517', '  ']"
9701,r045,All business activities -> Semiconductor and other electronic components manufacturing,All business activities,Semiconductor and other electronic components manufacturing,2,33440,"['24,580', '&nbsp;']","['28,983', '&nbsp;']","['30,792', '&nbsp;']","['31,986', '&nbsp;']","['30,805', '  ']","['31,428', '  ']","['30,858', '  ']","['31,240', '&nbsp;']","['35,725', '&nbsp;']","['44,110', '  ']","['46,882', '  ']"
9701,r046,"All business activities -> Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",All business activities,"Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",2,33451,"['2,787', '&nbsp;']","['2,868', 'i']","['3,178', 'i']","['3,670', '&nbsp;']","['3,409', '  ']","['3,417', 'i ']","['3,094', '  ']","['4,079', '&nbsp;']","['3,973', '&nbsp;']","['3,902', '  ']","['4,358', '  ']"
9701,r047,"All business activities -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments manufacturing",All business activities,"Search, detection, navigation, guidance, aeronautical, and nautical system and instruments manufacturing",2,33452,"['5,666', '&nbsp;']","['6,403', '&nbsp;']","['6,550', '&nbsp;']","['6,234', '&nbsp;']","['6,503', '  ']","['8,275', '  ']","['6,538', '  ']","['7,819', '&nbsp;']","['7,870', '&nbsp;']","['8,840', 'i ']","['3,918', '  ']"
9701,r048,All business activities -> Measuring and control instruments manufacturing (not listed elsewhere),All business activities,Measuring and control instruments manufacturing (not listed elsewhere),2,33459,"['3,191', '&nbsp;']","['3,465', '&nbsp;']","['3,901', '&nbsp;']","['4,045', '&nbsp;']","['4,201', '  ']","['4,222', '  ']","['3,885', '  ']","['3,888', '&nbsp;']","['3,911', '&nbsp;']","['4,376', '  ']","['4,273', '  ']"
9701,r049,"All business activities -> Electrical equipment, appliances, and components manufacturing",All business activities,"Electrical equipment, appliances, and components manufacturing",2,33500,"['3,007', '&nbsp;']","['3,391', '&nbsp;']","['4,208', '&nbsp;']","['4,461', '&nbsp;']","['4,378', '  ']","['4,805', '  ']","['4,512', '  ']","['4,362', '&nbsp;']","['5,230', '&nbsp;']","['5,295', '  ']","['5,420', '  ']"
9701,r050,All business activities -> Motor vehicles manufacturing,All business activities,Motor vehicles manufacturing,2,33610,"['9,320', '&nbsp;']","['11,314', '&nbsp;']","['11,696', '&nbsp;']","['12,134', '&nbsp;']","['12,502', '  ']","['15,095', '  ']","['16,308', '  ']","['17,447', '&nbsp;']","['15,241', '&nbsp;']","['15,574', '  ']","['18,365', '  ']"
9701,r051,All business activities -> Motor vehicle body and trailer manufacturing,All business activities,Motor vehicle body and trailer manufacturing,2,33620,"['69', '&nbsp;']","['91', 'i']","['98', 'i']","['96', '&nbsp;']","['156', 'i ']","['113', '  ']","['44', '  ']","['93', '&nbsp;']","['155', '&nbsp;']","['82', '  ']","['137', '  ']"
9701,r052,All business activities -> Motor vehicle parts manufacturing,All business activities,Motor vehicle parts manufacturing,2,33630,"['3,010', '&nbsp;']","['D', '&nbsp;']","['4,554', '&nbsp;']","['6,022', '&nbsp;']","['6,158', '  ']","['6,401', '  ']","['6,946', '  ']","['7,800', '&nbsp;']","['8,146', 'i']","['7,780', '  ']","['7,728', '  ']"
9701,r053,All business activities -> Aircraft manufacturing,All business activities,Aircraft manufacturing,2,33641,"['5,853', '&nbsp;']","['15,380', 'i']","['16,607', 'i']","['15,632', 'i']","['14,757', 'i ']","['0 - 28,354', 'i ']","['9,704', 'i ']","['14,488', 'i']","['10,720', 'i']","['15,641', '  ']","['9,707', 'i ']"
9701,r054,All business activities -> Aircraft engine and engine parts manufacturing,All business activities,Aircraft engine and engine parts manufacturing,2,33642,"['1,636', '&nbsp;']","['1,296', '&nbsp;']","['1,758', '&nbsp;']","['2,294', 'i']","['1,580', '  ']","['1,738', '  ']","['1,850', '  ']","['2,226', '&nbsp;']","['2,104', '&nbsp;']","['2,038', '  ']","['8,246', 'i ']"
9701,r055,All business activities -> Other aircraft parts and auxiliary equipment manufacturing,All business activities,Other aircraft parts and auxiliary equipment manufacturing,2,33643,"['1,896', '&nbsp;']","['2,655', '&nbsp;']","['3,446', '&nbsp;']","['4,443', '&nbsp;']","['4,919', '  ']","['3,817', '  ']","['4,453', '  ']","['1,887', '&nbsp;']","['1,434', '&nbsp;']","['1,740', '  ']","['1,491', '  ']"
9701,r056,"All business activities -> Guided missiles, space vehicles, and related parts manufacturing",All business activities,"Guided missiles, space vehicles, and related parts manufacturing",2,33644,"['3,526', '&nbsp;']","['2,850', '&nbsp;']","['2,703', '&nbsp;']","['2,826', 'i']","['3,011', '  ']","['3,063', 'i ']","['3,269', '  ']","['3,405', '&nbsp;']","['3,496', '&nbsp;']","['3,357', '  ']","['2,426', '  ']"
9701,r057,All business activities -> Railroad rolling stock manufacturing,All business activities,Railroad rolling stock manufacturing,2,33651,"['136', '&nbsp;']","['177', '&nbsp;']","['183', '&nbsp;']","['295', '&nbsp;']","['240', '  ']","['187', '  ']","['0 - 11,355', '  ']","['148', '&nbsp;']","['0 - 17,119', 'i']","['239', '  ']","['212', 'i ']"
9701,r058,All business activities -> Ship and boat building,All business activities,Ship and boat building,2,33660,"['D', '&nbsp;']","['D', '&nbsp;']","['1,106', '&nbsp;']","['1,568', 'i']","['D', '  ']","['0 - 28,354', 'i ']","['1,289', '  ']","['0 - 16,964', '&nbsp;']","['0 - 17,119', '&nbsp;']","['964', '  ']","['858', '  ']"
9701,r059,"All business activities -> Motorcycle, bicycle, and parts manufacturing",All business activities,"Motorcycle, bicycle, and parts manufacturing",2,33691,"['212', 'i']","['176', 'i']","['214', 'i']","['251', '&nbsp;']","['282', '  ']","['286', '  ']","['0 - 11,355', '  ']","['372', '&nbsp;']","['368', '&nbsp;']","['417', '  ']","['447', '  ']"
9701,r060,"All business activities -> Military armored vehicle, tank, and tank components manufacturing",All business activities,"Military armored vehicle, tank, and tank components manufacturing",2,33692,"['D', '&nbsp;']","['122', '&nbsp;']","['215', '&nbsp;']","['358', '&nbsp;']","['335', '  ']","['392', '  ']","['653', 'i ']","['664', 'i']","['541', '&nbsp;']","['468', '  ']","['731', '  ']"
9701,r061,All business activities -> All other transportation equipment manufacturing,All business activities,All other transportation equipment manufacturing,2,33699,"['415', '&nbsp;']","['D', '&nbsp;']","['362', '&nbsp;']","['428', '&nbsp;']","['D', '  ']","['368', '  ']","['564', '  ']","['465', '&nbsp;']","['465', '&nbsp;']","['552', '  ']","['559', '  ']"
9701,r062,All business activities -> Furniture and related products manufacturing,All business activities,Furniture and related products manufacturing,2,33700,"['300', '&nbsp;']","['382', '&nbsp;']","['383', '&nbsp;']","['389', '&nbsp;']","['458', '  ']","['364', '  ']","['438', '  ']","['428', '&nbsp;']","['458', '&nbsp;']","['462', '  ']","['456', '  ']"
9701,r063,All business activities -> Medical equipment and supplies manufacturing,All business activities,Medical equipment and supplies manufacturing,2,33910,"['10,141', '&nbsp;']","['10,703', '&nbsp;']","['11,797', '&nbsp;']","['10,987', '&nbsp;']","['11,336', '  ']","['12,024', '  ']","['13,299', '  ']","['13,211', '&nbsp;']","['14,801', '&nbsp;']","['14,638', '  ']","['16,924', '  ']"
9701,r064,"All business activities -> Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",All business activities,"Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",2,33990,"['2,593', '&nbsp;']","['D', '&nbsp;']","['2,544', '&nbsp;']","['2,387', '&nbsp;']","['2,455', 'i ']","['2,597', 'i ']","['2,575', '  ']","['2,861', '&nbsp;']","['2,499', '&nbsp;']","['3,032', '  ']","['3,193', '  ']"
9701,r065,"All business activities -> Merchant wholesalers, durable goods",All business activities,"Merchant wholesalers, durable goods",2,42300,"['505', '&nbsp;']","['1,461', 'i']","['449', 'i']","['414', 'i']","['1,507', 'i ']","['551', 'i ']","['364', '  ']","['730', 'i']","['750', '&nbsp;']","['855', '  ']","['1,301', 'i ']"
9701,r066,"All business activities -> Merchant wholesalers, nondurable goods",All business activities,"Merchant wholesalers, nondurable goods",2,42400,"['429', '&nbsp;']","['651', 'i']","['272', 'i']","['D', '&nbsp;']","['546', 'i ']","['153', 'i ']","['207', '  ']","['273', 'i']","['0 - 17,119', '&nbsp;']","['384', '  ']","['660', 'i ']"
9701,r067,All business activities -> Wholesale electronic markets and agents and brokers (business to business),All business activities,Wholesale electronic markets and agents and brokers (business to business),2,42500,"['54', '&nbsp;']","['182', 'i']","['D', '&nbsp;']","['139', '&nbsp;']","['D', '&nbsp;']","['23', '  ']","['41', 'i ']","['94', 'i']","['37', 'i']","['36', 'i ']","['50', '  ']"
9701,r068,All business activities -> Retail trade (except electronic shopping and electronic auctions),All business activities,Retail trade (except electronic shopping and electronic auctions),2,44000,"['52', '&nbsp;']","['101', 'i']","['96', 'i']","['58', 'i']","['87', '  ']","['149', '  ']","['69', '  ']","['190', '&nbsp;']","['280', '&nbsp;']","['216', '  ']","['362', '  ']"
9701,r069,All business activities -> Electronic shopping and electronic auctions,All business activities,Electronic shopping and electronic auctions,2,45411,"['940', 'i']","['1,239', '&nbsp;']","['993', '&nbsp;']","['1,051', '&nbsp;']","['1,543', 'i ']","['0 - 28,354', 'i ']","['0 - 11,355', '  ']","['0 - 16,964', 'i']","['0 - 17,119', 'i']","['0 - 25,158', 'i ']","['11,931 - 12,668', 'i ']"
9701,r070,All business activities -> Transportation,All business activities,Transportation,2,48000,"['123', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['388', '&nbsp;']","['205', 'i ']","['100', '  ']","['691', '  ']","['2,045', 'i']","['9,398', 'i']","['0 - 25,158', 'i ']","['5,929', 'i ']"
9701,r071,"All business activities -> Couriers, messengers, and express delivery services",All business activities,"Couriers, messengers, and express delivery services",2,49200,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['344', '&nbsp;']","['D', '  ']","['394', '  ']","['421', '  ']","['446', '&nbsp;']","['290', '&nbsp;']","['923', '  ']","['1,115', '  ']"
9701,r072,All business activities -> Warehousing and storage,All business activities,Warehousing and storage,2,49300,"['15', '&nbsp;']","['15', '&nbsp;']","['15', '&nbsp;']","['3', '&nbsp;']","['3', '  ']","['0', '  ']","['90', '  ']","['76', '&nbsp;']","['128', 'i']","['33', '  ']","['0 - 2,201', '  ']"
9701,r073,"All business activities -> Newspaper, periodical, book, and directory publishers (except Internet)",All business activities,"Newspaper, periodical, book, and directory publishers (except Internet)",2,51110,"['345', 'i']","['229', 'i']","['316', 'i']","['89', 'i']","['99', 'i ']","['80', 'i ']","['83', '  ']","['151', '&nbsp;']","['84', '&nbsp;']","['0 - 25,158', '  ']","['127', 'i ']"
